부스명,대표자,위치,부스,대표 작품(원작),그 외 다루는 작품,쁘띠존,캐릭터,커플링,커플링 성향,그 외 커플링,매체,트위터,링크,행사명,개최일
빗자루썰매창고,님썰,A9b,1sp,명탐정 코난,,,"아카이 슈이치, 아무로 토오루",아카이 슈이치X아무로 토오루,로맨틱,,"만화,일러스트",@FuruseolAM,https://dongne.co/event/df2501/circles/461734,제28회 디. 페스타,Day1
빵 나오는시간 오전 11:00,빵주머니,D8,2sp,"가비지타임,은혼,창작",,,,,,,,@pocket0jun,https://dongne.co/event/df2501/circles/464277,제28회 디. 페스타,Day1
빵부스러기,소루빵,M16,2sp,문구,플레이브,,,,,,,soboru830,https://dongne.co/event/df2501/circles/461382,제28회 디. 페스타,Day1
빵이랑 준이랑,해아,D7b,1sp,가비지타임,,,,,,,,@lllbadgelll,https://dongne.co/event/df2501/circles/462899,제28회 디. 페스타,Day1
빵준할사람,진짜,D7a,1sp,가비지타임,,,전영중 성준수,전영중X성준수,"로맨틱,섹슈얼",,사진,,https://dongne.co/event/df2501/circles/460642,제28회 디. 페스타,Day1
뿅클로젯,와이용,G25,2sp,슬램덩크,,,이명헌,이명헌X송태섭,"로맨틱,섹슈얼,해당없음","이명헌정우성,정우성이명헌,정우섭송태섭","일러스트,공예,기타",@ho_it_o_o,https://dongne.co/event/df2501/circles/458835,제28회 디. 페스타,Day1
쁘띠뽀짝,뽀짝쿵야,O26,4sp,화산귀환,원피스 코난 데못죽 하이큐 슬램덩크 전독시 플레이브,,,,,,,@BBoJJaKKyu,https://dongne.co/event/df2501/circles/462762,제28회 디. 페스타,Day1
사내x대장부,동차,S9a,1sp,앙상블스타즈,원피스,,,테츠X쿠로,로맨틱,루조로,일러스트,car_10001,https://dongne.co/event/df2501/circles/456601,제28회 디. 페스타,Day1
사또밥맛잇어요,使道,O14b,1sp,데못죽,데뷔 못하면 죽는 병 걸림,,테스타,김래빈X박문대,로맨틱,문대른,,@s_atto_,https://dongne.co/event/df2501/circles/451936,제28회 디. 페스타,Day1
사랑을하렴맹우들아,물범,E31,2sp,트라이건,,,,밧슈X울프우드,,,,@TGun_B_10,https://dongne.co/event/df2501/circles/453284,제28회 디. 페스타,Day1
사랑의 트랩카드,갈릭,R24,2sp,앙상블스타즈,,,,사쿠마 레이X오오가미 코가,"로맨틱,섹슈얼",,만화,,https://dongne.co/event/df2501/circles/456864,제28회 디. 페스타,Day1
사이쿄대 문예부,사라사,C12,2sp,아이실드21,,,히루마 요이치 콘고 아곤 ,콘고아곤X히루마요이치,"섹슈얼,로맨틱","무사히루, 모브히루",,@salasa075,https://dongne.co/event/df2501/circles/458591,제28회 디. 페스타,Day1
사이키델릭문,파인더,O2,2sp,월야환담,,,한세건,리림X세건,해당없음,,소설,,https://dongne.co/event/df2501/circles/460667,제28회 디. 페스타,Day1
사자와 상어의 상관관계,김나무,C31a,1sp,가정교사 히트맨 리본,,가히리요? 2025년에요?,잔저스 스쿠알로,,해당없음,,,@10x49love,https://dongne.co/event/df2501/circles/453374,제28회 디. 페스타,Day1
사제실격,"혈당과당,  영탈",C15,2sp,모브사이코100,,,,카게야마 시게오 X레이겐 아라타카,로맨틱,,"만화,일러스트",@kettodango ,https://dongne.co/event/df2501/circles/452170,제28회 디. 페스타,Day1
사탕바구니,캔디,F11,2sp,,,,,,,,,,https://dongne.co/event/df2501/circles/464596,제28회 디. 페스타,Day1
사토시와 미노루네,여,F12b,1sp,슬램덩크,,,"김낙수, 최동오",김낙수X최동오,로맨틱,대만동오,소설,@mtmt_R6,https://dongne.co/event/df2501/circles/452862,제28회 디. 페스타,Day1
삼월작업실,삼월작업실,M17,2sp,유리공예,,,,오쿠무라 유키오X오쿠무라 린,로맨틱,,,@CorvusGlass,https://dongne.co/event/df2501/circles/461117,제28회 디. 페스타,Day1
상브레크 황국군 영창 돌바닥,포니오,U2a,1sp,파이널판타지16,,,"테랑스, 디옹 르사주",,섹슈얼,,,@PNPO564,https://dongne.co/event/df2501/circles/457606,제28회 디. 페스타,Day1
새해도 오타쿠,이나연,I7b,1sp,,,,,,,,"만화,일러스트",,https://dongne.co/event/df2501/circles/457225,제28회 디. 페스타,Day1
새해에도 공놀이,나이닌,F26a,1sp,슬램덩크,하이큐!!,,,,,,,,https://dongne.co/event/df2501/circles/463017,제28회 디. 페스타,Day1
생일축하해,YAN,S13a,1sp,아이돌리쉬세븐,X,,"이즈미이오리, 나나세리쿠",이오리X리쿠,로맨틱,X,만화,@i7_yan,https://dongne.co/event/df2501/circles/460950,제28회 디. 페스타,Day1
서라벌 아일랜드,히래,Q27a,1sp,명일방주,진혼기 반월당의 기묘한 이야기,,김자하 김설영 백란 유단 로고스 위샤델 테레시아,,,,일러스트,zzzz_0405,https://dongne.co/event/df2501/circles/454295,제28회 디. 페스타,Day1
서라벌아일랜드,키림,Q27b,1sp,명일방주,"진혼기 , 반월당의 기묘한 이야기",,로고스 위샤델 테레시아,,,,만화,,https://dongne.co/event/df2501/circles/454110,제28회 디. 페스타,Day1
서클명,닉네임,L5b,1sp,기타,,,,,,,,,https://dongne.co/event/df2501/circles/457823,제28회 디. 페스타,Day1
선배혹시유루스도?,만화감옥,S31,2sp,밀그램,프리티 시리즈,,,,,,,roomoftruth,https://dongne.co/event/df2501/circles/457705,제28회 디. 페스타,Day1
설영자하 붐업스토어,신라국밥,O4,2sp,진혼기,,설영자하 쁘띠존: 월성영화제,"설영, 자하",설영X자하,"로맨틱,섹슈얼",,소설,silnolgo,https://dongne.co/event/df2501/circles/460892,제28회 디. 페스타,Day1
세계와 맞서는 신앙,치즈,U3,2sp,로드 오브 히어로즈,,,,미리안드X브란두흐,,,"소설,일러스트",@,https://dongne.co/event/df2501/circles/459044,제28회 디. 페스타,Day1
세븐일레븐(7x11),멀미,E28b,1sp,블루록,,,,나기 세이시로X이사기 요이치,,"바로이사, 카이이사",,,https://dongne.co/event/df2501/circles/456821,제28회 디. 페스타,Day1
세상에 나쁜 탱댐은 없다,도나쓰,F14,2sp,슬램덩크,,,,,해당없음,,만화,@L0VEisCURSE,https://dongne.co/event/df2501/circles/454886,제28회 디. 페스타,Day1
세카이의 옷장,랙랙,U17,2sp,프로젝트 세카이,18TRIP,,"텐마 츠카사, 카미시로 루이",,로맨틱,네타나기,"만화,일러스트",@LLS_0529,https://dongne.co/event/df2501/circles/457435,제28회 디. 페스타,Day1
셑펠 앤솔로지 <<탑봇 랑데뷰>>,.,T29,2sp,리그오브레전드,,라이엇 쁘띠존,"세트라이, 아펠리오스",,로맨틱,,"만화,일러스트,소설",@settphel_anthol,https://dongne.co/event/df2501/circles/451875,제28회 디. 페스타,Day1
소년현상,少年現象,R27,2sp,앙상블 스타즈!!,,,"사카사키 나츠메, 아오바 츠무기, 하루카와 소라",사카사키 나츠메X아오바 츠무기,,,"만화,일러스트",@5_145c,https://dongne.co/event/df2501/circles/462601,제28회 디. 페스타,Day1
소문(안)난 동네 맛집,모리,P16,2sp,전지적 독자 시점,,,,유중혁X김독자,"로맨틱,섹슈얼",,"만화,일러스트",mori_gy,https://dongne.co/event/df2501/circles/463139,제28회 디. 페스타,Day1
소소한 메이릴리,"메이, 소소",M1,4sp,수공예,화산귀환,,,,,,공예,"@Ma_Li_garden, @sosohan611004",https://dongne.co/event/df2501/circles/457119,제28회 디. 페스타,Day1
소프트아이스크림부,도담,Q33,2sp,테일즈 오브 제스티리아,,,"스레이, 미쿠리오",,로맨틱,,만화,@Tz_kuou,https://dongne.co/event/df2501/circles/456385,제28회 디. 페스타,Day1
손부림,라야,I18,2sp,태팅레이스,,,,,,,공예,@sonbulim,https://dongne.co/event/df2501/circles/461670,제28회 디. 페스타,Day1
슈가솔트데이즈,ㄱㅁ,L9,4sp,,,,,,,,,,https://dongne.co/event/df2501/circles/472176,제28회 디. 페스타,Day1
슈갓덤 카프레제 무한탑,파몽,R6a,1sp,임금님전대 킹오쟈(파워레인저 킹덤포스),,,,,로맨틱,,,pamong_bffa,https://dongne.co/event/df2501/circles/456078,제28회 디. 페스타,Day1
슈뢰딩거의 부스,Naf,C20b,1sp,주술회전,,,,,로맨틱,,,daemoli7333,https://dongne.co/event/df2501/circles/463098,제28회 디. 페스타,Day1
스구루씨의 사탕가게,"먉, 나미",H17,2sp,주술회전,,게토고죠 쁘띠존 <온대성 연인>,"게토 스구루, 고죠 사토루",게토 스구루X고죠 사토루,"로맨틱,섹슈얼",,"소설,만화,일러스트",@1_and_on1y_725,https://dongne.co/event/df2501/circles/458673,제28회 디. 페스타,Day1
스니야 제발,amu,F33a,1sp,윈브레,,,,스오 하야토X니레이 아키히코,,,소설,,https://dongne.co/event/df2501/circles/453659,제28회 디. 페스타,Day1
스승의 은혜는 하늘 같아서,윤펭귄,Q22b,1sp,대역전재판,,,"바로크 반직스, 아소기 카즈마",아소기 카즈마X바로크 반직스,"로맨틱,섹슈얼",,소설,@objectionguin,https://dongne.co/event/df2501/circles/453794,제28회 디. 페스타,Day1
스쿠이타면 뭐든 좋은 자급자족 출장소 2호점,윤난,C21a,1sp,주술회전,,,"양면 스쿠나, 이타도리 유지",스쿠나X이타도리 유지,해당없음,,소설,@mnmn_5252,https://dongne.co/event/df2501/circles/451822,제28회 디. 페스타,Day1
스티븐의 러브하우스 ,비터 / 자월 / 보보,F5,2sp,혈계전선,,2025 라이브라한국지부 신년회,"크라우스 폰 라인헤르츠, 스티븐 A 스타페이즈",크라우스X스티븐,"로맨틱,섹슈얼",혈계전선,"소설,일러스트,만화",@_273dot15D_ / @NOVEMBER_BBB / @bo2bo_ing,https://dongne.co/event/df2501/circles/459446,제28회 디. 페스타,Day1
슬기로운 구화산 생활,랑,O8a,1sp,화산귀환 ,,,"당보,청명,청문,청진",청명X당보,로맨틱,,,dadadau7,https://dongne.co/event/df2501/circles/461527,제28회 디. 페스타,Day1
시광대리영업소,농네,A1,2sp,시광대리인,,,,,,,,nongne_11,https://dongne.co/event/df2501/circles/465839,제28회 디. 페스타,Day1
시절인연,이스마일,Q26,2sp,명일방주,,,총웨,박사X총웨,로맨틱,,"만화,일러스트",@nills_ff14,https://dongne.co/event/df2501/circles/462658,제28회 디. 페스타,Day1
시쿠시쿠,농부,T17,2sp,프로젝트 세카이,,,,카미시로 루이X텐마 츠카사,"섹슈얼,로맨틱",,만화,,https://dongne.co/event/df2501/circles/457500,제28회 디. 페스타,Day1
쏘블루 팝업스토어,BB,B26,2sp,블루자이언트,,,,,,,만화,@_born_blue,https://dongne.co/event/df2501/circles/459995,제28회 디. 페스타,Day1
쏘암언터쳐블깡총,산땍,C33,2sp,가정교사 히트맨 리본,"하이큐 , 블루록",가히리요? 2025년에요?,,리본X츠나,,카게히나,,,https://dongne.co/event/df2501/circles/456342,제28회 디. 페스타,Day1
쏙쏙빼먹는 소시지,쏙쏘,A8,2sp,명탐정 코난,,,,,,,"만화,일러스트",,https://dongne.co/event/df2501/circles/456608,제28회 디. 페스타,Day1
아기남자씨피,공요,O30,2sp,진혼기,가비지타임,설영자하 쁘띠존: 월성영화제,,설영X자하,로맨틱,,일러스트,@loving1108,https://dongne.co/event/df2501/circles/454262,제28회 디. 페스타,Day1
아기남자씨피,써틴랑,O29,2sp,진혼기,,설영자하 쁘띠존: 월성영화제,,설영X자하,로맨틱,,"만화,소설,일러스트",@S4NGSUNG0S0,https://dongne.co/event/df2501/circles/462561,제28회 디. 페스타,Day1
아기서방과 뱀자님,장강,R19,2sp,아이돌리쉬세븐,,,"이스미 하루카, 나츠메 미나미, 사나, 시세이",이스미 하루카X나츠메 미나미,"로맨틱,섹슈얼",,"만화,일러스트",@Yangtze7_,https://dongne.co/event/df2501/circles/472354,제28회 디. 페스타,Day1
아기쥐하우스,drc,I11,2sp,,,,,,,,,,https://dongne.co/event/df2501/circles/462247,제28회 디. 페스타,Day1
아들이 아빠를 사랑하면 무슨 콤플렉스냐?,"수성, 게불",P13,2sp,역전재판 후기,,,"오도로키 호우스케, 두르크 사드마디",오도로키 호우스케X두르크 사드마디,"로맨틱,해당없음,섹슈얼",,"소설,만화","@165x18_, @Ged_the_aad",https://dongne.co/event/df2501/circles/459573,제28회 디. 페스타,Day1
아라쓰고,"Akon, MADOYO",F20,2sp,슬램덩크,,,양호열 강백호,,,,,@Nongnol234,https://dongne.co/event/df2501/circles/462673,제28회 디. 페스타,Day1
아른아른,공란,A25b,1sp,아카기,텐~천화거리의쾌남아~,,"아카기 시게루, 하라다 카츠미",,"로맨틱,섹슈얼",,만화,@fk111111mt,https://dongne.co/event/df2501/circles/462948,제28회 디. 페스타,Day1
아무씨피환갑잔치,여름,D12a,1sp,가비지타임,,,,,,,"소설,만화,일러스트", @wntGT_230130,https://dongne.co/event/df2501/circles/456947,제28회 디. 페스타,Day1
아므,마루,L11b,1sp,,,,,,,,일러스트,jjk,https://dongne.co/event/df2501/circles/453963,제28회 디. 페스타,Day1
아발론 변두리 맥주감자집 8호점,리나,T33,2sp,로드 오브 히어로즈(로오히),,,"요한 테일드, 프람 베르그",요한X프람,로맨틱,,,@_linalord_,https://dongne.co/event/df2501/circles/453396,제28회 디. 페스타,Day1
아분명트친할땐같은장르였는데...,"아난, 레프",N9,2sp,"화산귀환, 카리스마 하우스, 히프노시스 마이크",,,,,,,"만화,기타","@id_nandato, @ggakkgak",https://dongne.co/event/df2501/circles/455889,제28회 디. 페스타,Day1
아빠 엄마 사귐,"멸망, 망사랑",G22,2sp,주술회전,,게토고죠 쁘띠존 <온대성 연인>,"게토 스구루, 고죠 사토루",게토 스구루X고죠 사토루,로맨틱,,"만화,일러스트,소설","@byeol_lo, @luvinruin725",https://dongne.co/event/df2501/circles/453047,제28회 디. 페스타,Day1
아빠랑 동굴탐험,만수,R16,2sp,역전재판,가면라이더리바이스,역전재판 쁘띠존:변호측이 역전을 숨김,오도로키,오도로키X두르크,"로맨틱,섹슈얼,해당없음",오도로키X아오이,"만화,소설",https://x.com/dododongi,https://dongne.co/event/df2501/circles/457721,제28회 디. 페스타,Day1
아유 저거저거 누굴 닮아서 저러나 몰라 당신 닮아서겠지 와타시와 안타다케요!!!,Soul,D14,2sp,주술회전,,고죠우타 쁘띠존 | 럭키 뉴이얼 : 롯기비기,"고죠 사토루, 이오리 우타히메",고죠 사토루X이오리 우타히메,"로맨틱,섹슈얼",,,@_Soul_shadow,https://dongne.co/event/df2501/circles/463406,제28회 디. 페스타,Day1
아이돌만 세 장르 잡고 통장을 잃음,루벨릭,S24,2sp,앙상블 스타즈!!,"데못죽, 아이돌리쉬세븐",,"크레이지비, 알칼로이드, 에덴",,,,,,https://dongne.co/event/df2501/circles/453843,제28회 디. 페스타,Day1
아저씨들 파는 부스,qhfl9315,T4,2sp,리그 오브 레전드,,라이엇 쁘띠존,롤 캐릭터들,,,,"만화,일러스트,공예,조형,기타",@lolpaja,https://dongne.co/event/df2501/circles/455662,제28회 디. 페스타,Day1
아직 서클명 안 정해짐 ,코핀,M5,2sp,오리지널 ,포켓몬,,,,,,,@wkrrhks,https://dongne.co/event/df2501/circles/460226,제28회 디. 페스타,Day1
아직모름,메린,F18,2sp,슬램덩크,아이실드21,,서태웅 강백호,,로맨틱,,만화,@merinme99,https://dongne.co/event/df2501/circles/457842,제28회 디. 페스타,Day1
아직미정,조호,K12b,1sp,,,,,,,,,,https://dongne.co/event/df2501/circles/462399,제28회 디. 페스타,Day1
아직부스명못정함,"주화, 닛, 나철",S14,2sp,아이돌리쉬세븐,,,"이즈미 이오리, 나나세 리쿠",이즈미 이오리X나나세 리쿠,로맨틱,,"만화,일러스트","@juhwaIMMA, @sikakeyo, @kwaknanacheol",https://dongne.co/event/df2501/circles/455596,제28회 디. 페스타,Day1
"아키토, 니게루나。",옐쓴,U7,4sp,프로젝트 세카이 컬러풀 스테이지! feat. 하츠네 미쿠,,토우아키 쁘띠존 : 너와 함께 푸른 거리 속 새벽녘을,"아오야기 토우야, 시노노메 아키토",아오야기 토우야X시노노메 아키토,로맨틱,,"일러스트,만화",@touaki_numnum,https://dongne.co/event/df2501/circles/452403,제28회 디. 페스타,Day1
악어스튜와연어짬뽕,연어,R4,2sp,"데바데,은혼","오버워치,신데마스",,,,,,,@mon_dai_nai,https://dongne.co/event/df2501/circles/463752,제28회 디. 페스타,Day1
안경군,가나쵸,F28,2sp,슬램덩크,아이나나 하이큐,,권준호 야마토,정대만X권준로,,,,@_ghanacho,https://dongne.co/event/df2501/circles/463229,제28회 디. 페스타,Day1
안녕은 영원한 헤어짐은 아니겠지요,이요르,B25b,1sp,디지몬 테이머즈,,,,,,,,@3567days,https://dongne.co/event/df2501/circles/454708,제28회 디. 페스타,Day1
안녕하세요,사회숙제,E16,2sp,하이큐,가비지타임,,,,,,,,https://dongne.co/event/df2501/circles/460366,제28회 디. 페스타,Day1
안미쓰러브클럽,2mitsuSD,F15,2sp,슬램덩크,,,안선생님 정대만 ,안선생님X정대만,"섹슈얼,로맨틱",,"소설,만화,일러스트",2mitsuSD,https://dongne.co/event/df2501/circles/457257,제28회 디. 페스타,Day1
안보이는 곳에서 카이신 계속 안전하게 올리고 있었다고,하니,A28,2sp,전지적독자시점,"명탐정 코난, 화산귀환",,,유중혁X김독자,해당없음,카이신,,HANILNAH / SHJPT,https://dongne.co/event/df2501/circles/463642,제28회 디. 페스타,Day1
안아. 나 말고 니네끼리,"아꼰, 화, 다온, 설",N26,4sp,화산귀환,주술회전,화산귀환 쁘띠존,"화산귀환,고죠 사토루, 게토 스구루",고죠 사토루X게토 스구루,"로맨틱,섹슈얼",,"소설,만화,일러스트","agiggonmu, da0nnthgg_",https://dongne.co/event/df2501/circles/458801,제28회 디. 페스타,Day1
알파카화방,한결,L15a,1sp,,,,,,,,,@p_675hg,https://dongne.co/event/df2501/circles/459941,제28회 디. 페스타,Day1
암튼뭐라도해냄,34,A2b,1sp,동경과거짓말,,,"에델바이스 밀런, 비올라 알피나",에델바이스X비올라,로맨틱,,,,https://dongne.co/event/df2501/circles/462824,제28회 디. 페스타,Day1
앙상블리쉬의 약속!!,감자튀김,S25b,1sp,앙상블 스타즈,"마법사의 약속, 아이나나",,유성대,,,,,kokopitta ,https://dongne.co/event/df2501/circles/456057,제28회 디. 페스타,Day1
야구공축구공보다히프노시스마이크,RIKI,E10b,1sp,블루록,"망각 배터리, 히프노시스마이크",,,,"섹슈얼,로맨틱","린이사, 하루케이",,Rickie_Jang,https://dongne.co/event/df2501/circles/453441,제28회 디. 페스타,Day1
야데,야데,F7,2sp,,,,,,,,,,https://dongne.co/event/df2501/circles/464296,제28회 디. 페스타,Day1
약속의 여섯 시,핍,D12b,1sp,가비지타임,명탐정코난,,최종수 박병찬,최종수X박병찬,"로맨틱,섹슈얼","아카이 슈이치, 아무로 토오루",,xlilozx,https://dongne.co/event/df2501/circles/462037,제28회 디. 페스타,Day1
양서류보호위원회,사녀,D4a,1sp,개구리중사케로로,,,,,,,,GLL_USA,https://dongne.co/event/df2501/circles/460513,제28회 디. 페스타,Day1
양푼비빔밥살인사건,엄마,R22,2sp,역전재판,"네가 죽어,베리드스타즈,검은방,회색도시,망각 배터리",역전재판 쁘띠존:변호측이 역전을 숨김,,,,,,@RApizza_,https://dongne.co/event/df2501/circles/463170,제28회 디. 페스타,Day1
얘들아 부스하자!,비서,R1a,1sp,아이카츠,,,이치고,,,,"일러스트,소설",@GAMPANGPANG_,https://dongne.co/event/df2501/circles/461301,제28회 디. 페스타,Day1
어!?!!?!? 저몸이자꾸어디로끌려가요ㅡㅡㅡㅡㅡㅡHAMA NICE TRIP,"미제, DO9, 파일",S33,2sp,18TRIP (에이트리),,,"나나메기 나나키, 하마사키 카에데, 무라쿠모 텐, 니시조노 렌가",나나메기 나나키X하마사키 카에데(남주임),"로맨틱,섹슈얼",텐렌,게임,defitslove,https://dongne.co/event/df2501/circles/458062,제28회 디. 페스타,Day1
어느 마이너의 재고 목록,로든,I3,2sp,문구류,,,,,,,공예,@raud_ann,https://dongne.co/event/df2501/circles/460649,제28회 디. 페스타,Day1
어두운 바다의 외계인이 되어,명랑,N3,2sp,어두운 바다의 등불이 되어,플레이브,,"박무현,신해량,서지혁,백애영,남예준,한노아,밤비,도은호,유하민 등",,,,"일러스트,만화",@cheerful030,https://dongne.co/event/df2501/circles/456746,제28회 디. 페스타,Day1
어둠의 녹색어머니회,미스틱,F26b,1sp,슬램덩크,,,김수겸,성현준X김수겸,"로맨틱,섹슈얼",,,@noye_mystic,https://dongne.co/event/df2501/circles/464357,제28회 디. 페스타,Day1
어디든가,마김,K13a,1sp,,,,,,,,,,https://dongne.co/event/df2501/circles/464330,제28회 디. 페스타,Day1
"어떻게 내 그림까지 사랑하겠어, 널 사랑한거지",밤맛바밤바,B28a,1sp,나루토,,,나루토,,,,,@i_injangi,https://dongne.co/event/df2501/circles/453713,제28회 디. 페스타,Day1
어려분죄송한데글하나만 젇겠습니다.안녕여누리니혀온아너네를처음본순간부터좋아했어방학전에고백하고싶었는데바보같이그땐용기가없더라ㄴ이제누가부스도와주냐,신협조합원,D23,2sp,가비지타임,붕괴:스타레일,,"최종수, 박병찬",최종수X박병찬,로맨틱,레이시오x어벤츄린,"만화,일러스트",,https://dongne.co/event/df2501/circles/462552,제28회 디. 페스타,Day1
어째서가버리는것인가친구여,에밀,U29,2sp,레뷰,"죠죠, 페르소나",,,,,,일러스트,rr_amil,https://dongne.co/event/df2501/circles/465272,제28회 디. 페스타,Day1
어쩌다 아이돌,ob,S7,2sp,앙상블 스타즈,,,"알칼로이드, 크레이지비, 올유닛",,로맨틱,,일러스트,@ob_mon_29,https://dongne.co/event/df2501/circles/463422,제28회 디. 페스타,Day1
언제해도 재미있는 공놀이,매니저,E22a,1sp,하이큐,,,쿠로오,,해당없음,,"만화,일러스트,사진",,https://dongne.co/event/df2501/circles/452641,제28회 디. 페스타,Day1
얼티밋 원더☆쇼타임,세뇨,T10,2sp,프로젝트 세카이,,"나의 스타에게, 너의 연출가로부터 #2","텐마 츠카사, 카미시로 루이, 오오토리 에무, 쿠사나기 네네",텐마 츠카사X카미시로 루이,로맨틱,,일러스트,@sn_prsk,https://dongne.co/event/df2501/circles/458152,제28회 디. 페스타,Day1
엄증판진심,차차유행,P17,2sp,대역전재판,,,,바로크 반직스X종자,로맨틱,,"만화,일러스트","@Thgcha4, @foundhappyplace",https://dongne.co/event/df2501/circles/457429,제28회 디. 페스타,Day1
에도정크푸드,IENN,P11,2sp,Fate 시리즈,,,,,,,,@In_ourtime,https://dongne.co/event/df2501/circles/456011,제28회 디. 페스타,Day1
에스페란사,천경,N29,2sp,천관사복,"마도조사, 흑집사, 나츠메 우인장",,"사련, 화성, 시엘, 세바스찬",화성X사련,로맨틱,"세바시엘, 망무",,@tenkei121,https://dongne.co/event/df2501/circles/459897,제28회 디. 페스타,Day1
에이씨 기분이다!괴짜원투 수중쇼!!,애옹,T9b,1sp,프로젝트 세카이,,"나의 스타에게, 너의 연출가로부터 #2","카미시로 루이,텐마 츠카사",텐마 츠카사X카미시로 루이,로맨틱,,게임,@meow_502,https://dongne.co/event/df2501/circles/455942,제28회 디. 페스타,Day1
"여기 ""같씨피 팔 때까지 숨 안 쉼""...이라고 써있는데요 박사님","uni, 맴돌",Q13,2sp,역전재판 시리즈,,,"아소기 카즈마, 바로크 반직스, 유가미 진, 유가미 카구야, 키즈키 마리",종자X바로크,로맨틱,"유가미 남매, 진코코카구, 유가코코조합","일러스트,소설,만화,공예","@asogi_sexyman, @maamdoll",https://dongne.co/event/df2501/circles/456061,제28회 디. 페스타,Day1
여기여기여기라고!!,케토루,J11,2sp,,,,,,,,"일러스트,공예",,https://dongne.co/event/df2501/circles/465282,제28회 디. 페스타,Day1
여름낮,겨울밤,N7,2sp,화산귀환,수공예 로드오브히어로즈 프리즘스톤,,,,,,,,https://dongne.co/event/df2501/circles/463234,제28회 디. 페스타,Day1
여자여자만화,만들,M6b,1sp,,,,,,,,"만화,일러스트,기타",,https://dongne.co/event/df2501/circles/453504,제28회 디. 페스타,Day1
여전히 농구공 튕깁니다.,팥코,G7b,1sp,슬램덩크,,,슬램덩크,,,,,@Woona_hn,https://dongne.co/event/df2501/circles/461593,제28회 디. 페스타,Day1
여행,여행,E3,4sp,사카모토,,,,,,,,,https://dongne.co/event/df2501/circles/462688,제28회 디. 페스타,Day1
역전 앞 할매,히즈리다&달안개,Q14,2sp,역전재판,"대역전재판, 역전검사",,"종자, 바로크 반직스",종자X바로크 반직스,,,"만화,일러스트,소설",@hizurida / @Dalfog_ ,https://dongne.co/event/df2501/circles/463764,제28회 디. 페스타,Day1
역전상회,제토,R14,2sp,"역전재판, MIU404",,역전재판 쁘띠존:변호측이 역전을 숨김,,,,,일러스트,@zetoee,https://dongne.co/event/df2501/circles/463026,제28회 디. 페스타,Day1
연상이 연하를 귀여워 함,세르에,Q19a,1sp,히프노시스 마이크,,,,야마다 이치로X아오히츠기 사마토키,로맨틱,,소설,,https://dongne.co/event/df2501/circles/462175,제28회 디. 페스타,Day1
열등감일이십구번폭발,감일,P24,2sp,페르소나5R,,,"주인공, 아케치 고로",주인공X아케치 고로,로맨틱,,만화,gamil427,https://dongne.co/event/df2501/circles/458108,제28회 디. 페스타,Day1
열시미 하자,포포,K8,2sp,,,,,,,,,,https://dongne.co/event/df2501/circles/465425,제28회 디. 페스타,Day1
열혈반점,소지,S8,2sp,앙상블 스타즈!!,,,나구모 테토라,나구모 테토라X키류 쿠로,,테츠쿠로,"만화,일러스트",@draca2na,https://dongne.co/event/df2501/circles/452078,제28회 디. 페스타,Day1
영등등 기타등등 ,무타바,B21,2sp,모브사이코100,"가라오케가자, 슬램덩크",,,,해당없음,,,,https://dongne.co/event/df2501/circles/461620,제28회 디. 페스타,Day1
영영 위빙,영영위빙,I17,2sp,"위빙 기법을 사용하여 제작한 수제 매트를 판매합니다. 여름의 푸릇한 잔디를 닮은 잔디밭 위빙 매트, 눈길 위에 뽀작뽀작 남은 발자국을 표현한 발자국 위빙 매트 등을 판매해요.",,,,,,,공예,y0ung0_weaving,https://dongne.co/event/df2501/circles/457551,제28회 디. 페스타,Day1
영원한 공놀의 굴레,"유용, 사서",E19,2sp,하이큐,,,,,,,일러스트,"@C_U_C_Me, @librariaaaan",https://dongne.co/event/df2501/circles/458950,제28회 디. 페스타,Day1
영화관 가서 아이보 할인 적용해달라고 해,"관식, 노얘",U8,2sp,프로젝트 세카이,,토우아키 쁘띠존 : 너와 함께 푸른 거리 속 새벽녘을,"아오야기 토우야, 시노노메 아키토",아오야기 토우야X시노노메 아키토,"로맨틱,섹슈얼",,"소설,일러스트,만화","@m__ulti, @mynoyes_",https://dongne.co/event/df2501/circles/455810,제28회 디. 페스타,Day1
예나디자인,예나,L17,2sp,,,,,,,,,,https://dongne.co/event/df2501/circles/456444,제28회 디. 페스타,Day1
예뻤어마라엽떡에중당추가까지,박해진,K1,4sp,,,,,,,,,hxxhxm_,https://dongne.co/event/df2501/circles/460401,제28회 디. 페스타,Day1
예지나라,깔깔오죠상,B12a,1sp,나의 히어로 아카데미아,"헌터x헌터, 괴도조커, 나루토, 좀비고등학교",,,시가라키 토무라X미도리야 이즈쿠,섹슈얼,"시가데쿠, 사스나루, 레오크라, 동진유리","만화,일러스트",https://x.com/kk_OJS,https://dongne.co/event/df2501/circles/455761,제28회 디. 페스타,Day1
오도로키가족애증진협회,"개바, 초보",Q19b,1sp,역전재판,,,"오도로키 호스케+나유타 사드마디, 나루호도 미누키",,,,만화,"@GS_gaeba, @178square",https://dongne.co/event/df2501/circles/463779,제28회 디. 페스타,Day1
오직 인자로만 세상을 판단한다,+ω,Q10,2sp,세포신곡,,,"원흉조, 은자조",우츠기 란기리X하라다 무테이,,,"만화,소설,일러스트",@Plus_Omega_A,https://dongne.co/event/df2501/circles/461993,제28회 디. 페스타,Day1
