부스명,대표자,위치,부스,대표 작품(원작),그 외 다루는 작품,쁘띠존,캐릭터,커플링,커플링 성향,그 외 커플링,매체,트위터,링크,행사명,개최일
1010010100,dod,G13a,1sp,슬램덩크,,,양호열 강백호,,,,,,https://dongne.co/event/df2501/circles/463448,제28회 디. 페스타,Day1
1042thDEAL,"디일, 42",N5,2sp,,,,,,,,"만화,일러스트",,https://dongne.co/event/df2501/circles/453717,제28회 디. 페스타,Day1
10년지기친구납치해간장르,"듀, 오열",A14,2sp,주술회전,슬램덩크,,"고죠 사토루, 게토 스구루, 양호열, 강백호",고죠 사토루X게토 스구루,로맨틱,양호열 X 강백호,"만화,소설,기타","MP572d, 8v0jpDWu",https://dongne.co/event/df2501/circles/463773,제28회 디. 페스타,Day1
10회말역전만루홈런,.,R15,2sp,대역전재판,역전재판,역전재판 쁘띠존:변호측이 역전을 숨김,,바로크 반직스X종자,"로맨틱,섹슈얼","나루미츠, 오도로키 왼","만화,일러스트",@llilillliilliil,https://dongne.co/event/df2501/circles/460193,제28회 디. 페스타,Day1
15대제자의 화산,깜냥,N25a,1sp,화산귀환,,,,,,,소설,@Knyang_718,https://dongne.co/event/df2501/circles/453571,제28회 디. 페스타,Day1
16,곽종필,J14,2sp,,,,,,,,"만화,소설",@gjp___,https://dongne.co/event/df2501/circles/456381,제28회 디. 페스타,Day1
165,김팡팡,R18a,1sp,역전재판 456,,역전재판 쁘띠존:변호측이 역전을 숨김,오도로키 호스케,,,,만화,@Kim___Attorney,https://dongne.co/event/df2501/circles/462698,제28회 디. 페스타,Day1
1월의 주술사,헤이즐,J13,2sp,주술회전,,,"고죠 사토루, 게토 스구루",고죠 사토루X게토 스구루,로맨틱,,"만화,일러스트",@hajel0302,https://dongne.co/event/df2501/circles/461872,제28회 디. 페스타,Day1
2025 너희도 5살 차이구나,621t_t,D26,2sp,가비지타임,,,"기상호,박병찬",기상호X박병찬,"로맨틱,섹슈얼",,"만화,일러스트",621t_t,https://dongne.co/event/df2501/circles/457085,제28회 디. 페스타,Day1
2025 이사라마오 생일 준비 위원회,안진,S10,2sp,앙상블스타즈!!,,,이사라 마오,,,,만화,@0anjin0,https://dongne.co/event/df2501/circles/460533,제28회 디. 페스타,Day1
25시 마감데이즈,하루반L,O23,2sp,화산귀환,"사카모토데이즈,은혼",,청명 나구모,,,,"만화,일러스트",@kununk030,https://dongne.co/event/df2501/circles/458718,제28회 디. 페스타,Day1
"25시, WEEKEND GARAGE에서.","999+, 냠충",U15,2sp,프로젝트 세카이,,,"비배스, 니고 ",,로맨틱,25시 나이트코드,"만화,일러스트","@noisy9p, @kR21Pzg",https://dongne.co/event/df2501/circles/462568,제28회 디. 페스타,Day1
26studio,이육,N17,2sp,데못죽,가비지타임,,,,,,,@Love_26k,https://dongne.co/event/df2501/circles/463377,제28회 디. 페스타,Day1
30년 묵은 목사천사 정상영업 중,A/S,E30,2sp,트라이건,,,,,로맨틱,,만화,@A_S15771577,https://dongne.co/event/df2501/circles/455691,제28회 디. 페스타,Day1
4078,채다,S2,2sp,니지산지,,,,,,,,@C3o00,https://dongne.co/event/df2501/circles/458635,제28회 디. 페스타,Day1
40년전통소바전문점,산개,T2,2sp,발로란트,,라이엇 쁘띠존,발로란트 올캐릭터,,,,일러스트,@2000mangchi,https://dongne.co/event/df2501/circles/458236,제28회 디. 페스타,Day1
4825%,Sapphire,U18,2sp,프로세카,,,,,,,,,https://dongne.co/event/df2501/circles/465621,제28회 디. 페스타,Day1
54,0,R21,2sp,아이돌리쉬세븐,,,,오오사카 소고X요츠바 타마키,,,,,https://dongne.co/event/df2501/circles/465918,제28회 디. 페스타,Day1
572,HK,A15,2sp,주술회전,사카모토 데이즈,,,고죠사토루X게토스구루,"로맨틱,섹슈얼",,,@0Hkkkk,https://dongne.co/event/df2501/circles/457095,제28회 디. 페스타,Day1
572LOOP,mg,A16,2sp,주술회전,,,고죠사토루 게토스구루,고죠 사토루X게토 스구루,"로맨틱,섹슈얼",,소설,@ggmin_gge,https://dongne.co/event/df2501/circles/460471,제28회 디. 페스타,Day1
572년간 얼어있던 심장이 뛰기 시작함,2017,B16a,1sp,주술회전,,,"고죠 사토루, 게토 스구루",고죠 사토루X게토 스구루,로맨틱,,"만화,일러스트,기타",@Goge_S2,https://dongne.co/event/df2501/circles/465845,제28회 디. 페스타,Day1
6일 후면 1월 31일,분필통,C13a,1sp,모브사이코100,"아인, 이세계 착각 헌터",,"레이겐 아라타카, 세리자와 카츠야",,,,"만화,기타",bunpiltong,https://dongne.co/event/df2501/circles/465235,제28회 디. 페스타,Day1
71억을걷는시간,OHC,H22,2sp,,,게토고죠 쁘띠존 <온대성 연인>,"게토 스구루, 고죠 사토루",,"로맨틱,섹슈얼",,"만화,일러스트",@aoi_nami_koishi,https://dongne.co/event/df2501/circles/463858,제28회 디. 페스타,Day1
725일째 게고중,♥♡ 춉오,H2,2sp,주술회전,,게토고죠 쁘띠존 <온대성 연인>,"게토 스구루, 고죠 사토루",게토스구루X고죠사토루,"로맨틱,섹슈얼",,"만화,일러스트,기타",@Charcoal_725 @empty_growl,https://dongne.co/event/df2501/circles/457734,제28회 디. 페스타,Day1
7번가 어딘가,uuro,G27b,1sp,슬램덩크,,,북산,,,,"일러스트,만화",xdayswonder,https://dongne.co/event/df2501/circles/452876,제28회 디. 페스타,Day1
7월의 소년,룬,C23a,1sp,가비지타임,,,"성준수,전영중",,"로맨틱,섹슈얼",카블미스,,,https://dongne.co/event/df2501/circles/456781,제28회 디. 페스타,Day1
8년만에 돌아왔더니 불바다가 되어있는 건에 대하여,(달짝지)근,B28b,1sp,히로아카,,,"다비, 호크스",다비X호크스,로맨틱,,소설,@DH_flamewing24,https://dongne.co/event/df2501/circles/451739,제28회 디. 페스타,Day1
9.8 차원이정표,포포토샐러드,U33,2sp,,,,,,,,,P0PH0T0_14 ,https://dongne.co/event/df2501/circles/464244,제28회 디. 페스타,Day1
::IT SHOW TIME::,스노잉,O17,2sp,데뷔못하면죽는병걸림,앙상블스타즈,,청려,청려X문대,로맨틱,,,,https://dongne.co/event/df2501/circles/463257,제28회 디. 페스타,Day1
<2025 라이브라한국지부 신년회> 주최부스,2025 라이브라한국지부 신년회,F34,2sp,,,2025 라이브라한국지부 신년회,,,,,,,https://dongne.co/event/df2501/circles/521463,제28회 디. 페스타,Day1
<가히리요? 2025년에요?> 주최부스,가히리요? 2025년에요?,C34,2sp,,,가히리요? 2025년에요?,,,,,,,https://dongne.co/event/df2501/circles/521445,제28회 디. 페스타,Day1
<고죠우타 쁘띠존 | 럭키 뉴이얼 : 롯기비기> 주최부스,고죠우타 쁘띠존 | 럭키 뉴이얼 : 롯기비기,D17,2sp,,,고죠우타 쁘띠존 | 럭키 뉴이얼 : 롯기비기,,,,,,,https://dongne.co/event/df2501/circles/521452,제28회 디. 페스타,Day1
"<나의 스타에게, 너의 연출가로부터 #2> 주최부스","나의 스타에게, 너의 연출가로부터 #2",T12,2sp,,,"나의 스타에게, 너의 연출가로부터 #2",,,,,,,https://dongne.co/event/df2501/circles/521435,제28회 디. 페스타,Day1
<라이엇 쁘띠존> 주최부스,라이엇 쁘띠존,T1,2sp,,,라이엇 쁘띠존,,,,,,,https://dongne.co/event/df2501/circles/521457,제28회 디. 페스타,Day1
<설영자하 쁘띠존: 월성영화제> 주최부스,설영자하 쁘띠존: 월성영화제,O34,2sp,,,설영자하 쁘띠존: 월성영화제,,,,,,,https://dongne.co/event/df2501/circles/521426,제28회 디. 페스타,Day1
<토우아키 쁘띠존 : 너와 함께 푸른 거리 속 새벽녘을> 주최부스,토우아키 쁘띠존 : 너와 함께 푸른 거리 속 새벽녘을,U23,2sp,,,토우아키 쁘띠존 : 너와 함께 푸른 거리 속 새벽녘을,,,,,,,https://dongne.co/event/df2501/circles/521412,제28회 디. 페스타,Day1
Alchemy Lab.,JunE,A11,2sp,볼트론:전설의 수호자,"로드오브히어로즈, 슬램덩크",,"키스, 시로, 알루라, 랜스, 피지, 헝크, (팔라딘즈)",,"섹슈얼,로맨틱",알루랜스,"소설,일러스트",@fennecjune,https://dongne.co/event/df2501/circles/457877,제28회 디. 페스타,Day1
Apricity,서율,C27,2sp,가비지타임,슬램덩크,,성준수 기상호,성준수X기상호,로맨틱,"종수상호, 형석현성","소설,만화",seoyul_Wrt,https://dongne.co/event/df2501/circles/453173,제28회 디. 페스타,Day1
attendre espérer,소다,P8b,1sp,Fate/Grand Order,,,,암굴왕 에드몽 당테스X후지마루 리츠카,로맨틱,,"소설,일러스트,만화",@0964O9,https://dongne.co/event/df2501/circles/464448,제28회 디. 페스타,Day1
BHH,카레크로켓맨,Q12,2sp,위치즈하트,칭송받는 자,,,,"로맨틱,해당없음","시리클레, 윌라클레, 노엘클레, 오로에루, 하쿠온","만화,기타,일러스트",@currycroqman,https://dongne.co/event/df2501/circles/472234,제28회 디. 페스타,Day1
Black and white,로에 씨밀레,H1,2sp,주술회전,,게토고죠 쁘띠존 <온대성 연인>,"게토 스구루, 고죠 사토루",게토 스구루X고죠 사토루,"로맨틱,섹슈얼",,"만화,소설",@KaCe0jdqrIBCcnW  @Simile725,https://dongne.co/event/df2501/circles/457001,제28회 디. 페스타,Day1
Blanc de Blanc,메타,E13,2sp,명탐정 코난,,,,후루야 레이X카자미 유우야,"로맨틱,섹슈얼",,"만화,일러스트,소설",@prayer_meta,https://dongne.co/event/df2501/circles/452891,제28회 디. 페스타,Day1
Cerulean+Blue,Sipir,E20,2sp,하이큐,가비지타임,,,,,,만화,sipir02,https://dongne.co/event/df2501/circles/462681,제28회 디. 페스타,Day1
Ch.8 신성혼인,헤노,Q9,2sp,세포신곡,,,"하츠토리 하지메, 우츠기 노리유키",하츠토리 하지메X우츠기 노리유키,로맨틱,,"만화,일러스트",@tpvtlsrP,https://dongne.co/event/df2501/circles/459658,제28회 디. 페스타,Day1
Chaco Goods Shop,챠코,D25,2sp,가비지타임,캐릭캐릭체인지,,"기상호, 박병찬, 최종수, 전영중, 성준수, 아무, 나데시코, ",상호X병찬,로맨틱,"전영중, 성준수",일러스트,@Chako_uoou,https://dongne.co/event/df2501/circles/463032,제28회 디. 페스타,Day1
ChanoO,차누,E5a,1sp,사카모토데이즈,,,"사카모토데이즈 나구모, 시시바, 오사라기",,,,일러스트,@chanooartz,https://dongne.co/event/df2501/circles/472301,제28회 디. 페스타,Day1
CP명이 이게 아닐 텐데?,"나타드코코, 만녹",P28,2sp,붕괴: 스타레일,마비노기,,,,,,소설,,https://dongne.co/event/df2501/circles/457593,제28회 디. 페스타,Day1
Crotti,kitami,A4,2sp,원피스,슬램덩크,,"키드, 킬러",,로맨틱,,만화,,https://dongne.co/event/df2501/circles/461789,제28회 디. 페스타,Day1
Dessert party,"티니,푸딩",Q24,2sp,원신 ,"스타레일,프로젝트세카이",,카베,,로맨틱,"레이츄린,네네에무","만화,일러스트",,https://dongne.co/event/df2501/circles/458645,제28회 디. 페스타,Day1
DONNA DONNA ,mito,M11,2sp,,,,,,,,,,https://dongne.co/event/df2501/circles/463865,제28회 디. 페스타,Day1
DONUT UNIVERSE,TN,D33,2sp,트라이건,,,,울프우드X밧슈,,,,@TNG2O_,https://dongne.co/event/df2501/circles/455867,제28회 디. 페스타,Day1
DOT,쩜,B5a,1sp,,,,,,,,,,https://dongne.co/event/df2501/circles/457167,제28회 디. 페스타,Day1
dreampapel,나비아,U19a,1sp,프로젝트세카이,"프로세카,프세카",,,,,,일러스트,@nabeia0,https://dongne.co/event/df2501/circles/453053,제28회 디. 페스타,Day1
Dry Flower,iple,S11b,1sp,앙상블 스타즈!!,,,,,,,,,https://dongne.co/event/df2501/circles/465537,제28회 디. 페스타,Day1
Endless Dream,루다,Q34,2sp,테일즈 오브 제스티리아,슬램덩크,,슬레이,,,,소설,Karlin_123 ,https://dongne.co/event/df2501/circles/454405,제28회 디. 페스타,Day1
Frost Moon,라프엘,D6,2sp,"죠죠의 기묘한 모험, 원피스, 발더스 게이트 3, 악마집사와 검은 고양이",,,,죠나단X디오,로맨틱,"베리언x주인(드림), 우타(드림)","만화,소설",,https://dongne.co/event/df2501/circles/454803,제28회 디. 페스타,Day1
g1,천두,B1,4sp,,,,,,,,,,https://dongne.co/event/df2501/circles/460609,제28회 디. 페스타,Day1
GEGOちゅ♡,또처,H19,2sp,주술회전,,게토고죠 쁘띠존 <온대성 연인>,"게토 스구루, 고죠 사토루",게토 스구루X고죠 사토루,"로맨틱,섹슈얼",,"만화,일러스트",@ttoeatagain,https://dongne.co/event/df2501/circles/462475,제28회 디. 페스타,Day1
GO,.,B5b,1sp,.,,,,,,,기타,.,https://dongne.co/event/df2501/circles/460234,제28회 디. 페스타,Day1
GYURI,kimgyuri,B25a,1sp,디지몬,,,,,,,,@kimgyuri,https://dongne.co/event/df2501/circles/458971,제28회 디. 페스타,Day1
halogen,F,F21b,1sp,슬램덩크,,,,송태섭X정대만,,,,halogenspo,https://dongne.co/event/df2501/circles/459216,제28회 디. 페스타,Day1
HAPPY PLLI DAY!,벨로루시,R30,2sp,플레이브,"해리포터, 슬램덩크",,플레이브 예준 노아 밤비 은호 하민 ,,해당없음,,"기타,공예,일러스트",maplespirit30,https://dongne.co/event/df2501/circles/460797,제28회 디. 페스타,Day1
HL State Of Mind,타라몬,F1,2sp,혈계전선,,2025 라이브라한국지부 신년회,,X,"로맨틱,해당없음","NCP, 재프제드재프, 레오재프레오",소설,@tara_love_peace,https://dongne.co/event/df2501/circles/457663,제28회 디. 페스타,Day1
HL은 오늘도 얼음과 불,펠멜,F32,2sp,혈계전선,,2025 라이브라한국지부 신년회,"재프 렌프로, 스티븐 스타페이즈",스티븐 스타페이즈X재프 렌프로,"로맨틱,섹슈얼",,소설,https://x.com/plml__,https://dongne.co/event/df2501/circles/456626,제28회 디. 페스타,Day1
Imagination Store,츠히,N6,2sp,천관사복,마도조사 묵독,,사련,,로맨틱,,소설,tzuhi,https://dongne.co/event/df2501/circles/463608,제28회 디. 페스타,Day1
"KFC ""켄터키 프라이드 치킨이 아니다. 키드 팬 클럽의 약자다.""",괴도,A7,2sp,명탐정 코난, 매직카이토,,"쿠로바 카이토, 쿠도 신이치",쿠로바 카이토X쿠도 신이치,"해당없음,로맨틱",,"일러스트,만화,소설",@KDKIIZ,https://dongne.co/event/df2501/circles/462591,제28회 디. 페스타,Day1
LOVE 12000%,빵,T11a,1sp,프로젝트 세카이,,"나의 스타에게, 너의 연출가로부터 #2","텐마 츠카사, 카미시로 루이",텐마 츠카사X카미시로 루이,해당없음,,"만화,일러스트",@12000olo,https://dongne.co/event/df2501/circles/456076,제28회 디. 페스타,Day1
Love Attack,아타카,L5a,1sp,,,,,X,"로맨틱,섹슈얼",,,,https://dongne.co/event/df2501/circles/455621,제28회 디. 페스타,Day1
Love or Die,망치,N21a,1sp,데뷔 못 하면 죽는 병 걸림,,,"테스타, 브이틱",,,,,@hamm_mangchi,https://dongne.co/event/df2501/circles/456373,제28회 디. 페스타,Day1
LOVE1999,천사,D5,2sp,죠죠의 기묘한 모험,,,,,,,,@Love__ppi,https://dongne.co/event/df2501/circles/463728,제28회 디. 페스타,Day1
Lovely Mix,Lovely Mix,O8b,1sp,화산귀환,"전독시, 내스급, 데못죽",,,,,,,@LovelyMix_,https://dongne.co/event/df2501/circles/463152,제28회 디. 페스타,Day1
Memento,모리,F31b,1sp,BBB,,2025 라이브라한국지부 신년회,재프,스티븐X재프,"로맨틱,섹슈얼",,소설,.,https://dongne.co/event/df2501/circles/459648,제28회 디. 페스타,Day1
Midnight Blue,세르웬,U14,2sp,프로젝트 세카이,,,,,,,"만화,일러스트",,https://dongne.co/event/df2501/circles/471144,제28회 디. 페스타,Day1
Might be the HERO! & 냐히아 제과 & 나의가슴아카데미아,"고기, 별사탕, 오미",B9,4sp,나의 히어로 아카데미아,프로젝트 세카이,,"바쿠고 카츠키, 미도리야 이즈쿠, 토도로키 쇼토",미도리야 이즈쿠X바쿠고 카츠키,섹슈얼,,,@omimuyo,https://dongne.co/event/df2501/circles/454065,제28회 디. 페스타,Day1
My☆Planet,행성지기,M4,2sp,핸드메이드 봉제인형,솜인형 10cm 의상,,,,,,공예,@My_Planet_Doll,https://dongne.co/event/df2501/circles/456888,제28회 디. 페스타,Day1
NEVERLAND,데스앙크,S12,2sp,앙상블 스타즈,,,"이츠키 슈, 카게히라 미카",,"로맨틱,섹슈얼","미카슈, 슈미카, 리버시블",,en_Deathwink,https://dongne.co/event/df2501/circles/479035,제28회 디. 페스타,Day1
no one,#58d2dd,B31a,1sp,,,,,,,,,,https://dongne.co/event/df2501/circles/460967,제28회 디. 페스타,Day1
"One scene, Two shot!",츠카루이 앤솔로지,T11b,1sp,프로젝트 세카이,,"나의 스타에게, 너의 연출가로부터 #2","텐마 츠카사, 카미시로 루이",,해당없음,,,henjin1x2,https://dongne.co/event/df2501/circles/456091,제28회 디. 페스타,Day1
PASSION,버섯,K11b,1sp,,,,,,,,,,https://dongne.co/event/df2501/circles/462063,제28회 디. 페스타,Day1
POPO,포포,E1,2sp,사카모토 데이즈,주술회전 가비지타임,,"나구모 요이치, 세바 나츠키, 고죠 사토루, 옷코츠 유타",,,,일러스트,@popo_6996,https://dongne.co/event/df2501/circles/462490,제28회 디. 페스타,Day1
PUSNA,pusna,Q20,2sp,역전재판,은혼,,,나루호도 류이치X미츠루기 레이지,,긴히지,만화,@pusna1031,https://dongne.co/event/df2501/circles/453037,제28회 디. 페스타,Day1
Re-boot + nennen,"피망, 엔",E11,2sp,"블루록, 문호 스트레이독스","사카모토 데이즈, 윈드브레이커",,,,,,"만화,일러스트",,https://dongne.co/event/df2501/circles/453607,제28회 디. 페스타,Day1
SAND LAKE,새벽네시,B3,2sp,,,,,,,,,,https://dongne.co/event/df2501/circles/464468,제28회 디. 페스타,Day1
SERENADE,캔슬,R25,2sp,앙상블스타즈!!,,,"츠키나가 레오, 세나이즈미, 사쿠마 리츠, 나루카미 아라시, 스오우 츠카사, 이사라 마오",츠키나가 레오X세나 이즈미,로맨틱,이사라 마오×사쿠마 리츠,일러스트,@DR_Cancel,https://dongne.co/event/df2501/circles/457988,제28회 디. 페스타,Day1
Smile Box,Jude,J16,2sp,,,,,,,,"만화,일러스트,영상,게임,공예",,https://dongne.co/event/df2501/circles/472271,제28회 디. 페스타,Day1
SNBR,시나브로,P34a,1sp,마법사의 약속 (마호야쿠),,,,,,,만화,si_nab,https://dongne.co/event/df2501/circles/456761,제28회 디. 페스타,Day1
Something Odd.,Odd.,M13,2sp,,,,,,,,"일러스트,공예,기타",@i_odd_u,https://dongne.co/event/df2501/circles/466176,제28회 디. 페스타,Day1
SOURPLACE,사워,F16,2sp,슬램덩크,,,,,,,"만화,소설",@sourcream0314,https://dongne.co/event/df2501/circles/463161,제28회 디. 페스타,Day1
Space cowboy,rozaroza,E33b,1sp,트라이건,베놈 ,,"리비오,라즐로, 밧슈, 울프우드 , 베놈, 에디",베놈X에디,로맨틱,,만화,@yBTjL4DZy7Wgp0j,https://dongne.co/event/df2501/circles/457779,제28회 디. 페스타,Day1
Sparkling Apple Soda,신비,Q11,2sp,에리오스 라이징 히어로즈,,,"브래드 빔스, 키스 맥스",,,"브래키스, 페이주니","만화,일러스트",@sininining,https://dongne.co/event/df2501/circles/462076,제28회 디. 페스타,Day1
SWEET DREAM GARDEN,정원,I13,2sp,창작 일러스트,,,,,,,"만화,일러스트",https://x.com/Garden_5cean,https://dongne.co/event/df2501/circles/459688,제28회 디. 페스타,Day1
T.I.D,켠公,A34b,1sp,하이큐,,,,,,,"만화,일러스트,소설,기타",,https://dongne.co/event/df2501/circles/453323,제28회 디. 페스타,Day1
topography,**,S1b,1sp,니지산지,젤다,,,,,,만화,@sinka_riva,https://dongne.co/event/df2501/circles/458450,제28회 디. 페스타,Day1
TOR,TOR,M9,4sp,,,,,,,,,https://x.com/softyor_tor,https://dongne.co/event/df2501/circles/456404,제28회 디. 페스타,Day1
Two Rabbits & 자몽공방,Rabbits,I15,2sp,데못죽,"하이큐, 슬램덩크, 가비지타임, 플레이브 등",,,,,,"공예,조형",@2rabbits,https://dongne.co/event/df2501/circles/460804,제28회 디. 페스타,Day1
vs 너의 페르소나를 노래해라,"ㅇ, qwe",S30,2sp,밀그램,"비바렌, 페르소나4",,,코토코X에스,로맨틱,"타이스바, 아다주",만화,@y_our_my_angel @trkrkrk1,https://dongne.co/event/df2501/circles/454684,제28회 디. 페스타,Day1
warm&happy,므옹,M8,2sp,,,,,,,,,mong6681,https://dongne.co/event/df2501/circles/456880,제28회 디. 페스타,Day1
When we LOH,오이,U4,2sp,로드오브히어로즈,,,"프라우, 자이라, 올가 등",미하일X올가,로맨틱,"리카비앙, 올가바네","소설,공예,기타",runningcucumber,https://dongne.co/event/df2501/circles/465434,제28회 디. 페스타,Day1
xoxo_xoxo,구남,F17,2sp,슬램덩크,,,,,,,일러스트,,https://dongne.co/event/df2501/circles/452135,제28회 디. 페스타,Day1
YOHANA BOOKS,역,G15,2sp,슬램덩크,,,"양호열, 강백호",양호열X강백호,"로맨틱,섹슈얼",,"소설,만화",@rksd1dur,https://dongne.co/event/df2501/circles/462912,제28회 디. 페스타,Day1
"[동인] 프라로드, 시간의 틈새에서 찾아왔습니다",니난나,T32,2sp,로드 오브 히어로즈,,,"프라우, 로드",프라우X로드,로맨틱,여로드른,,@ni_nan_na,https://dongne.co/event/df2501/circles/458135,제28회 디. 페스타,Day1
~창고~,jz,R33b,1sp,,,,,,,,,,https://dongne.co/event/df2501/circles/463522,제28회 디. 페스타,Day1
~친구는 못 되는 사이~ 무현재희 앤솔로지,"한이, 아마",N4,2sp,어두운 바다의 등불이 되어,,,"박무현, 김재희",박무현X김재희,"로맨틱,섹슈얼",,"만화,소설,일러스트",@NOTFRIEND_MH,https://dongne.co/event/df2501/circles/462413,제28회 디. 페스타,Day1
ε cream ♡ a la mode з,크리미슈,U32,2sp,FF14,,,,,,,,,https://dongne.co/event/df2501/circles/459522,제28회 디. 페스타,Day1
ㄷㄷ,삼삼오오징어,B30a,1sp,,,,,,,,,,https://dongne.co/event/df2501/circles/464306,제28회 디. 페스타,Day1
ㅇㅅㅇ,하얀악마,B30b,1sp,,,,,,,,공예,,https://dongne.co/event/df2501/circles/459434,제28회 디. 페스타,Day1
ㅍㅍ^^의 역습,석쇠,R26,2sp,앙상블 스타즈!!,닌자보이 란타로,,"오우카와 코하쿠, 미케지마 마다라, 하치야 사부로, 후와 라이조",오우카와 코하쿠X미케지마 마다라,로맨틱,하치라이,소설,@dolsoe185993,https://dongne.co/event/df2501/circles/452089,제28회 디. 페스타,Day1
昆蟲箱子 :: Insect Box,24(SANAI),Q3,2sp,스플래툰,,,,,,,만화,@Insectbox,https://dongne.co/event/df2501/circles/457821,제28회 디. 페스타,Day1
現實逃避 區域 (현실도피구역  by GPT),커피,C13b,1sp,모브사이코 100,"나의 히어로 아카데미아, 닌타마 기타 등등.. ",,"레이겐 아라타카, 미도리야 이즈쿠",에쿠보X레이겐 아라타카,로맨틱,"세리레이, 토도이즈, 준상","소설,일러스트,기타",sericohi,https://dongne.co/event/df2501/circles/462701,제28회 디. 페스타,Day1
가비지덩크슬램타임,토드,F27,2sp,"슬램덩크,가비지타임",던전밥,,"기상호, 박병찬, 신현철, 이명헌",,해당없음,신현철x이명헌,만화,@todtodpic,https://dongne.co/event/df2501/circles/458842,제28회 디. 페스타,Day1
가족애넘치는집,이끼끼,S21,2sp,아이나나,,,야마토,,"로맨틱,섹슈얼",,"만화,일러스트",@recyclenono,https://dongne.co/event/df2501/circles/460566,제28회 디. 페스타,Day1
가족연례행사,근주,Q18,2sp,역전재판 4,"가비지타임, 킹오브프리즘",,가류형제,,,,만화,@z12341231556,https://dongne.co/event/df2501/circles/451987,제28회 디. 페스타,Day1
가지가지,리미,A6,2sp,원피스,,,,,,,,,https://dongne.co/event/df2501/circles/463149,제28회 디. 페스타,Day1
가히리 너였구나 내 귀여운 설탕 과자가.,마롱,C6,2sp,가정교사 히트맨 리본,,가히리요? 2025년에요?,,,,,일러스트,@SQ_ATM_MARRON,https://dongne.co/event/df2501/circles/452134,제28회 디. 페스타,Day1
각자도생,시루떡,B31b,1sp,,,,,,,,,,https://dongne.co/event/df2501/circles/461236,제28회 디. 페스타,Day1
