부스명,대표자,위치,부스,대표 작품(원작),그 외 다루는 작품,쁘띠존,캐릭터,커플링,커플링 성향,그 외 커플링,매체,트위터,링크,행사명,개최일
미스티쉬&져배&마생,remmnoth0728,G14,2sp,슬램덩크,,,,,,,공예,@mistisch_2020,https://dongne.co/event/df2409/circles/432523,제27회 디. 페스타,Day2
미아미아,미아,L12,2sp,사카데이 윈드브레이커,,,,,,,,@mmmiaa,https://dongne.co/event/df2409/circles/435485,제27회 디. 페스타,Day2
미정입니다아,푸띵,,2sp,역대급영지설계사,"블루록, 던전밥",,미정,,,,"만화,일러스트,기타",@poorthing__,https://dongne.co/event/df2409/circles/432538,제27회 디. 페스타,Day2
미친 그림러 모드 on,구마린,K10,4sp,파이널 판타지 14,"무기미도,포켓몬,플레이브,세븐틴",,,,,,,@Coumarinnn,https://dongne.co/event/df2409/circles/427220,제27회 디. 페스타,Day2
미코토가 있는 무언가,T,,2sp,MILGRAM,,,카야노 미코토,존X카야노 미코토,"로맨틱,섹슈얼",,"만화,일러스트",MilTeaTime,https://dongne.co/event/df2409/circles/431028,제27회 디. 페스타,Day2
밀키웨이 공방,해현,,2sp,원피스,,원피스 쁘띠존 4회,트라팔가 로,돈키호테 도플라밍고X트라팔가 로우,"섹슈얼,로맨틱",스모로우,"소설,공예",@Law_S2__,https://dongne.co/event/df2409/circles/427105,제27회 디. 페스타,Day2
바도,바도,,2sp,플레이브,,,,,,,,Bnanadoto,https://dongne.co/event/df2409/circles/426724,제27회 디. 페스타,Day2
바리공방,바리공방,,1sp,프롬 아르고나비스,수공예,슬기로운 로디생활! 프롬 아르고나비스 쁘띠존,,,,,"공예,기타,조형",@varibari_,https://dongne.co/event/df2409/circles/432927,제27회 디. 페스타,Day2
반복되고 강조되는 소리는 카리스마 에너지를 발생시킨다,낭비,,1sp,카리스마,,,텐도 아마히코,텐도 아마히코X이토 후미야,로맨틱,,"만화,일러스트,공예,기타",ol_9_,https://dongne.co/event/df2409/circles/431482,제27회 디. 페스타,Day2
반복되고계속되는왕옹왕은정대만을불안하게해요,슈슈,X18,2sp,슬램덩크,,,서태웅 정대만,서태웅X정대만,로맨틱,,소설,@ROSO_290,https://dongne.co/event/df2409/circles/431174,제27회 디. 페스타,Day2
반스웍스,blueeldin,H8,2sp,,,,,,,,게임,@bans_works,https://dongne.co/event/df2409/circles/430180,제27회 디. 페스타,Day2
반짝반짝 구다코,단비,B2,2sp,페이트 그랜드 오더,,【時空合同著錄】 페이트 통합 쁘띠존: Destination of Last Order,후지마루 리츠카(구다코),오베론X후지마루 리츠카(구다코),로맨틱,타카구다,소설,@id_danb,https://dongne.co/event/df2409/circles/430950,제27회 디. 페스타,Day2
밥빌로니아,살구,B4,2sp,페이트 시리즈,,【時空合同著錄】 페이트 통합 쁘띠존: Destination of Last Order,,길가메쉬X엘키두,,,일러스트,,https://dongne.co/event/df2409/circles/434626,제27회 디. 페스타,Day2
밥풀떼기,주먹밥씨,,2sp,가비지타임,,,기상호,,,,"일러스트,만화",@joomukbab,https://dongne.co/event/df2409/circles/435752,제27회 디. 페스타,Day2
밧슈네 도넛가게,젠,,2sp,트라이건,-,,,나이브스X밧슈,섹슈얼,,"만화,일러스트,소설",@jen_3580,https://dongne.co/event/df2409/circles/428902,제27회 디. 페스타,Day2
백마 탄 개두부,"백소, 마하",,2sp,프로젝트 세카이,,,하나사토 미노리,카나데X호나미,로맨틱,,"소설,기타","@baekso__, @khknosekai",https://dongne.co/event/df2409/circles/430426,제27회 디. 페스타,Day2
백수네 식탁,하윤,,1sp,앙상블스타즈,,,"미카, 슈",미카X슈,로맨틱,,"소설,만화",habeksu,https://dongne.co/event/df2409/circles/436840,제27회 디. 페스타,Day2
백합 틈새 시장,일개미,H14,2sp,,,,,,,,"만화,일러스트",peridot_4500,https://dongne.co/event/df2409/circles/428911,제27회 디. 페스타,Day2
버니 디저트,팡스,,1sp,,,,,,,,,@painiaras,https://dongne.co/event/df2409/circles/437219,제27회 디. 페스타,Day2
버뮤다 다장르지대,마댠,E21,2sp,전독시,화산귀환,,김독자,,,,"일러스트,만화",@ma_vayd,https://dongne.co/event/df2409/circles/433728,제27회 디. 페스타,Day2
버섯왕국,"아지트, 라라뿡, 모냐, 휘월",N11,2sp,프로젝트 세카이 (프세카),"전지적독자시점(전독시), 데뷔못하면죽는병걸림 (데못죽), 아이돌리쉬세븐 (아이나나)",,,카미시로 루이X쿠사나기 네네,로맨틱,"유키x모모, 중혁x독자, 청려x문대",일러스트,"@azit_, @Hwiwol",https://dongne.co/event/df2409/circles/437828,제27회 디. 페스타,Day2
버추얼 농놀 아이돌,"김브로콜리, 박영걸, 오츠카",,1sp,플레이브,"슬램덩크, 가비지타임",,"밤비, 예준 및 플레이브 올캐릭터 (ncp)",X,해당없음,"고상언x최종수, 윤대협x서태웅, 정우성x서태웅",기타,https://www.postype.com/@otsuka,https://dongne.co/event/df2409/circles/434376,제27회 디. 페스타,Day2
볕이드는 언덕길,쿠렌,,2sp,윈브레,"카리스마 하우스, 슬램덩크, 프세카, 가히리, 게게게의 수수께끼",,,,,,,@do__kuku,https://dongne.co/event/df2409/circles/428720,제27회 디. 페스타,Day2
복도에 멈춰계시지 마시고 계속 움직여주세요.,쵸코하임,,1sp,,,,,,,,,,https://dongne.co/event/df2409/circles/434592,제27회 디. 페스타,Day2
복듀청성,복듀직서,,1sp,아이돌 마스터 샤이니 컬러즈,아이돌 마스터 신데렐라 걸즈,,,,,,"소설,일러스트,만화",@resume_ducer,https://dongne.co/event/df2409/circles/429502,제27회 디. 페스타,Day2
복작복작,moraegorae,,1sp,명탐정 코난,"나루토, 혈계전선",,"타카기, 사토",,"로맨틱,섹슈얼",카카이루,"소설,기타",,https://dongne.co/event/df2409/circles/437629,제27회 디. 페스타,Day2
봄과 바다,"뿅삐뇨, 아소",Y10,2sp,슬램덩크,.,,"양호열,강백호",양호열X강백호,로맨틱,"호백호,",일러스트,@ppno_SD66/ @A___SO___,https://dongne.co/event/df2409/circles/434864,제27회 디. 페스타,Day2
부부의 생활,광인,,1sp,스파이 패밀리,,스파이패밀리 쁘띠존-MISSION: 오퍼레이션<쁘띠존>을 완수하라,"로이드 포저, 요르 포저",로이드X요르,"로맨틱,섹슈얼",,만화,,https://dongne.co/event/df2409/circles/427805,제27회 디. 페스타,Day2
부스,솔,,2sp,가비지타임,명급리,,,최종수X기상호,로맨틱,,일러스트,@bidamsora,https://dongne.co/event/df2409/circles/435444,제27회 디. 페스타,Day2
부스를 낸다는 착각,"먼키친, 기개치",C11,2sp,이세계 착각 헌터,,『착헌민국 헌터협회 본부』- 이세계 착각 헌터 통합 쁘띠존,김기려,,,,"만화,일러스트","@meow__web, @gisim1ma",https://dongne.co/event/df2409/circles/433252,제27회 디. 페스타,Day2
부스뭐하지,백언,E23,2sp,데못죽,,,,,,,,@qordjs__s,https://dongne.co/event/df2409/circles/430418,제27회 디. 페스타,Day2
부스비만 벌어도 성공한 부스,김은원,H9,2sp,오리지널,"슈퍼 단간론파, 남궁혁, 페르소나4, 페르소나5",,,,,,만화,@kimeunwon_1,https://dongne.co/event/df2409/circles/429253,제27회 디. 페스타,Day2
부스이름은생각나는게 없습니다,부찌,M21,2sp,화산귀환,,,청명,,,,만화,OMG0TAKU,https://dongne.co/event/df2409/circles/431215,제27회 디. 페스타,Day2
부스잡아오는 도롱이,샴개,,2sp,,,,아오야기 토우야,시노노메 아키토X아오야기 토우야,로맨틱,,,,https://dongne.co/event/df2409/circles/430626,제27회 디. 페스타,Day2
불확정성의 팬케이크,0 / 챠와,,2sp,"버츄얼 유튜버, 마법사의 약속","어떤 시리즈, 페르소나, 18trip, 타입문 중 랜덤 추가",,,,,,"만화,일러스트,소설",@ahua_cam011i / @S97kf2hQr8cxiSp,https://dongne.co/event/df2409/circles/434472,제27회 디. 페스타,Day2
붕붕묶어라,붐붐,,1sp,포켓몬,스플래툰 사이퍼즈,,,,,,,@flomyboom,https://dongne.co/event/df2409/circles/429774,제27회 디. 페스타,Day2
브라흐마카레돈까쓰1호점,모개,A20b,1sp,페이트/그랜드 오더,,【時空合同著錄】 페이트 통합 쁘띠존: Destination of Last Order,"아르주나, 카르나",아르주나X카르나,해당없음,,"소설,일러스트",@mogae_1030,https://dongne.co/event/df2409/circles/432297,제27회 디. 페스타,Day2
브리튼 직행열차,"백, 작",A24,2sp,페이트/그랜드 오더,로드 엘멜로이 2세의 사건부 (+레일 체펠린),【時空合同著錄】 페이트 통합 쁘띠존: Destination of Last Order,"로마니 아키만, 원탁",구다즈X마슈,,,"일러스트,기타,만화", ,https://dongne.co/event/df2409/circles/426887,제27회 디. 페스타,Day2
블루 시프트,쓈,,1sp,유희왕 고러시!!,유희왕 브레인즈,,유디아스,즈위죠X유디아스,로맨틱,료켄유사♀,소설,@dareunsum06,https://dongne.co/event/df2409/circles/427395,제27회 디. 페스타,Day2
비모코스쿠코크,moko,,2sp,"원신,니지산지","주술회전,스타레일,zzz,페이트",,"로렌 이로아스,소, 길가메쉬 ,엘키두, 방랑자,게토,고죠,",,로맨틱,,일러스트,mokoLx099,https://dongne.co/event/df2409/circles/428840,제27회 디. 페스타,Day2
비정기적 드림 덕질,BBO,,1sp,콜 오브 듀티 모던 워페어 리부트 / 고스트,,,,군인 캐릭터X네임리스 드림주,로맨틱,,소설,@COD__BBO,https://dongne.co/event/df2409/circles/431313,제27회 디. 페스타,Day2
비주류박람회,차뉸,,4sp,슬램덩크,,,정대만,,,,"소설,만화",chanyun_duk,https://dongne.co/event/df2409/circles/432202,제27회 디. 페스타,Day2
빤히…,이육,F20a,1sp,데못죽,괴수8호,,,,,,,Love_26k,https://dongne.co/event/df2409/circles/442623,제27회 디. 페스타,Day2
빨간책만 쓰던 사람들의 말로,"순봉식, 박하",,2sp,명일방주,,,,엘리시움X쏜즈,로맨틱,,"소설,만화",@ANSUSANG,https://dongne.co/event/df2409/circles/426662,제27회 디. 페스타,Day2
빵부스러기,소루빵,H11,2sp,오리지널,플레이브,,,,,,,soboru830,https://dongne.co/event/df2409/circles/432227,제27회 디. 페스타,Day2
빵알준벅,꼬알,,2sp,가비지타임,데못죽,,,,,,,,https://dongne.co/event/df2409/circles/435203,제27회 디. 페스타,Day2
빵이쿔이,빵이,I2,2sp,괴수8호 헌터헌터 사카모토데이즈,"나루토, 코난, 오란고교",,-,,,,일러스트,@bbang222e,https://dongne.co/event/df2409/circles/429519,제27회 디. 페스타,Day2
빵준망해,거지,,2sp,가비지타임,,,"전영중, 성준수",전영중X성준수,로맨틱,,만화,@money_x_x,https://dongne.co/event/df2409/circles/432613,제27회 디. 페스타,Day2
뽀대작렬,뽀대,,2sp,from 아르고나비스,,슬기로운 로디생활! 프롬 아르고나비스 쁘띠존,스트레이스트라이드,요도가와 린타로X텐노지 류스케,로맨틱,,"만화,일러스트",ppodaezizon,https://dongne.co/event/df2409/circles/437910,제27회 디. 페스타,Day2
쁘띠뽀짝,뽀짝쿵야,,2sp,슬램덩크,"코난, 화산귀환, 데못죽, 하이큐, 전독시, 플레이브 등",,,,,,,@BBoJJaKKyu,https://dongne.co/event/df2409/circles/431042,제27회 디. 페스타,Day2
사람 살려 해저에 사람 살아요,"pugu, 고독한 지혁지현러",,2sp,어두운 바다의 등불이 되어 ,,,"박무현, 신해량, 서지혁, 백애영, 김재희, 이지현 ",지혁X지현,로맨틱,,"소설,일러스트","@cururuping, @sseoguide196 ",https://dongne.co/event/df2409/circles/427067,제27회 디. 페스타,Day2
사람은 넷인데,준악,,2sp,가비지타임,"문과라도 안 죄송한 이세계로 감, 아이돌리쉬 세븐",,"전영중, 성준수",전영중X성준수,로맨틱,,"일러스트,만화",,https://dongne.co/event/df2409/circles/428596,제27회 디. 페스타,Day2
사랑을하렴맹우들아,"물범, shj, 타코, 비락",,2sp,트라이건,,,"밧슈더스탬피드,니콜라스D.울프우드",밧슈더스탬피드X니콜라스D.울프우드,로맨틱,,소설,@TGun_B_10,https://dongne.co/event/df2409/circles/433114,제27회 디. 페스타,Day2
사막에서 원더호이~,아기솜,,2sp,프로세카,트라이건,,"텐마 츠카사, 오오토리 에무, 쿠사나기 네네, 카미시로 루이, 밧슈 더 스탬피드, 니콜라스 D 울프우드",성준수X진재유,로맨틱,"네네에무, 맹우조(리버시블로맨스)","만화,일러스트",@eridin3038,https://dongne.co/event/df2409/circles/430796,제27회 디. 페스타,Day2
사무라이호랑이떨구기,Saga,,2sp,용과같이,페이트 사무라이 렘넌트,,"시시도 코세이, 츠루노 유키, 미야모토 이오리, 세이버(영월의식) ",,"로맨틱,섹슈얼,해당없음",,"만화,일러스트",farsagaa,https://dongne.co/event/df2409/circles/431584,제27회 디. 페스타,Day2
사이버스 복지회관,복숭아맛 돼지,,2sp,유희왕 브레인즈,"아리스 시리즈, 슬램덩크",,,,,,"만화,소설",@pig09292,https://dongne.co/event/df2409/circles/427419,제27회 디. 페스타,Day2
사죄:부스명 어떻게 지어요 메타:님이 지은 건 쓰기 싫어요,메타,,2sp,명탐정 코난,,,,후루야 레이X카자미 유우야,"로맨틱,섹슈얼",진아카,"만화,일러스트",@prayer_meta,https://dongne.co/event/df2409/circles/427734,제27회 디. 페스타,Day2
사탕바구니,캔디,,1sp,모브사이코100,쿠로코의 농구,,레이겐 아라타카,,"섹슈얼,로맨틱",,"소설,일러스트",,https://dongne.co/event/df2409/circles/432353,제27회 디. 페스타,Day2
사형의 수제 발 털개,광양,L10b,1sp,화산귀환,,,,,,,소설,,https://dongne.co/event/df2409/circles/432221,제27회 디. 페스타,Day2
산채털이범,창식,M4b,1sp,화산귀환,,,"청명, 임소병",청명X임소병,,,,@hitz_0o0,https://dongne.co/event/df2409/circles/430568,제27회 디. 페스타,Day2
살려주세요 해적들 조난모금,테라비시아,,2sp,원피스,,원피스 쁘띠존 4회,"마르코, 에이스, 삿치, 이조",이조X삿치,"로맨틱,섹슈얼",,"기타,공예,소설",,https://dongne.co/event/df2409/circles/427115,제27회 디. 페스타,Day2
삼각형에대한광기는더욱커져만갔다,U,,2sp,,"카리스마, 포켓몬, 프로세카, 킹프리",,,,,,,,https://dongne.co/event/df2409/circles/435504,제27회 디. 페스타,Day2
삼매경,룰루,L21,2sp,화산귀환,,,,,,,"만화,일러스트,기타",,https://dongne.co/event/df2409/circles/428445,제27회 디. 페스타,Day2
상남자 전문가,얌얌굿,,2sp,용기폭발뱅브레이번,"로드 오브 히어로즈, 원피스",,"아오 이사미, 루이스 스미스",루이스 스미스X아오 이사미,"섹슈얼,로맨틱",로드온달,만화,@yamyam9006,https://dongne.co/event/df2409/circles/431770,제27회 디. 페스타,Day2
상실스플레쉬,레화,,1sp,모브사이코 100,,리츠레이 쁘띠존: 숟가락 가득 솔트 스플래시!,,카게야마 리츠X레이겐 아라타카,,,,@ReHwa_1010,https://dongne.co/event/df2409/circles/428952,제27회 디. 페스타,Day2
서라벌메디컬,두두지,D11b,1sp,진혼기,,,"자하, 설영",자하X설영,,,"만화,일러스트",@M0l3_ing,https://dongne.co/event/df2409/circles/428002,제27회 디. 페스타,Day2
서클 어쩌구,인,,2sp,"플레이브, 가비지타임",,,,,,,일러스트,,https://dongne.co/event/df2409/circles/437089,제27회 디. 페스타,Day2
서클명뭐하죠,99,,2sp,골든카무이,"슬램덩크, 나루토",,"유사쿠,오가타",정우성X이명헌,로맨틱,권준호x정대만,"일러스트,만화",@oooo8o8,https://dongne.co/event/df2409/circles/430935,제27회 디. 페스타,Day2
선배위하는 후배,라벵,A22,2sp,페이트그랜드오더,,【時空合同著錄】 페이트 통합 쁘띠존: Destination of Last Order,"마슈 키리에라이트, 후지마루 리츠카(구다코)",마슈 키리에라이트X후지마루 리츠카(여),로맨틱,가웨인X후지마루 리츠카(구다코),만화,@i1ruka,https://dongne.co/event/df2409/circles/430576,제27회 디. 페스타,Day2
선율이네 타임세일,선율,,1sp,프롬 아르고나비스,,슬기로운 로디생활! 프롬 아르고나비스 쁘띠존,,니죠 카나타X니죠 하루카,"로맨틱,섹슈얼",,소설,,https://dongne.co/event/df2409/circles/431639,제27회 디. 페스타,Day2
선호외계인,가재튀김,B13a,1sp,이세계 착각 헌터,,『착헌민국 헌터협회 본부』- 이세계 착각 헌터 통합 쁘띠존,김기려 외,,,,일러스트,@llobsterbird,https://dongne.co/event/df2409/circles/427595,제27회 디. 페스타,Day2
설라공방,설라,,2sp,원피스,,원피스 쁘띠존 4회,원피스 캐릭터들,,,,공예,@seolla_onepiece,https://dongne.co/event/df2409/circles/434390,제27회 디. 페스타,Day2
섬서 방물장수 그것이 나다,김새치,L20a,1sp,화산귀환,광마회귀,,,,,,,@deadpool0408,https://dongne.co/event/df2409/circles/433848,제27회 디. 페스타,Day2
성배 1+1+1 증정행사,찌개,B23,2sp,페이트/그랜드 오더,,【時空合同著錄】 페이트 통합 쁘띠존: Destination of Last Order,,,,,,jjiga6,https://dongne.co/event/df2409/circles/430193,제27회 디. 페스타,Day2
성배 전쟁을 다시 하고 싶니? 제발 아니라고 해줘.,sd,A2b,1sp,페이트 그랜드 오더,페이트 사무라이 렘넌트,【時空合同著錄】 페이트 통합 쁘띠존: Destination of Last Order,"아르토리아 캐스터, 구다코, 미야모토 이오리, 영월 세이버",,,,"일러스트,만화,기타",,https://dongne.co/event/df2409/circles/430319,제27회 디. 페스타,Day2
성준수는 옳다,무력해결,,2sp,가비지타임,,,"진재유, 성준수",진재유X성준수,"로맨틱,섹슈얼",,"소설,기타",@I3571334023,https://dongne.co/event/df2409/circles/427856,제27회 디. 페스타,Day2
세상에 나쁜 탱댐은 없다,도나쓰,X7,2sp,슬램덩크,,,"서태웅, 정대만",서태웅X정대만,"로맨틱,섹슈얼",,"소설,기타",@L0veiscurse,https://dongne.co/event/df2409/circles/431004,제27회 디. 페스타,Day2
세얼간이,두빵,,2sp,가비지타임,"주술회전, 카리스마, 도쿄리벤저스",,"가비지타임, 주술회전, 카리스마, 도쿄리벤저스",,,,,@DDo_Pang,https://dongne.co/event/df2409/circles/434386,제27회 디. 페스타,Day2
센루 백반,우택,Y6,2sp,슬램덩크,,,"윤대협,서태웅",윤대협X서태웅,"로맨틱,섹슈얼",,"소설,만화",@wootaek00,https://dongne.co/event/df2409/circles/434457,제27회 디. 페스타,Day2
소우주 만물상,june,H10b,1sp,,,,1차,,,,"공예,만화,일러스트,소설",juneeunjune,https://dongne.co/event/df2409/circles/434316,제27회 디. 페스타,Day2
소프트아이스크림부,도담,,1sp,테일즈 오브 제스티리아,엘소드,,"스레이, 미쿠리오 / 리티아",,로맨틱,,만화,@Tz_kuou,https://dongne.co/event/df2409/circles/427408,제27회 디. 페스타,Day2
솔티카멜,카멜,,2sp,프로젝트 세카이,프로즌(겨울왕국),,"원더랜드x쇼타임/Vivid BAD SQUAD/25시, 나이트 코드에서./엘사&안나",,,,일러스트,@Camel_prsk,https://dongne.co/event/df2409/circles/428194,제27회 디. 페스타,Day2
솜솜잡화점,sombasae,H7,2sp,,,,,,,,"일러스트,공예,기타",@sombasae,https://dongne.co/event/df2409/circles/430990,제27회 디. 페스타,Day2
쇼미 더 혐성,maybe,,1sp,마블,,,"닥터 스트레인지, 토니 스타크",닥터 스트레인지X토니 스타크,"로맨틱,섹슈얼",,소설,@_cvvv_oo,https://dongne.co/event/df2409/circles/426969,제27회 디. 페스타,Day2
수상한 짬뽕집,식빵,,2sp,.,.,,,,,,"일러스트,만화",dod__SS,https://dongne.co/event/df2409/circles/427958,제27회 디. 페스타,Day2
수상할정도로 족제비에 집착하는 부스,"판귄, 바르",M24,2sp,화산귀환,,,,,,,,"@panguin2000, @bartolomeus_",https://dongne.co/event/df2409/circles/433018,제27회 디. 페스타,Day2
수인이고 GL합니다,달구,H13b,1sp,,,,,,,,"만화,일러스트,기타",@kohanyang,https://dongne.co/event/df2409/circles/427336,제27회 디. 페스타,Day2
순정만화연구회,달보름,H12,2sp,,,,,,,,,@springmmer6,https://dongne.co/event/df2409/circles/435080,제27회 디. 페스타,Day2
슈가솔트데이즈,ㄱㅁ,I19,2sp,,,,,,,,,,https://dongne.co/event/df2409/circles/437937,제27회 디. 페스타,Day2
스노사,스노사,G15b,1sp,수공예,,,,X,,,공예,@Sukkugirl,https://dongne.co/event/df2409/circles/426764,제27회 디. 페스타,Day2
스노사,스노사,G15a,1sp,,,,,설영X자하,로맨틱,,공예,@Sukkugirl,https://dongne.co/event/df2409/circles/428409,제27회 디. 페스타,Day2
스미슈바바바방,대원군,,1sp,용기폭발 뱅브레이번,,,,,,,,,https://dongne.co/event/df2409/circles/427760,제27회 디. 페스타,Day2
스불재,빡빡이,L17,2sp,화산귀환,,,,,,,"일러스트,만화",@bakbak__2,https://dongne.co/event/df2409/circles/433221,제27회 디. 페스타,Day2
스스로불러온재앙에짓눌려,김치피자탕수육컴퍼니,,2sp,가비지타임,사이퍼즈,,"전영중, 진재유, 성준수",진재유X성준수,"로맨틱,섹슈얼",영중준수,"만화,소설",,https://dongne.co/event/df2409/circles/432444,제27회 디. 페스타,Day2
스위트 오렌지,Dou,,1sp,슬램덩크,,,대만,,,,공예,@xcz__ff10,https://dongne.co/event/df2409/circles/428384,제27회 디. 페스타,Day2
스타체인지 ,.,,2sp,.,.,,,,,,일러스트,.,https://dongne.co/event/df2409/circles/431298,제27회 디. 페스타,Day2
스튜디오 묘니,스튜디오묘니,H18,2sp,포밍이와 친구들,무기력한 해파리,,,,,,일러스트,studio_myoni,https://dongne.co/event/df2409/circles/441042,제27회 디. 페스타,Day2
스프와 빵,스프,H10a,1sp,,,,,,,,일러스트,@soup_and_bread,https://dongne.co/event/df2409/circles/429953,제27회 디. 페스타,Day2
시계대가리도사랑을한다,197,,2sp,크법사,이착헌,,김신화,공이수X김신화,로맨틱,현덕신화,소설,@197__txt,https://dongne.co/event/df2409/circles/434251,제27회 디. 페스타,Day2
시광대리영업소,농네,,2sp,시광대리인,,,정시우(청샤오시) 유진(루광),,해당없음,,,nongne_11,https://dongne.co/event/df2409/circles/431510,제27회 디. 페스타,Day2
시노노메른 세카이 여성향 스테이지! feat. 태양과 인어공주,버구,,2sp,프로젝트 세카이 컬러풀 스테이지! feat. 하츠네 미쿠,,,"아오야기 토우야, 시노노메 아키토, 아키야마 미즈키, 시노노메 에나, 오오토리 에무, 쿠사나기 네네",아오야기 토우야X시노노메 아키토,로맨틱,"쿠사나기 네네X오오토리 에무, 아키야마 미즈키X시노노메 에나","만화,일러스트",WillowS2Cloud,https://dongne.co/event/df2409/circles/428322,제27회 디. 페스타,Day2
시엘로&마레 잡화점,akisage,I20a,1sp,,,,,,,,,@yuraseon00 ,https://dongne.co/event/df2409/circles/436558,제27회 디. 페스타,Day2
식빵굽는테스냥,니나mk.2,A6a,1sp,페이트 그랜드 오더,,【時空合同著錄】 페이트 통합 쁘띠존: Destination of Last Order,"테스카틀리포카, 한신, 케찰코아틀, 이스칼리, 데이비트 젬 보이드, 시황제, 테노치티틀란",데이비트 젬 보이드X테스카틀리포카,,"알트리아 캐스터×모르간, 신주쿠의 아처×셜록 홈즈","소설,만화,기타",@kahi7121,https://dongne.co/event/df2409/circles/429091,제27회 디. 페스타,Day2
신비한 장르 연구회,J,,1sp,"콜 오브 듀티, 마블, 슬램덩크 등",,,,,,,,@4tleastoneforU,https://dongne.co/event/df2409/circles/429958,제27회 디. 페스타,Day2
신비한 카무이&밥,"연기, 키쿠 ",,2sp,"신비한 별의 쌍둥이 공주, 던전밥, 골든카무이 ",,,"레인, 쉐이드, 라이오스, 마르실, 당보, 당잔,  ",쉐이드X레인,로맨틱,,"만화,일러스트","@tlfpdl_sa, @kikikuku1213",https://dongne.co/event/df2409/circles/431189,제27회 디. 페스타,Day2
심상치않은 중국장르의 수맥이 흐릅니다.,비차,,1sp,"명일방주 , 명조",,,피아메타 안도아인 남방랑자 금희,,로맨틱,,일러스트,,https://dongne.co/event/df2409/circles/435149,제27회 디. 페스타,Day2
심해의 어바등,로스로스,,1sp,어두운 바다의 등불이 되어,,,신해량 박무현,신해량X박무현,섹슈얼,,,,https://dongne.co/event/df2409/circles/431138,제27회 디. 페스타,Day2
십면매복·샤이닝핑거,권생,B1b,1sp,FATE GRAND ORDER,,【時空合同著錄】 페이트 통합 쁘띠존: Destination of Last Order,,,,,"만화,일러스트",kwonseng_fgo,https://dongne.co/event/df2409/circles/434572,제27회 디. 페스타,Day2
쌍벽의 마리아주,에쿠,,1sp,프롬 아르고나비스,,슬기로운 로디생활! 프롬 아르고나비스 쁘띠존,팬텀이리스,쿠로카와 토모루X스자키 쥰,해당없음,,기타,_damoa_s,https://dongne.co/event/df2409/circles/430815,제27회 디. 페스타,Day2
아기남자씨피,써틴랑,D5,2sp,진혼기,,,"설영, 자하",설영X자하,로맨틱,,"소설,만화,일러스트",@S4NGSUNG0S0,https://dongne.co/event/df2409/circles/433568,제27회 디. 페스타,Day2
아기왹져데이즈,비비42,C10a,1sp,이세계착각헌터,"가비지타임, 포켓몬스터",『착헌민국 헌터협회 본부』- 이세계 착각 헌터 통합 쁘띠존,김기려,,,,"소설,만화",hb_aunt,https://dongne.co/event/df2409/circles/428581,제27회 디. 페스타,Day2
아다망했어아조금만하려고했는데,프라닭,K13b,1sp,사카모토데이즈,가비지타임,,,,,,,,https://dongne.co/event/df2409/circles/435109,제27회 디. 페스타,Day2
아무거나 쓸래요,하미,I18b,1sp,BL,,,,,,,"만화,일러스트",@id_z,https://dongne.co/event/df2409/circles/434882,제27회 디. 페스타,Day2
아무튼 농놀하는 부스,한결,,2sp,슬램덩크,,,,이명헌X정우성,,,"만화,소설,공예",@under6feets,https://dongne.co/event/df2409/circles/429930,제27회 디. 페스타,Day2
아발론 변두리 맥주감자집 7호점,리나,,2sp,로드 오브 히어로즈(로오히),,,"요한 테일드, 프람 베르그",요한X프람,로맨틱,,,@_linalord_,https://dongne.co/event/df2409/circles/427889,제27회 디. 페스타,Day2
아이돌만 세 장르 잡고 통장을 잃음,"유타페, 루벨릭",F19,2sp,데뷔 못 하면 죽는 병 걸림,"앙상블스타즈!!, 아이돌리쉬세븐",,,,"로맨틱,섹슈얼",유키x모모,,,https://dongne.co/event/df2409/circles/427989,제27회 디. 페스타,Day2
아이돌회전,딱꾹,,2sp,IDOLiSH7,주술회전,,"유키(IDOLiSH7), 모모(IDOLiSH7), 양면스쿠나(주술회전), 이타도리 유지(주술회전)",유키X모모,"섹슈얼,로맨틱",스쿠이타,"만화,소설",@ai7_ttakku ,https://dongne.co/event/df2409/circles/429238,제27회 디. 페스타,Day2
아이스박스,빕어,,2sp,슬램덩크,,,송태섭,,,,"만화,공예",,https://dongne.co/event/df2409/circles/430410,제27회 디. 페스타,Day2
아이스크림,톨톨,,1sp,,,,,,,,,,https://dongne.co/event/df2409/circles/426916,제27회 디. 페스타,Day2
아줌마 나 신랑이 생겼어요,poe,,2sp,트라이건,,,,밧슈X울프우드,로맨틱,,,@poepeo,https://dongne.co/event/df2409/circles/435647,제27회 디. 페스타,Day2
안경점,가나쵸 질리언,W13,2sp,슬램덩크,"하이큐, 아이나나",,"츠키시마, 권준호, 야마토",정대만X권준호,로맨틱,,,@_ghanacho,https://dongne.co/event/df2409/circles/435234,제27회 디. 페스타,Day2
안회마을 부랑자,아씨,,2sp,살파랑,열화요수,,"장경, 고윤, 쉬엔지, 성령연",장경X고윤,"섹슈얼,로맨틱",쉬엔지 X 성령연,소설,@mute_mood_,https://dongne.co/event/df2409/circles/435366,제27회 디. 페스타,Day2
알파우리 서비스센터,일단 입에 넣고 봄,B9b,1sp,이세계 착각 헌터,,『착헌민국 헌터협회 본부』- 이세계 착각 헌터 통합 쁘띠존,"김기려, 레밍",,,,만화,@durnrwkd,https://dongne.co/event/df2409/circles/428668,제27회 디. 페스타,Day2
