부스명,대표자,위치,부스,대표 작품(원작),그 외 다루는 작품,쁘띠존,캐릭터,커플링,커플링 성향,그 외 커플링,매체,트위터,링크,행사명,개최일
0000,"Kal, 인디펜스",,2sp,"혈계전선, 트라이건",,,,,,"크라스팁, 밧슈울프",,"@Ms_Kal, @BBB_pence",https://dongne.co/event/df2409/circles/429012,제27회 디. 페스타,Day2
1,.,,1sp,.,,,.,,,,,,https://dongne.co/event/df2409/circles/435363,제27회 디. 페스타,Day2
10 by 100,놀란,Y11a,1sp,슬램덩크,,,,양호열X강백호,로맨틱,,소설,@_ww_w0w_w_,https://dongne.co/event/df2409/circles/433712,제27회 디. 페스타,Day2
1042thDEAL,"디일, 42",T11,2sp,슬램덩크,"원피스, 보카로, 포켓몬",,,,,,"일러스트,만화",,https://dongne.co/event/df2409/circles/431390,제27회 디. 페스타,Day2
10월 신작 DAIMA 나온다,Living,,1sp,드래곤볼,,,"손오반, 피콜로",,,,만화,@Nsiring,https://dongne.co/event/df2409/circles/435908,제27회 디. 페스타,Day2
13월,하산,G8,2sp,내스급,오리지널 회지,,,,,,만화,@Hasan_13wol,https://dongne.co/event/df2409/circles/433244,제27회 디. 페스타,Day2
150_15,4²,,1sp,주술회전,,,"쵸소 , 이타도리 유지",,,,,,https://dongne.co/event/df2409/circles/428476,제27회 디. 페스타,Day2
179x192,먕,B14,2sp,이세계 착각 헌터,,『착헌민국 헌터협회 본부』- 이세계 착각 헌터 통합 쁘띠존,,김기려X강창호,"섹슈얼,로맨틱",,,@_980298_,https://dongne.co/event/df2409/circles/436412,제27회 디. 페스타,Day2
2024년에 우주세기요?,우주,,2sp,기동전사건담 시리즈,,과기연,,샤아 아즈나블X아무로 레이,로맨틱,,"소설,기타",,https://dongne.co/event/df2409/circles/433023,제27회 디. 페스타,Day2
21세기 동인은 물물교환만 받습니다.,빨간단추,F3,2sp,데뷔못하면죽는병걸림,,,,청려X박문대,로맨틱,,"소설,공예",hippo1157,https://dongne.co/event/df2409/circles/427251,제27회 디. 페스타,Day2
24년 밧울 끌어치기,JAVI,,1sp,트라이건,,,"밧슈 더 스탬피드, 니콜라스 D.울프우드",밧슈 더 스탬피드X니콜라스 D.울프우드,로맨틱,,"만화,소설",s2lnps2,https://dongne.co/event/df2409/circles/431481,제27회 디. 페스타,Day2
25시인데 집이없어,마딜,,1sp,프로젝트 세카이 컬러풀 스테이지! feat.하츠네 미쿠,집이없어,,아사히나 마후유,시노노메 에나X아사히나 마후유,섹슈얼,"카나마후, 해준은영","만화,일러스트",@mafuyusdil,https://dongne.co/event/df2409/circles/428620,제27회 디. 페스타,Day2
3000년전통부녀전문점 ,과몰입충,A1a,1sp,페이트/그랜드 오더 ,,【時空合同著錄】 페이트 통합 쁘띠존: Destination of Last Order,"마슈 키리에라이트, 로마니 아키만, 후지마루 리츠카 ",후지마루 리츠카X마슈 키리에라이트,로맨틱,,"일러스트,만화",@guelfgo,https://dongne.co/event/df2409/circles/427843,제27회 디. 페스타,Day2
3013,알과,I17,2sp,,"겁쟁이페달, 월드트리거",,,,,,,@hot7720,https://dongne.co/event/df2409/circles/428586,제27회 디. 페스타,Day2
30년 전통 순애국밥,한덕봉,,1sp,슬램덩크,골든카무이,,"강백호, 양호열",,로맨틱,,"만화,일러스트",@far_from_refuge,https://dongne.co/event/df2409/circles/427828,제27회 디. 페스타,Day2
404,404,,2sp,하이큐,"슬램덩크, 츠루네, 윈브레, 파라라이, 플레이브",,,,,,,,https://dongne.co/event/df2409/circles/436912,제27회 디. 페스타,Day2
4825%,Sapphire,N7,2sp,"니지산지,프세카",,,,,,,일러스트,@Sapphire_4825,https://dongne.co/event/df2409/circles/433892,제27회 디. 페스타,Day2
"4월엔 셋, 6월엔 둘, 9월엔 하나인 것은? 마감친 사람 수 ",비주힌나캣독,,2sp,"골든카무이, 주술회전",,,올캐러 ,,,,만화,,https://dongne.co/event/df2409/circles/436981,제27회 디. 페스타,Day2
614년전통맛집,두루미,,2sp,슬램덩크,,,"최동오, 정대만",,"로맨틱,섹슈얼",,"소설,일러스트,만화",@Yeon_sungzoa,https://dongne.co/event/df2409/circles/433129,제27회 디. 페스타,Day2
616,AiNA,,1sp,아르고나비스,,슬기로운 로디생활! 프롬 아르고나비스 쁘띠존,"니죠 하루카, 니죠 카나타",니죠 카나타X니죠 하루카,,,만화,b22nA8N,https://dongne.co/event/df2409/circles/428540,제27회 디. 페스타,Day2
7월에 삼촌 괴롭혔던 그 부스,소금,,1sp,패션,슬램덩크,,카일창인,,"섹슈얼,로맨틱",,소설,@sogeum_otk ,https://dongne.co/event/df2409/circles/435369,제27회 디. 페스타,Day2
80세백수신선태공망인생최후의끌어치기,루호,A1b,1sp,페이트/그랜드 오더,,【時空合同著錄】 페이트 통합 쁘띠존: Destination of Last Order,,,,,,@luho0,https://dongne.co/event/df2409/circles/430557,제27회 디. 페스타,Day2
9,meal123,,2sp,,,,,,,,,,https://dongne.co/event/df2409/circles/433297,제27회 디. 페스타,Day2
9n,물비,,1sp,,,,,,,,,,https://dongne.co/event/df2409/circles/435541,제27회 디. 페스타,Day2
9대 맛집의 옆옆뒷골목집,BAM_NYA,,2sp,포켓몬,"프로세카, 파이어엠블렘, 스타레일",,,,,,,,https://dongne.co/event/df2409/circles/427576,제27회 디. 페스타,Day2
9월 영원의 바다,"포포토 샐러드, 영원영애",K11,2sp,파이널 판타지14,,,"그라하 티아, 알피노 르베유르, 알리제 르베유르",그라하 티아X테이토,"로맨틱,섹슈얼",,"만화,일러스트",@P0PH0T0_14,https://dongne.co/event/df2409/circles/430005,제27회 디. 페스타,Day2
9월에도 농놀합니다,"뮹,크림,택이",,2sp,슬램덩크,,,슬램덩크,,,,"소설,일러스트,공예,기타",@kimnarbi,https://dongne.co/event/df2409/circles/430476,제27회 디. 페스타,Day2
<<충격>>일하기 싫음,대표24,C9,2sp,이세계 착각 헌터,,『착헌민국 헌터협회 본부』- 이세계 착각 헌터 통합 쁘띠존,,,,,,@Chief24_OTK,https://dongne.co/event/df2409/circles/434914,제27회 디. 페스타,Day2
<SUN SHINE SHOYO 2> 주최부스,SUN SHINE SHOYO 2,Z23,2sp,,,SUN SHINE SHOYO 2,,,,,,,https://dongne.co/event/df2409/circles/477383,제27회 디. 페스타,Day2
<『착헌민국 헌터협회 본부』- 이세계 착각 헌터 통합 쁘띠존> 주최부스,『착헌민국 헌터협회 본부』- 이세계 착각 헌터 통합 쁘띠존,B11,2sp,,,『착헌민국 헌터협회 본부』- 이세계 착각 헌터 통합 쁘띠존,,,,,,,https://dongne.co/event/df2409/circles/477372,제27회 디. 페스타,Day2
<【時空合同著錄】 페이트 통합 쁘띠존: Destination of Last Order> 주최부스,【時空合同著錄】 페이트 통합 쁘띠존: Destination of Last Order,A5,2sp,,,【時空合同著錄】 페이트 통합 쁘띠존: Destination of Last Order,,,,,,,https://dongne.co/event/df2409/circles/477391,제27회 디. 페스타,Day2
<리츠레이 쁘띠존: 숟가락 가득 솔트 스플래시!> 주최부스,리츠레이 쁘띠존: 숟가락 가득 솔트 스플래시!,,2sp,,,리츠레이 쁘띠존: 숟가락 가득 솔트 스플래시!,,,,,,,https://dongne.co/event/df2409/circles/477375,제27회 디. 페스타,Day2
<스파이패밀리 쁘띠존-MISSION: 오퍼레이션<쁘띠존>을 완수하라> 주최부스,스파이패밀리 쁘띠존-MISSION: 오퍼레이션<쁘띠존>을 완수하라,,2sp,,,스파이패밀리 쁘띠존-MISSION: 오퍼레이션<쁘띠존>을 완수하라,,,,,,,https://dongne.co/event/df2409/circles/477381,제27회 디. 페스타,Day2
<슬기로운 로디생활! 프롬 아르고나비스 쁘띠존> 주최부스,슬기로운 로디생활! 프롬 아르고나비스 쁘띠존,,2sp,,,슬기로운 로디생활! 프롬 아르고나비스 쁘띠존,,,,,,,https://dongne.co/event/df2409/circles/477399,제27회 디. 페스타,Day2
a,A,,2sp,슬램덩크 ,,,,,,,,@kong_0310761,https://dongne.co/event/df2409/circles/430360,제27회 디. 페스타,Day2
Adularescence,니피,,2sp,아이돌리쉬 세븐,,,오오사카 소고,요츠바 타마키X오오사카 소고,로맨틱,,"만화,일러스트",@i7fur,https://dongne.co/event/df2409/circles/430244,제27회 디. 페스타,Day2
Apple story,에피,,2sp,명일방주,TRPG,,레싱 에벤홀츠,레싱X에벤홀츠,로맨틱,,"일러스트,기타,공예",@id_mohae,https://dongne.co/event/df2409/circles/429755,제27회 디. 페스타,Day2
Arch crown,시나스,,2sp,명탐정 코난,매직 카이토,,,쿠도 신이치X쿠로바 카이토,"로맨틱,섹슈얼",,"소설,공예","@si_nat_t, @S_top_kku",https://dongne.co/event/df2409/circles/427823,제27회 디. 페스타,Day2
attendre espérer,소다,A19,2sp,Fate/Grand Order,,【時空合同著錄】 페이트 통합 쁘띠존: Destination of Last Order,,,"로맨틱,섹슈얼",,"일러스트,소설",@0964O9,https://dongne.co/event/df2409/circles/431836,제27회 디. 페스타,Day2
bullet dance saloon,planteer,,2sp,트라이건,,,"울프우드, 밧슈",울프우드X밧슈,"로맨틱,섹슈얼",,소설,,https://dongne.co/event/df2409/circles/432007,제27회 디. 페스타,Day2
Caramel Nyalgu tarte,냘구,I11,2sp,,,,,,,,만화,@apricot_tarte_,https://dongne.co/event/df2409/circles/432863,제27회 디. 페스타,Day2
cerealBox,신월,L9,2sp,화산귀환,,,청명,당보X청명,"로맨틱,섹슈얼",,만화,,https://dongne.co/event/df2409/circles/433480,제27회 디. 페스타,Day2
Cerulean+Blue,Sipir,Z2,2sp,하이큐,,SUN SHINE SHOYO 2,히나타 쇼요,,,,만화,sipir02,https://dongne.co/event/df2409/circles/433339,제27회 디. 페스타,Day2
Crotti,kitami,,2sp,슬램덩크,원피스,,이정환,,,,만화,,https://dongne.co/event/df2409/circles/434295,제27회 디. 페스타,Day2
CYAN★PINK,꼬깔,,2sp,"보컬로이드, 프로젝트세카이",데뷔못하면죽는병걸림,,하츠네 미쿠,,,,"일러스트,공예",spi1116,https://dongne.co/event/df2409/circles/442398,제27회 디. 페스타,Day2
D-Esper,케링,Y21,2sp,슬램덩크,크리미널마인드,,서태웅,윤대협X서태웅,"섹슈얼,로맨틱",,"만화,일러스트",@d_esper_,https://dongne.co/event/df2409/circles/429571,제27회 디. 페스타,Day2
Dear. 공방,나비,G21,2sp,,,,,,,,공예,@Gongbangdear ,https://dongne.co/event/df2409/circles/433354,제27회 디. 페스타,Day2
dmdjdj,링,,1sp,,,,,,,,,,https://dongne.co/event/df2409/circles/436113,제27회 디. 페스타,Day2
DONUT UNIVERSE,TN,,2sp,트라이건,,,,울프우드X밧슈,,,,@TNG2O_,https://dongne.co/event/df2409/circles/426783,제27회 디. 페스타,Day2
Endless Dream,루다,Y2,2sp,슬램덩크,,,송태섭,송태섭X이한나,로맨틱,,소설,karlin_123 ,https://dongne.co/event/df2409/circles/434011,제27회 디. 페스타,Day2
Extinct volcano[사화산],heliolatry93,M5,2sp,화산귀환,,,검존,,,,,@hs_Ddae,https://dongne.co/event/df2409/circles/435494,제27회 디. 페스타,Day2
GO,점,,1sp,소설,,,.,,,,기타,.,https://dongne.co/event/df2409/circles/442076,제27회 디. 페스타,Day2
Guns N’ Roses,보,,1sp,스파이패밀리,,스파이패밀리 쁘띠존-MISSION: 오퍼레이션<쁘띠존>을 완수하라,,로이드 포저X요르 포저,로맨틱,,,,https://dongne.co/event/df2409/circles/429549,제27회 디. 페스타,Day2
Imagination Store,츠히,,2sp,천관사복,마도조사 크리미널 마인드 프로젝트 세카이,,사련 화성,,"로맨틱,섹슈얼","망무, 하치리드","소설,일러스트",tzuhi,https://dongne.co/event/df2409/circles/433033,제27회 디. 페스타,Day2
Kozmic*cosmo,Koz,,1sp,닌타마 란타로,,,,리키치 X 도이,,,만화,nowhere616,https://dongne.co/event/df2409/circles/431954,제27회 디. 페스타,Day2
lacy,플,G7,2sp,,,,,,,,공예,@honeyrusks_plz,https://dongne.co/event/df2409/circles/439822,제27회 디. 페스타,Day2
Laundry,soap,,2sp, 이착헌,슬램덩크,,김기려,,섹슈얼,,소설,seasoning_salt,https://dongne.co/event/df2409/circles/431243,제27회 디. 페스타,Day2
lemonade station,lemona,,2sp,슬램덩크,,,권준호,,"로맨틱,섹슈얼",,만화,,https://dongne.co/event/df2409/circles/433007,제27회 디. 페스타,Day2
m&mfactory,mnm,F5,2sp,데뷔 못하면 죽는 병 걸림,마도조사,,,,,,,,https://dongne.co/event/df2409/circles/438422,제27회 디. 페스타,Day2
made by 자윤,자윤,G22,2sp,,,,,,,,공예,@jayun_blue,https://dongne.co/event/df2409/circles/430370,제27회 디. 페스타,Day2
maisawa,sawa,,1sp,원신,스타레일,,,,,,"만화,일러스트",@dotonvori,https://dongne.co/event/df2409/circles/427207,제27회 디. 페스타,Day2
midnight blue,네호,B5,2sp,페이트/그랜드오더,,【時空合同著錄】 페이트 통합 쁘띠존: Destination of Last Order,"오베론, 마스터(남)",오베론X마스터(남),로맨틱,,만화,@nehoF2,https://dongne.co/event/df2409/circles/432653,제27회 디. 페스타,Day2
My cute devil cat,뇨끼,A4a,1sp,fate grand order,,【時空合同著錄】 페이트 통합 쁘띠존: Destination of Last Order,"후지마루 리츠카, 아시야 도만",후지마루 리츠카X아시야 도만,섹슈얼,,소설,,https://dongne.co/event/df2409/circles/430680,제27회 디. 페스타,Day2
My☆Planet,행성지기,G1,2sp,핸드메이드 봉제인형,솜인형 드레스 (10cm),,,,,,공예,@My_Planet_Doll,https://dongne.co/event/df2409/circles/432854,제27회 디. 페스타,Day2
NEVERLAND,데스앙크,,2sp,앙스타,,,,,,,,,https://dongne.co/event/df2409/circles/433102,제27회 디. 페스타,Day2
no title,.,,2sp,오버워치,"용과같이,데스티니가디언즈",,,,,,,,https://dongne.co/event/df2409/circles/443977,제27회 디. 페스타,Day2
Noche,Noche 녹체,E24a,1sp,회귀자 멱살잡고 데뷔합니다.,"전지적 독자시점, 가비지타임",,강하진,,,,일러스트,@Noche_official_,https://dongne.co/event/df2409/circles/437525,제27회 디. 페스타,Day2
nono,티엔위,,2sp,슬램덩크,,,,,,,,,https://dongne.co/event/df2409/circles/435942,제27회 디. 페스타,Day2
NOT. 재촉. JUST. 궁금증.,엄마,H17a,1sp,마작,"OC,원피스,망각배터리,검은방,회색도시,베리드스타즈,포켓몬sv,학원마스,걸즈밴드크라이,네가죽어, 피크민",,,,,,"공예,일러스트,기타",@RAPizza_,https://dongne.co/event/df2409/circles/435189,제27회 디. 페스타,Day2
object == null;,1교교,A3b,1sp,페이트그랜드오더,,【時空合同著錄】 페이트 통합 쁘띠존: Destination of Last Order,"후지마루 리츠카, 앙리마유",X,,,만화,@gyogyo_hjj,https://dongne.co/event/df2409/circles/429225,제27회 디. 페스타,Day2
Platina Comet,트리아논,,2sp,앙상블스타즈,스텔라이브 러브라이브 로오히,,,,,,"만화,일러스트,기타",@anon_ovs,https://dongne.co/event/df2409/circles/429482,제27회 디. 페스타,Day2
Playlist No.1,공도둑,Y24,2sp,슬램덩크,,,"송태섭, 이한나",,,,"만화,소설",@Ball_GilDong,https://dongne.co/event/df2409/circles/435759,제27회 디. 페스타,Day2
Plug In,"사나이,돌도리스",,2sp,스플래툰3,앙상블스타즈,,,아마기 히이로X카제하야 타츠미,섹슈얼,,만화,,https://dongne.co/event/df2409/circles/432180,제27회 디. 페스타,Day2
rinn,함,,1sp,프로젝트 세카이,,,"카미시로 루이, 쿠사나기 네네",카미시로 루이X쿠사나기 네네,"로맨틱,섹슈얼",,소설,,https://dongne.co/event/df2409/circles/436104,제27회 디. 페스타,Day2
RoseDrop,Yue,A23,2sp,Fate/Grand Order,,【時空合同著錄】 페이트 통합 쁘띠존: Destination of Last Order,"로마니 아키만, 게티아, 솔로몬, 다윗",,,,기타,,https://dongne.co/event/df2409/circles/431561,제27회 디. 페스타,Day2
S+급 초인기절정 음악 천재 흑막 폭군 밴드맨이 왕따인 평행세계로 떨어졌습니다만...,"사장 , 병뚜 ",,2sp,아르고나비스프롬아르고나비스키미가미타스테이지에=키미스테,,슬기로운 로디생활! 프롬 아르고나비스 쁘띠존,랜덤,사토즈카켄타X사카이가와미유키,"로맨틱,섹슈얼",랜덤,"만화,공예,기타,일러스트",@Boss_axia_S2 @Argo_Wacddu,https://dongne.co/event/df2409/circles/429224,제27회 디. 페스타,Day2
SAPPY,"칩, S4",S19,2sp,"명탐정 코난, 주술회전","슬램덩크, 스타레일, 하이큐",,"아무로 토오루, 에노모토 아즈사, 고죠 사토루, 나나미 켄토",아무로 토오루X에노모토 아즈사,로맨틱,,"만화,일러스트",cornchippu,https://dongne.co/event/df2409/circles/426530,제27회 디. 페스타,Day2
sidewalk,mino,,1sp,포켓몬스터 스칼렛/바이올렛,,,테사,청목X테사,로맨틱,,만화,dorong_mino,https://dongne.co/event/df2409/circles/428372,제27회 디. 페스타,Day2
SNBR,시나브로,,1sp,마법사의 약속 (마호야쿠),,,,,,,만화,si_nab,https://dongne.co/event/df2409/circles/433586,제27회 디. 페스타,Day2
Team.오아시스,체온,,2sp,"원피스, COC",,원피스 쁘띠존 4회,,,,,,tr__prlse,https://dongne.co/event/df2409/circles/432224,제27회 디. 페스타,Day2
Timeless Free!,kapong,,4sp,free!,,Free! 쁘띠존,,,,,,@future_whale_s2,https://dongne.co/event/df2409/circles/431817,제27회 디. 페스타,Day2
todac_s,쓩늉,,1sp,,,,,,,,,@todac_s,https://dongne.co/event/df2409/circles/432138,제27회 디. 페스타,Day2
Two Rabbits & 자몽공방,Rabbits,G19,2sp,데못죽,"하이큐, 가비지타임, 슬램덩크, 플레이브, 앙스타 등",,,,,,"공예,조형,기타",https://x.com/2rabbits,https://dongne.co/event/df2409/circles/427405,제27회 디. 페스타,Day2
VELTUS,Saqlfice,I16,2sp,,,,,,,,"사진,일러스트,소설,기타",@VELTUS_LAB,https://dongne.co/event/df2409/circles/426536,제27회 디. 페스타,Day2
xoxo_xoxo,구남,Y16,2sp,슬램덩크,하이큐,,,,,,,@qnamxoxo,https://dongne.co/event/df2409/circles/426903,제27회 디. 페스타,Day2
Z전사가 지구를 지키는 동안 우리는 동인부스를 지킨다,메탈전사,,2sp,드래곤볼,드래곤퀘스트,,손오반 피콜로 손오천 트랭크스,,,,만화,@MetalwarriorZ,https://dongne.co/event/df2409/circles/433419,제27회 디. 페스타,Day2
[채널단독] 충격! 이 세상은 이미 버추얼이 지배하고 있었다? 현 동인러가 말하는 경악의 진실,레몬,,2sp,,,,,,,,,,https://dongne.co/event/df2409/circles/427297,제27회 디. 페스타,Day2
[활]화산횟집[어],연푸른,L22,2sp,화산귀환,,,,,섹슈얼,"백천청명,도위소병","소설,일러스트,공예",@trapcardmim,https://dongne.co/event/df2409/circles/434642,제27회 디. 페스타,Day2
~사랑은 시루코샌드를 타고~,사산쿠아,,1sp,from ARGONAVIS ,,슬기로운 로디생활! 프롬 아르고나비스 쁘띠존,팬텀이리스,쿠스노키 다이몬 X미츠루기 코하루 ,로맨틱,,만화,@44n_qua,https://dongne.co/event/df2409/circles/442271,제27회 디. 페스타,Day2
ε cream ♡ a la mode з,크림이,K8,2sp,FF14,,,"르베유르 쌍둥이(알피노, 알리제), 고대인조(에메트셀크, 휘틀로다이우스, 베네스, 테미스) 등",,,,,@becoming_your__,https://dongne.co/event/df2409/circles/430762,제27회 디. 페스타,Day2
▲완벽한 삼각형▲,이리야,I20b,1sp,파라독스 라이브,앙스타,,"스가사노 알렌, 연하준,앤 포크너",,,,"일러스트,만화",@lriya__,https://dongne.co/event/df2409/circles/427327,제27회 디. 페스타,Day2
♡오타쿠의 사약구름♡,모메,,2sp,무기미도,"명일방주, 스타레일",,"엔젤, 야오, 크로우, 코히",,,,,@eoltto,https://dongne.co/event/df2409/circles/432918,제27회 디. 페스타,Day2
『이것은 부스를 얻기 위한 이야기』,고고,B6,2sp,페이트 그랜드 오더,,【時空合同著錄】 페이트 통합 쁘띠존: Destination of Last Order,,,,,일러스트, @gogoma5203,https://dongne.co/event/df2409/circles/426854,제27회 디. 페스타,Day2
ㅂㅂ,삼삼오오징어,,1sp,은혼,은혼,,ㅂㅂ,,,,,소금,https://dongne.co/event/df2409/circles/435721,제27회 디. 페스타,Day2
ㅇㅇ,타밍,,1sp,ㅇㅇ,,,ㅇㅇ,,,,,,https://dongne.co/event/df2409/circles/434689,제27회 디. 페스타,Day2
가보자고,애플민트,,2sp,윈브레(윈드브레이커),"하이큐,데못죽",,,,,,,@apple_min_t_,https://dongne.co/event/df2409/circles/428378,제27회 디. 페스타,Day2
가보자구,쟈몽,F4b,1sp,데못죽,,,,,,,,,https://dongne.co/event/df2409/circles/437317,제27회 디. 페스타,Day2
가자。,gw,,1sp,,,,,,,,,,https://dongne.co/event/df2409/circles/435729,제27회 디. 페스타,Day2
가혹한삶의지평선,"싸싸,MMMA",Z4,4sp,하이큐,,SUN SHINE SHOYO 2,,,,,,@ummm_mmma@ssa_ssiat,https://dongne.co/event/df2409/circles/429275,제27회 디. 페스타,Day2
각자도생,시루떡,,1sp,,,,,,,,,,https://dongne.co/event/df2409/circles/442373,제27회 디. 페스타,Day2
간식은 시루코샌드 ,"티량,나츠",,2sp,From Argonavis,,슬기로운 로디생활! 프롬 아르고나비스 쁘띠존,팬텀이리스 외,미츠루기 코하루 X쿠스노키 다이몬,로맨틱,"토모쥰, 랜덤","만화,기타",,https://dongne.co/event/df2409/circles/428741,제27회 디. 페스타,Day2
간첩가족전문점,양파,,1sp,스파이 패밀리,,스파이패밀리 쁘띠존-MISSION: 오퍼레이션<쁘띠존>을 완수하라,"로이드 포저, 요르 포저, 아냐 포저, 유리 브라이어",로이드 포저X요르 포저,,,"만화,일러스트",@onion_spf,https://dongne.co/event/df2409/circles/427831,제27회 디. 페스타,Day2
갑작스럽지만 당신은 무로마치 닌자에 대해 알고계십니까?,혜삼,,2sp,닌타마란타로,,,"도이 한스케, 야마다 리키치 등등",야마다리키치X도이한스케,"로맨틱,섹슈얼",,"일러스트,만화,기타",@NinjaaHSKitta,https://dongne.co/event/df2409/circles/429967,제27회 디. 페스타,Day2
강경해피엔딩파,이존버찌,,2sp,트라이건,,,밧슈 울프우드,밧슈X울프우드 ,"로맨틱,섹슈얼",,,@trigunballsaram,https://dongne.co/event/df2409/circles/431468,제27회 디. 페스타,Day2
강쥐와고영이,식,,1sp,윈브레,가비지타임,,기상호. 사쿠라 하루카,,,,기타,@nongsig06,https://dongne.co/event/df2409/circles/438330,제27회 디. 페스타,Day2
개굴상점,개구리,H24b,1sp,,,,,,,,,@geguri_store,https://dongne.co/event/df2409/circles/427715,제27회 디. 페스타,Day2
개굴상점1,개구리,H24a,1sp,누이 소품샵,,,,,,,,,https://dongne.co/event/df2409/circles/431969,제27회 디. 페스타,Day2
개손해 부스,네번째 쩨리,,2sp,"가비지 타임, 앙스타","흡혈귀는 툭하면 죽는다, aknk",,기상호,,해당없음,"상뱅, 쿠로케이, 레이케이",만화,@OoO_Jelly,https://dongne.co/event/df2409/circles/431623,제27회 디. 페스타,Day2
개최악외계인,BB,B12,2sp,이세계 착각 헌터,,『착헌민국 헌터협회 본부』- 이세계 착각 헌터 통합 쁘띠존,김기려 외 N명,강창호X김기려,"섹슈얼,로맨틱",,,@B4MB0N,https://dongne.co/event/df2409/circles/428554,제27회 디. 페스타,Day2
거북이와 친구들,거북이,,2sp,기동전사 건담 수성의 마녀,,,구엘 제타크,라우더 닐X구엘 제타크,,,일러스트,HBK_T0109,https://dongne.co/event/df2409/circles/428423,제27회 디. 페스타,Day2
걸어서 티비속으로,번개장터,,2sp,페르소나4,,,"나루카미 유우, 하나무라 요스케",,로맨틱,,"만화,소설,일러스트",@4180x175,https://dongne.co/event/df2409/circles/438025,제27회 디. 페스타,Day2
게임하다 신청까먹을뻔,기뮨,I15,2sp,"웹소설, 하이큐",,,,,,,,,https://dongne.co/event/df2409/circles/432498,제27회 디. 페스타,Day2
겨울새벽,지니,I9a,1sp,,,,,,,,"만화,일러스트",@jinny_0611,https://dongne.co/event/df2409/circles/430504,제27회 디. 페스타,Day2
고게랜드,"오탑, 라라",,2sp,주술회전,,,"고죠 사토루, 게토 스구루",고죠 사토루X게토 스구루,로맨틱,,"만화,일러스트","@otav_572, @goge_lara572",https://dongne.co/event/df2409/circles/427187,제27회 디. 페스타,Day2
고게로 회귀합니다,사,,1sp,주술회전,,,"고죠 사토루, 게토 스구루",고죠 사토루X게토 스구루,로맨틱,,"만화,일러스트",@gnlr_572,https://dongne.co/event/df2409/circles/428008,제27회 디. 페스타,Day2
고게를 끄덕였다,뀨,,2sp,주술회전,슬램덩크,,"고죠, 게토, 윤대협, 서태웅",,,,"일러스트,공예,기타",@mangmu_lover,https://dongne.co/event/df2409/circles/434324,제27회 디. 페스타,Day2
고구마말랭이,무말랑이,,1sp,가정교사 히트맨 리본,적국의 왕자로 사는 법,,"칼리안, 플란츠, 사와다 츠나요시, 히바리 쿄야 ",사와다 츠나요시X히바리 쿄야,로맨틱,"칼리플란, 베른플란",,Yon9ydr,https://dongne.co/event/df2409/circles/437492,제27회 디. 페스타,Day2
고릴라와허접멸치~울트라로맨틱~,BlueBox,,2sp,흡혈귀는 툭하면 죽는다,,,로널드 드라루크,로널드X드라루크,"섹슈얼,로맨틱",,"소설,만화",,https://dongne.co/event/df2409/circles/430073,제27회 디. 페스타,Day2
