부스명,대표자,위치,부스,대표 작품(원작),그 외 다루는 작품,쁘띠존,캐릭터,커플링,커플링 성향,그 외 커플링,매체,트위터,링크,행사명,개최일
풀밭,풀,X23b,1sp,쿠로코의 농구,,,"타카오, 미도리마",타카오X미도리마,로맨틱,,소설,,https://dongne.co/event/df2401/circles/340365,제24회 디. 페스타,Day1
프로농구선수가 고교감독과 사귀면 안되는 걸까,소랑,V9b,4sp,가비지타임,,,이현성 조형석,조형석X이현성,"로맨틱,섹슈얼",,"소설,일러스트",@sorang_HH,https://dongne.co/event/df2401/circles/341405,제24회 디. 페스타,Day1
프로젝트 쿠키,프로젝트 쿠키,I1,4sp,크툴루의 부름,"언성듀엣, 피아스코 및 trpg, 수공예품",,,,,,"게임,공예",@projectkuki,https://dongne.co/event/df2401/circles/336369,제24회 디. 페스타,Day1
픽스픽 fix_pick,픽스,P11,2sp,슬램덩크,,,이명헌 정우성 강백호 서태웅 정대만,,,,일러스트,@fix0614,https://dongne.co/event/df2401/circles/334244,제24회 디. 페스타,Day1
하루하루 힘겹게 살아서 하루살이,설기,Y10,2sp,가비지타임 (갑탐),프로세카,,"성준수, 기상호",성준수X기상호,해당없음,,소설,,https://dongne.co/event/df2401/circles/328294,제24회 디. 페스타,Day1
한국장르에 진심인 놈,물개파파,T18,2sp,"내스급, 가비지타임",전독시 ,,,,,,공예,,https://dongne.co/event/df2401/circles/335339,제24회 디. 페스타,Day1
한줄기의 빛,두부콩,A6,2sp,데못죽,"가비지타임,화귀",,"박문대, 박병찬",,,,기타,@dbu_4068 ,https://dongne.co/event/df2401/circles/330748,제24회 디. 페스타,Day1
한중일 히어로즈,팩좽토리,L24a,1sp,화산귀환,"로드오브히어로즈, 히로아카, 주술회전",,,,,,"공예,일러스트",facjangtory,https://dongne.co/event/df2401/circles/334422,제24회 디. 페스타,Day1
할머니의 나쵸맛 감자,"가나쵸, 뮤실리, 할멈",V6,4sp,슬램덩크,가비지타임,,,,,,"일러스트,공예,소설",@_rkskcy,https://dongne.co/event/df2401/circles/340594,제24회 디. 페스타,Day1
함께 백호열하세요 그렇지 않으면 다 같이 굶습니다,"바다사과, 따따",Q19,2sp,슬램덩크,,백호열 쁘띠존 <순간포착 : 왜 백호랑 호열이가 사랑하는 것 같냐>,"강백호, 양호열",강백호X양호열,"로맨틱,섹슈얼",,"소설,기타,일러스트",@Bada_sagwa,https://dongne.co/event/df2401/circles/334875,제24회 디. 페스타,Day1
해적도 먹는 왕가탕후루,오일일리터,L4a,1sp,원피스,,,"트라팔가 로우, 롤로노아 조로",트라팔가 로우X롤로노아 조로,"로맨틱,섹슈얼",,"만화,일러스트",@oililiter,https://dongne.co/event/df2401/circles/338148,제24회 디. 페스타,Day1
해피해피탱백2,"빙회, 뎅군",N8,2sp,슬램덩크,,태웅백호 쁘띠존 : 호호신년,강백호,서태웅X강백호,"섹슈얼,로맨틱",,"소설,기타,만화","@shdqld23, @_deng2",https://dongne.co/event/df2401/circles/330925,제24회 디. 페스타,Day1
햄취취햄취취,김이박배,T5,2sp,가비지타임,,,진재유,최종수/ 박병찬X기상호,,,,@agiBdan_17,https://dongne.co/event/df2401/circles/338590,제24회 디. 페스타,Day1
햇님 잡화점,나기,G13,2sp,데못죽,플레이브,,,,,,,,https://dongne.co/event/df2401/circles/339744,제24회 디. 페스타,Day1
행복万의 道,쵸이,Y20,2sp,도쿄 리벤저스,,,하나가키 타케미치,X하나가키 타케미치,,,,,https://dongne.co/event/df2401/circles/334489,제24회 디. 페스타,Day1
"행성, 살인축구 그리고 푸른 장미의 새싹","시로, 김곽기",X10,2sp,블루 록,,부스의 원석들: 펑크는 LOCK OFF,,이토시 린X이사기 요이치,로맨틱,"쿠로이사,카이이사","만화,일러스트","@bll_sio, @trash_bibim",https://dongne.co/event/df2401/circles/327809,제24회 디. 페스타,Day1
현실도피자,"고사리, 하현",T20a,1sp,가비지타임,,,기상호,최종수X기상호,"로맨틱,섹슈얼","준상, 뱅상",소설,@gosariorbit @hotclare0987,https://dongne.co/event/df2401/circles/333907,제24회 디. 페스타,Day1
혈계로 산다,리나,J11b,1sp,혈계전선,,혈계전선 쁘띠존 : 라이브라 한국지부 홍보팀,스티븐a 스타페이즈.레오나르도 워치,,로맨틱,,"만화,일러스트,공예",@aohana_03,https://dongne.co/event/df2401/circles/332075,제24회 디. 페스타,Day1
혈중태대농도 714%,대망,Q17,2sp,슬램덩크,,,"송태섭, 정대만",송태섭X정대만,"로맨틱,섹슈얼",,,@daeman_moms,https://dongne.co/event/df2401/circles/331148,제24회 디. 페스타,Day1
형을 사랑하는 두 가지 방법,녜,W19,2sp,가비지타임,,,박병찬 기상호 이초원 공태성 김다은,김다은X공태성,"로맨틱,섹슈얼","이초원×박병찬×기상호 리버시블, 기상호×박병찬","만화,일러스트,소설",@nxnxnnnxnx,https://dongne.co/event/df2401/circles/331972,제24회 디. 페스타,Day1
호리유코 비배스 바이럴 부스,"남오,안뇽",F18,2sp,프세카,가비지타임 아이돌마스터 데못죽,,,,,,"일러스트,기타","@n5amo, @annyong__hi",https://dongne.co/event/df2401/circles/331536,제24회 디. 페스타,Day1
호밀빵의 밀수꾼,호밀,H20,2sp,1차창작,"프세카, 죠죠",,1차,,,,"만화,일러스트",@homilpain,https://dongne.co/event/df2401/circles/339476,제24회 디. 페스타,Day1
"호열, 백호, 그리고 서태웅의 아내",요하,O6a,1sp,슬램덩크,,,,서태웅X양호열,로맨틱,양호열X강백호,만화,@10ho_0310,https://dongne.co/event/df2401/circles/334448,제24회 디. 페스타,Day1
호열이네 정비소,송만섭,P17,2sp,슬램덩크,,,,,로맨틱,호열백호,,duuuums,https://dongne.co/event/df2401/circles/339993,제24회 디. 페스타,Day1
화산포목점 삐아체레,삐아체레,M20,2sp,화산귀환,,,청명 당보 이송백 백천,,,,공예,@piacere_s2,https://dongne.co/event/df2401/circles/339001,제24회 디. 페스타,Day1
화음 저잣거리 노점상,테리,M4,2sp,화산귀환,,,,,,,소설,@Tobby_new,https://dongne.co/event/df2401/circles/328303,제24회 디. 페스타,Day1
화음현 부대찌개집과 포목점 ,챱 ,M23,2sp,화산귀환,"솜인형,젤다의전설 왕국의 눈물",,청명 쿠사나기 네네 링크 젤다 ,,로맨틱,링젤,"소설,게임,만화,공예",@Cchyapp55,https://dongne.co/event/df2401/circles/342699,제24회 디. 페스타,Day1
화음현 점소이의 당청 한 그릇,흑흑,M18,2sp,화산귀환,,,"All캐릭터,청명,당보",당보X청명,,"백천청명,소소이설,도위소병,일소청명","일러스트,사진",crying_06,https://dongne.co/event/df2401/circles/330405,제24회 디. 페스타,Day1
환상뜨락,환상뜨락,G14,2sp,,,,,,,,공예,@Dreamy_garden,https://dongne.co/event/df2401/circles/324791,제24회 디. 페스타,Day1
환상의 수공예 랜드로,비타,G2,2sp,,,,,,,,"공예,기타",,https://dongne.co/event/df2401/circles/336988,제24회 디. 페스타,Day1
환생한 도스토옙스키,도치,Q10,2sp,슬램덩크,데못죽,,"정대만, 송태섭",송태섭X정대만,"로맨틱,섹슈얼",,소설,@___stoneheart_,https://dongne.co/event/df2401/circles/342348,제24회 디. 페스타,Day1
휘핑크림 마니 쥬떼요,"인간관계망함, 오슴",U15,4sp,가비지타임,디스 러브,,"최종수, 박병찬, 정의헌",최종수X박병찬,해당없음,차현호정의헌,"만화,일러스트",@__inmang,https://dongne.co/event/df2401/circles/329133,제24회 디. 페스타,Day1
 sun and clouds,카야,D21,2sp,이번생은 우주대스타,,,뉴블랙 한태현 선우주,한태현X선우주,로맨틱,,,@_kaya_2725,https://dongne.co/event/novel04/circles/327471,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
(주) 텅 빈 The Bar,에러,L8,2sp,데뷔 못하면 죽는 병 걸림,,엋문 쁘띠존 : 감미로운 사랑의 맛이었다,,청려X박문대,"로맨틱,섹슈얼",,,@yuuri_123,https://dongne.co/event/novel04/circles/353384,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
(주)天友盟 : 화음 문구점,삼인성호,S7,4sp,화산귀환,,,"화산귀환, 구화산즈, 천우맹",,,,"소설,기타",@3inseongho,https://dongne.co/event/novel04/circles/327488,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
(주)세성_현윶 진흥회,사리,A1a,1sp,내가 키운 S급들,,"댁네 집이었는데, 이젠 우리집입니다.","성현제,한유진",성현제X한유진,로맨틱,,기타,@pikabunzukSari ,https://dongne.co/event/novel04/circles/347501,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
(주)허위매물 w.데못죽,"파나물, 코코나츠",I4a,1sp,데뷔 못하면 죽는 병 걸림 ,,,"박문대, 청려",,,,"일러스트,소설","@pa_namul_, @KoKoNaTsu11",https://dongne.co/event/novel04/circles/348473,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
.,치디,D22,2sp,.,.,,.,,,,,@momomommpp,https://dongne.co/event/novel04/circles/352789,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
1225,leoll,E11b,1sp,내가키운s급들,어두운바다의등불이되어,,한유현,,,,일러스트,,https://dongne.co/event/novel04/circles/346328,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
1225년 전통 유현유진 전문점,"자렌, 레몽",D11,2sp,내가 키운 S급들,,,"한유현, 한유진",한유현X한유진,"로맨틱,섹슈얼",,"만화,소설","@JAL_fn, @s_lemong",https://dongne.co/event/novel04/circles/322840,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
1588-황눈아세,5새벽,D14,2sp,내가 키운 S급들,,,,,"로맨틱,섹슈얼",,만화,,https://dongne.co/event/novel04/circles/352208,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
15세 자설이용가,"삼오, 랩터랑",X14a,1sp,진혼기,,삼천세계 연애일지,"자하, 설영 ",자하X설영,로맨틱,,"만화,일러스트","@blue_x_, @RAPTER0250",https://dongne.co/event/novel04/circles/343787,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
300년 전통 중원기사식당 천마직영점,산돌돕,N18,2sp,화산귀환,,,"당보, 청명",당보X청명,해당없음,,만화,@sandoldob,https://dongne.co/event/novel04/circles/349669,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
6/45,롯도,K15,2sp,"데뷔 못하면 죽는 병 걸림, 데못죽",,엋문 쁘띠존 : 감미로운 사랑의 맛이었다,"청려, 박문대",청려X문대,,,"만화,일러스트",,https://dongne.co/event/novel04/circles/333987,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
<<프리스트 소설 연구회> 작품 수위와 덕질 지속성의 상관 관계에 대하여> 주최 부스,<프리스트 소설 연구회> 작품 수위와 덕질 지속성의 상관 관계에 대하여,F18,2sp,,,<프리스트 소설 연구회> 작품 수위와 덕질 지속성의 상관 관계에 대하여,,,,,,,https://dongne.co/event/novel04/circles/383160,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
<놀러와요 화테로의 숲> 주최 부스,놀러와요 화테로의 숲,U11,2sp,,,놀러와요 화테로의 숲,,,,,,,https://dongne.co/event/novel04/circles/383181,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
"<댁네 집이었는데, 이젠 우리집입니다.> 주최 부스","댁네 집이었는데, 이젠 우리집입니다.",A11,2sp,,,"댁네 집이었는데, 이젠 우리집입니다.",,,,,,,https://dongne.co/event/novel04/circles/383151,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
<문대큰세 쁘띠존 <MK office>> 주최 부스,문대큰세 쁘띠존 <MK office>,G12,2sp,,,문대큰세 쁘띠존 <MK office>,,,,,,,https://dongne.co/event/novel04/circles/383168,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
<삼천세계 연애일지> 주최 부스,삼천세계 연애일지,Y13,2sp,,,삼천세계 연애일지,,,,,,,https://dongne.co/event/novel04/circles/383154,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
<섭남파업 예서른 쁘띠존 ~세상에서 가장 완벽하고 궁극적인 우회전 궁주님 연모회~> 주최 부스,섭남파업 예서른 쁘띠존 ~세상에서 가장 완벽하고 궁극적인 우회전 궁주님 연모회~,B12,2sp,,,섭남파업 예서른 쁘띠존 ~세상에서 가장 완벽하고 궁극적인 우회전 궁주님 연모회~,,,,,,,https://dongne.co/event/novel04/circles/383165,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
"<아아─, 이것이 『현제유진』이라는 것이다. ",부야오,B20,2sp,내가키운S급들,내스급,"댁네 집이었는데, 이젠 우리집입니다.",성현제 한유진,,섹슈얼,,소설,@negakiunseupdl,https://dongne.co/event/novel04/circles/350630,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
<엋문 쁘띠존 : 감미로운 사랑의 맛이었다> 주최 부스,엋문 쁘띠존 : 감미로운 사랑의 맛이었다,L13,2sp,,,엋문 쁘띠존 : 감미로운 사랑의 맛이었다,,,,,,,https://dongne.co/event/novel04/circles/383180,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
"<천관이 복을 내리시니, 쁘띠존 걱정 하나 없다> 주최 부스","천관이 복을 내리시니, 쁘띠존 걱정 하나 없다",Z24,2sp,,,"천관이 복을 내리시니, 쁘띠존 걱정 하나 없다",,,,,,,https://dongne.co/event/novel04/circles/383153,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
<피의 일소청명 쁘띠존 ~부부클리닉 사랑과 전쟁(주의: 진짜전쟁함)~> 주최 부스,피의 일소청명 쁘띠존 ~부부클리닉 사랑과 전쟁(주의: 진짜전쟁함)~,P12,2sp,,,피의 일소청명 쁘띠존 ~부부클리닉 사랑과 전쟁(주의: 진짜전쟁함)~,,,,,,,https://dongne.co/event/novel04/circles/383170,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
asebi,로네,T23,2sp,화산귀환,,,,,,,공예,@riddlemato_ ,https://dongne.co/event/novel04/circles/331563,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
beer있음,R,S8a,1sp,화산귀환,,,,도위X백천,,,소설,,https://dongne.co/event/novel04/circles/349576,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
BUSTER!!,winston,N9,4sp,화산귀환,,,청명,당보X청명,,"당청, 백청",,,https://dongne.co/event/novel04/circles/333457,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
cerealBox,신월,N17a,1sp,화산귀환,,,청명,당보X청명,"섹슈얼,로맨틱",,만화,@_cerealbox,https://dongne.co/event/novel04/circles/345119,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
Chimomo*,송,Z19,2sp,천관사복,,"천관이 복을 내리시니, 쁘띠존 걱정 하나 없다",,화성X사련,"로맨틱,섹슈얼",,"만화,일러스트",@song_tgcf,https://dongne.co/event/novel04/circles/352434,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
Dear. 공방,나비,F23,2sp,"데못죽, 화산귀환, 전독시, 백망되",,,,,,,공예,@Gongbangdear,https://dongne.co/event/novel04/circles/352922,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
Fairline,초벌샴푸,C6b,1sp,명문고 EX급 조연의 리플레이,적국의 왕자로 사는 법,,조의신,,,,만화,cb_shampoo,https://dongne.co/event/novel04/circles/348228,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
Ignition Point,행인A,B21,2sp,내가키운S급들,,,성현제 X 한유진,성현제X한유진,"로맨틱,섹슈얼","한유현X한유진, 송태원X한유진",소설,@haengin__a,https://dongne.co/event/novel04/circles/326301,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
Lovely Mix,Lovely Mix,Q16b,1sp,화산귀환,"전독시, 데못죽, 내스급",,,,,,,@LovelyMix_,https://dongne.co/event/novel04/circles/351780,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
NO약자석,허니,S20,2sp,화산귀환,,,"청명, 당보",청명X당보,"로맨틱,섹슈얼",,"소설,만화",@h017ey,https://dongne.co/event/novel04/circles/326732,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
NO인성생활,솜멸,S5,2sp,화산귀환,,,"청명, 당보",청명X당보,"로맨틱,섹슈얼",,소설,@Som_myeol,https://dongne.co/event/novel04/circles/350363,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
Paradise Lost,사박,C9,2sp,잔차품,적왕사,,,루비싱X린징헝,"섹슈얼,로맨틱",,"만화,소설",,https://dongne.co/event/novel04/circles/348453,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
pinkmoon,니센,H21a,1sp,데뷔 못 하면 죽는 병 걸림,,,"박문대, 선아현",박문대X선아현,"로맨틱,섹슈얼",,만화,@nomiya37,https://dongne.co/event/novel04/circles/352963,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
Playlist 12:24,"3333, 희원, Playlist 12:24 앤솔로지",I22,4sp,데뷔 못하면 죽는 병 걸림,,,"차유진, 김래빈",차유진X김래빈,"로맨틱,섹슈얼",,"소설,만화","@ChaRab3333, @raebinaimoda, @EGRBlogy_PL",https://dongne.co/event/novel04/circles/325356,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
SSS급 매화도사 상시 대기,낮궁,P3b,1sp,화산귀환,,,청명,백천X청명,,"백청,당청",,@Oo_goong,https://dongne.co/event/novel04/circles/325383,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
stray kids,somesing,I21,2sp,데뷔 못 하면 죽는 병 걸림,,,,차유진X김래빈,로맨틱,"청우배세, 유진래빈, 문대아현, 큰세문대",소설,@onedogsing,https://dongne.co/event/novel04/circles/332056,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
S급 외모 X EX급 가창 그리고..(왕!),사치,K5,2sp,데뷔 못하면 죽는 병 걸림,,,"박문대,선아현,신재현,콩이",신재현X박문대,"로맨틱,섹슈얼","선아현x박문대 ,아현문대 ,엋문,앟문,문대른","만화,일러스트,소설,공예",@sachi37_artwork,https://dongne.co/event/novel04/circles/349487,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
Thursday Blue,산영,S22,2sp,화산귀환,,,"청명, 당보 ",,"섹슈얼,로맨틱",청명당보 ,소설,sannhsn,https://dongne.co/event/novel04/circles/351131,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
Two Rabbits&자몽공방,Rabbits,F19,2sp,데못죽,화산귀환,,,,,,"공예,조형,기타",@2rabbits,https://dongne.co/event/novel04/circles/335167,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
Walking on the Moonroad,피달이,B15,4sp,"적왕사, 진혼기","내스급,백망되",,플란츠,,섹슈얼,"설자,알케","만화,일러스트,소설",,https://dongne.co/event/novel04/circles/351342,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
zl존제형덮밥,국,E11a,1sp,내가 키운 S급들,,,,,,,,5__OUP,https://dongne.co/event/novel04/circles/348098,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
★할리킹☆,요시시키,E9a,1sp,전지적 독자시점,백작가의 망나니가 되었다.,,,,로맨틱,,,@novel_yosi,https://dongne.co/event/novel04/circles/335951,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
《선령세상유람기》,선령세상유람기,E17b,1sp,열화요수,,<프리스트 소설 연구회> 작품 수위와 덕질 지속성의 상관 관계에 대하여,"쉬엔지,성령연",,로맨틱,,"일러스트,소설",@lhjcpost,https://dongne.co/event/novel04/circles/350922,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
「국선TIP」 옥배 하나로 귀마왕 유급노예 만들기,리혜 / 7세기 미소년,X2,2sp,진혼기,,,"설영, 자하",설영X자하,로맨틱,,만화,@_ri0ir_ / @Silla_BeautyBoy,https://dongne.co/event/novel04/circles/329820,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
ㅁㅁ,ㅁㅁ,P14a,1sp,,,피의 일소청명 쁘띠존 ~부부클리닉 사랑과 전쟁(주의: 진짜전쟁함)~,,,,,소설,,https://dongne.co/event/novel04/circles/348913,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
㈜ 텅 빈 CASINO,레이지빈,L7,4sp,데뷔 못 하면 죽는 병 걸림,,엋문 쁘띠존 : 감미로운 사랑의 맛이었다,,,"로맨틱,섹슈얼",,,@amibean,https://dongne.co/event/novel04/circles/329424,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
佳報自告맹: 가보자고 맹,연,S15b,1sp,화산귀환,,,천우맹,,,,"만화,소설,일러스트,기타",@yhunpromit ,https://dongne.co/event/novel04/circles/352004,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
佳報自告맹: 가보자고 맹,화삼,S16,4sp,화산귀환,,,청명,,,,"만화,일러스트,소설,기타",@hasan_samdea,https://dongne.co/event/novel04/circles/351695,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
卍토함산 귀마왕 보살卍,"선빵, 먀우, 밍덩",Y17,2sp,진혼기,"반월당, 천관사복",삼천세계 연애일지,"자하, 설영",자하X설영,로맨틱,,"만화,일러스트","@SE0NBBANG, @OwO_MYAU, @JJJJ_d_",https://dongne.co/event/novel04/circles/329926,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
竹林裏的湖水,화가람,O16,2sp,화산귀환,,,"구화산 및 현화산, 장일소, 당보 등",당보X청명,로맨틱,조걸윤종,소설,@floweriver95,https://dongne.co/event/novel04/circles/347789,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
가난한 내가 아름다운 신재현을 사랑해서,닉네임 없어요,H5,2sp,데뷔 못하면 죽는 병걸림,,,청려,,로맨틱,,,,https://dongne.co/event/novel04/circles/332537,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
가로다직선,차일,Q17,2sp,화산귀환,,,당보 청명,,로맨틱,,"일러스트,만화",Chail_12,https://dongne.co/event/novel04/circles/352939,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
가보자고,bdb,J17,2sp,데못죽,,,큰세문대,이세진X박문대,로맨틱,문대른,일러스트,@dbd17068597,https://dongne.co/event/novel04/circles/353183,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
가시나무 부락: 우리 가문 정상영업 합니다,키로,G1,4sp,길라잡이의 등불,,,산하,,,,"일러스트,만화",@sanhayasaranghH,https://dongne.co/event/novel04/circles/331763,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
"가오는 없지만 문엋,독중,윻윶은 있음",연어,I2a,1sp,데뷔 못 하면 죽는 병 걸림,"내가 키운 S급들, 전지적 독자 시점",,"문대, 청려",,"로맨틱,섹슈얼",,소설,@salmon_DHA,https://dongne.co/event/novel04/circles/323253,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
가족끼리 왜이래,유하주,F14b,1sp,살파랑,잔차품,<프리스트 소설 연구회> 작품 수위와 덕질 지속성의 상관 관계에 대하여,"장경, 고윤",장경X고윤,"로맨틱,섹슈얼",루린,소설,@youhajuin,https://dongne.co/event/novel04/circles/328443,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
감자밭,스타감자,G8,2sp,데못죽,,문대큰세 쁘띠존 <MK office>,테스타,문대X큰세,,,일러스트,@80o0o0o08,https://dongne.co/event/novel04/circles/352910,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
강아지매니아,"Taru, 파이, 금귤사탕",I6,2sp,데뷔 못 하면 죽는 병 걸림,,,"테스타, 박문대",,,,"일러스트,공예,기타",@not_your_cake,https://dongne.co/event/novel04/circles/349978,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
강자ZoNE,당돌이,S21,2sp,화산귀환,,,청명당보,청명X당보,로맨틱,,,4000_dangga,https://dongne.co/event/novel04/circles/349364,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
강호에서 살아남기 - 점소이편,싴케,Q20b,1sp,화산귀환,광마회귀,,"화산파, 종남파, 몽랑, 자하",몽랑X자하,해당없음,,일러스트,@C_C_K_O,https://dongne.co/event/novel04/circles/332642,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
강호의도리도리잼잼,"허쑤당, 판귄",Q19,2sp,화산귀환,,,"청명, 당보",당보X청명,,,,@cm_ackgae,https://dongne.co/event/novel04/circles/326561,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
강호한정 江湖閑情,이삭,Q20a,1sp,화산귀환,진혼기,,임소병,남궁도위X임소병,해당없음,당보청명,"일러스트,소설,공예",@Esak_5d6q,https://dongne.co/event/novel04/circles/329558,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
같이 빙글빙글 청려문대 하실 분,ting_a_ring,L11a,1sp,데뷔 못하면 죽는 병 걸림,가비지타임,엋문 쁘띠존 : 감미로운 사랑의 맛이었다,청려,청려X문대,로맨틱,,일러스트,0618tes_ting,https://dongne.co/event/novel04/circles/351801,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
개 짖는 부스,투견,B1,2sp,내가 키운 S급들,,"댁네 집이었는데, 이젠 우리집입니다.","성현제, 한유진",성현제X한유진,섹슈얼,,소설,@lightmeup0830,https://dongne.co/event/novel04/circles/346302,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
개굴상점,@chocogeguri,F1b,1sp,"화산귀환, 데못죽, 전독시 등","테마 소품, 솜인형 소품",,,X,,,공예,@geguri_store,https://dongne.co/event/novel04/circles/350136,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
객잔 정상영업 안합니다,"홉, 냑, 수풀",C12,2sp,"의원, 다시살다","적왕사, 반월당",,all,,,,"일러스트,만화,소설",@hop_roo @NagWoon_O7 @bush___LIM ,https://dongne.co/event/novel04/circles/327988,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
거양전 정상영업중 ,연근납치범,Y20,2sp,천관사복,,"천관이 복을 내리시니, 쁘띠존 걱정 하나 없다",풍신 모정 ,풍신X모정,해당없음,,일러스트,@renconabductor,https://dongne.co/event/novel04/circles/325266,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
건전한부스,"램브, 덕구",R22,2sp,화산귀환,광마회귀,,,,,,"소설,일러스트","@ash___ed, @mo_red00 ",https://dongne.co/event/novel04/circles/348937,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
겨우내 빈 소원,예티,C11,2sp,"의원, 다시 살다(의다살) / 진혼기",,,,,,,"일러스트,만화",@yeti5203,https://dongne.co/event/novel04/circles/351609,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
겨울은 추워잉,으랏챠챠,Q21,2sp,화산귀환,,,,,,,,@qawsedcici,https://dongne.co/event/novel04/circles/336650,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
결벽불탁불역좌우고정일공일수신성혼인문대큰세,10,G11,2sp,데뷔못하면죽는병걸림,,문대큰세 쁘띠존 <MK office>,박문대 이세진,박문대X이세진,로맨틱,,일러스트,@gun1234___,https://dongne.co/event/novel04/circles/335838,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
경찰청쇠창살은외철창살,나로,W3b,1sp,어두운 바다의 등불이 되어,,,"신해량,박무현",신해량X박무현,로맨틱,,기타,@naro_akam,https://dongne.co/event/novel04/circles/352746,"아아─, 이것이 『소설』이라는 것이다. Chapter 4",Day2
