부스명,대표자,위치,부스,대표 작품(원작),그 외 다루는 작품,쁘띠존,캐릭터,커플링,커플링 성향,그 외 커플링,매체,트위터,링크,행사명,개최일
이번엔 합격인가요?,다혼,J17b,1sp,내가 키운 S급들,,,올 캐릭터,,,,공예,,https://dongne.co/event/df2404/circles/374054,제25회 디. 페스타,Day1
이부스를본다면또우리가해냄,집에가고싶은사람,Q10,2sp,슬램덩크,,,산왕,,,,"만화,일러스트,소설,기타",,https://dongne.co/event/df2404/circles/366066,제25회 디. 페스타,Day1
이상한 나라의 잡화점,피치,G11,2sp,가비지타임,화산귀환,,,,,,,@__peach_S2,https://dongne.co/event/df2404/circles/370844,제25회 디. 페스타,Day1
이세계 대한민국에선 남자친구만 3명?!,냠냠,W5,2sp,가비지타임,,기상호 오른쪽 쁘띠존,"성준수, 최종수, 박병찬, 기상호",,"로맨틱,섹슈얼","성준수x기상호 , 박병찬x기상호, 최종수x기상호","만화,소설",@pajommxx,https://dongne.co/event/df2404/circles/364590,제25회 디. 페스타,Day1
이자식애잔한뒤통수뭐가이쁘다고,0m,Z23,2sp,가비지타임,,,"성준수, 전영중",,"로맨틱,섹슈얼",,만화,@OoMmcK,https://dongne.co/event/df2404/circles/371583,제25회 디. 페스타,Day1
이젠 내겐 종상밖에 보이지 않아-!!,낸내,V14b,1sp,가비지타임,,,"최종수, 기상호",최종수X기상호,로맨틱,,일러스트,,https://dongne.co/event/df2404/circles/373816,제25회 디. 페스타,Day1
일단 뭐가 나옵니다,엘핑,F9a,1sp,유희왕 브레인즈,SD건담 시리즈,,유사쿠&Ai,후지키 유사쿠XAi,로맨틱,없음,만화,@EP_649,https://dongne.co/event/df2404/circles/374135,제25회 디. 페스타,Day1
일단 뭐라도 내보이겠습니다,청년피자,D17,2sp,에리오스 라이징 히어로즈,,,,,,,,,https://dongne.co/event/df2404/circles/368999,제25회 디. 페스타,Day1
일단 뭔가 냅니다,Living,D14a,1sp,원피스,페르소나,,"루피, 조로",루피X조로,로맨틱,아라가키 신지로x페르소나3포터블 여주,"만화,일러스트",@Nsiring,https://dongne.co/event/df2404/circles/369444,제25회 디. 페스타,Day1
일단 사고 후회하면 뭐라도 남는다,"아뵤, 망냥, 티굴",V3,2sp,가비지타임,"플레이브, 데못죽, 슬램덩크",,"성준수, 진재유, 고상언, 최종수, 조재석, 전영중",고상언X최종수,로맨틱,박병찬×최종수,"소설,기타","@aaaaaigobyoya, @mang2nyang2, @beastsociety7",https://dongne.co/event/df2404/circles/364388,제25회 디. 페스타,Day1
일단신청하고되면바꾸랬어요,커드,Z5a,1sp,가비지타임,,,,,,,,,https://dongne.co/event/df2404/circles/362144,제25회 디. 페스타,Day1
일단은 신청해보는 부스,Myacc,E7,2sp,THE IDOLM@STER SideM(아이돌 마스터 사이드엠),카리스마,,,,,,"만화,일러스트",,https://dongne.co/event/df2404/circles/370943,제25회 디. 페스타,Day1
일일 메이드 카페,hamjisan x touyu,B4,2sp,프로젝트 세카이,"원신 , 붕괴 스타레일",,,,,,일러스트,@tokyojisan @Touyu_1210,https://dongne.co/event/df2404/circles/363016,제25회 디. 페스타,Day1
입덕하고 민첩하게 신청한 부스,극락/낑깡,V8a,1sp,가비지타임,,,,,,,,@,https://dongne.co/event/df2404/circles/370277,제25회 디. 페스타,Day1
자갈밭,늉,H8,2sp,,로드오브히어로즈,,,,,,만화,,https://dongne.co/event/df2404/circles/368234,제25회 디. 페스타,Day1
자하설영 앤솔로지 : 琴瑟之樂,익명,F13,2sp,진혼기,,,"자하, 설영",자하X설영,"로맨틱,섹슈얼",,"만화,소설,일러스트",@anthology_jhsy,https://dongne.co/event/df2404/circles/363795,제25회 디. 페스타,Day1
잠옷입은 햄쥐윻윶 주세요,추호,J16,2sp,내가 키운 S급들,,,"한유진, 한유현",한유현X한유진,섹슈얼,,"일러스트,만화",,https://dongne.co/event/df2404/circles/367935,제25회 디. 페스타,Day1
잡탕은 이것을 천하라 합니다,물개,L23,2sp,화산귀환,,,"청명, 당보, 백천, 이설",X,"로맨틱,섹슈얼","당보청명, 청명당보, 백천청명, 백천이설","일러스트,만화,소설,기타,공예",@185cm_158cm,https://dongne.co/event/df2404/circles/362786,제25회 디. 페스타,Day1
장강의 오작교,Ian,M5,2sp,화산귀환,,,장일소 청명,장일소X청명,"섹슈얼,로맨틱",,"만화,일러스트,소설",,https://dongne.co/event/df2404/circles/366190,제25회 디. 페스타,Day1
장르는 스포츤데 얼굴이 판타지,묘하,W9,2sp,가비지타임,,기상호 오른쪽 쁘띠존,"최종수, 박병찬, 성준수, 기상호",최종수X기상호,"로맨틱,섹슈얼","박병찬×기상호, 성준수×기상호","만화,소설,일러스트,공예",@myoha_S2,https://dongne.co/event/df2404/circles/367459,제25회 디. 페스타,Day1
장르다이소,병만,E9,4sp,,"마호야쿠, 명일방주, 아르고나비스, 흡혈귀는 툭하면 죽는다, 카리스마",,,,,,"만화,일러스트,소설",,https://dongne.co/event/df2404/circles/363118,제25회 디. 페스타,Day1
저게 인공위성일까 별이었으면 좋겠다,익명,E1,2sp,진혼기,,설영자하 쁘띠존: 악월(惡月)부터 고월(辜月)까지,"설영, 자하",설영X자하,,,,,https://dongne.co/event/df2404/circles/360674,제25회 디. 페스타,Day1
저녁드라마,길새,O10,2sp,슬램덩크,,,강백호,양호열X강백호,"로맨틱,섹슈얼",,만화,@babababbabbab,https://dongne.co/event/df2404/circles/369985,제25회 디. 페스타,Day1
저씨청년 흑백만화,백대칼,H7,2sp,"에우리디케는 없다, 계약아빠",,,"김희재, 한가람",김희재X한가람,"로맨틱,섹슈얼",,"만화,기타",@repacking001,https://dongne.co/event/df2404/circles/361050,제25회 디. 페스타,Day1
저희 대리님의 애인은 몇일까요?,뱀팡,T2,2sp,도쿄리벤져스,도쿄리벤져스,2024 타케른 쁘띠존,,무수한공X하나가키 타케미치,,타케른,,@nupaeng_DRB,https://dongne.co/event/df2404/circles/367645,제25회 디. 페스타,Day1
적폐빵준외길인생,돛,Y5,2sp,가비지타임,,Habitual romance on April 31st,전영중 성준수,전영중X성준수,로맨틱,,"만화,소설",_bangtto_,https://dongne.co/event/df2404/circles/366271,제25회 디. 페스타,Day1
전국상호른협회중고신입,목가,W3b,1sp,가비지타임,,기상호 오른쪽 쁘띠존,,,,,소설,,https://dongne.co/event/df2404/circles/365662,제25회 디. 페스타,Day1
전영중한테 상호가 오라고 빵상은 놔두라고(저희 다른 것도 나옵니다),"도원, 28*15",W2,2sp,가비지타임,,기상호 오른쪽 쁘띠존,기상호,전영중X기상호,"로맨틱,섹슈얼","종상(최종수x기상호), 뱅상(박병찬x기상호), 준상(성준수x기상호)","만화,소설,기타","@Dowon_777, @basketbaxxcourt",https://dongne.co/event/df2404/circles/367938,제25회 디. 페스타,Day1
절대적신뢰야말로진정한순애다 ,리엘,L18,2sp,화산귀환,,,"당보, 청명",당보X청명,"로맨틱,섹슈얼",,소설,@hwachinnyeo ,https://dongne.co/event/df2404/circles/362245,제25회 디. 페스타,Day1
점,점,K3b,1sp,소설,,,.,,,,기타,.,https://dongne.co/event/df2404/circles/369345,제25회 디. 페스타,Day1
정상영업 중,백언,A14b,1sp,데뷔못하면죽는병걸림,,,"이세진, 박문대, 테스타",이세진X박문대,해당없음,문대른,기타,@qordjs__s,https://dongne.co/event/df2404/circles/373408,제25회 디. 페스타,Day1
정희차이 씨리얼 말아주는 중,아레카야자,Z2,2sp,가비지타임,,,,,,,"만화,소설",@ARECA_palm_,https://dongne.co/event/df2404/circles/371829,제25회 디. 페스타,Day1
제2차전씨가문종친회,물개감별사,Z24,2sp,가비지타임,,,"조재석, 전영중",X,"로맨틱,섹슈얼",,만화,@ovoppvv,https://dongne.co/event/df2404/circles/371809,제25회 디. 페스타,Day1
제발 성공,멍!,F1,2sp,아이돌리쉬세븐,천관사복,,세오도아 리들,,,,"일러스트,만화",@wkq__ejr,https://dongne.co/event/df2404/circles/369079,제25회 디. 페스타,Day1
제형입니다,"나기, 우엉",J15b,1sp,내가 키운 S급들,,,"한유진, 한유현",한유현X한유진,로맨틱,,"공예,일러스트,기타",#ueongeueong,https://dongne.co/event/df2404/circles/360426,제25회 디. 페스타,Day1
제형타코 4월호,tacc,J13b,1sp,내가 키운 s급들,,,"한유현, 한유진",한유현X한유진,"로맨틱,섹슈얼",,만화,hrdtaco,https://dongne.co/event/df2404/circles/360536,제25회 디. 페스타,Day1
조로와 삼도류와 마리모의 사연,슈퍼더덕,C17a,1sp,원피스,,원피스 쁘띠존 3회,"조로, 상디",조로X상디,"로맨틱,섹슈얼",,만화,@superdd0,https://dongne.co/event/df2404/circles/373095,제25회 디. 페스타,Day1
조슈아그려줘,조슈아 사랑 ,H15,2sp,,,,,,,,기타,,https://dongne.co/event/df2404/circles/373479,제25회 디. 페스타,Day1
조인허스(JOIN_HUS),"잉젬, 심박",H5,2sp,2024 조인허스 오리지널 엽서,데뷔 못 하면 죽는 병 걸림,,,,,,"일러스트,소설",@charm_ing_gem,https://dongne.co/event/df2404/circles/362683,제25회 디. 페스타,Day1
종상차려!! 이 각박한 세상속에서,촟코,W7a,1sp,가비지타임,,기상호 오른쪽 쁘띠존,,,,,만화,@gmlfud898,https://dongne.co/event/df2404/circles/372869,제25회 디. 페스타,Day1
좌악개우나쓰,좋아,O1b,4sp,슬램덩크,,,정대만,서태웅X정대만,"로맨틱,섹슈얼",,"만화,일러스트,소설",@udonxme,https://dongne.co/event/df2404/circles/368071,제25회 디. 페스타,Day1
주술사 시작합니다!,9둘9기,S12a,1sp,주술회전,,,"고죠 사토루, 게토 스구루",,해당없음,,"일러스트,만화",@gudulgugi,https://dongne.co/event/df2404/circles/364553,제25회 디. 페스타,Day1
죽을때까지축놀하자지는쪽은공이되는걸로,모브아저씨,U8,2sp,블루록,슬램덩크,,"미하엘 카이저, 이사기 요이치",미하엘 카이저X이사기 요이치,"로맨틱,섹슈얼",,"만화,사진",@mdhxuiw,https://dongne.co/event/df2404/circles/367530,제25회 디. 페스타,Day1
준수가 누구유? 재유~,유한한미래,Z4a,1sp,가비지타임,,,"성준수, 진재유",성준수X진재유,"로맨틱,섹슈얼",전영중x성지수,"만화,소설,일러스트",https://twitter.com/Ichliebedich314,https://dongne.co/event/df2404/circles/373725,제25회 디. 페스타,Day1
중원 다 터져서 왔다구요,명명,L9b,1sp,화산귀환,,,"청명, 당보 등",당보X청명,해당없음,,"일러스트,만화",⁦‪@myeong_mm‬⁩,https://dongne.co/event/df2404/circles/364327,제25회 디. 페스타,Day1
중원 변두리 객잔,라희,K19,2sp,잔차품,중국 소설 장르,,"루비싱, 린징헝",,로맨틱,,"일러스트,소설,만화",@lanxi_SPL,https://dongne.co/event/df2404/circles/362579,제25회 디. 페스타,Day1
중원마카롱마라탕집 ,"청포,마꼬꼬,불타는 쓰레기",M24,2sp,화산귀환,,,올러,백천X청명,로맨틱,논시피,소설,"@caelum_277,@probooms,@specter__novel",https://dongne.co/event/df2404/circles/361110,제25회 디. 페스타,Day1
중원의 단수전문 화공들,새우튀김,L8,2sp,화산귀환,,,"청명, 당보, 장일소, 임소병",당보X청명,로맨틱,일소소병,일러스트,@shrimp_tem_ooo,https://dongne.co/event/df2404/circles/370775,제25회 디. 페스타,Day1
지가똑똑히밧슈,Ssol,R2,2sp,트라이건 스탬피드,트라이건,다정한 독 인간 태풍,밧슈,나이브스X밧슈,섹슈얼,울프우드x밧슈,일러스트,@Ssomesolar,https://dongne.co/event/df2404/circles/364464,제25회 디. 페스타,Day1
지고천 연구소 테라양재점,홍동,F8a,1sp,세포신곡,플레이브,,ALL,,,,,@hdong_st,https://dongne.co/event/df2404/circles/370064,제25회 디. 페스타,Day1
지고천켄타우리,SB,F8b,1sp,세포신곡,프로메어,,,,,,"만화,일러스트",@salt_richhh,https://dongne.co/event/df2404/circles/363058,제25회 디. 페스타,Day1
지금은 대해적시대,탐정부인과 대학원생  ,C17b,1sp,원피스,,,트라팔가 로,,,,"일러스트,만화,공예,기타",@sleep_very_well,https://dongne.co/event/df2404/circles/368167,제25회 디. 페스타,Day1
지옥의 애플파이,"비르키,키두,그냥,ppp,13,지범",R1,2sp,트라이건,,다정한 독 인간 태풍,"나이브스,밧슈,울프우드",나이브스X밧슈,"로맨틱,섹슈얼",울프우드x밧슈,"만화,일러스트,소설,기타",RawPlants0721,https://dongne.co/event/df2404/circles/360292,제25회 디. 페스타,Day1
진혼기,dktnl,E20a,1sp,진혼기,,설영자하 쁘띠존: 악월(惡月)부터 고월(辜月)까지,설영자하,,,,"기타,조형,소설,만화",망무,https://dongne.co/event/df2404/circles/371009,제25회 디. 페스타,Day1
진혼시,이리,E20b,1sp,진혼기,,설영자하 쁘띠존: 악월(惡月)부터 고월(辜月)까지,설영,설영X자하,로맨틱,,"소설,사진,만화",@lucidus_laelaps,https://dongne.co/event/df2404/circles/370423,제25회 디. 페스타,Day1
진혼의 카리스마,쌀,F10,2sp,"진혼기, 카리스마",,,,,,,소설,@BR0KEIV,https://dongne.co/event/df2404/circles/360399,제25회 디. 페스타,Day1
집사야 내 발바닥이 봄이란다,자장가*소로,D21,2sp,엘소드,,,,,,,,,https://dongne.co/event/df2404/circles/361555,제25회 디. 페스타,Day1
찌뿌찌부실,괄자,A15b,1sp,데뷔 못하면 죽는 병에 걸림,원신,,"선아현, 박문대, 신청려, 알하이탐, 카베",,,,일러스트,@xcyanu,https://dongne.co/event/df2404/circles/368471,제25회 디. 페스타,Day1
천하는 이것을 잡탕이라 합니다,연화,L1,4sp,화산귀환,,,"청명, 당보, 백천, 이설",X,"로맨틱,섹슈얼","당보청명, 청명당보, 백천청명, 백천이설","만화,일러스트,소설,기타,공예",@blossnowing,https://dongne.co/event/df2404/circles/362776,제25회 디. 페스타,Day1
체리비앙코,Quere,O9,2sp,슬램덩크,,,강백호,양호열X강백호,섹슈얼,,만화,quere_vvv,https://dongne.co/event/df2404/circles/360896,제25회 디. 페스타,Day1
초코라떼 전문점,초코송이,X10,2sp,가비지타임,,Habitual romance on April 31st,"전영중, 성준수",전영중X성준수,,,만화,,https://dongne.co/event/df2404/circles/362823,제25회 디. 페스타,Day1
총.놀,람쥐,R3b,1sp,트라이건,,다정한 독 인간 태풍,밧슈 나이브스,나이브스X밧슈,"섹슈얼,로맨틱",,소설,fkawnltjsej1,https://dongne.co/event/df2404/circles/368224,제25회 디. 페스타,Day1
촬영중 규칙준수,환효,X11a,1sp,가비지타임,,Habitual romance on April 31st,전영중 성준수,전영중X성준수,"로맨틱,섹슈얼",,소설,@yoaketime,https://dongne.co/event/df2404/circles/364610,제25회 디. 페스타,Day1
축사,나귀,L10,2sp,화산귀환,,,,당보X청명,"로맨틱,섹슈얼",,"만화,소설",@donkey0916,https://dongne.co/event/df2404/circles/367110,제25회 디. 페스타,Day1
춥고 꽝꽝 언 냉장고,옆집토마토,H14a,1sp,,,,,,,,만화,N_D_DO,https://dongne.co/event/df2404/circles/366149,제25회 디. 페스타,Day1
츈레벌레,cns,T15,2sp,,,,,,,,,RanrindoS2,https://dongne.co/event/df2404/circles/366837,제25회 디. 페스타,Day1
츠분타 김치찌개존,"난초, 림, 용필미애, 적송올리, 제비",F3,4sp,"마법사의 약속(마호야쿠), 아이돌리쉬 세븐(아이나나)",,,,,,"마법사의 약속 - 현자른, 동연장CP","소설,일러스트",@Magic_holic,https://dongne.co/event/df2404/circles/368039,제25회 디. 페스타,Day1
치즈오븐스파게티,42,I4,2sp,Marvel,,,Tony stark,SteveXTony,"섹슈얼,로맨틱",,"만화,기타",@SARI42_1218,https://dongne.co/event/df2404/circles/370362,제25회 디. 페스타,Day1
친구는 너무 약해요,루제,I1,2sp,어두운 바다의 등불이 되어(어바등),,,"김재희, 박무현",김재희X박무현,로맨틱,,"일러스트,소설,만화",@flowerXcafe,https://dongne.co/event/df2404/circles/365045,제25회 디. 페스타,Day1
친절한 메뉴,YOGAFIRE,Q11,2sp,슬램덩크,,,양호열 강백호,,"로맨틱,섹슈얼",,"만화,일러스트",@5ireyoga,https://dongne.co/event/df2404/circles/367137,제25회 디. 페스타,Day1
카래집,1,B23a,1sp,프로젝트 세카이,데못죽,,,요이사키 카나데X아사히나 마후유,,래빈유진,만화,,https://dongne.co/event/df2404/circles/362613,제25회 디. 페스타,Day1
카페오레,허브,I9,2sp,,,,,,,,,@hb_rosemary,https://dongne.co/event/df2404/circles/363718,제25회 디. 페스타,Day1
캬피룽후미냥냥다이슈키슈키홀드케이크,쮝,E14a,1sp,카리스마,,후미텐 쁘띠존: 월드섹시엠버서더 지갑 탈취 대작전 (안돼? 왜?),"이토 후미야, 텐도 아마히코",이토 후미야X텐도 아마히코,"로맨틱,섹슈얼",,일러스트,@hey_lemonapple,https://dongne.co/event/df2404/circles/372370,제25회 디. 페스타,Day1
쿠뽀뽀쿠뽀,란,D23,2sp,Final Fantasy14(파이널판타지14),"오버워치, 동물의 숲",,"올라운더, 이젤, 아히완",,,,"일러스트,기타",@tw_egg_2,https://dongne.co/event/df2404/circles/366792,제25회 디. 페스타,Day1
크림감자맛 상뱅,"크림, 감자겨자강쥐",Y18,2sp,가비지타임,,,기상호 박병찬,,"로맨틱,섹슈얼",,"만화,일러스트",Y_CreamS2,https://dongne.co/event/df2404/circles/372376,제25회 디. 페스타,Day1
킬더실버,킬더실버,G20,2sp,,,,,,,,공예,@kil_the_silver,https://dongne.co/event/df2404/circles/366022,제25회 디. 페스타,Day1
태른길라잡이,"동길, 도라장",O3,2sp,슬램덩크,가비지타임,,"송태섭, 정대만, 이명헌, 최종수, 진재유, 강백호, 성준수, 박병찬",,"섹슈얼,로맨틱",명헌태섭,"만화,일러스트","@donggilkong, @ojisang_daeman",https://dongne.co/event/df2404/circles/371035,제25회 디. 페스타,Day1
태웅아.. 너를 웃겨주는 남자한테 가라,호두,Q6,4sp,슬램덩크,,,"정우성, 서태웅",정우성X서태웅,"로맨틱,섹슈얼","대협태웅, 백호태웅, 모브태웅 ","만화,일러스트,소설",@Hodu_0101,https://dongne.co/event/df2404/circles/369027,제25회 디. 페스타,Day1
"탱호, 좋아하세요?",요하,P14b,1sp,슬램덩크,,,서태웅,서태웅X양호열,로맨틱,,만화,@10ho_0310,https://dongne.co/event/df2404/circles/369664,제25회 디. 페스타,Day1
테라에서 왔어요,"영, 치즈, 한",C22,4sp,플레이브,,,플레이브,하민X예준,로맨틱,은호노아,"만화,일러스트",gkalsdl11,https://dongne.co/event/df2404/circles/371724,제25회 디. 페스타,Day1
테루밧비 전하,태양,S6,2sp,트라이건,,다정한 독 인간 태풍,밧슈 더 스탬피드,울프우드X밧슈,"로맨틱,섹슈얼",나이브스X밧슈,"만화,일러스트,기타",@KisragiT,https://dongne.co/event/df2404/circles/360955,제25회 디. 페스타,Day1
토마호크 스테이크 1호점 : AT센터점,마말레이드,L14,4sp,화산귀환,,,청명,당보X청명,로맨틱,,"만화,일러스트",@Marmal_0329,https://dongne.co/event/df2404/circles/365478,제25회 디. 페스타,Day1
틀린말은아님,megane19,K5a,1sp,,,,,,,,,,https://dongne.co/event/df2404/circles/369184,제25회 디. 페스타,Day1
파란토끼의 집,파란세운,Y16,2sp,가비지타임,슬램덩크,,성준수,전영중X성준수,섹슈얼,동오대만 ,"만화,일러스트",blueseun,https://dongne.co/event/df2404/circles/367107,제25회 디. 페스타,Day1
팡팡랜드,괴도팡,W4,2sp,가비지타임,"데뷔 못 하면 죽는 병 걸림 , 플레이브",기상호 오른쪽 쁘띠존,,,,,,@LUKAPANG__9158,https://dongne.co/event/df2404/circles/371315,제25회 디. 페스타,Day1
팬케이크 추출물 0.5251112% 함유,팬케이크 오지상,B21,2sp,프로젝트 세카이(프로세카),,,"아오야기 토우야, 시노노메 아키토",아오야기 토우야X시노노메 아키토,섹슈얼,,"소설,만화,기타",@hjmtakknmf19,https://dongne.co/event/df2404/circles/366017,제25회 디. 페스타,Day1
퍄퍄,둥둥가둥가,C20,2sp,플레이브,,,,,,,,,https://dongne.co/event/df2404/circles/366876,제25회 디. 페스타,Day1
펭귄 뽀요,주6일근로자,I11,2sp,,,,,,,,일러스트,penguin_ppoyo,https://dongne.co/event/df2404/circles/372426,제25회 디. 페스타,Day1
폭탄돌리기,야마KK,S10,2sp,포켓몬스터,슬램덩크,,"단델,금랑,송태섭,정대만 ",,로맨틱,태섭대만,"만화,일러스트",,https://dongne.co/event/df2404/circles/369652,제25회 디. 페스타,Day1
폰타인대사관,오지,U15,2sp,원신,,,,,,,소설,@sumeruboys_,https://dongne.co/event/df2404/circles/366072,제25회 디. 페스타,Day1
푸르름이 사는 곳,"야키, 일화",U10a,1sp,블루록,"주술회전, 하이큐",,,나기 세이시로X미카게 레오,로맨틱,"고죠게토, 하이나나","만화,일러스트",,https://dongne.co/event/df2404/circles/369855,제25회 디. 페스타,Day1
프로젝트 세카이 디지몬 스테이지 피쳐링구 해리포터게이트3,핫칠누,C2,2sp,프로세카,"디지몬, 발더스게이트3, 해리포터,컬트 오브 더 램",,,,,,,,https://dongne.co/event/df2404/circles/371715,제25회 디. 페스타,Day1
하라는 원고는 안하고!!,simari,J17a,1sp,내스급,,,"한유현, 한유진",한유현X한유진,섹슈얼,,소설,@marineraki,https://dongne.co/event/df2404/circles/369974,제25회 디. 페스타,Day1
하체근력부족,와백,I13,2sp,,,,,,,,"일러스트,기타",,https://dongne.co/event/df2404/circles/365124,제25회 디. 페스타,Day1
한번 찍먹해보세요,햇탬,S11,2sp,포켓몬스터,"문스독,페이드 그랜드 오더,보컬로이드,포켓미쿠,엘소드,이터널 리턴, 프로젝트 세카이,명탐정 코난,주술회전",,,,로맨틱,"구다른,다자츄","게임,일러스트,만화",@hattam315,https://dongne.co/event/df2404/circles/369616,제25회 디. 페스타,Day1
한오백 명,"엠알, 소남송",M3,4sp,화산귀환,,,"백천, 청명",백천X청명,"로맨틱,섹슈얼","조걸x윤종, 솜인형 옷장","만화,공예",mrmrmremaru,https://dongne.co/event/df2404/circles/361677,제25회 디. 페스타,Day1
한줌단이라고? 메이저인데.,"베고니아, 시월, 쵸",L21,2sp,화산귀환,,,"청명, 당군악",당군악X청명,로맨틱,,"소설,기타,공예","@ramue_, @shidal_10, @cho_cho180",https://dongne.co/event/df2404/circles/368460,제25회 디. 페스타,Day1
할멈네,할무니,F19,2sp,아이나나,가비지타임,,,,,,,@,https://dongne.co/event/df2404/circles/371930,제25회 디. 페스타,Day1
할배들신혼집,"반필청, 허쑤당",K9a,1sp,화산귀환,,,청명X당보,청명X당보,로맨틱,,"일러스트,만화",@banpilcheong,https://dongne.co/event/df2404/circles/361386,제25회 디. 페스타,Day1
할수있다!!!,으아아,V1,2sp,가비지타임,슬램덩크,,"김기정, 공태성, 임승대, 윤대협",,"로맨틱,섹슈얼",성준수x공태성,"만화,일러스트",@something_uaa,https://dongne.co/event/df2404/circles/370143,제25회 디. 페스타,Day1
핫,갱,B14,2sp,프로젝트 세카이,,,올캐릭,,,,일러스트,,https://dongne.co/event/df2404/circles/371285,제25회 디. 페스타,Day1
항공모함에 주지육림,로비니아,J20,2sp,어두운 바다의 등불이 되어,,"해량무현 쁘띠존 : 세상에서 제일 긴 웨딩 로드 3,000m","신해량, 박무현",신해량X박무현,,,소설,@bloom_robinia,https://dongne.co/event/df2404/circles/365032,제25회 디. 페스타,Day1
해달샵,시크루,G7,4sp,원신,화산귀환,,,,,,공예,,https://dongne.co/event/df2404/circles/361752,제25회 디. 페스타,Day1
해동중졸업생커플,J,O7b,1sp,슬램덩크 ,,,"양호열, 강백호",양호열X강백호,"로맨틱,섹슈얼",,소설,,https://dongne.co/event/df2404/circles/372683,제25회 디. 페스타,Day1
해저기지 입사면접 스터디,환,J22,2sp,어두운 바다의 등불이 되어,,"해량무현 쁘띠존 : 세상에서 제일 긴 웨딩 로드 3,000m",,신해량X박무현,"로맨틱,섹슈얼",,"만화,소설",@book_ghks,https://dongne.co/event/df2404/circles/371489,제25회 디. 페스타,Day1
해저햄저기지,바닷속햄쿠쿠,J19,2sp,어두운 바다의 등불이 되어 ,,"해량무현 쁘띠존 : 세상에서 제일 긴 웨딩 로드 3,000m","신해량, 박무현",,로맨틱,,"만화,기타",@Hamkuku_sea,https://dongne.co/event/df2404/circles/371627,제25회 디. 페스타,Day1
해적농구반점,형,C15,2sp,원피스,슬램덩크,,에이스,,,,"만화,일러스트",Acenisang0101,https://dongne.co/event/df2404/circles/363446,제25회 디. 페스타,Day1
햇님잡화점,햇님,A17,2sp,데못죽.플레이브,,,,,,,,@January_the_sun,https://dongne.co/event/df2404/circles/368775,제25회 디. 페스타,Day1
"행복해지지 않으면 죽여버리겠습니다, 양호열군",HELLO,N13,2sp,슬램덩크,,,"양호열, 강백호",양호열X강백호,"로맨틱,섹슈얼",,소설,@Im_Your_Annyung,https://dongne.co/event/df2404/circles/369867,제25회 디. 페스타,Day1
햐무샤기,일샤,B2,2sp,프로세카,원신 스타레일,,니고 원더쇼,,,,일러스트,@Nz2ddnDi @nong_345,https://dongne.co/event/df2404/circles/364010,제25회 디. 페스타,Day1
허니러스크,플,I14,2sp,,,,,,해당없음,,,@honeyrusks_plz,https://dongne.co/event/df2404/circles/363313,제25회 디. 페스타,Day1
허둥지둥엉덩이,오섭,Y4,2sp,가비지타임,,Habitual romance on April 31st,"전영중, 성준수",전영중X성준수,"로맨틱,섹슈얼",,"만화,일러스트",@osub_000,https://dongne.co/event/df2404/circles/368483,제25회 디. 페스타,Day1
혈중431농도무제한제공참말사건,아씨,X11b,1sp,가비지타임,,Habitual romance on April 31st,"전영중, 성준수",전영중X성준수,,,소설,@basketball1ady,https://dongne.co/event/df2404/circles/363101,제25회 디. 페스타,Day1
형아아직안잔다,귀재,Y23,2sp,가비지타임,,,"최종수, 박병찬",최종수X박병찬,"로맨틱,섹슈얼",,"만화,일러스트,소설",crazykanchou,https://dongne.co/event/df2404/circles/365933,제25회 디. 페스타,Day1
형이 키운 아기천사,250,J13a,1sp,내가 키운 S급들,,,한유현 한유진,한유현X한유진,로맨틱,,기타,@JD_tls250,https://dongne.co/event/df2404/circles/373129,제25회 디. 페스타,Day1
호도합니다.,HODO,R5,2sp,트라이건,(만달로리안) (lies of P),,밧슈. 울프우드. 딘 자린. 루크 스카이워커. P,,,,"만화,영상,게임",@hodogaza,https://dongne.co/event/df2404/circles/367690,제25회 디. 페스타,Day1
호리유코 바이럴 부스,남오 ,V11,2sp,가비지타임,아이돌마스터 데못죽,,,,,,기타,@n5amo,https://dongne.co/event/df2404/circles/362649,제25회 디. 페스타,Day1
호밀빵의 밀수꾼,호밀,H18,2sp,,,,,,,,,@homilpain,https://dongne.co/event/df2404/circles/365187,제25회 디. 페스타,Day1
호백공장 로맨스생산라인 10100번,"Kan, madoyo",O13,2sp,슬램덩크,,,"양호열, 강백호",양호열X강백호,"로맨틱,섹슈얼",,"만화,일러스트,소설","Kan_10100, madoyo0000",https://dongne.co/event/df2404/circles/360964,제25회 디. 페스타,Day1
호백공장 로맨스생산라인 487번,"Akon, 쉐프",O14,2sp,슬램덩크,,,"양호열, 강백호",양호열X강백호,"로맨틱,섹슈얼",,"소설,만화","Nongnol234, nong_9_gong",https://dongne.co/event/df2404/circles/367832,제25회 디. 페스타,Day1
호백뭔가가나옴,수숭,O16a,1sp,슬램덩크,,,강백호 양호열,,"로맨틱,섹슈얼",,"소설,일러스트",@black,https://dongne.co/event/df2404/circles/365598,제25회 디. 페스타,Day1
호백반집,"글님,샤뿡이",N10,2sp,슬램덩크,,,"양호열,강백호",양호열X강백호,로맨틱,,기타,,https://dongne.co/event/df2404/circles/364312,제25회 디. 페스타,Day1
