,부스명,대표자,위치,부스,대표 작품(원작),그 외 다루는 작품,쁘띠존,캐릭터,커플링,커플링 성향,그 외 커플링,매체,링크,행사명,개최일
140,예민연하공추진위원회,퓨퓨,,2sp,"마블, 괴물",,,"토르, 로키, 이동식, 한주원",,로맨틱,"로키토르, 주원동식",만화,https://dongne.co/event/df2204/circles/146338,제 18회 디페스타,day1
141,오늘의 메뉴 : 메시아정식(2434$),레몬,,1sp,니지산지,,,,,,,"만화,소설",https://dongne.co/event/df2204/circles/145880,제 18회 디페스타,day1
142,오리댄스,SUNDANCE,,2sp,전지적독자시점,"데뷔못하면죽는병에걸림, 내스급",,"유중혁, 김독자",유중혁X김독자,"로맨틱,섹슈얼","청려문대, 현제유진","소설,만화",https://dongne.co/event/df2204/circles/147273,제 18회 디페스타,day1
143,완두콩 올린 딸기케잌,김말콩,,1sp,적국의 왕자로 사는법,,,"칼리플란, 베른플란",,로맨틱,칼리플란,소설,https://dongne.co/event/df2204/circles/146201,제 18회 디페스타,day1
144,"용봉탕, 곤약을 곁들인",파다닭,,2sp,,"죠죠의 기묘한 모험, 포켓몬스터 소드 쉴드, 흡혈귀는 툭하면 죽는다",,,,,,"만화,소설",https://dongne.co/event/df2204/circles/145667,제 18회 디페스타,day1
145,우리 조슈아가 이렇게 예뻐요,월님,,2sp,로드오브 히어로즈,사이퍼즈,,조슈아,요한X조슈아,로맨틱,,공예,https://dongne.co/event/df2204/circles/147898,제 18회 디페스타,day1
146,우리사랑하게해줘요,"환타,사라다",,2sp,주술회전,,[ MEGUMI IS ALWAYS RIGHT ],고죠사토루 후시구로메구미,고죠사토루X후시구로 메구미,"로맨틱,섹슈얼",,,https://dongne.co/event/df2204/circles/144410,제 18회 디페스타,day1
147,울트라맨 엑스 보세요,사성구,,1sp,특촬,"울트라맨 엑스, 기계전대 젠카이쟈 등",,"엑스, 오오조라 다이치",엑스X다이치,"섹슈얼,로맨틱",,"만화,일러스트",https://dongne.co/event/df2204/circles/146096,제 18회 디페스타,day1
148,원더 아일랜드,미노,,1sp,하늘 기록집,,,,,,,일러스트,https://dongne.co/event/df2204/circles/146063,제 18회 디페스타,day1
149,원작사골오타쿠의 말로,럿,,1sp,주술회전,,,"나나미 켄토, 하이바라 유우",하이바라 유우X나나미 켄토,로맨틱,,만화,https://dongne.co/event/df2204/circles/147661,제 18회 디페스타,day1
150,유유상종,썬연료,,1sp,내가 키운 S급들,,"Home, sweet home","한유현, 한유진",한유현X한유진,"섹슈얼,로맨틱",,"소설,만화",https://dongne.co/event/df2204/circles/146925,제 18회 디페스타,day1
151,유칼립투스 숲,류하,,2sp,,,,,,,,,https://dongne.co/event/df2204/circles/145727,제 18회 디페스타,day1
152,유칼립투투스,유칼립투스,,2sp,데못죽,,,,,,,,https://dongne.co/event/df2204/circles/146670,제 18회 디페스타,day1
153,윻윶관찰일지,행오,,1sp,내가키운s급,데뷔못하면죽는병,"Home, sweet home","한유현, 한유진",,"로맨틱,섹슈얼",큰세문대 ,"일러스트,만화",https://dongne.co/event/df2204/circles/146060,제 18회 디페스타,day1
154,음유시가(吟遊詩歌),강태헌,,2sp,라테일,마도조사 마도조사 엘소드 라테일,,"검호,히어로,노아,그외(ect)",,,히어검호,,https://dongne.co/event/df2204/circles/147385,제 18회 디페스타,day1
155,이거 게이볼그 아냐 아쳐,아렌트,,1sp,FGO,,,에미야,쿠훌린X에미야,,,,https://dongne.co/event/df2204/circles/146527,제 18회 디페스타,day1
156,이게 되면... 죠죠를 낼지도요,먹꾸,,1sp,죠죠의 기묘한 모험,,,,,해당없음,,,https://dongne.co/event/df2204/circles/147338,제 18회 디페스타,day1
157,이래저래 여차저차,깨알,,1sp,하이큐,명탐정 코난,,"미야 아츠무, 키타 신스케, 아카이 슈이치, 아무로 토오루",,로맨틱,,"소설,공예,기타",https://dongne.co/event/df2204/circles/146671,제 18회 디페스타,day1
158,이번 역은 '회귀'역입니다.,여화,,2sp,"광마회귀, 화산귀환","화산귀환, 월한강천록, etc",,"이자하, 청명, 유소월",왼X이자하,"섹슈얼,로맨틱","자하른, 청명른, etc","소설,기타",https://dongne.co/event/df2204/circles/147359,제 18회 디페스타,day1
159,인간의 빛나는 선동과 날조로!,물,,1sp,,,,,,,,,https://dongne.co/event/df2204/circles/147736,제 18회 디페스타,day1
160,인포,대표자,,1sp,작품,,,,하세가와 란가X캰 레키,,,"만화,기타",https://dongne.co/event/df2204/circles/147669,제 18회 디페스타,day1
161,자하,루각,,1sp,화산귀환,,,청명,당보X청명,"로맨틱,섹슈얼",,소설,https://dongne.co/event/df2204/circles/147489,제 18회 디페스타,day1
162,잘키운동생하나열남편안부럽다,독유,,2sp,내가 키운 S급들,"외의 현판소들, 데못죽","Home, sweet home",한유진,,"로맨틱,섹슈얼",중혁독자,"일러스트,소설,기타",https://dongne.co/event/df2204/circles/145860,제 18회 디페스타,day1
163,잡식성과식증후군,오티엘라,,1sp,데뷔 못하면 죽는 병 걸림,로드오브히어로즈,,"박문대, 청려, 바네사 테레즈 알드 룬, 조슈아 레비턴스, 카르티스, 요한 발켄슈트",문대X청려,로맨틱,"바네조슈, 황제요한 ",소설,https://dongne.co/event/df2204/circles/145118,제 18회 디페스타,day1
164,장르통합실패,종달새,,1sp,화산귀환,"데뷔 못하면 죽는 병 걸림, 전지적 독자 시점, 내가 키운 s급들",,,,,,공예,https://dongne.co/event/df2204/circles/146652,제 18회 디페스타,day1
165,저녁의 목소리,돌,,2sp,,,,,,로맨틱,,"만화,일러스트",https://dongne.co/event/df2204/circles/144351,제 18회 디페스타,day1
166,전방에 배드엔딩 주의,파랑,,1sp,A3!,"오토기노우타, 프로젝트세카이, 아르고나비스(입실론파이)",,,츠카사X루이,해당없음,"이타사쿠, 봄조","소설,기타",https://dongne.co/event/df2204/circles/145269,제 18회 디페스타,day1
167,조류둥지,두루미,,2sp,포켓몬스터 소드실드,FF14,,"금랑, 빛전",,"섹슈얼,로맨틱",,소설,https://dongne.co/event/df2204/circles/146054,제 18회 디페스타,day1
168,조류출몰지역 어게인,JUAN,,2sp,죠죠의 기묘한 모험,스타트렉,,,,,,"만화,일러스트,소설,기타",https://dongne.co/event/df2204/circles/147394,제 18회 디페스타,day1
169,죠죠의 기묘한 마라탕 (다있음),덩이,,2sp,죠죠의 기묘한 모험,할로우나이트 소량 / 스타듀밸리 소량 / 브로드처치 소량 ,,"죠나단, 디오, 죠셉, 시져, 수지큐,  폴나레프, 압둘, 도피오/디아볼로 ",시져 체펠리X죠셉 죠스타,해당없음,"접목조, 시죠세시, 시죠세큐, 폴압폴, 도피보스도피","소설,일러스트,기타",https://dongne.co/event/df2204/circles/145640,제 18회 디페스타,day1
170,중독이지만 도핑은 하지 않았습니다,Dalo,,1sp,전지적 독자 시점,,,김독자 유중혁 ,유중혁X김독자,로맨틱,,,https://dongne.co/event/df2204/circles/145571,제 18회 디페스타,day1
171,중독행복안심증진위원회,mikanpuding,,1sp,전지적 독자 시점,,,"유중혁, 김독자",,섹슈얼,,소설,https://dongne.co/event/df2204/circles/145948,제 18회 디페스타,day1
172,중혁아 가보자고 ,COX,,2sp,전지적독자시점,,,,유중혁X김독자,"섹슈얼,로맨틱",,,https://dongne.co/event/df2204/circles/146405,제 18회 디페스타,day1
173,즐거운 지옥 #가보자고 ,"제로, 김말국",,2sp,주술회전,,갑작스럽지만 여러분은 이타른에 대해 아십니까?,"고죠 사토루, 이타도리 유우지",고죠 사토루 X이타도리 유우지,"로맨틱,섹슈얼",,"만화,소설,일러스트",https://dongne.co/event/df2204/circles/146688,제 18회 디페스타,day1
174,지방디비죤부흥위원회,아무개,,2sp,히프노시스 마이크,,,,,,,,https://dongne.co/event/df2204/circles/147000,제 18회 디페스타,day1
175,채비별_냐벤더,챠비별,,2sp,,,,,,,,만화,https://dongne.co/event/df2204/circles/146992,제 18회 디페스타,day1
176,청백 올리고 백청 내려 백청 올리고 청백 내려,"물뭉, 홍단",,2sp,화산귀환,"의원, 다시살다 (의다살)",,"청명, 백천",리버X시블,"로맨틱,섹슈얼",청명백천청명,"일러스트,소설,만화",https://dongne.co/event/df2204/circles/147715,제 18회 디페스타,day1
177,청설모와 두꺼비 삼천갑자 동박삭,두꺼비와 청설모,,1sp,"파라라이, 파라독스 라이브, paradox live",파라라이,『하든가 죽든가 ~DO or DIE~』,,,,,"기타,일러스트",https://dongne.co/event/df2204/circles/146838,제 18회 디페스타,day1
178,치트가 행복하다면 ok입니다 진짜로,가리비,,1sp,전자오락수호대,,,"치트, 패치",치트X패치,섹슈얼,,만화,https://dongne.co/event/df2204/circles/146162,제 18회 디페스타,day1
179,치트패치가 보고 싶어 신청한 부스2,이실,,1sp,전자오락수호대,,,"치트, 패치, 매뉴얼, 컨티뉴",,섹슈얼,컨티뉴얼,소설,https://dongne.co/event/df2204/circles/147044,제 18회 디페스타,day1
180,코드크러쉬,1000,,2sp,죠죠의 기묘한 모험,전독시,,죠셉죠스타 ,,해당없음,중독,,https://dongne.co/event/df2204/circles/147628,제 18회 디페스타,day1
181,쿠키 타임,리모네,,1sp,쿠키런 킹덤,,,,,,,,https://dongne.co/event/df2204/circles/146555,제 18회 디페스타,day1
182,쿠키맞고요.푸드아닙니다.,쿵,,1sp,쿠키런킹덤,,,"마들렌맛쿠키, 에스프레소맛쿠키",마들렌맛쿠키X에스프레소맛쿠키,"해당없음,로맨틱",,"일러스트,기타",https://dongne.co/event/df2204/circles/145970,제 18회 디페스타,day1
183,쿠키왕국 만두집,껌딱지,,1sp,쿠키런 킹덤,,,,,,,,https://dongne.co/event/df2204/circles/147951,제 18회 디페스타,day1
184,크리스 아뜰리에,Cris,,1sp,가죽공예 구경하러 오세요!,,,,,해당없음,,공예,https://dongne.co/event/df2204/circles/147289,제 18회 디페스타,day1
185,크림무스 creammousse,크림무스,,1sp,,,,,,,,일러스트,https://dongne.co/event/df2204/circles/145760,제 18회 디페스타,day1
186,테스타사진관,이은,,1sp,데뷔 못 하면 죽는 병 걸림,,,,,해당없음,,일러스트,https://dongne.co/event/df2204/circles/147300,제 18회 디페스타,day1
187,토끼나라,Nia,,2sp,쿠로코의 농구,,,쿠로코테츠야,아카시세이쥬로X쿠로코테츠야,,,소설,https://dongne.co/event/df2204/circles/146367,제 18회 디페스타,day1
188,퇴사성공시 책내는 특덕,m,,1sp,,,,,,,,,https://dongne.co/event/df2204/circles/146767,제 18회 디페스타,day1
189,파도 수납장,밀물,,1sp,파라독스 라이브,,『하든가 죽든가 ~DO or DIE~』,,,,,소설,https://dongne.co/event/df2204/circles/148467,제 18회 디페스타,day1
190,파란 토끼의 집,파란세운,,1sp,앙상블 스타즈,,,"스오우 츠카사, 츠키나가 레오",,섹슈얼,,만화,https://dongne.co/event/df2204/circles/146422,제 18회 디페스타,day1
191,판타지후죠라이프,쾌지나,,1sp,내가키우는s급들,,"Home, sweet home",한유진,한유현X한유진,섹슈얼,,,https://dongne.co/event/df2204/circles/146522,제 18회 디페스타,day1
192,패군의 검협,semo,,1sp,화산귀환,,,"장일소, 청명",,"로맨틱,섹슈얼",,소설,https://dongne.co/event/df2204/circles/144361,제 18회 디페스타,day1
193,펑크강도단♥,"창공,★,핍스",,2sp,죠죠의 기묘한 모험,,,죠죠,X,해당없음,,"일러스트,기타",https://dongne.co/event/df2204/circles/145990,제 18회 디페스타,day1
194,평생 현윶해,반디,,1sp,내가 키운 s급들,,,성현제,,섹슈얼,,만화,https://dongne.co/event/df2204/circles/146866,제 18회 디페스타,day1
195,포타 밖을 나온 겁 없는 문어,우루루슬라,,1sp,데뷔 못하면 죽는 병 걸림,,,"신청려, 박문대",,"로맨틱,섹슈얼","모브문대, 문대른",소설,https://dongne.co/event/df2204/circles/147723,제 18회 디페스타,day1
196,폿,폿포푸,,1sp,주술회전,,갑작스럽지만 여러분은 이타른에 대해 아십니까?,,X이타도리 유지,,,,https://dongne.co/event/df2204/circles/145646,제 18회 디페스타,day1
197,프리스트라이커의 3스킬,서소현,,1sp,로드 오브 히어로즈,,,,,,,"만화,공예,기타",https://dongne.co/event/df2204/circles/147865,제 18회 디페스타,day1
198,하기노러브,하기,,2sp,,,,,,,,만화,https://dongne.co/event/df2204/circles/146437,제 18회 디페스타,day1
199,하눌ae심해,심해,,1sp,데뷔 못하면 죽는 병 걸림,,,,,해당없음,,"만화,일러스트",https://dongne.co/event/df2204/circles/146926,제 18회 디페스타,day1
200,하늘고양이 시엘로,시엘로,,1sp,,,,,X,,,공예,https://dongne.co/event/df2204/circles/146945,제 18회 디페스타,day1
201,하롱살롱&리진,리진,,4sp,,,,,,,,,https://dongne.co/event/df2204/circles/144933,제 18회 디페스타,day1
202,하지만 들어보세요,냠냠,,2sp,쿠키런 킹덤,,,,,"로맨틱,섹슈얼",,"만화,기타",https://dongne.co/event/df2204/circles/145849,제 18회 디페스타,day1
203,한계뒷산점,곰Gom,,2sp,sk8,에스케이에이트,,신도 아이노스케,하세가와 란가X캰 레키,"로맨틱,섹슈얼","신도 아이노스케x키쿠치 타다시, 란레키, 아이타다",만화,https://dongne.co/event/df2204/circles/144328,제 18회 디페스타,day1
204,한유진이랑 한유현이 유현유진 하라고 했다,kimbooak7,,2sp,내가 키운 S급들,,"Home, sweet home","한유현, 한유진",한유현X한유진,"로맨틱,섹슈얼",,"소설,만화",https://dongne.co/event/df2204/circles/146172,제 18회 디페스타,day1
205,행복万의 道,쵸이,,2sp,도쿄 리벤저스,,,타케미치,사노 만지로X타케미치,해당없음,신이치로x타케미치,소설,https://dongne.co/event/df2204/circles/145737,제 18회 디페스타,day1
206,허위매물 빵세권!,콩빵,,1sp,쿠키런 킹덤,,,마들렌 에스프레소,마들렌X에스프레소,로맨틱,,만화,https://dongne.co/event/df2204/circles/147943,제 18회 디페스타,day1
207,호두과자,유용,,1sp,적국의 왕자로 사는 법,,,베른 세크리티아,,로맨틱,,,https://dongne.co/event/df2204/circles/146515,제 18회 디페스타,day1
208,호밀빵의밀수꾼,호밀,,2sp,1차 창작,,,1차 오리지널,,"로맨틱,해당없음",,"만화,일러스트",https://dongne.co/event/df2204/circles/146082,제 18회 디페스타,day1
209,호얀스튜디오,호얀,,2sp,,,,,,,,"일러스트,기타",https://dongne.co/event/df2204/circles/145802,제 18회 디페스타,day1
210,호클리 호키 호,호키버드,,1sp,로드 오브 히어로즈,티알피지 리플레이북 배포,,미하일 블레이크,미하일 블레이크X남로드 ,"로맨틱,섹슈얼","크롬자이, 요한로드, ..몰라",소설,https://dongne.co/event/df2204/circles/147521,제 18회 디페스타,day1
211,호형호여보,해다,,1sp,내가 키운 S급들,,"Home, sweet home","한유현, 한유진",한유현X한유진,"섹슈얼,로맨틱",,"소설,만화",https://dongne.co/event/df2204/circles/146153,제 18회 디페스타,day1
212,화산에서 성스러운 S급 아이돌로 데뷔 못하면 죽는 병 걸림,퐁,,1sp,데못죽,"내스급, 성아돌, 화산귀환, 파이널판타지14",,"청려, 박문대, 김래빈, 성현제, 한유현, 렘브러리, 알피노, 아이메리크, 에스티니앙",,해당없음,,일러스트,https://dongne.co/event/df2204/circles/147035,제 18회 디페스타,day1
213,회심의 입심,ㅇㅇ,,1sp,MIU404,,,"이부키 아이, 시마 카즈미",이부키 아이X시마 카즈미,"로맨틱,섹슈얼",,"소설,공예",https://dongne.co/event/df2204/circles/145499,제 18회 디페스타,day1
214,회전사제 앤솔로지 : LESSON O,GaeDock,,2sp,죠죠의 기묘한 모험 7부 스틸볼런,,,"죠니 죠스타, 쟈이로 체펠리 (리버시블, 상대고정)",쟈이로체펠리X죠니죠스타,해당없음,,"만화,일러스트,소설,공예",https://dongne.co/event/df2204/circles/145687,제 18회 디페스타,day1
215,후식으로 메구미 어때,익명,,1sp,주술회전,,,후시구로 메구미,,로맨틱,"이타후시,고죠후시,토우메구",만화,https://dongne.co/event/df2204/circles/146292,제 18회 디페스타,day1
216,흙 속의 인디고&호박씨,인디고,,2sp,"도자기 미니어처, 오비츠 의상","도자기 미니어처, 한지공예품, 오비츠 의상",,,,해당없음,,"공예,조형",https://dongne.co/event/df2204/circles/145489,제 18회 디페스타,day1
217,흰나비가 나는 숲,가온뉘,,1sp,"MIU404, 언내추럴",괴수를 위한 시간,,,,,,소설,https://dongne.co/event/df2204/circles/146290,제 18회 디페스타,day1
