부스명,대표자,위치,위치(열),위치(번호),반부스,부스,대표 작품(원작),그 외 다루는 작품,쁘띠존,캐릭터,커플링,커플링 성향,그 외 커플링,매체,트위터,링크,행사명,개최일
그림이랑,3호,,,,,1sp,,,,,,,,"만화,일러스트,소설",,https://dongne.co/events/df2501/circles/137991,제28회 디. 페스타,Day1
까아아악,로제,,,,,2sp,,,,,,,,,,https://dongne.co/events/df2501/circles/135390,제28회 디. 페스타,Day1
꾸꾸까까,치키,,,,,2sp,세포신곡,,,,,,,,@chiki_maki,https://dongne.co/events/df2501/circles/135179,제28회 디. 페스타,Day1
남남사랑,톨톨,,,,,1sp,,,,,,,,만화,,https://dongne.co/events/df2501/circles/137067,제28회 디. 페스타,Day1
네코마마,"레이카, 마키시, 시에",,,,,4sp,데뷔 못 하면 죽는 병 걸림,"화산귀환,광마회귀,블랙배저,괴담에 떨어져도 출근을 해야 하는구나",,박문대 (오른쪽),,,,,"@rayca01, @makisi17, @sye51244kk, @nekomoms",https://dongne.co/events/df2501/circles/135248,제28회 디. 페스타,Day1
느짓살이,단삭,,,,,1sp,명일방주,,,,,,,,,https://dongne.co/events/df2501/circles/135321,제28회 디. 페스타,Day1
다이러브,호벤,,,,,2sp,,,,,,,,만화,hobaen,https://dongne.co/events/df2501/circles/135434,제28회 디. 페스타,Day1
다정한집,냘구,,,,,2sp,,,,,,,,만화,@apricot_tarte_,https://dongne.co/events/df2501/circles/135789,제28회 디. 페스타,Day1
댄싱래빗,댄싱래빗,,,,,2sp,수공예,,,,,,,공예,https://x.com/oyo_atelier,https://dongne.co/events/df2501/circles/136150,제28회 디. 페스타,Day1
데굴데굴,ㅇㅇ,,,,,1sp,앙상블스타즈,,,,,,,,RntwmvkfdkdyrP,https://dongne.co/events/df2501/circles/136173,제28회 디. 페스타,Day1
도부두부,마두부,,,,,2sp,프로젝트 세카이,홀로라이브,,"텐마 츠카사,카미시로 루이",텐마츠카사X카미시로루이,로맨틱,,"만화,일러스트",,https://dongne.co/events/df2501/circles/137300,제28회 디. 페스타,Day1
도순상점,김도순,,,,,1sp,햄스터 캐릭터,,,햄스터 창작 캐릭터,,,,"일러스트,공예",@dosoon_studio,https://dongne.co/events/df2501/circles/137760,제28회 디. 페스타,Day1
동인나라,육개,,,,,2sp,테일즈런너,역전재판,,,카르마 고우X미츠루기 레이지,,,"만화,소설",@yuggaepaig5,https://dongne.co/events/df2501/circles/137935,제28회 디. 페스타,Day1
두부상가,,,,,,1sp,프로젝트세카이,,,시노노메 에나 아키야마 미즈키,,,,,,https://dongne.co/events/df2501/circles/135919,제28회 디. 페스타,Day1
뒹굴뒹굴,돕돕돕,,,,,2sp,슬램덩크,"던전밥,스파이더맨",,,,,,,,https://dongne.co/events/df2501/circles/135347,제28회 디. 페스타,Day1
딩글빵글,동글이,,,,,1sp,데뷔못하면죽는병걸림,가비지타임,,"박문대,전영중,성준수",,,,일러스트,@oO13__oO,https://dongne.co/events/df2501/circles/137200,제28회 디. 페스타,Day1
뚜비루비,쩜,,,,,1sp,,,,,,,,,,https://dongne.co/events/df2501/circles/135757,제28회 디. 페스타,Day1
만쥬가게,만쥬,,,,,2sp,슬램덩크,,,,,,,"만화,일러스트",@br_0522_,https://dongne.co/events/df2501/circles/137459,제28회 디. 페스타,Day1
먐미마켓,김먐미,,,,,2sp,1차,"갑타,하이큐",,"oc,갑타,하이큐",,,,"기타,일러스트",_mxxmmx,https://dongne.co/events/df2501/circles/137855,제28회 디. 페스타,Day1
무뇨무뇨,중,,,,,1sp,프로젝트 세카이 컬러풀 스테이지 feat. 하츠네 미쿠,"프로세카,프세카",토우아키 쁘띠존 : 너와 함께 푸른 거리 속 새벽녘을,"아오야기 토우야,시노노메 아키토",아오야기 토우야X시노노메 아키토,로맨틱,루이츠카,"만화,일러스트",@Jung__rk,https://dongne.co/events/df2501/circles/135905,제28회 디. 페스타,Day1
뭔토뭔죠,"베, 유댜히",,,,,2sp,주술회전,,게토고죠 쁘띠존 <온대성 연인>,,,로맨틱,,"만화,일러스트","wxbgego, Udi_ee",https://dongne.co/events/df2501/circles/136812,제28회 디. 페스타,Day1
미르포아,테린,,,,,1sp,,,,,,,,,terin_lllll,https://dongne.co/events/df2501/circles/135669,제28회 디. 페스타,Day1
반말금지,강돌이,,,,,2sp,앙상블스타즈,붕괴스타레일,,"연경,경원,아마기히이로,아마기린네",,,,만화,come_backstrong,https://dongne.co/events/df2501/circles/137583,제28회 디. 페스타,Day1
반찬가게,신성,,,,,1sp,포켓몬스터,"프로젝트세카이,로드오브히어로즈,젤다의전설,장송의프리렌,니어오토마타,이런영웅은싫어",,,,로맨틱,"힘멜프리렌, 링크젤다, 2B9S",일러스트,@divinity_1118,https://dongne.co/events/df2501/circles/137169,제28회 디. 페스타,Day1
밤식빵집,밤식,,,,,1sp,하이큐,,,,,,,일러스트,@bambread_,https://dongne.co/events/df2501/circles/137044,제28회 디. 페스타,Day1
벨로벨로,벨로,,,,,2sp,윈드브레이커,,,사쿠라 하루노,,,,일러스트,@kurobina_win,https://dongne.co/events/df2501/circles/136254,제28회 디. 페스타,Day1
복작복작,moraegorae,,,,,2sp,"명탐정 코난,나루토",혈계전선,2025 라이브라한국지부 신년회,"크라우스,스티븐,타카기,사토,카카시,이루카",타카기 와타루X사토 미와코,,카카이루,"소설,일러스트",,https://dongne.co/events/df2501/circles/135943,제28회 디. 페스타,Day1
뿅클로젯,와이용,,,,,2sp,슬램덩크,,,이명헌,이명헌X송태섭,"로맨틱,섹슈얼,해당없음","이명헌정우성,정우성이명헌,정우섭송태섭","일러스트,공예,기타",@ho_it_o_o,https://dongne.co/events/df2501/circles/137718,제28회 디. 페스타,Day1
쁘띠뽀짝,뽀짝쿵야,,,,,4sp,화산귀환,원피스 코난 데못죽 하이큐 슬램덩크 전독시 플레이브,,,,,,,@BBoJJaKKyu,https://dongne.co/events/df2501/circles/135431,제28회 디. 페스타,Day1
사제실격,"혈당과당,  영탈",,,,,2sp,모브사이코100,,,,카게야마 시게오X레이겐 아라타카,로맨틱,,"만화,일러스트",@kettodango ,https://dongne.co/events/df2501/circles/137720,제28회 디. 페스타,Day1
소년현상,少年現象,,,,,2sp,앙상블 스타즈!! Music,,,"사카사키 나츠메,아오바 츠무기,하루카와 소라",사카사키 나츠메X아오바 츠무기,,,"만화,일러스트",@5_145c,https://dongne.co/events/df2501/circles/137346,제28회 디. 페스타,Day1
시절인연,이스마일,,,,,2sp,명일방주,,,총웨,박사X총웨,로맨틱,,"만화,일러스트",@nills_ff14,https://dongne.co/events/df2501/circles/135340,제28회 디. 페스타,Day1
시쿠시쿠,농부,,,,,2sp,프로젝트 세카이,,,,카미시로 루이X텐마 츠카사,"섹슈얼,로맨틱",,만화,,https://dongne.co/events/df2501/circles/135412,제28회 디. 페스타,Day1
아라쓰고,"Akon, MADOYO",,,,,2sp,슬램덩크,,,양호열 강백호,,,,,@Nongnol234,https://dongne.co/events/df2501/circles/135743,제28회 디. 페스타,Day1
아른아른,공란,,,,,1sp,아카기,텐~천화거리의쾌남아~,,"아카기 시게루,하라다 카츠미",,"로맨틱,섹슈얼",,만화,@fk111111mt,https://dongne.co/events/df2501/circles/137025,제28회 디. 페스타,Day1
아직모름,메린,,,,,2sp,슬램덩크,아이실드21,,서태웅 강백호,,로맨틱,,만화,@merinme99,https://dongne.co/events/df2501/circles/135649,제28회 디. 페스타,Day1
아직미정,조호,,,,,1sp,,,,,,,,,,https://dongne.co/events/df2501/circles/138237,제28회 디. 페스타,Day1
어디든가,마김,,,,,1sp,,,,,,,,,,https://dongne.co/events/df2501/circles/136815,제28회 디. 페스타,Day1
역전상회,제토,,,,,2sp,"역전재판,MIU404",,,,,,,일러스트,@zetoee,https://dongne.co/events/df2501/circles/135312,제28회 디. 페스타,Day1
열혈반점,소지,,,,,2sp,앙상블 스타즈!! Music,,,나구모 테토라,나구모 테토라X키류 쿠로,,테츠쿠로,"만화,일러스트",@draca2na,https://dongne.co/events/df2501/circles/137017,제28회 디. 페스타,Day1
예지나라,깔깔오죠상,,,,,1sp,나의 히어로 아카데미아,"헌터x헌터,괴도조커,나루토,좀비고등학교",,,시가라키 토무라X미도리야 이즈쿠,섹슈얼,"시가데쿠, 사스나루, 레오크라, 동진유리","만화,일러스트",https://x.com/kk_OJS,https://dongne.co/events/df2501/circles/138076,제28회 디. 페스타,Day1
왕왕카페,도파민,,,,,1sp,프로젝트 세카이,,토우아키 쁘띠존 : 너와 함께 푸른 거리 속 새벽녘을,아오야기 토우야x시노노메 아키토,아오야기 토우야X시노노메 아키토,"섹슈얼,로맨틱",,만화,@Pamine0320,https://dongne.co/events/df2501/circles/136351,제28회 디. 페스타,Day1
울끈밧끈,"캄희, 슬래시",,,,,2sp,트라이건,,,"울프우드,밧슈",울프우드X밧슈,로맨틱,,일러스트,"@kamhee_, @wolfXvashWV",https://dongne.co/events/df2501/circles/136080,제28회 디. 페스타,Day1
유브니코,ND,,,,,2sp,"니지산지,에일리언 스테이지","리레볼루션,괴담에 떨어져도 출근을 해야 하는구나",,,,,,일러스트,,https://dongne.co/events/df2501/circles/135937,제28회 디. 페스타,Day1
은민상점,은민,,,,,1sp,,,,,,,,일러스트,em913em,https://dongne.co/events/df2501/circles/136803,제28회 디. 페스타,Day1
잡탕찌개,소금,,,,,1sp,가비지타임,,,종상,,로맨틱,,소설,@soo_geum_,https://dongne.co/events/df2501/circles/137137,제28회 디. 페스타,Day1
제목없음,Lunch,,,,,2sp,오버워치,역전재판,,,,,,,,https://dongne.co/events/df2501/circles/135406,제28회 디. 페스타,Day1
제형사귐,제형사귐,,,,,2sp,청의 엑소시스트,청의 엑소시스트,,,오쿠무라 유키오X오쿠무라 린,로맨틱,,,,https://dongne.co/events/df2501/circles/135497,제28회 디. 페스타,Day1
죽마고우,파랑,,,,,1sp,주술회전,,고죠우타 쁘띠존 | 럭키 뉴이얼 : 롯기비기,"고죠 사토루,이오리 우타히메",,"로맨틱,섹슈얼",,"만화,일러스트,소설",comeonbabyblue,https://dongne.co/events/df2501/circles/137914,제28회 디. 페스타,Day1
출감불가,ID,,,,,2sp,블루록,"페르소나3,드래곤볼",,"나기 세이시로,미카게 레오",,"해당없음,로맨틱",아라햄,"만화,기타",ID__BlL,https://dongne.co/events/df2501/circles/137646,제28회 디. 페스타,Day1
카페오레,허브,,,,,2sp,,,,,,,,,,https://dongne.co/events/df2501/circles/135766,제28회 디. 페스타,Day1
컴백하자,민들,,,,,2sp,플레이브,,,,,,,,@mindeul00,https://dongne.co/events/df2501/circles/138112,제28회 디. 페스타,Day1
킬더실버,그은,,,,,2sp,,,,,,,,공예,@kil_the_silver,https://dongne.co/events/df2501/circles/136484,제28회 디. 페스타,Day1
토마토맛,HO,,,,,2sp,윈브레,,,,,,,,@77HO_i7,https://dongne.co/events/df2501/circles/135902,제28회 디. 페스타,Day1
호두가게,이파두호,,,,,4sp,토로와 로토 / 저세상 악마들,,,,,,,,@2p2h_,https://dongne.co/events/df2501/circles/137176,제28회 디. 페스타,Day1
환상뜨락,먀,,,,,2sp,,의원 다시 살다,,,,,,공예,,https://dongne.co/events/df2501/circles/136227,제28회 디. 페스타,Day1
죽마고우~죽어도 마지막까지 고죠우타~,니아,,,,,2sp,주술회전,,고죠우타 쁘띠존 | 럭키 뉴이얼 : 롯기비기,"고죠 사토루,이오리 우타히메",고죠 사토루X이오리 우타히메,로맨틱,,소설,@nyarcissus,https://dongne.co/events/df2501/circles/137795,제28회 디. 페스타,Day1
공드라마 ,"공, 농놜, 철새 ",,,,,1sp,슬램덩크,,,"양호열,강백호 / 송태섭ncp",양호열X강백호,로맨틱,송태섭ncp ,"만화,소설",@SLDK0310X0401 ,https://dongne.co/events/df2501/circles/138011,제28회 디. 페스타,Day1
제당아만 ~키미타치와 슈퍼스타다요~,남편,,,,,2sp,아이돌리쉬세븐,앙상블 스타즈,,"MEZZO""",요츠바 타마키X오오사카 소고,로맨틱,"가쿠츠무, 지메이바",일러스트,@tw0nyang,https://dongne.co/events/df2501/circles/137095,제28회 디. 페스타,Day1
장래희망 : 포로지기,MMEE,,,,,2sp,리그오브레전드,,라이엇 쁘띠존,,,,,일러스트,@Dong_TAE0818 @_MM33MM_,https://dongne.co/events/df2501/circles/137792,제28회 디. 페스타,Day1
하롱살롱 / 겨울의꿈,하롱살롱,,,,,4sp,,,,,,,,공예,,https://dongne.co/events/df2501/circles/135583,제28회 디. 페스타,Day1
무광상점 (디. 페스타의 모습) ,무광,,,,,1sp,아오페라,"마비노기,포켓몬스터",,다양,,,,"만화,일러스트",,https://dongne.co/events/df2501/circles/135400,제28회 디. 페스타,Day1
아이돌만 세 장르 잡고 통장을 잃음,루벨릭,,,,,2sp,앙상블 스타즈!! Music,"데못죽,아이돌리쉬세븐",,"크레이지비,알칼로이드,에덴",,,,,,https://dongne.co/events/df2501/circles/135334,제28회 디. 페스타,Day1
남쪽으로 가자,모,,,,,2sp,주술회전,,게토고죠 쁘띠존 <온대성 연인>,게토 스구루,,"로맨틱,섹슈얼",,소설,@09omo0,https://dongne.co/events/df2501/circles/136470,제28회 디. 페스타,Day1
세카이의 옷장,랙랙,,,,,2sp,프로젝트 세카이,18TRIP,,"텐마 츠카사,카미시로 루이",,로맨틱,네타나기,"만화,일러스트",@LLS_0529,https://dongne.co/events/df2501/circles/136145,제28회 디. 페스타,Day1
준비하면 된다,나리,,,,,1sp,슬램덩크,,,윤대협 / 서태웅,,로맨틱,,소설,@Kaede___RE,https://dongne.co/events/df2501/circles/137491,제28회 디. 페스타,Day1
두근두근 넘버 원 히어로가 되는 길 오늘도 이상 무,연어마왕,,,,,2sp,히로아카,주술회전,,바쿠고 토도로키 미도리야,,,,,@XX_RKGK,https://dongne.co/events/df2501/circles/136729,제28회 디. 페스타,Day1
아저씨들 파는 부스,qhfl9315,,,,,2sp,리그 오브 레전드,,라이엇 쁘띠존,롤 캐릭터들,,,,"만화,일러스트,공예,조형,기타",@lolpaja,https://dongne.co/events/df2501/circles/135988,제28회 디. 페스타,Day1
이탈리아 제철 상어,카일,,,,,1sp,가정교사 히트맨 리본,,가히리요? 2025년에요?,스쿠알로,,,,만화,,https://dongne.co/events/df2501/circles/135330,제28회 디. 페스타,Day1
폭룡적인 특덕 부스,mtona,,,,,2sp,,,,,,,,,,https://dongne.co/events/df2501/circles/135288,제28회 디. 페스타,Day1
바보들도 책을 냅니다,"바보개, 둥근해",,,,,2sp,아이돌리쉬세븐,,,,이즈미 미츠키X이즈미 이오리,,"NCP, 가쿠츠무",,@babogae_02,https://dongne.co/events/df2501/circles/137447,제28회 디. 페스타,Day1
도마뱀의 보물함,해룡,,,,,2sp,,,,,,,,"공예,일러스트,기타",tlzn01,https://dongne.co/events/df2501/circles/135327,제28회 디. 페스타,Day1
라무네맛 츄러스,naxa,,,,,1sp,프로젝트 세카이,,,원더랜즈x쇼타임,카미시로 루이X텐마 츠카사,로맨틱,,"일러스트,만화,소설",,https://dongne.co/events/df2501/circles/136410,제28회 디. 페스타,Day1
부제국선 염문설,"유자, 담청랑",,,,,2sp,진혼기,,설영자하 쁘띠존: 월성영화제,"설영,자하",설영X자하,"로맨틱,섹슈얼",,"소설,공예,기타","yuja_hwarang, eujawang3000",https://dongne.co/events/df2501/circles/137843,제28회 디. 페스타,Day1
사이쿄대 문예부,사라사,,,,,2sp,아이실드21,,,히루마 요이치 콘고 아곤,콘고아곤X히루마요이치,"섹슈얼,로맨틱","무사히루, 모브히루",,@salasa075,https://dongne.co/events/df2501/circles/135318,제28회 디. 페스타,Day1
새해에도 공놀이,나이닌,,,,,1sp,슬램덩크,하이큐!!,,,,,,,,https://dongne.co/events/df2501/circles/136498,제28회 디. 페스타,Day1
은빛늑대 사쿠라,유마,,,,,2sp,윈브레,,,,스오 하야토X사쿠라 하루카,,,,,https://dongne.co/events/df2501/circles/135249,제28회 디. 페스타,Day1
게토고죠 쁘띠존 <온대성 연인> 주최부스,게토고죠 쁘띠존 <온대성 연인>,,,,,2sp,,,게토고죠 쁘띠존 <온대성 연인>,,,,,,,https://dongne.co/events/df2501/circles/135212,제28회 디. 페스타,Day1
놀러와요 게고의 숲,"월, 세소",,,,,2sp,주술회전,,게토고죠 쁘띠존 <온대성 연인>,"게토 스구루,고죠 사토루",,"로맨틱,섹슈얼",,"일러스트,사진,기타,공예",@podo765,https://dongne.co/events/df2501/circles/136030,제28회 디. 페스타,Day1
슬기로운 구화산 생활,랑,,,,,1sp,화산귀환,,,"당보,청명,청문,청진",청명X당보,로맨틱,,,dadadau7,https://dongne.co/events/df2501/circles/137354,제28회 디. 페스타,Day1
물나무를 자라게 하는 방법,水,,,,,1sp,게게게노 키타로,,,미즈키,,,,,@lllo_1110_,https://dongne.co/events/df2501/circles/135491,제28회 디. 페스타,Day1
상브레크 황국군 영창 돌바닥,포니오,,,,,1sp,파이널판타지16,,,"테랑스,디옹 르사주",,섹슈얼,,,@PNPO564,https://dongne.co/events/df2501/circles/135360,제28회 디. 페스타,Day1
직장인은 마감의 꿈을 꾸는가,직장인,,,,,1sp,주술회전,,,,고죠 사토루X이타도리 유우지,로맨틱,,소설,,https://dongne.co/events/df2501/circles/135319,제28회 디. 페스타,Day1
법정에서 이래도 되나요,남애,,,,,2sp,역전재판,KOF,,"오도로키 호스케,가류 쿄야",가류 쿄야X오도로키 호스케,로맨틱,"나유아카, 경암","만화,일러스트,소설",@nam_eh_co,https://dongne.co/events/df2501/circles/137434,제28회 디. 페스타,Day1
안보이는 곳에서 카이신 계속 안전하게 올리고 있었다고,하니,,,,,2sp,전지적독자시점,"명탐정 코난,화산귀환,가비지타임",,,유중혁X김독자,해당없음,카이신,,HANILNAH / SHJPT,https://dongne.co/events/df2501/circles/136340,제28회 디. 페스타,Day1
당신같은 덕후를 기다려왔다우,재노,,,,,2sp,스플래툰,"발로란트,동물의 숲,별의 커비,1차 수공예",,,,,,"일러스트,공예,기타",@byeolga,https://dongne.co/events/df2501/circles/136451,제28회 디. 페스타,Day1
경원단항 앤솔로지,류논,,,,,2sp,붕괴: 스타레일,,,"경원,단항",경원X단항,"로맨틱,섹슈얼",,"소설,만화",,https://dongne.co/events/df2501/circles/135242,제28회 디. 페스타,Day1
나미모리 동사무소,비상,,,,,2sp,가정교사 히트맨 리본,,가히리요? 2025년에요?,,,,,"소설,일러스트",@fofo_on,https://dongne.co/events/df2501/circles/136102,제28회 디. 페스타,Day1
닉휴저별 윤막새신,지존검둥,,,,,2sp,로드오브히어로즈,,,미하일 블레이크,미하일X남로드,"로맨틱,섹슈얼","브랜라르, 브란라르",만화,sm5927602,https://dongne.co/events/df2501/circles/135345,제28회 디. 페스타,Day1
돌고돌아 원앤온리,gg,,,,,2sp,주술회전,,게토고죠 쁘띠존 <온대성 연인>,,,"섹슈얼,로맨틱",,"만화,기타",gtgjisgreat,https://dongne.co/events/df2501/circles/137918,제28회 디. 페스타,Day1
라이브라 구두닦이,삼,,,,,2sp,혈계전선,,2025 라이브라한국지부 신년회,라이브라 멤버들,재프X레오,로맨틱,조합선택식,기타,@Steven_A_Kk,https://dongne.co/events/df2501/circles/136604,제28회 디. 페스타,Day1
사토시와 미노루네,여,,,,,1sp,슬램덩크,,,"김낙수,최동오",김낙수X최동오,로맨틱,대만동오,소설,@mtmt_R6,https://dongne.co/events/df2501/circles/137339,제28회 디. 페스타,Day1
우리동네 적폐대장,적장,,,,,1sp,프로젝트 세카이,,,"카미시로 루이,텐마 츠카사",카미시로 루이X텐마 츠카사,"로맨틱,섹슈얼",,"만화,일러스트",@JJ_goodjob,https://dongne.co/events/df2501/circles/135660,제28회 디. 페스타,Day1
이즈레오 게스트북,주최,,,,,1sp,앙상블스타즈,,,,세나 이즈미X츠키나가 레오,"섹슈얼,로맨틱",,"만화,일러스트",,https://dongne.co/events/df2501/circles/135648,제28회 디. 페스타,Day1
푸른장미 한송이와,센,,,,,1sp,로드 오브 히어로즈 로오히,분붐저,,크롬 레디오스,카를 3세X크롬 레디오스,로맨틱,,만화,@shen7094,https://dongne.co/events/df2501/circles/136093,제28회 디. 페스타,Day1
후와고의 라면가게,"토, graphy",,,,,2sp,주술회전,,게토고죠 쁘띠존 <온대성 연인>,"게토 스구루,고죠 사토루",게토 스구루X고죠 사토루,로맨틱,,"만화,기타,일러스트",toe725,https://dongne.co/events/df2501/circles/138200,제28회 디. 페스타,Day1
고릴라와 허접멸치~울트라로맨틱~,tbyys2,,,,,2sp,흡혈귀는 툭하면 죽는다,흡툭죽,,로널드 드라루크,로널드X드라루크,"로맨틱,섹슈얼",,"만화,일러스트,소설",@himtroll,https://dongne.co/events/df2501/circles/135337,제28회 디. 페스타,Day1
냉장고를 열어봐라 나밧 울밧 꺼내먹어라,"고나리,그냥",,,,,2sp,트라이건,,,밧슈,울프우드X밧슈,"로맨틱,섹슈얼",나이브스x밧슈,,"@DOGGI_GOOooo,@gnyang27",https://dongne.co/events/df2501/circles/136155,제28회 디. 페스타,Day1
언제해도 재미있는 공놀이,매니저,,,,,1sp,하이큐,,,쿠로오,,해당없음,,"만화,일러스트,사진",,https://dongne.co/events/df2501/circles/137496,제28회 디. 페스타,Day1
하루토우 마이크로 온리전 ,다뽀주,,,,,2sp,아이돌리쉬세븐,,,"이스미하루카,이누마루토우마",,,,만화,dieforzool,https://dongne.co/events/df2501/circles/136401,제28회 디. 페스타,Day1
게고러의 마음가짐: 사실적시 명예훼손으로 처벌될 각오,이치,,,,,4sp,주술회전,,게토고죠 쁘띠존 <온대성 연인>,"게토 스구루,고죠 사토루",게토 스구루X고죠 사토루,"로맨틱,섹슈얼",,"만화,일러스트,소설,기타",@ichi_gosa,https://dongne.co/events/df2501/circles/136060,제28회 디. 페스타,Day1
모브레이 엄청마니! 쥬세요,겹목,,,,,2sp,모브사이코 100,,,,,로맨틱,,,,https://dongne.co/events/df2501/circles/137415,제28회 디. 페스타,Day1
게랑고는 사랑을해요,"라샤, 구룽",,,,,2sp,주술회전,,게토고죠 쁘띠존 <온대성 연인>,게토스구루X고죠사토루,게토스구루X고죠사토루,해당없음,,,,https://dongne.co/events/df2501/circles/137071,제28회 디. 페스타,Day1
설영자하 붐업스토어,신라국밥,,,,,2sp,진혼기,,설영자하 쁘띠존: 월성영화제,"설영,자하",설영X자하,"로맨틱,섹슈얼",,소설,silnolgo,https://dongne.co/events/df2501/circles/136843,제28회 디. 페스타,Day1
천랑성의 백색왜성과 주계열성,설영자하 합작,,,,,2sp,진혼기,,설영자하 쁘띠존: 월성영화제,,설영X자하,,,,,https://dongne.co/events/df2501/circles/137226,제28회 디. 페스타,Day1
평화로운 마피아소굴.. 그때 갑자기 닌자가 나타났다,박춘식(YunYun),,,,,1sp,가정교사 히트맨 리본,닌타마 란타로,가히리요? 2025년에요?,,XANXUSX스쿠알로,로맨틱,닌타마 도이x손나몽,"만화,기타",@dokuro_varia (@doisonmitai),https://dongne.co/events/df2501/circles/135342,제28회 디. 페스타,Day1
고죠우타 후와후와타임,향,,,,,1sp,주술회전,,고죠우타 쁘띠존 | 럭키 뉴이얼 : 롯기비기,"고죠사토루,이오리우타히메",,로맨틱,,"만화,기타",@bac_kya,https://dongne.co/events/df2501/circles/137796,제28회 디. 페스타,Day1
우리식당 정상영업합니다,오렌지캣,,,,,2sp,기동전사 건담,"슬램덩크,오늘부터 우리는!!,전격Z작전,스타워즈,에반게리온",,,샤아 아즈나블X아무로 레이,,"태웅백호, 호열백호, 미츠이토","만화,일러스트",@romi0919,https://dongne.co/events/df2501/circles/135631,제28회 디. 페스타,Day1
고죠우타 후와후와타임에 끼고싶은 깍두기,도롱,,,,,1sp,주술회전,,고죠우타 쁘띠존 | 럭키 뉴이얼 : 롯기비기,"고죠 사토루,이오리 우타히메",,로맨틱,,"만화,일러스트,소설",ehfhdehfhd2,https://dongne.co/events/df2501/circles/138088,제28회 디. 페스타,Day1
자기전에 호열백호했나요?,"쏘야, 카트리나",,,,,1sp,슬램덩크,,,"양호열,강백호",양호열X강백호,해당없음,,,"@iseoi10100_, @catr2na",https://dongne.co/events/df2501/circles/137727,제28회 디. 페스타,Day1
"게고하자, 먼저 지치는 사람이 원숭이가 되는 걸로","용, 손, 홉, 화안남",,,,,2sp,주술회전,,게토고죠 쁘띠존 <온대성 연인>,,게토 스구루X고죠 사토루,"섹슈얼,로맨틱",,"만화,소설",,https://dongne.co/events/df2501/circles/135357,제28회 디. 페스타,Day1
부스있음!,빠엔,,,,,2sp,역전재판,,,"키즈키 코코네,유가미 진",유가미 진X키즈키 코코네,로맨틱,,만화,@bbaen_0w0,https://dongne.co/events/df2501/circles/137322,제28회 디. 페스타,Day1
마피아다!!손들어!!,떡꼬치/SICO/팬,,,,,2sp,가정교사 히트맨 리본,,가히리요? 2025년에요?,,,,,일러스트,@C_JIN_AT,https://dongne.co/events/df2501/circles/137969,제28회 디. 페스타,Day1
중얼중얼..,오지,,,,,2sp,"슬램덩크,유희왕,죠죠",,,,,,,"만화,일러스트",@OG__MAN,https://dongne.co/events/df2501/circles/135495,제28회 디. 페스타,Day1
고운상자&말의 제작소,고운상자&말의 제작소,,,,,2sp,,,,,,,,,,https://dongne.co/events/df2501/circles/135582,제28회 디. 페스타,Day1
문어구이+휘옌+아르키,문어구이,,,,,4sp,데뷔 못 하면 죽는 병 걸림,"플레이브,화산귀환",,,박문대,"로맨틱,섹슈얼",,"일러스트,소설,기타","@moonuuh, @hwiyyen, @_arukids",https://dongne.co/events/df2501/circles/136002,제28회 디. 페스타,Day1
감자콜렉터,킴셰,,,,,2sp,내가 키운 S급들,어두운 바다의 등불이 되어,,송태원,,,,"공예,기타",@kimsye_RZ,https://dongne.co/events/df2501/circles/136948,제28회 디. 페스타,Day1
경단보급소,휴,,,,,1sp,붕괴: 스타레일,,,"경원,단항",경원X단항,로맨틱,,"만화,소설,일러스트",hue_hsr,https://dongne.co/events/df2501/circles/136334,제28회 디. 페스타,Day1
고유가시대,롭디,,,,,2sp,주술회전,,,올캐러,고죠 사토루X이타도리 유지,로맨틱,,"만화,일러스트",@ROB_D__,https://dongne.co/events/df2501/circles/135553,제28회 디. 페스타,Day1
나잇굿나잇,spqmf06,,,,,2sp,,,,,,,,공예,@Night_SOM_Night,https://dongne.co/events/df2501/circles/137559,제28회 디. 페스타,Day1
닌자동호회,"지은, 독다마, 주주",,,,,2sp,닌타마 란타로,,,올캐러 / 6로,케마 토메사부로X젠포우지 이사쿠,"로맨틱,섹슈얼","아야타키, 하치라이",만화,,https://dongne.co/events/df2501/circles/137471,제28회 디. 페스타,Day1
닌자수집가,공마,,,,,2sp,닌타마 란타로,,,젠포우지 이사쿠,케마 토메사부로X젠포우지 이사쿠,"로맨틱,섹슈얼",,"일러스트,소설",wagamamahimez,https://dongne.co/events/df2501/circles/135477,제28회 디. 페스타,Day1
데못죽하기,Zeari,,,,,2sp,데못죽,데뷔 못하면 죽는 병 걸림,,테스타,,,,"공예,소설",@GaRam_0309,https://dongne.co/events/df2501/circles/135940,제28회 디. 페스타,Day1
도깨비상점,도깨비상점,,,,,2sp,,,,,,,,공예,kkebistore,https://dongne.co/events/df2501/circles/136331,제28회 디. 페스타,Day1
도파민크럽,pdpd,,,,,2sp,슬램덩크,,,,,,,,@ohpenguinoh,https://dongne.co/events/df2501/circles/136954,제28회 디. 페스타,Day1
동까스클럽,"까스동, 애정",,,,,2sp,.,"골든카무이,1차 창작,브리아노",,,,,,일러스트,"@jjjjtaaaku, @Lovely_ummm",https://dongne.co/events/df2501/circles/138250,제28회 디. 페스타,Day1
