부스명,대표자,위치,위치(열),위치(번호),반부스,부스,대표 작품(원작),그 외 다루는 작품,쁘띠존,캐릭터,커플링,커플링 성향,그 외 커플링,매체,트위터,링크,행사명,개최일
",",화영,,,,,1sp,화산귀환,,청명백천 쁘띠존 <청명아! 백천아! 안되겠다 혼인하자>,청명백천,청명X백천,"로맨틱,섹슈얼",,소설,@Flower221218,https://dongne.co/events/df2407/circles/125904,제26회 디. 페스타,Day1
.,123456ccpi,,,,,1sp,,,,,,,,,,https://dongne.co/events/df2407/circles/126223,제26회 디. 페스타,Day1
.,.,,,,,1sp,,,,,고죠 사토루X게토 스구루,로맨틱,,"만화,기타",.,https://dongne.co/events/df2407/circles/125156,제26회 디. 페스타,Day1
... 그렇게 됐다,ㅍㅍ,,,,,2sp,블랙배저,,,,,,,,,https://dongne.co/events/df2407/circles/124699,제26회 디. 페스타,Day1
...!,레리,,,,,2sp,"데뷔못하면죽는병걸림,패션(BL)",,,,,,,일러스트,,https://dongne.co/events/df2407/circles/124920,제26회 디. 페스타,Day1
(주) 무림미식회,단팥빵,,,,,2sp,무림제일폐: 월한강천록,발더스게이트3,,유소월,홍륜X소월,"로맨틱,섹슈얼",소월른,"만화,일러스트",@Annbbang,https://dongne.co/events/df2407/circles/126280,제26회 디. 페스타,Day1
[활]화산횟집[어],연푸른,,,,,2sp,화산귀환,,화산귀환 쁘띠존: 天下俠義,올캐릭터,,,,"일러스트,공예",@trapcardmim,https://dongne.co/events/df2407/circles/124752,제26회 디. 페스타,Day1
내 기분 마치 신라,화련,,,,,1sp,화산귀환,진혼기,화산귀환 쁘띠존: 天下俠義,청명,백천X청명,"로맨틱,해당없음",자하설영,,@4PR1C0T_R,https://dongne.co/events/df2407/circles/124306,제26회 디. 페스타,Day1
운 좋게 토라 햝기,토라,,,,,2sp,프로세카,,,"아오야기 토우야,시노노메 아키토",아오야기 토우야X시노노메 아키토,"로맨틱,섹슈얼",루이츠카,"만화,소설,일러스트",@_tiger_ovo,https://dongne.co/events/df2407/circles/125764,제26회 디. 페스타,Day1
넌 폭탄 처리 같은 거 하지 마,관식,,,,,1sp,명탐정 코난,,,"하기와라 켄지,마츠다 진페이",하기와라 켄지X마츠다 진페이,"섹슈얼,로맨틱",,소설,@m__ulti,https://dongne.co/events/df2407/circles/126028,제26회 디. 페스타,Day1
한 고게 넘어 사랑!,양갱,,,,,2sp,주술회전,,고죠게토 쁘띠존 : ✧ 夢中相尋 몽중상심 ✦,"고죠 사토루,게토 스구루",고죠 사토루X게토 스구루,로맨틱,,만화,@za_yess,https://dongne.co/events/df2407/circles/126833,제26회 디. 페스타,Day1
이 중에 취향 하나쯤은 있겠지요,뿜키,,,,,2sp,하이큐,"가비지타임,하이큐,윈드브레이커,사카모토데이즈",,,,,,,bboomkey,https://dongne.co/events/df2407/circles/124957,제26회 디. 페스타,Day1
난 교수고 넌 학생이야.,올씨,,,,,2sp,스타레일,"잔차품,천관사복",,"레이시오,어벤츄린,루비싱,린징헝,화성,사련",레이시오X어벤츄린,로맨틱,"루린, 화련","일러스트,만화",@little_modao,https://dongne.co/events/df2407/circles/123803,제26회 디. 페스타,Day1
이 부스를 보면 무사히 원고를 했다는 거겠죠.,무쯔,,,,,2sp,은과 금,"카리스마,서뱀프",FKMT 쁘띠존: 바ざわ회 ~디페 내에 코 크신 분 계십니까~,"긴지,모리타",,,,,,https://dongne.co/events/df2407/circles/124090,제26회 디. 페스타,Day1
백 선생도 못한 장르통일,"수성, 게불, 아마",,,,,2sp,대역전재판,"트라이건,문과라도 안 죄송한 이세계로 감,아머드코어6,슬로우 데미지,역전검사2",,"토와,미카가미 하카리",씨피도X통일못함,"해당없음,로맨틱,섹슈얼","전설조, 히카미드, 621월터, 술라월터, 마노소타, 시가츠카, 반사미카, 미츠메이","소설,일러스트,만화","@A174K, @Ged_the_aad, @isnt_pro",https://dongne.co/events/df2407/circles/124305,제26회 디. 페스타,Day1
왜 아직도 공놀이 중이야,여름,,,,,2sp,하이큐,"윈브레,가비지타임",,스가와라 코시,,"로맨틱,섹슈얼","우메사쿠, 스오사쿠","소설,공예,일러스트",yeoreum_xp,https://dongne.co/events/df2407/circles/124304,제26회 디. 페스타,Day1
이 부스가 열린다면 무사히 마감을 끝낸 것이겠죠,"Rok, 청둥이",,,,,2sp,화산귀환,로오히,화산귀환 쁘띠존: 天下俠義,"청명,프라우",,섹슈얼,,소설,cho_cho180,https://dongne.co/events/df2407/circles/126124,제26회 디. 페스타,Day1
한 여름밤의 졸업식,글쓰는 임인하,,,,,1sp,CoC7th_TRPG,"언성듀엣_TRPG,블러드패스_TRPG",,TRPG,,,,"소설,기타",@InHa_TRPG,https://dongne.co/events/df2407/circles/124689,제26회 디. 페스타,Day1
아 심심한데 농구공이나 튀겨먹어야겠다,그렇게됏다..,,,,,2sp,가비지타임,,,,,,,,nong_gu_go,https://dongne.co/events/df2407/circles/124391,제26회 디. 페스타,Day1
난 사과사탕이 좋더라,BH,,,,,2sp,"포켓몬,프세카,플레이브",,,,청려X건우,,,,,https://dongne.co/events/df2407/circles/123157,제26회 디. 페스타,Day1
"형, 걔는 다른 강아지예요.","폭주기관차, 불번",,,,,2sp,"데뷔 못 하면 죽는 병 걸림,가비지타임",,,"박문대,배세진,류건우,박병찬,기상호",박문대(류건우)X배세진,로맨틱,박병찬X기상호,"만화,소설,기타,공예","@pogjugigwancha, @Deepinburn",https://dongne.co/events/df2407/circles/123988,제26회 디. 페스타,Day1
"쉿, 문대 훔쳐가는중!","마이츄,노넴",,,,,2sp,데뷔 못 하면 죽는 병 걸림,,,"이세진(큰세진),박문대,선아현",이세진(큰세진)X박문대,"로맨틱,해당없음",아현문대,"소설,공예,사진,기타",@Mychu_030,https://dongne.co/events/df2407/circles/125178,제26회 디. 페스타,Day1
쫄? 가보자고,"샇, 치즈",,,,,2sp,"데뷔 못하면 죽는 병 걸림,천관사복",,,,이세진X박문대,"로맨틱,섹슈얼",,"만화,일러스트","@moon__SH_, @cheeseandsalmon",https://dongne.co/events/df2407/circles/124005,제26회 디. 페스타,Day1
반/성교,9둘9기,,,,,2sp,주술회전,,게토고죠 쁘띠존 《END UP》,게토스구루 고죠사토루,,"로맨틱,섹슈얼",,"일러스트,만화",gudulgugi,https://dongne.co/events/df2407/circles/125838,제26회 디. 페스타,Day1
게(이)고(자극),"이치, 망푸, 씨밀레",,,,,4sp,주술회전,,게토고죠 쁘띠존 《END UP》,"게토 스구루,고죠 사토루",게토 스구루X고죠 사토루,"섹슈얼,로맨틱",,"만화,일러스트,소설,기타","@ichi_gosa, @puleun_gego, @Simile725",https://dongne.co/events/df2407/circles/123783,제26회 디. 페스타,Day1
가띤,뿡,,,,,2sp,가면라이더,,,,,,,"기타,만화",,https://dongne.co/events/df2407/circles/123725,제26회 디. 페스타,Day1
계몽,게피,,,,,2sp,가비지타임,수공예,,,,,,"만화,일러스트",gepilife,https://dongne.co/events/df2407/circles/126715,제26회 디. 페스타,Day1
끼놀,"이끼끼,좀놀",,,,,2sp,아이나나,,,,,,,"만화,일러스트",@recyclenono,https://dongne.co/events/df2407/circles/125271,제26회 디. 페스타,Day1
나무,나무,,,,,4sp,주술회전,,,,,,,,,https://dongne.co/events/df2407/circles/124088,제26회 디. 페스타,Day1
뉴무,율무,,,,,2sp,화산귀환,,,"당보,청명",당보X청명,로맨틱,,"소설,만화",@yulmu_0131,https://dongne.co/events/df2407/circles/126224,제26회 디. 페스타,Day1
믕소,이소,,,,,2sp,,,,,,,,"일러스트,공예",,https://dongne.co/events/df2407/circles/125315,제26회 디. 페스타,Day1
반디,반디,,,,,1sp,,,,,,"섹슈얼,해당없음",,만화,,https://dongne.co/events/df2407/circles/124017,제26회 디. 페스타,Day1
부슥,삥찌,,,,,1sp,데못죽,어바등,,,,,,,@bbing_zzi,https://dongne.co/events/df2407/circles/124808,제26회 디. 페스타,Day1
소누,소누,,,,,1sp,,,,,,,,"일러스트,만화",,https://dongne.co/events/df2407/circles/125777,제26회 디. 페스타,Day1
행성,하롱,,,,,2sp,,,,,,,,공예,,https://dongne.co/events/df2407/circles/124577,제26회 디. 페스타,Day1
청백 ,다즐링,,,,,1sp,화산귀환,,청명백천 쁘띠존 <청명아! 백천아! 안되겠다 혼인하자>,"청명,백천",청명X백천,로맨틱,,소설,sasuksasuk1,https://dongne.co/events/df2407/circles/125550,제26회 디. 페스타,Day1
우린 (마감)할 수 있을거야,은디,,,,,2sp,진혼기,,,김설영,,"로맨틱,섹슈얼",,"만화,일러스트",Ttjes1217,https://dongne.co/events/df2407/circles/123514,제26회 디. 페스타,Day1
산과 신,산이풍 / 율기,,,,,1sp,데뷔못하면죽는병걸림,,,박문대 외,,,,"기타,소설",,https://dongne.co/events/df2407/circles/125674,제26회 디. 페스타,Day1
코에 츄,"코쟁, 츄현",,,,,1sp,"프로젝트 세카이,가비지타임",,,,,,,일러스트,"@KOZaang, @O116peach",https://dongne.co/events/df2407/circles/125469,제26회 디. 페스타,Day1
마감 할 수 있잖아,숭,,,,,2sp,슬램덩크,,,서태웅,,,,,@ram1nk,https://dongne.co/events/df2407/circles/125944,제26회 디. 페스타,Day1
화산 한 바퀴,동이,,,,,2sp,화산귀환,,,,,,,"일러스트,소설,공예",gimdongi1010,https://dongne.co/events/df2407/circles/126189,제26회 디. 페스타,Day1
부스 안 열면 죽는 병 걸림,"하세, 연화, 쫭",,,,,2sp,데못죽,,,청려,청려X문대,,,"일러스트,기타,만화,소설","@haka_VTIC, @lotus_flower432, @JJANG__bb",https://dongne.co/events/df2407/circles/124550,제26회 디. 페스타,Day1
고려 그 자식 말도 꺼내지 마세요,"이영랑,살이",,,,,2sp,반월당의 기묘한 이야기,"진혼기,잔불의 기사",반월당 쁘띠존 : 나쁜 꿈은 끝났어,"백란,유단,자하,설영,와론",백란X유단,"해당없음,로맨틱","(자하,설영)","일러스트,기타,소설,만화", @iyeonglang0926 ,https://dongne.co/events/df2407/circles/125105,제26회 디. 페스타,Day1
누난 내 여자니까 너는 내 여자니까 너라고 부를께 뭐라고 하든지 남자로 느끼도록 꽉 안아줄께 너라고 부를께 뭐라고 하든 상관없어요,Soul_4043,,,,,2sp,주술회전,,,"고죠 사토루,이오리 우타히메",고죠 사토루X이오리 우타히메,"로맨틱,섹슈얼",,"만화,일러스트,소설,공예",@Soul_4043,https://dongne.co/events/df2407/circles/126388,제26회 디. 페스타,Day1
역시 내 플레이어블 영웅이야,저속노화밥,,,,,2sp,명문고 EX급 조연의 리플레이,로드 오브 히어로즈,,"황지호,조의신",,로맨틱,"황의, 황호의신",일러스트,@sl0w_aging,https://dongne.co/events/df2407/circles/127055,제26회 디. 페스타,Day1
검은 새벽,김래곤,,,,,2sp,,,,,,,,일러스트,kimlaegon911,https://dongne.co/events/df2407/circles/124128,제26회 디. 페스타,Day1
나눔 파티,ㄹㅇ,,,,,1sp,데뷔 못 하면 죽는 병 걸림,,,,,,,"소설,기타",,https://dongne.co/events/df2407/circles/123478,제26회 디. 페스타,Day1
쿠키 오븐,간만의 쿠키,,,,,2sp,데뷔 못 하면 죽는 병 걸림,슬램덩크,,테스타 브이틱 북산,,,,공예,@coo_TeSTAR_kies,https://dongne.co/events/df2407/circles/125647,제26회 디. 페스타,Day1
산적 또는 흑도,갈,,,,,4sp,화산귀환,광마회귀,화산귀환 쁘띠존: 天下俠義,"청명,임소병,이자하",청명X임소병,섹슈얼,,"소설,만화,공예,일러스트",@1so_cute,https://dongne.co/events/df2407/circles/124018,제26회 디. 페스타,Day1
피로 쓰인 혈서,모시삼베,,,,,2sp,앙스타,,,,,로맨틱,레이안즈,만화,@_MEETPIANO,https://dongne.co/events/df2407/circles/124525,제26회 디. 페스타,Day1
나의 부스 너의 동인지,"모노, 깜빌",,,,,1sp,프로젝트 세카이,,,"아키야마 미즈키,시노노메 에나",아키야마 미즈키X시노노메 에나,로맨틱,,"만화,일러스트,기타","mono_prsk, kkamvill",https://dongne.co/events/df2407/circles/126456,제26회 디. 페스타,Day1
울지 않는 새는 죽인다,김교수,,,,,1sp,페이트/그랜드 오더,,,오다 노부나가,오다 노부카츠X오다 노부나가,"로맨틱,섹슈얼",,소설,@xxxxinthetrap,https://dongne.co/events/df2407/circles/123367,제26회 디. 페스타,Day1
인형 구경 하고 가세요,솜구리,,,,,1sp,블랙배저,"이세계 착각헌터,서브 남주가 파업하면 생기는 일",,"힐데베르트 탈레브,김기려,정예서",,,,,@cotton_gul,https://dongne.co/events/df2407/circles/123940,제26회 디. 페스타,Day1
우리 부스 정상 영업합니다.,티라,,,,,2sp,도쿄리벤저스,,,,,로맨틱,타케른,,@TIRA_O2,https://dongne.co/events/df2407/circles/124974,제26회 디. 페스타,Day1
눈을 뜨니 낯선 귀시장이었다.,predict,,,,,2sp,천관사복,,,"화성,사련",화성X사련,로맨틱,,"만화,일러스트",Pjpleiades,https://dongne.co/events/df2407/circles/125219,제26회 디. 페스타,Day1
쿠키 굽는 가마솥,누룽,,,,,1sp,,,,마들에슾,,로맨틱,,일러스트,@NuRung_J,https://dongne.co/events/df2407/circles/124444,제26회 디. 페스타,Day1
제가 엋문 사귀는 거 다봄,다봄,,,,,2sp,데뷔 못하면 죽는 병 걸림,가비지타임,,"청려,박문대,전영중,성준수",신재현X박문대,로맨틱,,,ham_dang_,https://dongne.co/events/df2407/circles/126239,제26회 디. 페스타,Day1
둘이 모여 하나가 된다!,"쌀, 바니",,,,,2sp,원피스,"블리치,히프노시스마이크",,,,"로맨틱,섹슈얼",,"공예,기타,소설","@sellingssal, @yeeeee_190",https://dongne.co/events/df2407/circles/123499,제26회 디. 페스타,Day1
큰달 많이 주세요!,"쇠수, 고미, 콕, 렉토",,,,,2sp,데뷔 못 하면 죽는 병 걸림,,,"류건우,박문대,국밥즈,이세진",박문대X큰달,로맨틱,"건우찐문, 문대큰세",소설,@IronSujeo,https://dongne.co/events/df2407/circles/126333,제26회 디. 페스타,Day1
아직 살아 있단다.,"묵, 태수",,,,,2sp,열화요수,"잔차품,살파랑",,"쉬엔지,성령연",쉬엔지X성령연,,"루비싱x린징헝, 장경x고윤","만화,일러스트","@notzamuk, @xoxo000_0",https://dongne.co/events/df2407/circles/125172,제26회 디. 페스타,Day1
우리 게이 정상영업하고 싶습니다. ,수풀,,,,,1sp,더 게이머. 의다살,,,"신선일,한지한",신선일X한지한,로맨틱,,"만화,소설,일러스트",@BF__SP,https://dongne.co/events/df2407/circles/124409,제26회 디. 페스타,Day1
농놀 대잔치,오이리,,,,,1sp,가비지타임,슬램덩크,,"북산,산왕,지상,원중,장도,조형",,"섹슈얼,로맨틱","종수병찬, 종수상호, 영중준수, 태섭대만, 대만태섭, 태웅대만, 태웅태섭, 우성명헌, 우성태섭, 명헌태섭","소설,일러스트",@Oiri_0706,https://dongne.co/events/df2407/circles/123682,제26회 디. 페스타,Day1
동인 다이소,시호,,,,,1sp,원신,"페이트/그랜드 오더,주술회전,fkmt,포켓몬스터,보컬로이드",,"종려,루미네,느비예트,라이오슬리,포케미쿠,아카기,카이지,페그오 서번트들",종려X루미네,로맨틱,"남캐x루미네, 아카기×카이지",일러스트,@siho_is_alien,https://dongne.co/events/df2407/circles/125917,제26회 디. 페스타,Day1
딱지 후라이,낼리,,,,,1sp,유희왕GX,유희왕A5,,,A,,,"일러스트,만화",Nly_yyy,https://dongne.co/events/df2407/circles/126167,제26회 디. 페스타,Day1
름가 탄후루,갸탄,,,,,2sp,천관사복,,,-,,,,,@GATAN666,https://dongne.co/events/df2407/circles/123945,제26회 디. 페스타,Day1
매화 잡화점,렉시,,,,,2sp,화산귀환,,화산귀환 쁘띠존: 天下俠義,"화산파,사천당가,종남파 등",,,,"소설,만화,공예",@Lexy_xxx_,https://dongne.co/events/df2407/circles/123927,제26회 디. 페스타,Day1
우정 단속반,"GO 릴라, 용",,,,,2sp,주술회전,,게토고죠 쁘띠존 《END UP》,"게토 스구루,고죠 사토루",게토 스구루X고죠 사토루,로맨틱,,기타,"@GoLila_098, @yo_gud2",https://dongne.co/events/df2407/circles/126669,제26회 디. 페스타,Day1
퓨어 다즐링,wz,,,,,1sp,,,,,,,,,,https://dongne.co/events/df2407/circles/124424,제26회 디. 페스타,Day1
홍견 급식소,소1장,,,,,2sp,화산귀환,,화산귀환 쁘띠존: 天下俠義,"장일소,호가명,임소병",,,,일러스트,@sojang_o,https://dongne.co/events/df2407/circles/124650,제26회 디. 페스타,Day1
홍견 복지처,볼케이노,,,,,2sp,화산귀환,,화산귀환 쁘띠존: 天下俠義,"장일소,호가명",장일소X호가명,"로맨틱,해당없음,섹슈얼",,"소설,기타,일러스트,만화",@vol__cano,https://dongne.co/events/df2407/circles/124676,제26회 디. 페스타,Day1
진짜 어떻게 된 애들 얘기, 오회차,,,,,2sp,주술회전,,고죠게토 쁘띠존 : ✧ 夢中相尋 몽중상심 ✦,"고죠 사토루,게토 스구루",고죠 사토루X게토 스구루,"로맨틱,섹슈얼",,"만화,일러스트",@dhghlck07,https://dongne.co/events/df2407/circles/125502,제26회 디. 페스타,Day1
메론 곰돌이 달콤,바냐,,,,,1sp,데못죽,,,,,,,"기타,일러스트",.,https://dongne.co/events/df2407/circles/125478,제26회 디. 페스타,Day1
은하 버츄얼 협객,"얌민, 덕",,,,,2sp,"니지산지,스타레일",,,"니지산지EN,JP 라이버들",,,,일러스트,"@yammin09, @duck_x805",https://dongne.co/events/df2407/circles/125710,제26회 디. 페스타,Day1
윻윶 못하면 죽는 병 걸림,"설기,유유",,,,,2sp,내가 키운 s급들,"데뷔 못하면 죽는 병 걸림,어두운 바다의 등불이 되어,블랙 배저 등",,"한유현,한유진,박문대,선아현,이세진,박무현,김재희,신해량,힐데",,섹슈얼,,"소설,일러스트,기타",@jjangssul_,https://dongne.co/events/df2407/circles/124143,제26회 디. 페스타,Day1
매화 빛으로 물든 천하,매실,,,,,2sp,,,화산귀환 쁘띠존: 天下俠義,,,,,,@sweetblue1010,https://dongne.co/events/df2407/circles/125640,제26회 디. 페스타,Day1
경주 센티넬 가이드 센터,"13월 17일, 추수",,,,,2sp,진혼기,,,"자하,설영",자하X설영,"로맨틱,섹슈얼",,"소설,일러스트,기타","@935_yumin, @Thirteseventeen, @water_7021",https://dongne.co/events/df2407/circles/125735,제26회 디. 페스타,Day1
비엘 남기면 나중에 지옥 가서 남긴 거 다 비벼준다 ,세범,,,,,2sp,진혼기,아이돌리쉬 세븐,,김자하,김자하X김설영,로맨틱,유키모모,기타,@sebeom_,https://dongne.co/events/df2407/circles/126496,제26회 디. 페스타,Day1
무슨 축제가 열리고 있는 건가요?,로이비,,,,,2sp,격기3반,,,,동근혁X이현걸,"섹슈얼,로맨틱",,,f3loeyb,https://dongne.co/events/df2407/circles/125296,제26회 디. 페스타,Day1
지금 청문이 필요한 상황이야?,"냐파죽,공장장박씨,미역,별",,,,,4sp,데뷔 못하면 죽는 병 걸림,,,"류청우,박문대",류청우X박문대,"섹슈얼,로맨틱",문대른,소설,@J_Woo_1028185S2,https://dongne.co/events/df2407/circles/124757,제26회 디. 페스타,Day1
인생 최대로 끌어치는 중,유누,,,,,2sp,주술회전,,게토고죠 쁘띠존 《END UP》,"게토 스구루,고죠 사토루",게토 스구루X고죠 사토루,로맨틱,,"기타,일러스트,만화",gg_ychn,https://dongne.co/events/df2407/circles/123729,제26회 디. 페스타,Day1
황의 안하면 죽이기는 싫고 어떻게 할까?,마카롱고래,,,,,1sp,명문고 EX급 조연의 리플레이,,,"조의신,황호",,"로맨틱,섹슈얼",,소설,@night__whale,https://dongne.co/events/df2407/circles/126945,제26회 디. 페스타,Day1
"청명 어르신, 오른쪽에 계실 때 아름다우세요",뀨모,,,,,4sp,화산귀환,,화산귀환 쁘띠존: 天下俠義,"장일소,청명,당보,백천 등",장일소X청명,"섹슈얼,로맨틱","백천청명, 소병청명, 당보청명","만화,소설,기타",@NQumoo,https://dongne.co/events/df2407/circles/126337,제26회 디. 페스타,Day1
어이 제형해라,새벽,,,,,2sp,내가 키운 S급들,,,"한유현,한유진",한유현X한유진,"로맨틱,섹슈얼",,만화,@pan_toqur,https://dongne.co/events/df2407/circles/125787,제26회 디. 페스타,Day1
중식 코스요리 단돈 ××원,"율토끼, 공삼주의",,,,,2sp,천관사복,"잔차품,묵독,장진주",,"하현,사청현",하현X사청현,로맨틱,"화성사련, 저우두","만화,일러스트","@mm_yu9l1,@hongsam_03",https://dongne.co/events/df2407/circles/123435,제26회 디. 페스타,Day1
나를 후배로만 그냥 그 정도로만 귀엽다고 하지만 누난 내게 여자야 니가 뭘 알겠냐고 크면 알게된다고 까분다고 하지만 누난 내게 여자야 누나가 누굴 만났든지 누굴 만나 뭘하든지 난 그냥 기다릴뿐 누난 내 여자니까 너는 내 여자니까,Soul,,,,,2sp,주술회전,,,"고죠 사토루,이오리 우타히메",고죠 사토루X이오리 우타히메,"로맨틱,섹슈얼","게토 스구루, 이에이리 쇼코","기타,만화,일러스트,소설,공예",@_Soul_Shadow,https://dongne.co/events/df2407/circles/125174,제26회 디. 페스타,Day1
예서 궁주님의 오색 빛깔 별궁 보석함,소냐,,,,,2sp,서브 남주가 파업하면 생기는 일,,,"정예서,세드리크,크리스텔,요한,지브릴",세드리크X예서,"로맨틱,섹슈얼",예서른,소설,@vivid_1231,https://dongne.co/events/df2407/circles/124755,제26회 디. 페스타,Day1
마감 시작했다 마감 안끝났다,밤,,,,,2sp,,,,,,,,,,https://dongne.co/events/df2407/circles/123540,제26회 디. 페스타,Day1
웨딩 위캔드를 넘어서,밤도,,,,,2sp,프로젝트 세카이,,,,,로맨틱,토우코하,"만화,소설,일러스트",@BAMDO_SEKAI,https://dongne.co/events/df2407/circles/124324,제26회 디. 페스타,Day1
최강 주술사의 속사정,"무채색, 춉오, 주령",,,,,2sp,주술회전,,게토고죠 쁘띠존 《END UP》,,게토 스구루X고죠 사토루,"로맨틱,섹슈얼",,,"@blackwhite_gego, @@empty_growl, @jurung_ge",https://dongne.co/events/df2407/circles/126780,제26회 디. 페스타,Day1
화음 저잣거리 노점상,테리,,,,,2sp,화산귀환,,화산귀환 쁘띠존: 天下俠義,,,,,소설,@Tobby_new,https://dongne.co/events/df2407/circles/125596,제26회 디. 페스타,Day1
뭐야 ○○이네 발언시 스쿼트 비무신청,달팟,,,,,2sp,화산귀환,,,,,로맨틱,화산귀환 드림,"만화,소설",@u_pasaotaku,https://dongne.co/events/df2407/circles/126772,제26회 디. 페스타,Day1
오직 인자로만 세상을 판단한다,+ω,,,,,2sp,세포신곡,,,원흉(란무테),우츠기 란기리X하라다 무테이,,,"만화,일러스트,소설",@Plus_Omega_A,https://dongne.co/events/df2407/circles/123707,제26회 디. 페스타,Day1
저쪽 상선께서 보내신 자하설영입니다,구독랑 / 지호,,,,,2sp,진혼기,,,자하 설영,자하X설영,"로맨틱,섹슈얼",,,@E____Su_J / @yejiho_8,https://dongne.co/events/df2407/circles/125218,제26회 디. 페스타,Day1
화산 심해에서 당가당가,이현,,,,,2sp,화산귀환,어바등,,청명 백천 당보 임소병 이송백,,,"당청,협녹,조윤","일러스트,공예,기타",@for_mememe,https://dongne.co/events/df2407/circles/123277,제26회 디. 페스타,Day1
죽은 전남친이 부활하면 어떨거 같아? 엠비티아이랑 반응 알려줘,"청, 돌솥비빔밥",,,,,2sp,화산귀환,,,"청명,당보",청명X당보,로맨틱,청명여당보,만화,"@yujasonak, @A16071839 ",https://dongne.co/events/df2407/circles/124241,제26회 디. 페스타,Day1
늑대 사질에게 잡아먹힌 성냥팔이 사숙,룡,,,,,1sp,화산귀환,,청명백천 쁘띠존 <청명아! 백천아! 안되겠다 혼인하자>,청명 백천,,,,,,https://dongne.co/events/df2407/circles/125203,제26회 디. 페스타,Day1
우리 공항가서 스껄할래?,"파산, 멸망",,,,,2sp,주술회전,,게토고죠 쁘띠존 《END UP》,"게토 스구루,고죠 사토루",게토 스구루X고죠 사토루,로맨틱,,"만화,일러스트","@pasan_S5, @byeol_lo ",https://dongne.co/events/df2407/circles/124917,제26회 디. 페스타,Day1
어이 무라카미...잘들어라....! 고난을 거꾸로 하면 '난고' ...아무 뜻도 없다...!,"요로결석충격파쇄석술,0",,,,,2sp,fkmt,,FKMT 쁘띠존: 바ざわ회 ~디페 내에 코 크신 분 계십니까~,"카이지,이치죠,아카기,난고,늪",,해당없음,,"만화,기타",@126649J06,https://dongne.co/events/df2407/circles/126255,제26회 디. 페스타,Day1
