부스명,대표자,위치,위치(열),위치(번호),반부스,부스,대표 작품(원작),그 외 다루는 작품,쁘띠존,캐릭터,커플링,커플링 성향,그 외 커플링,매체,트위터,링크,행사명,개최일
!천마재림 맘마미아,칠렘,,,,,1sp,천마는 아이돌이 되었다,아포칼립스엔 고인물이 필요해요,,"위화진,점소의",위화진X점소의,로맨틱,,"만화,소설,기타",@3ORGNing_8,https://dongne.co/events/df2510/circles/151849,제31회 디. 페스타(토),Day1
.,ㅁㄴ,,,,,1sp,미정,,,미정,,,,소설,없음,https://dongne.co/events/df2510/circles/153069,제31회 디. 페스타(토),Day1
.,햇살가득선지국밥,,,,,1sp,앙상블스타즈,,쥰히요 쁘띠존 :: 연일순정,"사자나미 쥰,토모에 히요리",사자나미 쥰X토모에 히요리,로맨틱,,"만화,일러스트",@sunjikookbab24,https://dongne.co/events/df2510/circles/153738,제31회 디. 페스타(토),Day1
.,공장,,,,,2sp,니지산지,,,디티카,,,,,,https://dongne.co/events/df2510/circles/152876,제31회 디. 페스타(토),Day1
...혹시 마감러십니까? -? 예.,"꼬알, 감새, 에베",,,,,2sp,괴담에 떨어져도 출근을 해야하는구나,데뷔를 못하면 죽는 병 걸림,,김솔음,,,,,,https://dongne.co/events/df2510/circles/151278,제31회 디. 페스타(토),Day1
(주) 무림미식회,단팥빵,,,,,1sp,무림제일폐: 월한강천록,,,유소월,홍륜X소월,"로맨틱,섹슈얼",소월른,"만화,일러스트",@Annbbang,https://dongne.co/events/df2510/circles/151830,제31회 디. 페스타(토),Day1
(베리타)스님은 왜 노예에게 식견을 주셨을까,럭키나나,,,,,1sp,붕괴 스타레일,젠레스 존 제로,,,레이시오X어벤츄린,로맨틱,,일러스트,@LA_7_7_7,https://dongne.co/events/df2510/circles/153616,제31회 디. 페스타(토),Day1
☆,"lunch, j, betti",,,,,2sp,스타레일,"니지산지,보카로",,,,,,일러스트,"@LUN_CH_, @manndutennsei, @xx_betti",https://dongne.co/events/df2510/circles/152510,제31회 디. 페스타(토),Day1
♡,화,,,,,1sp,화산귀환,,,청명,,,,,byugging_,https://dongne.co/events/df2510/circles/152218,제31회 디. 페스타(토),Day1
넵,챠비별,,,,,2sp,,,,,,,,,,https://dongne.co/events/df2510/circles/152244,제31회 디. 페스타(토),Day1
듀,디디,,,,,2sp,명급리,"괴담출근,주컨곤",,,,,,,,https://dongne.co/events/df2510/circles/151976,제31회 디. 페스타(토),Day1
점,쩌미,,,,,1sp,검은방,,어떤방 무슨도시 어드메스타즈 올앳원스,양수연,,,,,ssabdeog,https://dongne.co/events/df2510/circles/153446,제31회 디. 페스타(토),Day1
킴,킴,,,,,1sp,,,,,,,,,kyimitsui,https://dongne.co/events/df2510/circles/153137,제31회 디. 페스타(토),Day1
두 줌,공박,,,,,1sp,,,,,,,,"만화,소설",@gongbak_wr,https://dongne.co/events/df2510/circles/152390,제31회 디. 페스타(토),Day1
한 번 해보기의 단,교,,,,,4sp,닌타마 란타로,,,"5학년,아야베,타키야샤마루,이사쿠,케마",,"로맨틱,섹슈얼","아야타키아야, 이사케마, 이사잣, 미키하마, 라이5로",만화,gyo12121,https://dongne.co/events/df2510/circles/153382,제31회 디. 페스타(토),Day1
너 그런 거 좋아해?,쾅,,,,,1sp,회색도시,,어떤방 무슨도시 어드메스타즈 올앳원스,,정은창X강재인,로맨틱,,,kwang749044,https://dongne.co/events/df2510/circles/152847,제31회 디. 페스타(토),Day1
밥 한번 먹고 가,고롤,,,,,2sp,던전밥,"괴담출근,블루아카이브,우마무스메,이끼코스터(뜨개질)",,"브라운,라이오스,마르실,이즈츠미,센시,칠책 등",,,,일러스트,@rorotheroro00,https://dongne.co/events/df2510/circles/153463,제31회 디. 페스타(토),Day1
흙 속의 인디고,인디고,,,,,1sp,,,,,,,,공예,@digogo5220,https://dongne.co/events/df2510/circles/151562,제31회 디. 페스타(토),Day1
날 때린 여자는 네가 처음이야,녹차맛별사탕,,,,,2sp,스파이패밀리,"슬램덩크,은혼,사카모토데이즈",,아냐,,로맨틱,"시시오사, 오키카구+etc","만화,소설",@SRSR_54,https://dongne.co/events/df2510/circles/152336,제31회 디. 페스타(토),Day1
한 남자가 있어... 여동생과친구에게둘러쌓인,"차차, 운윤",,,,,2sp,대역전재판,,,,아소기 카즈마X미코토바 스사토,,류아소,만화,@Thgcha4 @unyun_2d ,https://dongne.co/events/df2510/circles/153233,제31회 디. 페스타(토),Day1
이 세상은 몰라도 내 세상은 구함,우정설,,,,,2sp,페이트/그랜드 오더,"페르소나4,천관사복",,,암굴왕 에드몽 당테스X구다코,로맨틱,"주나오, 화련",,@slytxziz,https://dongne.co/events/df2510/circles/152626,제31회 디. 페스타(토),Day1
희:삐아체레,삐아체레,,,,,2sp,화산귀환,,,,,,,"공예,일러스트",@Piacere_S2,https://dongne.co/events/df2510/circles/152011,제31회 디. 페스타(토),Day1
네? 여기서요?,한결,,,,,1sp,가비지타임,,"S4Y Y3S, 1ove.","전영중,성준수",전영중X성준수,로맨틱,,소설,,https://dongne.co/events/df2510/circles/152252,제31회 디. 페스타(토),Day1
네?부부가사기를당햇다고여?이런개개끼가!당장출동하겟습ㄴ,펜,,,,,1sp,이세계 착각 헌터,,창호기려 쁘띠존~부부사기단~,,강창호X김기려,,,,@PPenpen22 ,https://dongne.co/events/df2510/circles/152741,제31회 디. 페스타(토),Day1
쿤+딸비,쿤,,,,,2sp,,,,,,,,,,https://dongne.co/events/df2510/circles/151667,제31회 디. 페스타(토),Day1
ㅈㅃ,.,,,,,1sp,가비지타임,,준수영중 쁘띠존 ~준빵제빵소~,"성준수,전영중",,,,,,https://dongne.co/events/df2510/circles/151421,제31회 디. 페스타(토),Day1
개집,바보개,,,,,2sp,아이돌리쉬세븐,,,,,,,,@babogae_02,https://dongne.co/events/df2510/circles/152967,제31회 디. 페스타(토),Day1
꼬옥,꼬옥,,,,,2sp,슬램덩크,,,정대만,,,,"만화,일러스트",@kkoog_TT,https://dongne.co/events/df2510/circles/151273,제31회 디. 페스타(토),Day1
나나,단미,,,,,2sp,마마마,,,,,,,,,https://dongne.co/events/df2510/circles/151979,제31회 디. 페스타(토),Day1
낙깅,낙깅,,,,,2sp,괴담출근,,,,,,,,,https://dongne.co/events/df2510/circles/151737,제31회 디. 페스타(토),Day1
냠냠,Squirrel,,,,,1sp,창작,,,,,,,,,https://dongne.co/events/df2510/circles/152639,제31회 디. 페스타(토),Day1
녹체,녹체,,,,,2sp,괴담출근,전지적독자시점,,,,,,일러스트,@Noche_official_,https://dongne.co/events/df2510/circles/151824,제31회 디. 페스타(토),Day1
달야,달야,,,,,2sp,괴담에 떨어져도 출근을 해야 하는구나,데뷔 못 하면 죽는 병 걸림,,ALL,,,,일러스트,@Dalya_png,https://dongne.co/events/df2510/circles/152564,제31회 디. 페스타(토),Day1
만냐,모짜,,,,,2sp,"닌타마,은혼,사이키쿠스오의재난,가라오케가자,파미레스가자",아이실드21,,,,,,,@azzzomm,https://dongne.co/events/df2510/circles/153702,제31회 디. 페스타(토),Day1
멈지,무기,,,,,1sp,진격의거인,"데뷔못하면죽는병걸림,괴담출근,나의히어로아카데미아",,리바이 에렌 미카사,,로맨틱,유진래빈 캇데쿠,일러스트,xustzz1,https://dongne.co/events/df2510/circles/153777,제31회 디. 페스타(토),Day1
미정,미정,,,,,1sp,가비지타임,,준수영중 쁘띠존 ~준빵제빵소~,성준수 전영중,성준수X전영중,로맨틱,,소설,.,https://dongne.co/events/df2510/circles/153428,제31회 디. 페스타(토),Day1
밀플,밀플,,,,,2sp,보컬로이드,"프로젝트세카이,아이돌리쉬세븐",,하츠네미쿠,,,,공예,,https://dongne.co/events/df2510/circles/151071,제31회 디. 페스타(토),Day1
밥줘,머렝,,,,,1sp,데뷔 못 하면 죽는 병 걸림,,,박문대,,,,,,https://dongne.co/events/df2510/circles/152267,제31회 디. 페스타(토),Day1
소랏,소랏,,,,,4sp,,,,,,,,,rat5G,https://dongne.co/events/df2510/circles/151288,제31회 디. 페스타(토),Day1
솜솜,"젱, 제로",,,,,1sp,나루토 은혼 괴담출근,,,,,,,,,https://dongne.co/events/df2510/circles/152600,제31회 디. 페스타(토),Day1
여행,여행,,,,,4sp,사카데이,,,,,,,,,https://dongne.co/events/df2510/circles/151811,제31회 디. 페스타(토),Day1
유진,유진 서머콕,,,,,2sp,,,,,,,,일러스트,_pauluu,https://dongne.co/events/df2510/circles/151162,제31회 디. 페스타(토),Day1
이리,이리,,,,,2sp,괴담에 떨어져도 출근을 해야 하는구나,,,올캐러,,,,일러스트,@iri0012draw,https://dongne.co/events/df2510/circles/152569,제31회 디. 페스타(토),Day1
ㅍㅍ^^,휴,,,,,1sp,가비지타임,,준수영중 쁘띠존 ~준빵제빵소~,"성준수,전영중",성준수X전영중,로맨틱,,"소설,일러스트,만화",,https://dongne.co/events/df2510/circles/152317,제31회 디. 페스타(토),Day1
냠냠 ,포포,,,,,4sp,하이큐 오란고교 나츠메 괴담출근 니지산지 은혼 히로아카,,,,,,,,@popo_for_me,https://dongne.co/events/df2510/circles/151297,제31회 디. 페스타(토),Day1
사람 셋 씨피 셋,테오,,,,,2sp,마법사의 약속,,마호야쿠 쁘띠존 : 현자의 마법관 ~한국 지부~,,브래들리X네로,"로맨틱,섹슈얼","시노히스, 오웬카인","만화,일러스트,소설",flawfullament,https://dongne.co/events/df2510/circles/152538,제31회 디. 페스타(토),Day1
그딴 건 네가 써야해,알루코,,,,,1sp,봄이 오면 꽃이 피고,,,"유새봄,손찬오",,,,소설,Aluu___,https://dongne.co/events/df2510/circles/153651,제31회 디. 페스타(토),Day1
옷장 안 주막 세카이,"국주,랙랙",,,,,2sp,프로젝트 세카이,,,"카미시로 루이,텐마 츠카사",카미시로 루이X텐마 츠카사,로맨틱,,,LLS_0529,https://dongne.co/events/df2510/circles/151893,제31회 디. 페스타(토),Day1
나는 시주,calculus,,,,,1sp,무협창작지,화산귀환 광마회귀 하이큐 로오히,,,,,,만화,@happyniceness,https://dongne.co/events/df2510/circles/151293,제31회 디. 페스타(토),Day1
시한 농놀,시한,,,,,1sp,가비지타임,,"S4Y Y3S, 1ove.",,,로맨틱,,,see_han_,https://dongne.co/events/df2510/circles/151372,제31회 디. 페스타(토),Day1
어떤 부스,미지,,,,,2sp,회색도시,"검은방,베리드스타즈",어떤방 무슨도시 어드메스타즈 올앳원스,한도윤,,,,,F1GW4SP,https://dongne.co/events/df2510/circles/152685,제31회 디. 페스타(토),Day1
영영 위빙,영영위빙,,,,,2sp,인형용 잔디밭 매트,,,,,,,,,https://dongne.co/events/df2510/circles/152938,제31회 디. 페스타(토),Day1
지풍 앤솔,아씨머머,,,,,2sp,천관사복,,,-,,로맨틱,,소설,@mute_mood_,https://dongne.co/events/df2510/circles/152405,제31회 디. 페스타(토),Day1
양지 바른 곳,8톤트럭,,,,,2sp,회색도시,"베스타,검은방,오리지널 굿즈",어떤방 무슨도시 어드메스타즈 올앳원스,"양시백,최재석,정은창",,,,"만화,일러스트",@truck8T,https://dongne.co/events/df2510/circles/151586,제31회 디. 페스타(토),Day1
네가 먼저 슛 던졌잖아,러비,,,,,2sp,가비지타임,,"S4Y Y3S, 1ove.",전영중 성준수,,"섹슈얼,로맨틱",,소설,@lovey_dot,https://dongne.co/events/df2510/circles/151215,제31회 디. 페스타(토),Day1
내게 있던 것? 오직 문송이지,해달,,,,,1sp,문과라도 안 죄송한 이세계로 감,,,,,,,"기타,소설",@jalinjalin_msnn,https://dongne.co/events/df2510/circles/152086,제31회 디. 페스타(토),Day1
백합 틈새 시장,245(Lee45),,,,,2sp,창작만화,2026신년 일러스트 엽서,,,,,,"만화,일러스트",,https://dongne.co/events/df2510/circles/151552,제31회 디. 페스타(토),Day1
설마 우리 장르 내 부스 밖에 없겠어?,퐁퐝,,,,,1sp,판타지 수학대전,아이카츠,,,,,,일러스트,@png_owa,https://dongne.co/events/df2510/circles/152887,제31회 디. 페스타(토),Day1
지금 가장 갖고 싶은 것 : 세계평화,도담,,,,,1sp,명탐정 코난,,,,,로맨틱,,소설,dd_akam,https://dongne.co/events/df2510/circles/151138,제31회 디. 페스타(토),Day1
우리 바다 가께...,고래빵,,,,,2sp,플레이브,,,,,,,,@DOLPHIN_BREAD,https://dongne.co/events/df2510/circles/151660,제31회 디. 페스타(토),Day1
볕이 드는 언덕길,쿠렌,,,,,2sp,괴담출근,"윈브레,은혼,사이쿠스,러키스타,고전만화..",,,,,,,,https://dongne.co/events/df2510/circles/152466,제31회 디. 페스타(토),Day1
적멸 찾아 삼만리,율무,,,,,2sp,진혼기,마도조사,,"자하,설영,남망기,위무선",자하X설영,해당없음,남망기x위무선,"만화,소설,기타",@HR_yulmu,https://dongne.co/events/df2510/circles/153599,제31회 디. 페스타(토),Day1
착한 아이 츄러스 하나 더 준다,00,,,,,1sp,괴담에 떨어져도 출근을 해야 하는구나,데뷔 못 하면 죽는 병 걸림,,올캐릭터,,,,,,https://dongne.co/events/df2510/circles/151511,제31회 디. 페스타(토),Day1
포도 나무 프세카 열렸네,포도,,,,,1sp,프로젝트 세카이,,,"텐마 츠카사,카미시로 루이",카미시로 루이X텐마 츠카사,로맨틱,네네에무,소설,@Podo_dodo_po,https://dongne.co/events/df2510/circles/152423,제31회 디. 페스타(토),Day1
너랑 나는 소꿉친구,갈매갈매,,,,,1sp,나의 히어로 아카데미아,,,,바쿠고카츠키X미도리야이즈쿠,,,소설,@1234554321aaa_ ,https://dongne.co/events/df2510/circles/152603,제31회 디. 페스타(토),Day1
누가 벌써 결혼하래,Ash,,,,,1sp,가비지타임,,"S4Y Y3S, 1ove.","전영중,성준수",전영중X성준수,로맨틱,,,,https://dongne.co/events/df2510/circles/153728,제31회 디. 페스타(토),Day1
괴담 속에 떨어져도 농구는 해야 하는구나. 그런데 갑자기 닌자가 나타났다,소라,,,,,2sp,괴담에 떨어져도 출근을 해야 하는 구나,"가비지타임,데뷔 못 하면 죽는 병,닌타마,이세계착각헌터",,김솔음,,,,"만화,소설",@g0dung,https://dongne.co/events/df2510/circles/152389,제31회 디. 페스타(토),Day1
이제 그만 복귀하시죠 로드,에슈,,,,,2sp,로드 오브 히어로즈,,,올캐릭터,,,,만화,@Rano_ily,https://dongne.co/events/df2510/circles/151301,제31회 디. 페스타(토),Day1
저희 가게 정상영업합니다.,포아녀,,,,,2sp,,,,,,,,,,https://dongne.co/events/df2510/circles/151489,제31회 디. 페스타(토),Day1
공방 프리즘,리즈,,,,,1sp,"괴담에 떨어져도 출근을 해야 하는구나,블랙배저","파이널판타지14,플레이브",,,,,,공예,,https://dongne.co/events/df2510/circles/152681,제31회 디. 페스타(토),Day1
내가 공이야,아낌,,,,,2sp,서뱀프,,,리히트 지킬랜드 토도로키,로우레스X리히트,,서뱀프x이브,기타,xkadyrwh,https://dongne.co/events/df2510/circles/153602,제31회 디. 페스타(토),Day1
몽솜 잡화점,몽솜,,,,,1sp,,,,,,,,공예,@mongle_softly,https://dongne.co/events/df2510/circles/152394,제31회 디. 페스타(토),Day1
빨간 토마토,체리2,,,,,1sp,전독시,,,중혁,,,,소설,@aaa-123,https://dongne.co/events/df2510/circles/153150,제31회 디. 페스타(토),Day1
오직 파루루,엄덕,,,,,1sp,프리파라,,,파루루,,,,일러스트,eomdeok,https://dongne.co/events/df2510/circles/153539,제31회 디. 페스타(토),Day1
좁은 문으로,기악,,,,,2sp,마법명가 차남으로 살아남기,문송안함,,"루카스,레오,엘리아스,나르케",레오X루카스,로맨틱,에마리,"일러스트,소설",@GIAK0110 ,https://dongne.co/events/df2510/circles/152702,제31회 디. 페스타(토),Day1
해피 할로윈,앙마,,,,,2sp,죠죠의 기묘한 모험,헌터X헌터,,,,,,,@ybbaddy,https://dongne.co/events/df2510/circles/151912,제31회 디. 페스타(토),Day1
민트 생명체 포획 보고서,꿈맛시루떡,,,,,2sp,베리드스타즈,"검은방,회색도시",어떤방 무슨도시 어드메스타즈 올앳원스,작품 내 모든 캐릭터,,,,"만화,일러스트,기타,공예",@SR_D_BS,https://dongne.co/events/df2510/circles/153714,제31회 디. 페스타(토),Day1
제가 공사는 구분 못해도 공수는 구분 잘 합니다,모라,,,,,2sp,가비지타임,,"S4Y Y3S, 1ove.",전영중 성준수,,로맨틱,,소설,Mora_bboyo ,https://dongne.co/events/df2510/circles/151615,제31회 디. 페스타(토),Day1
데뷔 못하면 중원에 떨어져요,한들,,,,,1sp,데뷔 못하면 죽는 병 걸림,화산귀환,,"청명,박문대",,,,일러스트,@STA_01LM,https://dongne.co/events/df2510/circles/153134,제31회 디. 페스타(토),Day1
"무슨 소리야 매니저, 꿈꿨어? 부스 안 할 거야?",랑,,,,,1sp,아이돌리쉬세븐(아이나나),"데뷔못하면죽는병걸림(데못죽),VS AMBIVALENZ(비바렌)",,"쿠죠 텐,나나세 리쿠,유키,모모,선아현",,해당없음,가쿠츠무,일러스트,@tennshi_79,https://dongne.co/events/df2510/circles/153469,제31회 디. 페스타(토),Day1
감자 급소는 그것보단 살짝 오른쪽,해저말숙,,,,,1sp,어두운 바다의 등불이 되어,,한 번 죽은 남자와 그를 죽인 여자,"서지혁,이지현",,"로맨틱,해당없음",,,,https://dongne.co/events/df2510/circles/151453,제31회 디. 페스타(토),Day1
나는 갈테야 임천시로 갈테야,규일,,,,,2sp,러브 앤 딥스페이스,"하이큐,사카모토 데이즈,데뷔 못 하면 죽는 병 걸림",,"하우주,쿠로오 테츠로,나구모 요이치,박문대",,,,일러스트,@gyuiru,https://dongne.co/events/df2510/circles/152916,제31회 디. 페스타(토),Day1
밖은 춥단다! 장르를 한마리골라서나가렴,PYOSHI,,,,,2sp,니지산지,"명급리,마차살,명일방주,마비노기",,,,,,,,https://dongne.co/events/df2510/circles/153778,제31회 디. 페스타(토),Day1
모코 스튜디오 ,모코,,,,,2sp,앙상블 스타즈,,,,,,,,@studio_moco_u,https://dongne.co/events/df2510/circles/152677,제31회 디. 페스타(토),Day1
뭔가 보여드릴 수 있겠죠?,쩝쩝,,,,,1sp,앙상블 스타즈,,쥰히요 쁘띠존 :: 연일순정,"사자나미 쥰,토모에 히요리",사자나미 쥰X토모에 히요리,로맨틱,,"일러스트,기타",JMT20000,https://dongne.co/events/df2510/circles/152202,제31회 디. 페스타(토),Day1
ㅍ로 시작하는 게임 마니아 모임,"비밥, 리타",,,,,2sp,페르소나4,"포켓몬스터,프로세카",,,,,,"일러스트,소설",@vivim_bab_squad @3woomy3,https://dongne.co/events/df2510/circles/151379,제31회 디. 페스타(토),Day1
나를 심해어라 불러줘,강예성,,,,,2sp,이세계 착각 헌터,,창호기려 쁘띠존~부부사기단~,"강창호,김기려",강창호X김기려,로맨틱,,"일러스트,만화,기타",@L_S_A_0521,https://dongne.co/events/df2510/circles/151982,제31회 디. 페스타(토),Day1
피로 매듭지은 사랑은,악쓰리,,,,,2sp,가비지타임,스타레일,,기상호,최종수X기상호,"로맨틱,섹슈얼","레이츄린, 파이낙사, 마이파이","만화,일러스트",,https://dongne.co/events/df2510/circles/151140,제31회 디. 페스타(토),Day1
마감 페이즈에 격류장 발동,낙오자,,,,,2sp,유희왕,"다이아몬드 에이스,진 여신전생",,,,,,"만화,일러스트",@moseub126008,https://dongne.co/events/df2510/circles/153568,제31회 디. 페스타(토),Day1
"나의 아들이자, 마누라이자, 당연하게도 남자다",안금,,,,,2sp,마법사의 약속,,마호야쿠 쁘띠존 : 현자의 마법관 ~한국 지부~,브래들리,브래들리X네로,"섹슈얼,로맨틱",,"만화,일러스트",@Seve262511 / @sd9275955832780,https://dongne.co/events/df2510/circles/151391,제31회 디. 페스타(토),Day1
왕이 넘어지면? 킹콩,udonnnnnnn,,,,,1sp,페이트/그랜드 오더,,,,,,,,,https://dongne.co/events/df2510/circles/152380,제31회 디. 페스타(토),Day1
목장 피어포인트,씅,,,,,2sp,붕괴 스타레일,,,"레이시오,어벤츄린",Dr. 레이시오X어벤츄린,"로맨틱,섹슈얼",,"만화,일러스트",sseung_hs,https://dongne.co/events/df2510/circles/153273,제31회 디. 페스타(토),Day1
빵준 러버스클럽! ,에르,,,,,2sp,가비지타임,,"S4Y Y3S, 1ove.","전영중,성준수",전영중X성준수,로맨틱,,일러스트,@eru18831,https://dongne.co/events/df2510/circles/153263,제31회 디. 페스타(토),Day1
삐라 배포합니다. ,고도,,,,,2sp,페이트 사무라이 렘넌트,페이트/그랜드 오더,,"세이버,미야모토 이오리",,,,만화,@En_A_Godot,https://dongne.co/events/df2510/circles/152973,제31회 디. 페스타(토),Day1
착한 외계인장르와 나쁜 외계인장르,핫도그,,,,,1sp,괴담에떨어져도출근을해야하는구나,"이세계착각헌터,은혼",,"김솔음,긴토키,김기려,등",,,,"일러스트,공예",@hotdogidogi_,https://dongne.co/events/df2510/circles/153679,제31회 디. 페스타(토),Day1
"아코,아이콩",아코,,,,,4sp,,,,,,,,일러스트,@xas2ko,https://dongne.co/events/df2510/circles/152373,제31회 디. 페스타(토),Day1
분노! 우울… 배신감!!,패트와매트,,,,,1sp,괴담출근,"괴담출근,은혼,데못죽,디지캐럿",,,,,,일러스트,@gigigoeg,https://dongne.co/events/df2510/circles/151263,제31회 디. 페스타(토),Day1
비빕! 빵준입니다.,vie,,,,,1sp,가비지타임,,"S4Y Y3S, 1ove.",전영중 성준수,브라운X김솔음,"섹슈얼,로맨틱",,"일러스트,만화",@play_GTIME,https://dongne.co/events/df2510/circles/151541,제31회 디. 페스타(토),Day1
뭘봐? 잡덕 오타쿠 처음 봐?,sahunsuhun1221,,,,,2sp,주술회전,,,고죠 나나미,,,,"일러스트,기타",@RAMGI_CHU,https://dongne.co/events/df2510/circles/153431,제31회 디. 페스타(토),Day1
그데. 오짃. 그데많이. 네. 첟살앙. 네. 끗살앙.,흐른,,,,,2sp,가비지타임,,"S4Y Y3S, 1ove.","전영중,성준수",,"섹슈얼,로맨틱",,소설,bluestspring,https://dongne.co/events/df2510/circles/153152,제31회 디. 페스타(토),Day1
준빵. 준빵하게. 세계 최고의 빵을 위해~,한파,,,,,1sp,가비지타임,,준수영중 쁘띠존 ~준빵제빵소~,,성준수X전영중,로맨틱,,소설,@cold0_0wave,https://dongne.co/events/df2510/circles/151961,제31회 디. 페스타(토),Day1
제발...성공하게해주세효,삼초,,,,,1sp,화산귀환,룬의아이들,,청명 당보,,,,기타,@3seconds_girl,https://dongne.co/events/df2510/circles/151598,제31회 디. 페스타(토),Day1
럽피&헬뚱이,럽피,,,,,2sp,"은혼,창작문구(오리지널)",나루토 디지캐럿 오란고교 사이쿠스 헌헌 단간론파 캐캐체 1차,,,,,,, @luvpyclub,https://dongne.co/events/df2510/circles/153385,제31회 디. 페스타(토),Day1
비따&버튼버터,나오냥,,,,,2sp,,,,,,,,공예,,https://dongne.co/events/df2510/circles/151832,제31회 디. 페스타(토),Day1
ㅇㅇㅅ,무지괴물고기 / ㄷㄷ,,,,,2sp,오오에 / 닌타마,이나즈마일레븐,,,오오사키X신바시,"섹슈얼,로맨틱",아야베X센조,만화,@verymonsterfish / @dd_ninnin,https://dongne.co/events/df2510/circles/153165,제31회 디. 페스타(토),Day1
ㅇㅇㅇ,5새벽,,,,,2sp,,,,,,,,,,https://dongne.co/events/df2510/circles/151196,제31회 디. 페스타(토),Day1
달려어,쏘네,,,,,1sp,괴담에 떨어져도 출근을 해야 하는구나,,,,,,,"일러스트,만화",,https://dongne.co/events/df2510/circles/151854,제31회 디. 페스타(토),Day1
돌감자,뇽삐,,,,,1sp,슬램덩크,,,,,,,"만화,일러스트",@nongguhaja,https://dongne.co/events/df2510/circles/153391,제31회 디. 페스타(토),Day1
레라시,라모,,,,,2sp,"어바등,명급리,데못죽",,,,,,,소설,@kyalamo,https://dongne.co/events/df2510/circles/153129,제31회 디. 페스타(토),Day1
리그렛,루리,,,,,2sp,프로젝트 세카이(보컬로이드),"아이돌리쉬 세븐,보컬로이드,홀로라이브",,쿠죠 텐,카이토X미쿠,"섹슈얼,로맨틱","렌, 가쿠, 텐","일러스트,만화",,https://dongne.co/events/df2510/circles/151107,제31회 디. 페스타(토),Day1
맛쵸킹,ming,,,,,1sp,페르소나/헌터x헌터/나루토,괴담출근/오오에,,,,,,,,https://dongne.co/events/df2510/circles/152849,제31회 디. 페스타(토),Day1
뭔가함,어영부영,,,,,1sp,기동전사 건담,,,,,,,일러스트,@red___c0met,https://dongne.co/events/df2510/circles/152397,제31회 디. 페스타(토),Day1
밀키트,hi,,,,,2sp,괴담출근,"데못죽,은혼",,,,,,,hiwnfk,https://dongne.co/events/df2510/circles/153433,제31회 디. 페스타(토),Day1
바바바,동이,,,,,4sp,,,,,,,,,,https://dongne.co/events/df2510/circles/153089,제31회 디. 페스타(토),Day1
밤식쿤,콩떡상점,,,,,2sp,하이큐,,,,,,,,BAMBREAD_,https://dongne.co/events/df2510/circles/152743,제31회 디. 페스타(토),Day1
보리밭,세보리,,,,,1sp,앙상블스타즈!!,,쥰히요 쁘띠존 :: 연일순정,"토모에 히요리,사자나미 쥰",,로맨틱,,만화,@savory47285272,https://dongne.co/events/df2510/circles/153741,제31회 디. 페스타(토),Day1
