부스명,대표자,위치,위치(열),위치(번호),반부스,부스,대표 작품(원작),그 외 다루는 작품,쁘띠존,캐릭터,커플링,커플링 성향,그 외 커플링,매체,트위터,링크,행사명,개최일
자 이제 덕질을 시작해볼까,사비와,,,,,1sp,괴담에 떨어져도 출근을 해야 하는구나,"명문고 EX급 조연의 리플레이,전지적독자시점,카드캡터 사쿠라,캐릭캐릭체인지,xxx홀릭",,,,,,,Sabiwa_chicken,https://dongne.co/events/df2504/circles/141722,제29회 디. 페스타,Day1
이 부스가 열린다면 무사히 마감을 한 것이겠죠,Rok,,,,,2sp,로드오브히어로즈,게게게의 키타로,,"키타로,게게로,프라우",,로맨틱,게게이와,"만화,게임",rok00713,https://dongne.co/events/df2504/circles/142445,제29회 디. 페스타,Day1
아 탱댐탱댐,올도,,,,,2sp,슬램덩크,,,서태웅 정대만,서태웅X정대만,"섹슈얼,로맨틱",,만화,Orudose,https://dongne.co/events/df2504/circles/142234,제29회 디. 페스타,Day1
텐 앤솔로지 <천일색>,텐 앤솔로지,,,,,1sp,텐~천화거리의 쾌남아~,,FKMT 쁘띠존 : 자와르르맨션,,,,,,ten_anthology,https://dongne.co/events/df2504/circles/142500,제29회 디. 페스타,Day1
한 살이라도 젊을 때 회지 계속 내고 싶은 부스,소금,,,,,2sp,슬램덩크,패션,,아직 미정,,"섹슈얼,로맨틱",,소설,sogeum_otk,https://dongne.co/events/df2504/circles/142576,제29회 디. 페스타,Day1
뭘 좋아할지 몰라 조살을 준비했어,마,,,,,2sp,공조살,"문송안함,진혼기,괴출,변서황,세구은",,,,,,,mogrizi_j,https://dongne.co/events/df2504/circles/143115,제29회 디. 페스타,Day1
네? 제가요? 원피스 부스를요?,SSABU,,,,,1sp,원피스,,드레스로자 분쟁조정위원회,"도플라밍고,코라손,로우",코라손X도플라밍고,"섹슈얼,로맨틱",,소설,apple__eight__,https://dongne.co/events/df2504/circles/141105,제29회 디. 페스타,Day1
씁... 이번엔 진짜 뭔가 그리고 싶었는데...,만두,,,,,2sp,파라라이,"꿈왕국,엘소드,아이나나",,,,,,,,https://dongne.co/events/df2504/circles/141788,제29회 디. 페스타,Day1
고.받.이.(고통받는이사기),쩨비,,,,,1sp,블루록,"사카모토데이즈,붕괴스타레일",,"이토시 린,이사기 요이치",,해당없음,,,jjeb0309,https://dongne.co/events/df2504/circles/142154,제29회 디. 페스타,Day1
쿤+딸비,쿤,,,,,2sp,,,,,,,,,kun_draw,https://dongne.co/events/df2504/circles/141143,제29회 디. 페스타,Day1
곰범,더운만두,,,,,1sp,누카니발,,,,케시X에이트,로맨틱,,일러스트,,https://dongne.co/events/df2504/circles/140830,제29회 디. 페스타,Day1
공숭,마,,,,,2sp,아이돌리쉬세븐,,,아이나나,,,,일러스트,ma_sinbu,https://dongne.co/events/df2504/circles/141856,제29회 디. 페스타,Day1
꼬옥,꼬옥,,,,,2sp,슬램덩크,,,,,로맨틱,호열백호,"만화,일러스트",kkoog_TT,https://dongne.co/events/df2504/circles/140760,제29회 디. 페스타,Day1
냐냐,나나,,,,,2sp,오란고교,,,하루히,,,,,,https://dongne.co/events/df2504/circles/141472,제29회 디. 페스타,Day1
녹체,녹체,,,,,1sp,괴담출근,"전지적 독자시점,회귀자 멱살잡고 데뷔합니다",,,,,,일러스트,Noche_official_,https://dongne.co/events/df2504/circles/141318,제29회 디. 페스타,Day1
달믐,호벤,,,,,2sp,,,,,,,,만화,,https://dongne.co/events/df2504/circles/140769,제29회 디. 페스타,Day1
맘마,맘마,,,,,4sp,"픽셀아트,문구",슬램덩크,,,,,,,wiggle_eworm,https://dongne.co/events/df2504/circles/141986,제29회 디. 페스타,Day1
먀냐,먀냐,,,,,1sp,"사카모토데이즈,하이큐",하이큐,,"나구모,켄마",,,,일러스트,myanya_0,https://dongne.co/events/df2504/circles/141805,제29회 디. 페스타,Day1
미정,머렝,,,,,1sp,,,,,,,,,,https://dongne.co/events/df2504/circles/141713,제29회 디. 페스타,Day1
반디,반디,,,,,1sp,,,,,,,,,,https://dongne.co/events/df2504/circles/141256,제29회 디. 페스타,Day1
술덩,쿠리사와,,,,,2sp,슬램덩크,주술회전,,"정우성,송태섭",,로맨틱,,"일러스트,소설,공예",cnbp12,https://dongne.co/events/df2504/circles/142270,제29회 디. 페스타,Day1
왓쏭,왓쏭,,,,,1sp,문구류,,,"레티,레미,레옹,레아",,,,일러스트,what_ssong,https://dongne.co/events/df2504/circles/142814,제29회 디. 페스타,Day1
이글,이글,,,,,4sp,사카데이,,,,,,,,,https://dongne.co/events/df2504/circles/141297,제29회 디. 페스타,Day1
크림,챠비별,,,,,2sp,,,,,,,,,,https://dongne.co/events/df2504/circles/141691,제29회 디. 페스타,Day1
회귀,회귀,,,,,4sp,괴담출근,괴수8호 가비지타임,,,,,,,,https://dongne.co/events/df2504/circles/142328,제29회 디. 페스타,Day1
보구 고 배틀 고 듀얼 고,금광,,,,,2sp,유희왕,"페이트,포켓몬스터,원펀맨",,"카이바 세토,어둠의 유우기",,로맨틱,"암굴구다, 페퍼푸름, 사이제노",만화,ArtoriaDaisuki_,https://dongne.co/events/df2504/circles/142542,제29회 디. 페스타,Day1
양념 반 시라이시 반,치카,,,,,1sp,골든 카무이,,골든 카무이 쁘띠존 ,,,,,,chicken_kamui,https://dongne.co/events/df2504/circles/142997,제29회 디. 페스타,Day1
내가 뭘 덕질하고 있을까,용용,,,,,1sp,가정교사 히트맨 reborn,,,"사와다 츠나요시,히바리 쿄야",사와다 츠나요시X히바리 쿄야,로맨틱,지오토x아라우디,소설,Yon9ydr,https://dongne.co/events/df2504/circles/141502,제29회 디. 페스타,Day1
누가 내 고양이가 양키래,코쵸,,,,,2sp,윈드브레이커,,윈브레 쁘띠존 : 방풍림 문화제,사쿠라 하루카,스오X사쿠라,,토가사쿠,,cochyo_pu,https://dongne.co/events/df2504/circles/140974,제29회 디. 페스타,Day1
골을 못 넣겠다고? 난 넣을만해,만냥이,,,,,1sp,원신,"망각 배터리,블루록",,,,로맨틱,,,,https://dongne.co/events/df2504/circles/142146,제29회 디. 페스타,Day1
빛과 희망,체리쥬,,,,,1sp,디지몬,,,릭키,,,,소설,aa,https://dongne.co/events/df2504/circles/142565,제29회 디. 페스타,Day1
영영 위빙,영영위빙,,,,,2sp,"체크 위빙 매트,잔디밭 위빙 매트",,,,,,,공예,y0ung0_weaving,https://dongne.co/events/df2504/circles/142329,제29회 디. 페스타,Day1
왕의 남자,왕애남자,,,,,1sp,포켓몬,FKMT,,,아카기X와시즈,해당없음,,,Cat_grass0425,https://dongne.co/events/df2504/circles/142050,제29회 디. 페스타,Day1
울밧 분식,슬래시,,,,,4sp,트라이건,,,,울프우드X밧슈,"로맨틱,섹슈얼",,,,https://dongne.co/events/df2504/circles/141074,제29회 디. 페스타,Day1
울밧 수퍼,단지,,,,,4sp,트라이건,,,,울프우드X밧슈,"섹슈얼,로맨틱",,,Danji_tri,https://dongne.co/events/df2504/circles/142466,제29회 디. 페스타,Day1
못또 유희 ~단풍머리가 좋아~,"카드긁개, Yuyu",,,,,2sp,유희왕,,,,,로맨틱,,"기타,일러스트",,https://dongne.co/events/df2504/circles/140941,제29회 디. 페스타,Day1
하고 싶은 거 다 하는 굿즈 가게,에르,,,,,2sp,가비지타임,"란마1/2,죠죠의 기묘한 모험 등....",,전영중 성준수,전영중X성준수,로맨틱,,일러스트,eru18831,https://dongne.co/events/df2504/circles/142676,제29회 디. 페스타,Day1
같장 언제 잡지,athylin,,,,,2sp,니지산지,트위스테,,,,,,"만화,소설",athylin_03,https://dongne.co/events/df2504/circles/141416,제29회 디. 페스타,Day1
백합 틈새 시장,일개미,,,,,2sp,,,,,,,,"만화,일러스트",,https://dongne.co/events/df2504/circles/141026,제29회 디. 페스타,Day1
집에 가고 싶다,준,,,,,1sp,어바등,"공회주,블랙 배저,문송안함",,,,"섹슈얼,로맨틱,해당없음","해량무현, 멜키레이, 윤예힐, 세르시온, 백호의신",소설,,https://dongne.co/events/df2504/circles/140915,제29회 디. 페스타,Day1
이번 생에 장르 겹침,잡콩,,,,,4sp,닌자보이 란타로,모브사이코100,,잣토,잣토 콘나몽X젠포우지 이사쿠,로맨틱,,"만화,일러스트,기타,소설",japucon_0w0,https://dongne.co/events/df2504/circles/141579,제29회 디. 페스타,Day1
우리 애들 언제 만나나,니루,,,,,1sp,원신,,,,,,,,tabom0w0,https://dongne.co/events/df2504/circles/140874,제29회 디. 페스타,Day1
다비 없는 다비반,웨옹,,,,,1sp,플레이브,,,,,,,,,https://dongne.co/events/df2504/circles/142940,제29회 디. 페스타,Day1
볕이 드는 언덕길,쿠렌,,,,,1sp,윈브레,"괴담출근,화산귀환,사카모토 데이즈,고전만화",윈브레 쁘띠존 : 방풍림 문화제,,우메미야 하지메X히이라기 토마,로맨틱,히이라기 토마x우메미야 하지메,,do__kuku,https://dongne.co/events/df2504/circles/141874,제29회 디. 페스타,Day1
볕이 드는 언덕길,쿠렌,,,,,2sp,윈브레,"괴담출근,사카모토데이즈,고전만화",윈브레 쁘띠존 : 방풍림 문화제,,우메미야 하지메X히이라기 토마,로맨틱,"히이라기 토마x우메미야 하지메, ",,,https://dongne.co/events/df2504/circles/143178,제29회 디. 페스타,Day1
쿠죠 텐은 유명한 쿠죠 죠타로의 친척임,손마,,,,,1sp,아이돌리쉬세븐,,,나나세 리쿠,,,,,sonma0801,https://dongne.co/events/df2504/circles/140858,제29회 디. 페스타,Day1
랩도 하고 마법도 씁니다,세모케키,,,,,2sp,파라독스 라이브,마법사의 약속,,"연하준,스가사노 알렌,오웬,카인",,"로맨틱,섹슈얼",오웬x카인,"만화,일러스트",semopara,https://dongne.co/events/df2504/circles/140732,제29회 디. 페스타,Day1
누나 나랑 플얘하자,꾸꾸,,,,,1sp,플레이브,,,플레이브,,,,일러스트,plpl_kku,https://dongne.co/events/df2504/circles/142923,제29회 디. 페스타,Day1
같이 먹어유,큐트버스,,,,,2sp,,,,,,,,일러스트,cute_bus,https://dongne.co/events/df2504/circles/142809,제29회 디. 페스타,Day1
공방 프리즘,리즈,,,,,1sp,"괴담에 떨어져도 출근을 해야 하는구나,블랙배저",파이널판타지14,,,,,,공예,,https://dongne.co/events/df2504/circles/142098,제29회 디. 페스타,Day1
없는 세카이,뮤도,,,,,1sp,프로세카,,,시노노메에나 아키야마미즈키 아사히나마후유 요이사키카나데,,,,"만화,기타,일러스트",Miyu_dou_,https://dongne.co/events/df2504/circles/142737,제29회 디. 페스타,Day1
필숙 컴퍼니,필숙,,,,,2sp,,,,,,,,,codefillsook,https://dongne.co/events/df2504/circles/143058,제29회 디. 페스타,Day1
일단 뭐라도 내는 부스,누누누누닝,,,,,2sp,포켓몬,"프로세카,발더스게이트3,해리포터",,,,,,,,https://dongne.co/events/df2504/circles/141379,제29회 디. 페스타,Day1
휴덕 있어도 탈덕 없음,C,,,,,1sp,프로젝트 세카이,,,,,,,일러스트,,https://dongne.co/events/df2504/circles/141331,제29회 디. 페스타,Day1
제가 아직도 하고 있을 줄 몰랐어요,맹,,,,,2sp,가비지타임,,,성준수,전영중X성준수,로맨틱,,"소설,기타",ohmyrukawakaede,https://dongne.co/events/df2504/circles/142721,제29회 디. 페스타,Day1
약점 공략을 생활화 ,제노,,,,,1sp,페르소나 시리즈,"메타포,스타레일,명조,미해결사건부",,,,,,일러스트,jyan512,https://dongne.co/events/df2504/circles/141305,제29회 디. 페스타,Day1
소노 원고의 사다메 ~죠죠~,아마도딜로,,,,,2sp,죠죠의 기묘한 모험,"콘클라베,퇴마록",,"죠셉 죠스타,카즈,쿠죠 죠린,쿠죠 죠타로,웨더리포트,푸파이터즈,에르메스 코스텔로,나르시소 안나수이,엠포리오 아르니뇨,박운규,빈센트 베니테스",나르시소 안나수이X쿠죠 죠린,로맨틱,"에르메스X죠린, 푸파이터즈X죠린",만화,amadodilo,https://dongne.co/events/df2504/circles/141199,제29회 디. 페스타,Day1
마감 못하면 죽는병 걸림,00,,,,,1sp,데못죽,"플레이브,괴담출근",,,,,,,,https://dongne.co/events/df2504/circles/141006,제29회 디. 페스타,Day1
절대 우태를 멈춰선 안돼,초콜렛된찌,,,,,1sp,슬램덩크,,,정우성,,"로맨틱,섹슈얼",,소설,basketloversclb,https://dongne.co/events/df2504/circles/142429,제29회 디. 페스타,Day1
은하 춥다리 아저씨 전설 세영짱,콜로,,,,,2sp,스타레일,괴수8호,,"삼포 코스키,경원,부트힐,선데이,호시나 소우시로,나루미 겐",,,,일러스트,kolo_2020,https://dongne.co/events/df2504/circles/142524,제29회 디. 페스타,Day1
다시 야구의 시간입니다,야로/몰라요,,,,,1sp,다이아몬드 에이스,"클로저 이상용,프로야구생존기",,,사와무라X미유키,로맨틱,,만화,17171771_u,https://dongne.co/events/df2504/circles/142310,제29회 디. 페스타,Day1
죽을 때까지 농놀하기로 했잖아,페이지,,,,,1sp,슬램덩크,,,강백호,,,,,nooo_eezee,https://dongne.co/events/df2504/circles/141240,제29회 디. 페스타,Day1
공방 한오백년,공방 한오백년,,,,,2sp,솜인형 옷장,솜인형 호박바지,,,,,,공예,han500yearsom,https://dongne.co/events/df2504/circles/141761,제29회 디. 페스타,Day1
봄봄 스튜디오,아사,,,,,2sp,플레이브,"가비지타임,화산귀환,가공낙원",,,,,,,,https://dongne.co/events/df2504/circles/142616,제29회 디. 페스타,Day1
탱댐 한상차림,비빔밥,,,,,2sp,슬램덩크,"괴담출근,메달리스트",,"서태웅,정대만",서태웅X정대만,로맨틱,,만화,mikkssbowl,https://dongne.co/events/df2504/circles/141845,제29회 디. 페스타,Day1
커피 팬케이크 모닝 정식,"IKUJYO , 빙결",,,,,2sp,페르소나 5,,,"주인공,아케치 고로",주인공X아케치 고로,로맨틱,,"소설,만화",IKU_P5R,https://dongne.co/events/df2504/circles/142870,제29회 디. 페스타,Day1
청엑 린유키가 보고 싶어서 내는 부스,u,,,,,1sp,청의 엑소시스트,,,,오쿠무라 린X오쿠무라 유키오,,,,,https://dongne.co/events/df2504/circles/141486,제29회 디. 페스타,Day1
곰은 너구리를 공격하지 않아,만두,,,,,2sp,골든카무이,,골든 카무이 쁘띠존 ,"스기모토 사이치,시라이시 요시타케",스기모토 사이치X시라이시 요시타케,"섹슈얼,로맨틱",,"만화,기타",sugisira22zo,https://dongne.co/events/df2504/circles/141593,제29회 디. 페스타,Day1
"아코, 아이콩",아코,,,,,4sp,,헌터x헌터,,,,,,일러스트,xas2ko,https://dongne.co/events/df2504/circles/141798,제29회 디. 페스타,Day1
뇨타·백합하렘 정상영업합니다,마사,,,,,1sp,A3!,,,"이즈미다 아자미,셋츠 반리,나나오 타이치",,해당없음,"이즈미다 아자미 x 나나오 타이치, 이즈미다 아자미 x 셋츠 반리 ",만화,mqsaa3,https://dongne.co/events/df2504/circles/143088,제29회 디. 페스타,Day1
비따&버튼버터,버튼버터,,,,,2sp,,,,,,,,공예,,https://dongne.co/events/df2504/circles/141325,제29회 디. 페스타,Day1
까막북,유진,,,,,2sp,,,,,,,,,_pauluu,https://dongne.co/events/df2504/circles/140634,제29회 디. 페스타,Day1
난장판,서아란,,,,,4sp,마법명가 차남으로 살아남는 법,"세상만 구하고 은퇴하겠습니다,이세계 착각 헌터,명문고 EX급 조연의 리플레이,스타레일,마법사의 약속,우마무스메,앙상블스타즈",,루카스 르네 아스카니엔,,로맨틱,,"만화,일러스트,소설,공예",,https://dongne.co/events/df2504/circles/141084,제29회 디. 페스타,Day1
냥그램,버진,,,,,1sp,밀그램,,,"사쿠라이 하루카,카시키 유노,카지야마 후우타,쿠스노키 무우,키리사키 시도우,시이나 마히루,무쿠하라 카즈이,모모세 아마네,카야노 미코토,유즈리하 코토코,에스,잭카로프",카야노 미코토X유즈리하 코토코,해당없음,,"만화,소설,기타",4lyo2,https://dongne.co/events/df2504/circles/142418,제29회 디. 페스타,Day1
냥덩이,완백 ,,,,,1sp,사카모토데이즈,프로세카 윈브레 니지산지,,나구모,,,,일러스트,"herven_, necotenxi",https://dongne.co/events/df2504/circles/142826,제29회 디. 페스타,Day1
또롱별,이데아,,,,,2sp,내가 키운 S급들,,,"한유현,한유진",,로맨틱,,,ideatami,https://dongne.co/events/df2504/circles/140569,제29회 디. 페스타,Day1
라라라,또리,,,,,2sp,가비지타임,,,,,,,,,https://dongne.co/events/df2504/circles/141455,제29회 디. 페스타,Day1
루미붐,Nenjyu,,,,,2sp,원신,스타레일,,,,,,,,https://dongne.co/events/df2504/circles/140660,제29회 디. 페스타,Day1
만물상,amun,,,,,1sp,화산귀환,괴담출근,,당보 청명 일소,,섹슈얼,,"소설,공예,기타",JinAmunHer,https://dongne.co/events/df2504/circles/141837,제29회 디. 페스타,Day1
뭐라도,소찌,,,,,2sp,,,,,,,,,so_zzi,https://dongne.co/events/df2504/circles/140613,제29회 디. 페스타,Day1
새문서,에머디,,,,,2sp,명일방주,슬램덩크,,,백파이프X혼,로맨틱,,"만화,일러스트",emothi80,https://dongne.co/events/df2504/circles/141507,제29회 디. 페스타,Day1
샤랄라,고파,,,,,2sp,화산,,,,,,,"만화,기타",,https://dongne.co/events/df2504/circles/141135,제29회 디. 페스타,Day1
소랏쥐,소랏,,,,,4sp,,,,,,,,"일러스트,공예",rat5G,https://dongne.co/events/df2504/circles/140777,제29회 디. 페스타,Day1
소록도,소록,,,,,1sp,,,,,유중혁X김독자,해당없음,,공예,sorok_atelier,https://dongne.co/events/df2504/circles/141564,제29회 디. 페스타,Day1
솜식당,"젱, 제로",,,,,1sp,괴수8호 사카모토데이즈,은혼 헌터헌터 괴담출근 데못죽,,,,,,,,https://dongne.co/events/df2504/circles/141997,제29회 디. 페스타,Day1
아멜로,공쥬,,,,,1sp,키링,,,,,,,공예,amello_resin,https://dongne.co/events/df2504/circles/141700,제29회 디. 페스타,Day1
안경점,가나쵸,,,,,2sp,괴담에 떨어져도 출근을 해야 하는구나,"괴담출근,이착헌,슬램덩크",,,,,,,_ghanacho,https://dongne.co/events/df2504/circles/141490,제29회 디. 페스타,Day1
야광충,앵,,,,,1sp,야냐의 간격,히카루의 바둑,,,,,,"만화,일러스트",,https://dongne.co/events/df2504/circles/140668,제29회 디. 페스타,Day1
어디든,마김,,,,,1sp,슬램덩크,,,,,,,,,https://dongne.co/events/df2504/circles/141894,제29회 디. 페스타,Day1
어쩌망,"어쩌나, 인망",,,,,2sp,던전밥,"뱅드림,주술회전,역전재판",,"타키온,시비,에이스,정글포켓,파린,마르실",시비X에이스,로맨틱,,일러스트,"HAMDUNGBBUNG, yinmang_",https://dongne.co/events/df2504/circles/142489,제29회 디. 페스타,Day1
영판당,판다,,,,,2sp,플레이브,,,,,,,,goldsu_4646,https://dongne.co/events/df2504/circles/141438,제29회 디. 페스타,Day1
음기존,염,,,,,1sp,괴담에 떨어져도 출근을 해야 하는구나,,,,,,,일러스트,YUM_606,https://dongne.co/events/df2504/circles/142009,제29회 디. 페스타,Day1
잡상인,성찬,,,,,2sp,,,,,,,,"사진,일러스트,공예",Cosmo_Exp,https://dongne.co/events/df2504/circles/142687,제29회 디. 페스타,Day1
초가네,호시,,,,,2sp,진혼기,반월당,,,,,,,hosing_,https://dongne.co/events/df2504/circles/141272,제29회 디. 페스타,Day1
축구밥,"SHUSHU, 몬",,,,,2sp,"블루록,던전밥",,,,나기 세이시로X미카게 레오,로맨틱,카블미스,,"shushu__0000, mon_g_11",https://dongne.co/events/df2504/circles/142366,제29회 디. 페스타,Day1
통닭집,닭,,,,,1sp,가비지타임,"데뷔못하면죽는병걸림,화산귀환,하이큐",,"전영중,성준수",전영중X성준수,로맨틱,,"일러스트,기타",ww_w_w_w_w,https://dongne.co/events/df2504/circles/141570,제29회 디. 페스타,Day1
포세카,히익,,,,,2sp,"프로젝트세카이,포켓몬스터 스바",,,오오토리에무,,해당없음,,일러스트,Hhiiiiiik,https://dongne.co/events/df2504/circles/142836,제29회 디. 페스타,Day1
풋사과,댑싸리,,,,,1sp,블루록,다이아몬드의공죄,,,이사기X쿠니가미,,노아에고,만화,unripe_bltv,https://dongne.co/events/df2504/circles/140570,제29회 디. 페스타,Day1
플브맨,토끼맨,,,,,1sp,플레이브,플레이브,,플레이브,,,,,,https://dongne.co/events/df2504/circles/140755,제29회 디. 페스타,Day1
해달샵,시크루,,,,,4sp,원신,화산귀환,,,,,,공예,Sunmoon_shop16,https://dongne.co/events/df2504/circles/140837,제29회 디. 페스타,Day1
흐느적,룽,,,,,2sp,괴담에 떨어져도 출근을 해야 하는구나,전독시 데못죽 이착헌,,,김솔음,,중혁독자,"일러스트,기타",,https://dongne.co/events/df2504/circles/140673,제29회 디. 페스타,Day1
히돌이,nngmyn,,,,,2sp,,쵸비츠 마마마 캐캐체 디지캐럿,,,,,,,d_guek,https://dongne.co/events/df2504/circles/143116,제29회 디. 페스타,Day1
냉장고 ,하임,,,,,4sp,하이큐,"이영싫,쿠키런",,히나타 쇼요,,,,,,https://dongne.co/events/df2504/circles/141251,제29회 디. 페스타,Day1
팔랑몽 & (주) 게롱상점,오멒몽,,,,,2sp,"오리지널 창작 1차 굿즈,괴담출근",봇치더록,,,,,,"일러스트,기타,공예",mong_iary,https://dongne.co/events/df2504/circles/140593,제29회 디. 페스타,Day1
밀샌드 & 클론연구소,"밀샌드, 클론연구소",,,,,2sp,,,,,,,,"일러스트,기타",,https://dongne.co/events/df2504/circles/140999,제29회 디. 페스타,Day1
로키는 다 합니다,미끼,,,,,2sp,마블 로키,,,로키,,,,일러스트,"AALure_, huebyhuebyhue",https://dongne.co/events/df2504/circles/142957,제29회 디. 페스타,Day1
당신이 뭘 좋아할지 몰라서 내가 좋아하는 걸 가져왔어,포시시444,,,,,2sp,"에이펙스 레전드,발더스게이트3,몬스터헌터,데스티니 가디언즈(데스티니2) 등등 게임장르 위주 + 창작 굿즈","명일방주,트라이건 스탬피드,가치아쿠타,길티기어,포켓몬스터,이터널리턴,핫라인마이애미,워프레임,퇴마록,콘클라베",,,,,,일러스트,"Bunnysaurus_20, gingerbread_csi, AppleRaccoondog, glasses_HHT",https://dongne.co/events/df2504/circles/141813,제29회 디. 페스타,Day1
근친의 전당,"레몽, 자렌",,,,,2sp,내가 키운 S급들,괴담에 떨어져도 출근을 해야 하는구나,,한유현 한유진,한유현X한유진,"로맨틱,섹슈얼",,"만화,소설",,https://dongne.co/events/df2504/circles/140662,제29회 디. 페스타,Day1
덕떼기 시장,"닭, 브로콜리나마저",,,,,2sp,"괴담출근,진격의 거인","슬램덩크,스타레일,바이오하자드,닌타마",,,,,,기타,her2_up,https://dongne.co/events/df2504/circles/142377,제29회 디. 페스타,Day1
무리한 덕질,무리,,,,,2sp,데못죽,,,신재현,신재현X류건우,"로맨틱,섹슈얼",,소설,M_u_L_i_Y_a,https://dongne.co/events/df2504/circles/141491,제29회 디. 페스타,Day1
미나코 부스,미나코,,,,,1sp,가비지타임,,,"기상호,박병찬,성준수,전영중,최종수",정영중X성준수,해당없음,"상뱅,종상","일러스트,기타",clover_1444,https://dongne.co/events/df2504/circles/142852,제29회 디. 페스타,Day1
