부스명,대표자,위치,위치(열),위치(번호),반부스,부스,대표 작품(원작),그 외 다루는 작품,쁘띠존,캐릭터,커플링,커플링 성향,그 외 커플링,매체,트위터,링크,행사명,개최일
흙 속의 인디고,인디고,G-24a,G,24,a,1sp,,,,,,,,공예,digogo5220,https://dongne.co/events/df2604/circles/161914,제33회 디. 페스타(토),Day1
왜 저와 타치바나 선배가 사귀고 있는건가요? '그랬으면 좋겠어서' ,샤웅,B-08b,B,08,b,1sp,닌타마,,"닌타마 쁘띠존 : 인술학원 혜성제 ""입학시험의 단!""","센조,아야베",,,,만화,siaung_,https://dongne.co/events/df2604/circles/163400,제33회 디. 페스타(토),Day1
난 형이고 넌 동생이야,구이,U-07a,U,07,a,1sp,허잇차! 세자님,,,"석대암,교주천",,"로맨틱,섹슈얼,로맨틱",,소설,fermack0_0,https://dongne.co/events/df2604/circles/163188,제33회 디. 페스타(토),Day1
이 부스가 세상에 나올쯤에 휴재일 줄 몰랐지..,삿,S-13a,S,13,a,1sp,괴담출근,,,최요원/J3,최 요원X김 솔음,"로맨틱,해당없음",,소설,SSO_YYO,https://dongne.co/events/df2604/circles/163943,제33회 디. 페스타(토),Day1
팀 쓰레기통,먕이,K-03b,K,03,b,1sp,프리파라,"도검난무,집이없어,술탄의게임,1차 오리지널",,,,,,,myangpic,https://dongne.co/events/df2604/circles/162056,제33회 디. 페스타(토),Day1
아 가보자고~~~,피터,P-20,P,20,,2sp,"괴담출근,언데드 언럭,퇴마록",,,"김솔음,최요원",,해당없음,"서백옥x장호법, 김솔음x최요원, 앤디x후코","만화,기타",,https://dongne.co/events/df2604/circles/161694,제33회 디. 페스타(토),Day1
이 거지같은 섬에 두번이나 떨어지다니,진짜체리,J-17,J,17,,2sp,오오에,"슬로우 데미지,패밀리레스토랑 가자!,니트로키랄,니트로 키랄 (BL),키랄게임,오오에 키랄,패밀리레스토랑가자!,패밀리 레스토랑 가자,파미레스,파미레스가자,패밀리레스토랑에가자,패밀리레스토랑가자.,패밀리레스토랑 가자,패밀리 레스토랑 가자.,가라오케가자/파미레스가자",,"오오사키,시즈마,아키라,코노에,요우지,아오바,쿄지,사토미",오오사키X시즈마,"로맨틱,로맨틱",쿄사토,"일러스트,소설",zerrrrrr8,https://dongne.co/events/df2604/circles/162206,제33회 디. 페스타(토),Day1
"오, 레오",키우,R-22,R,22,,2sp,마차살,"문송안함,진혼기",,"레오나르드,아서",,,,"공예,사진",hwaljaJD,https://dongne.co/events/df2604/circles/161960,제33회 디. 페스타(토),Day1
와..야미야미,"무타바, 할부지",V-22,V,22,,2sp,가라오케 가자!,"패밀리레스토랑 가자!,여학교의 별",,쿄사토,쿄지X사토미,"로맨틱,섹슈얼",,"만화,일러스트",,https://dongne.co/events/df2604/circles/161684,제33회 디. 페스타(토),Day1
칻.친.부(캇뎈에 미친 부스),오비,F-02b,F,02,b,1sp,나의 히어로 아카데미아,,,,,로맨틱,,"만화,소설",HRAK_OVY,https://dongne.co/events/df2604/circles/162582,제33회 디. 페스타(토),Day1
미(소녀 파괴대제) 연(명) 시(뮬레이션),삐그덕,Z-22a,Z,22,a,1sp,트랜스포머,,트랜스포머 쁘띠존,메가트론,옵티머스 프라임X메가트론,해당없음,"스스메가, 탄메가, 디셉메가","소설,공예",trsfm_ysg,https://dongne.co/events/df2604/circles/164128,제33회 디. 페스타(토),Day1
ㅇㅇ,와앙,W-21,W,21,,2sp,,,,,,,,,,https://dongne.co/events/df2604/circles/161907,제33회 디. 페스타(토),Day1
괴담,흑당,N-18,N,18,,2sp,괴담에 떨어져도 출근은 해야하는 구나,.,,NCP 최요원 김솔음,,,,,hy830207,https://dongne.co/events/df2604/circles/162356,제33회 디. 페스타(토),Day1
구름,구름,L-04,L,04,,2sp,괴수8호,,,,,,,,,https://dongne.co/events/df2604/circles/162106,제33회 디. 페스타(토),Day1
녹체,녹체,N-12a,N,12,a,1sp,괴담출근,전지적독자시점,,,,,,,,https://dongne.co/events/df2604/circles/163651,제33회 디. 페스타(토),Day1
대파,태서,J-03,J,03,,2sp,,,,,,,,,seo123te,https://dongne.co/events/df2604/circles/162352,제33회 디. 페스타(토),Day1
멈지,무기,L-17a,L,17,a,1sp,진격거,히로아카,,,,,,,xustzz1,https://dongne.co/events/df2604/circles/163818,제33회 디. 페스타(토),Day1
밍밍,삼밍,X-15a,X,15,a,1sp,플레이브 헌터헌터,팬텀버스터즈 히로아카,,플레이브,,,,,_catcollecter,https://dongne.co/events/df2604/circles/163296,제33회 디. 페스타(토),Day1
박실,몰랑,Q-21a,Q,21,a,1sp,데뷔 못하면 죽는 병 걸림,,,박문대,,,,,5OvOg,https://dongne.co/events/df2604/circles/163304,제33회 디. 페스타(토),Day1
배놀,리다,L-18b,L,18,b,1sp,원피스,미정,,밀짚모자 해적단 외 해적 등등,루피X상디,로맨틱,,만화,lukkikki,https://dongne.co/events/df2604/circles/163228,제33회 디. 페스타(토),Day1
복실,몰랑,Q-21b,Q,21,b,1sp,데못죽,,,,,,,일러스트,5OvOg,https://dongne.co/events/df2604/circles/163003,제33회 디. 페스타(토),Day1
소록,소록,I-05b,I,05,b,1sp,,,,,,,,,sorok_atelier,https://dongne.co/events/df2604/circles/161949,제33회 디. 페스타(토),Day1
얌얌,10,C-01a,C,01,a,1sp,,,,,,,,,,https://dongne.co/events/df2604/circles/162894,제33회 디. 페스타(토),Day1
예비,예비,"W-03, W-04",W,03,,4sp,,,,,,,,,,https://dongne.co/events/df2604/circles/164203,제33회 디. 페스타(토),Day1
왼뜨,왼뜨,P-19,P,19,,2sp,괴담출근,이세계 착각 헌터(이착헌),,김솔음,,,,"일러스트,공예",jd_closet,https://dongne.co/events/df2604/circles/163923,제33회 디. 페스타(토),Day1
으악,이창수,W-22a,W,22,a,1sp,,,,,,,,,,https://dongne.co/events/df2604/circles/162773,제33회 디. 페스타(토),Day1
이리,이리,N-10,N,10,,2sp,괴담에 떨어져도 출근을 해야 하는구나,,,올캐러,,,,소설,iri0012draw,https://dongne.co/events/df2604/circles/163892,제33회 디. 페스타(토),Day1
저요,머렝,W-23a,W,23,a,1sp,,,,,,,,,,https://dongne.co/events/df2604/circles/162542,제33회 디. 페스타(토),Day1
차마,고도,C-12a,C,12,a,1sp,"Fate/Grand order,인사반파자구계통",,,"낙빙하 심청추,낙빙하",낙빙하X심청추,"로맨틱,섹슈얼,로맨틱",,,En_A_Godot,https://dongne.co/events/df2604/circles/163200,제33회 디. 페스타(토),Day1
도전~~~!!!!,럭,X-11,X,11,,2sp,프로젝트 세카이,괴담출근,,올캐러,,해당없음,,일러스트,fuj00t4ku,https://dongne.co/events/df2604/circles/161921,제33회 디. 페스타(토),Day1
출소 후 유일한 낙,해왕성인,A-19,A,19,,2sp,닌타마 란타로,"포켓몬스터,괴수8호,역전재판","닌타마 쁘띠존 : 인술학원 혜성제 ""입학시험의 단!""",,,,,일러스트,neptuneblue_01,https://dongne.co/events/df2604/circles/163614,제33회 디. 페스타(토),Day1
개가 왜 머리로 종을 쳐?,꽁치,B-15,B,15,,2sp,닌타마 란타로,,"닌타마 쁘띠존 : 인술학원 혜성제 ""입학시험의 단!""",,,해당없음,,"만화,일러스트,기타",kkongchi_249,https://dongne.co/events/df2604/circles/164235,제33회 디. 페스타(토),Day1
동실 간 친밀감 형성과 관계 발전 과정에 관한 연구,내일,A-18,A,18,,2sp,닌타마 란타로,,"닌타마 쁘띠존 : 인술학원 혜성제 ""입학시험의 단!""","케마 토메사부로,젠포우지 이사쿠",케마 토메사부로X젠포우지 이사쿠,로맨틱,,만화,nail__today,https://dongne.co/events/df2604/circles/163478,제33회 디. 페스타(토),Day1
검은 새벽,김래곤,G-14,G,14,,2sp,,,,,,,,,,https://dongne.co/events/df2604/circles/162126,제33회 디. 페스타(토),Day1
과즙 팡팡,쥬스,K-20a,K,20,a,1sp,미라큘러스: 레이디버그와 블랙캣,,,"레이디버그,마리네뜨,아드리앙,블랙캣",아드리앙X마리네뜨,로맨틱,,만화,juice_hobby,https://dongne.co/events/df2604/circles/161827,제33회 디. 페스타(토),Day1
구멍 가게,사약,L-09,L,09,,2sp,원피스,"포켓몬스터,동물의 숲",,,,"로맨틱,섹슈얼",,,sayakdrinking,https://dongne.co/events/df2604/circles/162208,제33회 디. 페스타(토),Day1
되면 한다,"철판야끼, 밀몽, 소리",J-12,J,12,,2sp,명탐정 코난,헌터헌터,,,,,,"만화,일러스트,소설","tsukkigakirei0, milm0ng, im50ri",https://dongne.co/events/df2604/circles/163195,제33회 디. 페스타(토),Day1
히쥐 타임,먼쥐,G-12,G,12,,2sp,마법소녀 마도카☆마기카,우마무스메,,,,,,,meonGEE_G,https://dongne.co/events/df2604/circles/162123,제33회 디. 페스타(토),Day1
못또 유희 ,카드긁개,M-20,M,20,,2sp,유희왕,,야미진 쁘띠존 < 강한 마음 x 다정한 마음 >,,어둠의 유우기X무토 유우기,로맨틱,,"만화,일러스트",,https://dongne.co/events/df2604/circles/161820,제33회 디. 페스타(토),Day1
괴담 연구 동맹,일기,N-14,N,14,,2sp,괴담에 떨어져도 출근을 해야 하는구나,슬램덩크,,"김솔음,브라운,최요원,류재관",,,,"일러스트,공예",ilgi_story,https://dongne.co/events/df2604/circles/163535,제33회 디. 페스타(토),Day1
상자 속의 상자,Lidaniel,I-23a,I,23,a,1sp,,,,,,,,공예,wtsrwm_lide,https://dongne.co/events/df2604/circles/164161,제33회 디. 페스타(토),Day1
고생 끝에 낙잇 온다,히유,F-22,F,22,,2sp,블루록,없음,나기이사 쁘띠존,,,로맨틱,없음,일러스트,hiiu_hiiu,https://dongne.co/events/df2604/circles/163380,제33회 디. 페스타(토),Day1
회색 토끼 엄청 귀여울 것 같지 않아?,ES,F-19,F,19,,2sp,블루록,,나기이사 쁘띠존,"나기 세이시로,이사기 요이치",나기 세이시로X이사기 요이치,,,"만화,소설,기타",etern4lS_56,https://dongne.co/events/df2604/circles/161615,제33회 디. 페스타(토),Day1
이거 사면 인기 폭발한다.,우스,V-23,V,23,,2sp,가라오케 가자,"패밀리레스토랑 가자,여학교의 별",,"쿄지,사토미",쿄지X사토미,"섹슈얼,로맨틱",고바호시,일러스트,Mevius_or,https://dongne.co/events/df2604/circles/163469,제33회 디. 페스타(토),Day1
다시 만난 친구들,몽몽이,C-23b,C,23,b,1sp,디지몬,ᆞ,,테일,,,,기타,,https://dongne.co/events/df2604/circles/163339,제33회 디. 페스타(토),Day1
볕이 드는 언덕길,쿠렌,E-07,E,07,,2sp,가치아쿠타,"괴담출근,은혼,고전만화,윈브레",,,,,,,,https://dongne.co/events/df2604/circles/162733,제33회 디. 페스타(토),Day1
손목 핏줄 탐방기,SUNDANCE,T-13,T,13,,2sp,,,,,,,,,,https://dongne.co/events/df2604/circles/162337,제33회 디. 페스타(토),Day1
악당 앤나 히어로,"게사, 이장",L-13,L,13,,2sp,"블리치,니지산지",,,"디티카,히바치 마나",아바라이 렌지X쿠치키 루키아,"로맨틱,섹슈얼",,"만화,일러스트","DH_Ge4, 2z4444ng",https://dongne.co/events/df2604/circles/163690,제33회 디. 페스타(토),Day1
임시 닌자 대기소,갱,A-14b,A,14,b,1sp,닌타마,,"닌타마 쁘띠존 : 인술학원 혜성제 ""입학시험의 단!""","젠포우지 이사쿠,산탄다 카즈마,이나데라 란타로",케마 토메사부로X젠포우지 이사쿠,로맨틱,"토나카즈, 로지사콘, 키리란, 헤이후시","만화,기타",wb_gam,https://dongne.co/events/df2604/circles/162813,제33회 디. 페스타(토),Day1
평냉 같은 사람이 되자,이안,Y-06,Y,06,,2sp,"무기미도,둥굴레차!,거침없이 하이킥!",,,"조야,주은찬,서민정",,,,"만화,일러스트",,https://dongne.co/events/df2604/circles/164228,제33회 디. 페스타(토),Day1
착한 아이 츄러스 하나 더 준다,jz,Q-12,Q,12,,2sp,괴담에 떨어져도 출근을 해야 하는구나,데뷔 못 하면 죽는 병 걸림,,올캐릭터,,,,일러스트,,https://dongne.co/events/df2604/circles/161876,제33회 디. 페스타(토),Day1
동인 네가 안하면 누가하리,몽디,D-18,D,18,,2sp,드래곤볼,,,피콜로,,,,"만화,공예",dandan_mong,https://dongne.co/events/df2604/circles/163165,제33회 디. 페스타(토),Day1
최와 솔의 행방불명,ㄹㅇ,S-09b,S,09,b,1sp,괴담에 떨어져도 출근을 해야 하는구나,,,"최 요원,김솔음,류재관",최 요원X김솔음,"로맨틱,섹슈얼",재관솔음,"소설,기타",,https://dongne.co/events/df2604/circles/161731,제33회 디. 페스타(토),Day1
회지 창작 서바이벌,장이선,"J-10, J-11",J,10,,4sp,,,,,,,,,"sun__2g, webnovel_haeun, my_ego2",https://dongne.co/events/df2604/circles/163790,제33회 디. 페스타(토),Day1
나의 동인 아카데미아,갈매,E-04a,E,04,a,1sp,,,,,,,,,1234554321aaa_,https://dongne.co/events/df2604/circles/162555,제33회 디. 페스타(토),Day1
사실 나도 인술학원에 가본 적이 없어,두부많이먹음이,A-03a,A,03,a,1sp,닌자보이 란타로,,"닌타마 쁘띠존 : 인술학원 혜성제 ""입학시험의 단!""","케마 토메사부로,시오에 몬지로,오하마 칸에몽,하치야 사부로",,,,만화,imeog_i55009,https://dongne.co/events/df2604/circles/163862,제33회 디. 페스타(토),Day1
공방 프리즘,리즈,Q-18a,Q,18,a,1sp,"괴담에 떨어져도 출근을 해야 하는구나,블랙배저","파이널판타지14,플레이브",,,,,,공예,,https://dongne.co/events/df2604/circles/162943,제33회 디. 페스타(토),Day1
괴담 비빔밥,고고미,"O-02, O-03",O,02,,4sp,괴담에 떨어져도 출근을 해야 하는구나,,,,,,,"만화,일러스트,소설,기타",gogomi_99,https://dongne.co/events/df2604/circles/164103,제33회 디. 페스타(토),Day1
꿈의 레시피,랴,H-10,H,10,,2sp,,,,,,,,일러스트,Lia___S2,https://dongne.co/events/df2604/circles/162791,제33회 디. 페스타(토),Day1
되면 해낸다,먁먁,V-17,V,17,,2sp,앙스타,프세카,,,,,,,jjangtora,https://dongne.co/events/df2604/circles/162867,제33회 디. 페스타(토),Day1
멍멍 안경샵,지아,H-02,H,02,,2sp,,,,,,,,"일러스트,공예,조형",Lnaglas,https://dongne.co/events/df2604/circles/163859,제33회 디. 페스타(토),Day1
몽솜 잡화점,몽솜,H-05a,H,05,a,1sp,,,,,,,,,mongle_softly,https://dongne.co/events/df2604/circles/162663,제33회 디. 페스타(토),Day1
친구 팔아요,핫,O-13a,O,13,a,1sp,괴담에 떨어져도 출근을 해야 하는구나,,,,김솔음X브라운,,,,gkxlsla,https://dongne.co/events/df2604/circles/163930,제33회 디. 페스타(토),Day1
나는 학교가 좋아,연쇄감자마,T-19b,T,19,b,1sp,좀비고등학교,"DC,니지산지",,,,,,,,https://dongne.co/events/df2604/circles/162994,제33회 디. 페스타(토),Day1
피는 물보다 달다,ura,C-01b,C,01,b,1sp,,나루토,,,우치하 이타치X우치하 사스케,"섹슈얼,로맨틱,로맨틱",사소데이,일러스트,_urara0408,https://dongne.co/events/df2604/circles/162991,제33회 디. 페스타(토),Day1
현생 미루고 덕질,삼세,"O-01, O-24",O,01,,4sp,괴담에 떨어져도 출근을 해야 하는구나,가비지타임,,"김솔음,전영중,성준수",,로맨틱,,"만화,일러스트",3M43T_,https://dongne.co/events/df2604/circles/163347,제33회 디. 페스타(토),Day1
출근 못하면 죽는 병 걸림,청리,R-15b,R,15,b,1sp,괴출,데못죽,,"청려,박문대,김솔음,최 요원,이성해,J3,백사헌",최 요원X김솔음,로맨틱,,소설,pa820mm,https://dongne.co/events/df2604/circles/163616,제33회 디. 페스타(토),Day1
잡덕 디스크 조각 모음,"선우, 메이",V-07,V,07,,2sp,"앙상블 스타즈,슬램덩크",,,"히비키 와타루,텐쇼인 에이치,윤대협,서태웅,센도 아키라,루카와 카에데",,"로맨틱,섹슈얼","와타에이, 센루, 대협태웅","소설,일러스트",,https://dongne.co/events/df2604/circles/161702,제33회 디. 페스타(토),Day1
뭐가 나올지 아무도 모르는 부스,@17171771_U,C-19b,C,19,b,1sp,지운대,"프야생,다이에이",,,,,,,17171771_U,https://dongne.co/events/df2604/circles/161982,제33회 디. 페스타(토),Day1
걷는 제트기 생태연구,뺌!,Y-18a,Y,18,a,1sp,트랜스포머,,트랜스포머 쁘띠존,,,,,,constellar_owl,https://dongne.co/events/df2604/circles/162328,제33회 디. 페스타(토),Day1
변신 그리고 발간이다!,치떡,Z-07,Z,07,,2sp,트랜스포머,,트랜스포머 쁘띠존,"오라이온 팩스,디-16,옵티머스 프라임,메가트론,범블비 등",메가트론X옵티머스 프라임,로맨틱,,만화,toothpaste_qwq,https://dongne.co/events/df2604/circles/164119,제33회 디. 페스타(토),Day1
돼지 강아지 입양하세요,셋삼사,F-05b,F,05,b,1sp,블루록,,,,,해당없음,,기타,3set34,https://dongne.co/events/df2604/circles/163917,제33회 디. 페스타(토),Day1
역시 농구를 긴긴해야지,"악개,그됐,1D8M",C-17,C,17,,2sp,블랙배저,"가비지 타임,닌타마",,힐데베르트,성준수X기상호,로맨틱,힐데아미,만화,,https://dongne.co/events/df2604/circles/163318,제33회 디. 페스타(토),Day1
저희 끝나고 라이브뷰잉 보러가요,미트,F-15b,F,15,b,1sp,"윈드브레이커,윈브레,windbreaker",,,우메미야 하지메,,해당없음,,"일러스트,만화",,https://dongne.co/events/df2604/circles/162166,제33회 디. 페스타(토),Day1
봄봄 스튜디오,아사,Q-16,Q,16,,2sp,괴담출근,에이스테,,,,,,,,https://dongne.co/events/df2604/circles/163393,제33회 디. 페스타(토),Day1
카페 리베르타,효자손,U-03b,U,03,b,1sp,동경과 거짓말,,,"비올라 알피나,에델바이스 밀런",비올라 알피나X에델바이스 밀런,로맨틱,,"만화,일러스트",hyojasonquqi,https://dongne.co/events/df2604/circles/163804,제33회 디. 페스타(토),Day1
한국 금거래소,didi,V-14b,V,14,b,1sp,우마무스메,,,오리지널,,,,일러스트,whaqlrPWjd,https://dongne.co/events/df2604/circles/161680,제33회 디. 페스타(토),Day1
내가 사랑했던 모든 남자들에게,시환,T-08,T,08,,2sp,빛과밤의사랑,오버워치,빛과 밤의 사랑 쁘띠존 「휘명시디자이너연합회」,,,로맨틱,"주은태여주(은여/은태여주), 겐멜(겐르시)",소설,,https://dongne.co/events/df2604/circles/161871,제33회 디. 페스타(토),Day1
단지 친구라는 이유로 같부스함,뷰온,D-01,D,01,,2sp,슬램덩크,프로젝트세카이,,"송태섭,정대만,카미시로 루이,KAITO",송태섭X정대만,로맨틱,카미시로 루이×KAITO,소설,burung_nya,https://dongne.co/events/df2604/circles/161933,제33회 디. 페스타(토),Day1
우리 부스에는 자물쇠가 없으니까,"세레나데, 짖",W-11,W,11,,2sp,스타레일,,,"파이논,마이데이",파이논X마이데이,로맨틱,,소설,"Sun_ri3e, 02_zitu",https://dongne.co/events/df2604/circles/163702,제33회 디. 페스타(토),Day1
내가 좋아하는 나오야가 토우지를 좋아한다,한악,F-08a,F,08,a,1sp,주술회전 윈브레,,,,,,,,,https://dongne.co/events/df2604/circles/163344,제33회 디. 페스타(토),Day1
집에 보내주세요,chal,P-06a,P,06,a,1sp,괴담에 떨어져도 출근을 해야하는 구나,회색도시 2,,,,,,일러스트,cha11att3,https://dongne.co/events/df2604/circles/164196,제33회 디. 페스타(토),Day1
い반 긴급임무의 단! 그리고 어디선가 온 탐정사무소,밤식,B-22a,B,22,a,1sp,닌자보이 란타로,명일방주,"닌타마 쁘띠존 : 인술학원 혜성제 ""입학시험의 단!""","타치바나 센조,시오에 몬지로",타치바나 센조X시오에 몬지로,로맨틱,,만화,bamsikE,https://dongne.co/events/df2604/circles/164237,제33회 디. 페스타(토),Day1
형은 세계최고로 다정하다,낭비,E-22,E,22,,2sp,블루록,,,이토시 린,이토시 사에X이토시 린,로맨틱,,"일러스트,만화,공예",nangbi77,https://dongne.co/events/df2604/circles/163449,제33회 디. 페스타(토),Day1
원래 디셉티콘은 오토봇을 탐해,개,Y-12b,Y,12,b,1sp,트랜스포머,,트랜스포머 쁘띠존,"메가트론,옵티머스,사운드 웨이브,핫로드",,해당없음,사웨로디,"만화,일러스트,기타",S7_dognyam,https://dongne.co/events/df2604/circles/164184,제33회 디. 페스타(토),Day1
상태:미소녀중독,멜트,E-17a,E,17,a,1sp,캐릭캐릭체인지,"오란고교,흑집사,꿈빛파티시엘,쵸비츠,디지캐럿,하츠네미쿠,비스크돌",,,,,,,"lovemeltclub, guri__ming",https://dongne.co/events/df2604/circles/163368,제33회 디. 페스타(토),Day1
상태:미소년중독,딱콩,E-17b,E,17,b,1sp,테일즈런너,,,,,,,,hororob_,https://dongne.co/events/df2604/circles/163360,제33회 디. 페스타(토),Day1
분노! 우울··· 배신감!!,패트와매트,O-21b,O,21,b,1sp,괴담출근,"괴담출근,은혼,데못죽,디지캐럿",,,,,,"일러스트,기타",gigigoeg,https://dongne.co/events/df2604/circles/161639,제33회 디. 페스타(토),Day1
급구! 지엔디아 구할 모험가 모집,0월,U-12,U,12,,2sp,라테일,도쿄에일리언즈,,,,,,"소설,만화",hyw_luna,https://dongne.co/events/df2604/circles/164097,제33회 디. 페스타(토),Day1
여기. 내자리. 공명. 곤란,식물지기,K-05b,K,05,b,1sp,트라이건,,,밧슈 더 스탬피드,밀리온즈 나이브스X밧슈 더 스탬피드,"로맨틱,섹슈얼",,만화,_plantlover,https://dongne.co/events/df2604/circles/162143,제33회 디. 페스타(토),Day1
같죽모,이르,Y-23,Y,23,,2sp,블루록,"아이돌타임 프리파라,포켓몬스터,파이널판타지14,봇치더록",,,,,,"만화,일러스트,소설",ileu2414,https://dongne.co/events/df2604/circles/163390,제33회 디. 페스타(토),Day1
결혼해,흰,F-06,F,06,,2sp,블루록,괴담출근,나기이사 쁘띠존,"나기,이사기",나기 세이시로X이사기 요이치,로맨틱,"제이솔음, 제솔, 요원솔음, 최솔",만화,Huin_love,https://dongne.co/events/df2604/circles/161830,제33회 디. 페스타(토),Day1
까막북,유진,J-19,J,19,,2sp,,,,,,,,,_pauluu,https://dongne.co/events/df2604/circles/161543,제33회 디. 페스타(토),Day1
꽈당큐,꼬포리,W-07,W,07,,2sp,원신,스타레일,,벤티,,"섹슈얼,로맨틱",,"일러스트,만화",koboli03,https://dongne.co/events/df2604/circles/162429,제33회 디. 페스타(토),Day1
냐냐냐,햄,E-19b,E,19,b,1sp,블루록,,,,,해당없음,,기타,haemu100,https://dongne.co/events/df2604/circles/163965,제33회 디. 페스타(토),Day1
닭강정,입이 강정,R-21a,R,21,a,1sp,너희들은 변호됐다,괴담출근,,,강민재X차주한,,,,Wonsaeng_e,https://dongne.co/events/df2604/circles/163135,제33회 디. 페스타(토),Day1
당덕기,재노,U-09,U,09,,2sp,"파이널판타지14,리버스1999","TRPG(COC),1차 수공예,괴담출근",,,,,,"일러스트,공예,소설",dangdeoggi22403,https://dongne.co/events/df2604/circles/162450,제33회 디. 페스타(토),Day1
도원정,선도,S-21b,S,21,b,1sp,진혼기,화산귀환,,"자하,설영",자하X설영,로맨틱,,"만화,일러스트,소설",seondo1309,https://dongne.co/events/df2604/circles/161967,제33회 디. 페스타(토),Day1
듀듀듀,나격,"P-12, P-13",P,12,,4sp,괴담에 떨어져도 출근을 해야하는구나,"이세계 착각 헌터,전지적 독자 시점,화산귀환",,,,,,,fallin_nagyuk,https://dongne.co/events/df2604/circles/162799,제33회 디. 페스타(토),Day1
또롱별,이데아,J-24,J,24,,2sp,,,,,,,,,ideatami,https://dongne.co/events/df2604/circles/161484,제33회 디. 페스타(토),Day1
루카반,똘,T-16b,T,16,b,1sp,도키걸즈,없음,,사쿠라이루카,사쿠라이루카X밤비,해당없음,,만화,albertobalssam,https://dongne.co/events/df2604/circles/163333,제33회 디. 페스타(토),Day1
