부스명,대표자,위치,위치(열),위치(번호),반부스,부스,대표 작품(원작),그 외 다루는 작품,쁘띠존,캐릭터,커플링,커플링 성향,그 외 커플링,매체,트위터,링크,행사명,개최일
듀듀듀?뱌뱌뱌?,소다비,A-03,A,03,,2sp,"수공예,레진공예,뜨개소품,탑로더",,,,,,,,@sodabubbly_,https://dongne.co/events/df2610/circles/172133,제35회 디. 페스타(토),Day1
레이와/헤이세이/쇼와 돗치노 쇼타가스키,삥빵쭝,J-06,J,06,,2sp,비바렌,"도쿄바빌론,엑스,오오에",,,,로맨틱,"타이스바,오오히노,카무스바","만화,일러스트",@riu_zz00,https://dongne.co/events/df2610/circles/172573,제35회 디. 페스타(토),Day1
원나블(옵),김덕배,C-17,C,17,,2sp,오버워치,"원피스,나루토,블리치",,,,,,"만화,기타,공예","@yong_fal1863, @muhan012",https://dongne.co/events/df2610/circles/171967,제35회 디. 페스타(토),Day1
시엘로&마레,akisage,C-06a,C,06,a,1sp,,,,,,,,,,https://dongne.co/events/df2610/circles/171753,제35회 디. 페스타(토),Day1
아이돌&마스터,유타페,A-24,A,24,,2sp,데뷔 못 하면 죽는 병 걸림,,,,,,,,,https://dongne.co/events/df2610/circles/171425,제35회 디. 페스타(토),Day1
가보자고,갸옹,O-17,O,17,,2sp,괴담에 떨어져도 출근을 해야 하는구나,,,김솔음,최요원X김솔음,"로맨틱,섹슈얼",사헌솔음,"만화,일러스트",masitdaghost_77,https://dongne.co/events/df2610/circles/171871,제35회 디. 페스타(토),Day1
각자닌생,찵밥,F-11,F,11,,2sp,닌자보이 란타로,,,"사이토 타카마루,나나마츠 코헤이타,나카자이케 쵸지",코우사카 진나이자에몬X잣토 콘나몬,로맨틱,,만화,,https://dongne.co/events/df2610/circles/172271,제35회 디. 페스타(토),Day1
감자깎이,티,C-20b,C,20,b,1sp,사우스파크,,,크릭,,로맨틱,,,zmflrtea,https://dongne.co/events/df2610/circles/171654,제35회 디. 페스타(토),Day1
고게랜드,"오탑, 라라",E-20,E,20,,2sp,주술회전,,,"고죠 사토루,게토 스구루",고죠 사토루X게토 스구루,로맨틱,,"만화,일러스트","@otav_572, @goge_lara572",https://dongne.co/events/df2610/circles/171728,제35회 디. 페스타(토),Day1
곰돌실업,곰돌실업 뜨개사업부,A-05b,A,05,b,1sp,,,,,,,,공예,GDSU_Crochet,https://dongne.co/events/df2610/circles/171915,제35회 디. 페스타(토),Day1
관찰일기,정원,D-27a,D,27,a,1sp,,,,,,,,,,https://dongne.co/events/df2610/circles/171380,제35회 디. 페스타(토),Day1
괴담쏭쏭,쏭쏭,P-27,P,27,,2sp,괴담에 떨어져도 출근을 해야 하는구나,,,김솔음,,,,,@ssongmanga,https://dongne.co/events/df2610/circles/172073,제35회 디. 페스타(토),Day1
괴담회지,오이리,Q-12a,Q,12,a,1sp,괴담에 떨어져도 출근을 해야 하는구나,,,"최 요원,김솔음",,"로맨틱,섹슈얼",,소설,@Oiri_0706,https://dongne.co/events/df2610/circles/171578,제35회 디. 페스타(토),Day1
괴출트립,코노,Q-16a,Q,16,a,1sp,괴담에 떨어져도 출근을 해야 하는구나,18TRIP,괴담출근 쁘띠존 : 룩키마트에 어서오세요!,,,,,,,https://dongne.co/events/df2610/circles/173704,제35회 디. 페스타(토),Day1
구멍가게,유채,I-09,I,09,,2sp,블리치,,"블리치 쁘띠존 - 어서와라, 나의 블리치 쁘띠존에",쿠로사키 이치고,쿠로사키 이치고X아이젠 소스케,해당없음,기타 등등..,"기타,공예,일러스트",@xxipoer,https://dongne.co/events/df2610/circles/172833,제35회 디. 페스타(토),Day1
구몽가게,구모,U-24,U,24,,2sp,"가비지타임,마비노기 모바일,러브앤딥스페이스",,,,,,,,gumoarchive,https://dongne.co/events/df2610/circles/171712,제35회 디. 페스타(토),Day1
꾸메드림,지벨,V-07a,V,07,a,1sp,만달로리안(스타워즈),,,,,,,소설,@04070303,https://dongne.co/events/df2610/circles/171388,제35회 디. 페스타(토),Day1
남녀국밥,밥,V-30b,V,30,b,1sp,,,,,,,,"소설,기타",,https://dongne.co/events/df2610/circles/172495,제35회 디. 페스타(토),Day1
네가그려,현,O-13,O,13,,2sp,괴담에 떨어져도 출근을 해야 하는구나,"가비지타임,메달리스트,제5인격,프로젝트 세카이 컬러풀 스테이지! feat.하츠네 미쿠,앙상블 스타즈,명일방주,할로우나이트,네가죽어,이런 영웅은 싫어,던전밥,사이키 쿠스오의 재난",,"김솔음,최 요원,류재관",최요원X김솔음,"로맨틱,섹슈얼",류재관X김솔음 ,일러스트,,https://dongne.co/events/df2610/circles/173358,제35회 디. 페스타(토),Day1
네코마마,레이카,"R-30, R-31",R,30,,4sp,"괴담에 떨어져도 출근을 해야 하는구나,괴담출근(괴출),괴담출근 데못죽","데뷔 못 하면 죽는 병 걸림,데못죽",,,,,,,@rayca01 @makisi17 @sye51244kk,https://dongne.co/events/df2610/circles/171394,제35회 디. 페스타(토),Day1
당당마켓,지지,B-15,B,15,,2sp,"헌터×헌터,봇치더락","케이온,밴드물,마작물(아카기)",,헌터헌터 봇치더락,,,,,,https://dongne.co/events/df2610/circles/172556,제35회 디. 페스타(토),Day1
댄싱래빗,댄싱래빗,B-32,B,32,,2sp,,,,,,,,공예,,https://dongne.co/events/df2610/circles/171794,제35회 디. 페스타(토),Day1
동인실직,스칼,M-21,M,21,,2sp,프로젝트 세카이 컬러풀 스테이지! feat.하츠네 미쿠,"악마에 입문했습니다! 이루마군,마계학교 이루마군",,,카미시로 루이X텐마 츠카사,"로맨틱,섹슈얼",,,,https://dongne.co/events/df2610/circles/171452,제35회 디. 페스타(토),Day1
동코퇴근,소동,R-33,R,33,,2sp,괴담에 떨어져도 출근을 해야 하는구나,,,김솔음,,,,,@ppang0_z,https://dongne.co/events/df2610/circles/172201,제35회 디. 페스타(토),Day1
뒹굴뒹굴,돕돕돕,C-10,C,10,,2sp,던전밥,슈퍼맨,,,,,,,,https://dongne.co/events/df2610/circles/171432,제35회 디. 페스타(토),Day1
러브앤문,러브앤문,B-05,B,05,,2sp,"인형,인형옷",,,,,,,공예,,https://dongne.co/events/df2610/circles/171943,제35회 디. 페스타(토),Day1
레위네집,레위,F-04b,F,04,b,1sp,주술회전,1차 창작,,쵸소이타,쵸소우X이타도리 유지,로맨틱,,일러스트,@rewee_90 ,https://dongne.co/events/df2610/circles/172390,제35회 디. 페스타(토),Day1
루팡탑꾸,루팡탑꾸,C-28,C,28,,2sp,"탑꾸,헤도레","탑꾸,레이스탑꾸,크리스마스탑꾸,할로윈탑꾸,헤도레,수공예품,수공예",,,,,,,,https://dongne.co/events/df2610/circles/173229,제35회 디. 페스타(토),Day1
리무리무,리무무,V-32,V,32,,2sp,,,,,,,,,,https://dongne.co/events/df2610/circles/171518,제35회 디. 페스타(토),Day1
마요공방,Roro,B-27,B,27,,2sp,,,,,,,,,,https://dongne.co/events/df2610/circles/172075,제35회 디. 페스타(토),Day1
메이드집,"망쿠,듀",O-22,O,22,,2sp,괴담에 떨어져도 출근을 해야 하는구나,주술회전,,"고죠 사토루,게토 스구루,최 요원,김솔음",최 요원X김솔음,로맨틱,고죠 사토루x게토 스구루,"만화,소설",@mangtaku96 / MP572d,https://dongne.co/events/df2610/circles/171744,제35회 디. 페스타(토),Day1
모몬가즈,모구토,O-21,O,21,,2sp,괴담에 떨어져도 출근을 해야 하는구나,내가 키운 S급들,,,,,현제유진,,,https://dongne.co/events/df2610/circles/171465,제35회 디. 페스타(토),Day1
모짜오리,모짜오리,O-27,O,27,,2sp,,"데뷔 못 하면 죽는 병 걸림,괴담에 떨어져도 출근을 해야 하는구나,가비지타임",,,,,,,,https://dongne.co/events/df2610/circles/171455,제35회 디. 페스타(토),Day1
문어구이,문어구이,R-32,R,32,,2sp,괴담에 떨어져도 출근을 해야 하는구나,"플레이브,데뷔 못 하면 죽는 병 걸림",,,,해당없음,"예준x노아(플레이브), 아현x문대(데못죽)","일러스트,기타",@boseukkamgo,https://dongne.co/events/df2610/circles/171711,제35회 디. 페스타(토),Day1
밀크만쥬,MILK,K-15,K,15,,2sp,명일방주,"우마무스메,괴담에 떨어져도 출근을 해야 하는구나,명조,시광대리인",,,,,,,YUU_LESS,https://dongne.co/events/df2610/circles/171614,제35회 디. 페스타(토),Day1
반죽가게,낮잠,A-25,A,25,,2sp,"도로헤도로,천막의 자두가르,쿠키런: 킹덤,고깔모자의 아틀리에",,,,,해당없음,,일러스트,,https://dongne.co/events/df2610/circles/172321,제35회 디. 페스타(토),Day1
백곰공방,백곰공방,A-28a,A,28,a,1sp,오리지널,붕괴: 스타레일,,,,,,공예,@polarbear_c_w,https://dongne.co/events/df2610/circles/171648,제35회 디. 페스타(토),Day1
벽돌공장,"X, 마렁",A-16,A,16,,2sp,은혼,,,,사카타 긴토키X히지카타 토시로,,,일러스트,"@despmorning, @maleong_",https://dongne.co/events/df2610/circles/173582,제35회 디. 페스타(토),Day1
별과들개,별들,I-15b,I,15,b,1sp,블리치,,"블리치 쁘띠존 - 어서와라, 나의 블리치 쁘띠존에",,아바라이 렌지X쿠치키 루키아,,,,,https://dongne.co/events/df2610/circles/172818,제35회 디. 페스타(토),Day1
복작복작,moraegorae,G-16,G,16,,2sp,명탐정 코난,나루토,,타카기 와타루. 사토 미와코,타카기 와타루X사토 미와코,,칸유. 카카이루. ,"소설,일러스트,공예",,https://dongne.co/events/df2610/circles/171684,제35회 디. 페스타(토),Day1
부스하자,오레오,F-06b,F,06,b,1sp,닌자보이 란타로,"페르소나 4,윈드브레이커,모브사이코100",,,,,,,,https://dongne.co/events/df2610/circles/172510,제35회 디. 페스타(토),Day1
쁘띠뽀짝,뽀짝쿵야,S-13,S,13,,2sp,"괴담에 떨어져도 출근을 해야 하는구나,케데헌,헌터×헌터,원피스","오란고교,달빛천사,이착헌,하이큐!!,플레이브,데못죽,전독시,코난,슬램덩크,쿠키런: 킹덤,최애의 아이,스파이패밀리,뮤지컬 프랑켄슈타인,화산귀환,내스급",,,,,,,,https://dongne.co/events/df2610/circles/171529,제35회 디. 페스타(토),Day1
산지직송,강원도감자,L-10b,L,10,b,1sp,명일방주,파판14,,,,,,,,https://dongne.co/events/df2610/circles/171429,제35회 디. 페스타(토),Day1
서부웨이,"꼬리,내포탑",C-16,C,16,,2sp,오버워치,,,"캐서디,디바",미즈키X키리코,"로맨틱,섹슈얼",논커플링,"만화,일러스트",,https://dongne.co/events/df2610/circles/173380,제35회 디. 페스타(토),Day1
솔티코브,솔솔이,D-28a,D,28,a,1sp,,,,,,,,,,https://dongne.co/events/df2610/circles/171957,제35회 디. 페스타(토),Day1
쓰레기통,세인,D-23a,D,23,a,1sp,,,,,,로맨틱,,만화,@myeonglyunjins4,https://dongne.co/events/df2610/circles/171920,제35회 디. 페스타(토),Day1
아빠부스,게사,I-16a,I,16,a,1sp,블리치,,"블리치 쁘띠존 - 어서와라, 나의 블리치 쁘띠존에",,아바라이 렌지X쿠치키 루키아,"로맨틱,섹슈얼",유그람 하쉬발트 X 버저드 블랙,"만화,일러스트",@DH_Ge4,https://dongne.co/events/df2610/circles/172473,제35회 디. 페스타(토),Day1
안경본점,가나쵸,T-18,T,18,,2sp,변호됨 너희들은 변호됐다,,,"강민재,차주한",강민재X차주한,,,,@_ghanacho,https://dongne.co/events/df2610/circles/171859,제35회 디. 페스타(토),Day1
애니워니,연꽁,R-15,R,15,,2sp,괴담에 떨어져도 출근을 해야 하는구나,"보컬로이드,82메이저,페르소나 시리즈,나루토",,,,,,일러스트,@juyxxn_11,https://dongne.co/events/df2610/circles/172123,제35회 디. 페스타(토),Day1
양갱창고,pong,D-30,D,30,,2sp,,,,,,,,,p0ng90ng,https://dongne.co/events/df2610/circles/173499,제35회 디. 페스타(토),Day1
엄마부스,현식,I-16b,I,16,b,1sp,블리치,,"블리치 쁘띠존 - 어서와라, 나의 블리치 쁘띠존에",,,로맨틱,,"일러스트,만화",@mine0ryours,https://dongne.co/events/df2610/circles/171857,제35회 디. 페스타(토),Day1
엔젤코어,햄이,D-15b,D,15,b,1sp,해즈빈호텔,"포켓몬스터,할로우나이트",,,,,,,,https://dongne.co/events/df2610/circles/171440,제35회 디. 페스타(토),Day1
오리연못,솔개,F-03,F,03,,2sp,,포켓몬스터,,,,,,"일러스트,공예",,https://dongne.co/events/df2610/circles/172459,제35회 디. 페스타(토),Day1
온도주의,열상,G-23a,G,23,a,1sp,닌자보이 란타로,,,잣토 콘나몬 젠포우지 이사쿠,잣토 콘나몬X젠포우지 이사쿠,로맨틱,아야센,소설,Thermogram_NR,https://dongne.co/events/df2610/circles/172679,제35회 디. 페스타(토),Day1
은민상점,은민,C-06b,C,06,b,1sp,,,,,,,,,em913em,https://dongne.co/events/df2610/circles/172046,제35회 디. 페스타(토),Day1
이것저것,럽피,Q-01a,Q,01,a,1sp,괴담에 떨어져도 출근을 해야 하는구나,"꿈빛파티시엘,보컬로이드,나루토,은혼,캐릭캐릭체인지",,,,,,,luvpyclub,https://dongne.co/events/df2610/circles/171456,제35회 디. 페스타(토),Day1
이도시로,"SIRO, 이도",G-29,G,29,,2sp,스파이패밀리,,스파패 쁘띠존 - MISSION: 오퍼레이션 <쁘띠존>을 완수하라 2,로이드 포저,,로맨틱,,"만화,일러스트","SIRO666b, @roido_0",https://dongne.co/events/df2610/circles/171752,제35회 디. 페스타(토),Day1
이럴수가,어쩌나,H-09,H,09,,2sp,원피스,은혼,,"트라팔가 로우,로시난테(코라손),오키타 소고,히지카타 토시로,카구라",트라팔가 로우X로시난테(코라손),,,,onezzona / ozzonna,https://dongne.co/events/df2610/circles/172504,제35회 디. 페스타(토),Day1
이모저모,라노,J-23,J,23,,2sp,"오오에, 어신키",,,오오사키 아리아케 곽한묵,오오사키X아리아케,"로맨틱,섹슈얼",,만화,i_nwing,https://dongne.co/events/df2610/circles/172218,제35회 디. 페스타(토),Day1
일단도전,Yl,S-30b,S,30,b,1sp,"전독시,블랙배저",,,김독자,,,,,MoonRackSeo,https://dongne.co/events/df2610/circles/171833,제35회 디. 페스타(토),Day1
자급자족,무뿔,F-15,F,15,,2sp,"자이언트로보,블랙잭",,,,,,,"만화,기타",gr_moose,https://dongne.co/events/df2610/circles/172388,제35회 디. 페스타(토),Day1
자히카이,SEkai,K-23,K,23,,2sp,히프노시스마이크,,,"아오히츠기 사마토키,누루데 사사라",,,,"만화,기타",SEKAI_PO,https://dongne.co/events/df2610/circles/172601,제35회 디. 페스타(토),Day1
작당모의,모히,J-13,J,13,,2sp,붕괴: 스타레일,"할로우나이트,은혼,봇치더락,니지산지",,,,해당없음,,일러스트,@haem_da_,https://dongne.co/events/df2610/circles/173437,제35회 디. 페스타(토),Day1
잡동사니,소해,S-32b,S,32,b,1sp,"젠레스 존 제로,진혼기",,,"자하,설영",자하X설영,로맨틱,,일러스트,sohae777,https://dongne.co/events/df2610/circles/171550,제35회 디. 페스타(토),Day1
쪼랭귀환,백암,T-28,T,28,,2sp,화산귀환,,,당보,,,,,@hwasandog1010,https://dongne.co/events/df2610/circles/172372,제35회 디. 페스타(토),Day1
차달리자,우,V-08b,V,08,b,1sp,이니셜d,,,,후지와라 타쿠미X타카하시 료스케,,,만화,@RedS_sunsFc,https://dongne.co/events/df2610/circles/172047,제35회 디. 페스타(토),Day1
차차탑꾸,차차,C-29,C,29,,2sp,,,,,,,,공예,chachatoploader,https://dongne.co/events/df2610/circles/172514,제35회 디. 페스타(토),Day1
청산가리,룽,T-29,T,29,,2sp,마차살,,,,,,,,@retioru,https://dongne.co/events/df2610/circles/173826,제35회 디. 페스타(토),Day1
최솔글방,물망초,O-16,O,16,,2sp,괴담에 떨어져도 출근을 해야 하는구나,,,"최 요원,김솔음",최 요원X김솔음,로맨틱,,소설,@mardred0913,https://dongne.co/events/df2610/circles/172129,제35회 디. 페스타(토),Day1
최솔라라,오이,P-13,P,13,,2sp,"괴담에 떨어져도 출근을 해야 하는구나,괴담출근(괴출)",,,<괴담에 떨어져도 출근을 해야 하는구나> 작 중 캐릭터,최 요원X김솔음,로맨틱,,"일러스트,소설",@hamszzihelp,https://dongne.co/events/df2610/circles/173726,제35회 디. 페스타(토),Day1
칼리시아,#90ee90,E-02b,E,02,b,1sp,음성합성엔진,,,,,,,일러스트,@hash90ee90,https://dongne.co/events/df2610/circles/172738,제35회 디. 페스타(토),Day1
쿠스쿠스,mu,P-14,P,14,,2sp,괴담에 떨어져도 출근을 해야 하는구나,"포켓몬,보컬로이드,페르소나 시리즈,블리치",,최요원 김솔음,최요원X김솔음,로맨틱,,,@20sasa0,https://dongne.co/events/df2610/circles/172822,제35회 디. 페스타(토),Day1
킬더실버,킬더실버,A-32,A,32,,2sp,,,,,,,,공예,@kil_the_silver,https://dongne.co/events/df2610/circles/171935,제35회 디. 페스타(토),Day1
튀김라라,파도,R-09a,R,09,a,1sp,괴담에 떨어져도 출근을 해야 하는구나,,,"<괴담에 떨어져도 출근을 해야 하는구나> 작 중 캐릭터,최솔,괴담출근",최 요원X김솔음,,,기타,@e_ospwe,https://dongne.co/events/df2610/circles/173571,제35회 디. 페스타(토),Day1
폐급부대,5,I-07,I,07,,2sp,블리치,,"블리치 쁘띠존 - 어서와라, 나의 블리치 쁘띠존에","히라코 신지,아이젠 소스케",히라코 신지X아이젠 소스케,섹슈얼,,만화,@F029078,https://dongne.co/events/df2610/circles/172083,제35회 디. 페스타(토),Day1
피토리카,pica,"V-09, V-10",V,09,,4sp,하이큐!!,"이영싫,살천,쿠키런,괴출 등등",,,,,,,@gmlwls2612,https://dongne.co/events/df2610/circles/171464,제35회 디. 페스타(토),Day1
하누인수,한유진,K-10,K,10,,2sp,"붕괴: 스타레일,리그오브레전드","가정교사 히트맨 리본,원신",,,,해당없음,,,@hanu_draw,https://dongne.co/events/df2610/circles/173487,제35회 디. 페스타(토),Day1
한오백명,"엠알, 송",T-24,T,24,,2sp,화산귀환,,,,백천X청명,"로맨틱,섹슈얼",,만화,@mrmrmremaru,https://dongne.co/events/df2610/circles/171983,제35회 디. 페스타(토),Day1
해저탐사,케이,T-20,T,20,,2sp,어바등,괴담에 떨어져도 출근을 해야 하는구나,,,신해량X박무현,"로맨틱,섹슈얼",,,swagggkei,https://dongne.co/events/df2610/circles/172500,제35회 디. 페스타(토),Day1
호남평야,박녀,J-07b,J,07,b,1sp,블리치,,"블리치 쁘띠존 - 어서와라, 나의 블리치 쁘띠존에","우르키오라,오리히메",,,,만화,jagijudocat,https://dongne.co/events/df2610/circles/172264,제35회 디. 페스타(토),Day1
화산출근,슬,T-25,T,25,,2sp,화산귀환,괴담에 떨어져도 출근을 해야 하는구나,,"조걸,윤종,백천,청명,이자헌,김솔음",조걸X윤종,"로맨틱,섹슈얼","백천청명, 자헌솔음","만화,소설",@sru0401,https://dongne.co/events/df2610/circles/172069,제35회 디. 페스타(토),Day1
환상뜨락,환상뜨락,C-30,C,30,,2sp,"탑꾸,탑로더",키링,,,,,,공예,@Dreamy_garden,https://dongne.co/events/df2610/circles/173683,제35회 디. 페스타(토),Day1
벨로이루 ,벨로이루 ,D-05,D,05,,2sp,,,,멸종위기동물,,,,"공예,조형",@beloiro_bjd ,https://dongne.co/events/df2610/circles/172357,제35회 디. 페스타(토),Day1
체리치즈 & 링고멘션,피링,E-03,E,03,,2sp,오리지널,"캐릭캐릭체인지,로젠메이든,프로젝트 세카이 컬러풀 스테이지! feat.하츠네 미쿠",,,,,,,https://dongne.co/event/df2610/applications/write,https://dongne.co/events/df2610/circles/171835,제35회 디. 페스타(토),Day1
덕질힐링 좀 할게요!,히아,M-20,M,20,,2sp,프로젝트 세카이 컬러풀 스테이지! feat.하츠네 미쿠,앙상블 스타즈!! Music,,,카미시로 루이X텐마 츠카사,로맨틱,스오우 츠카사x츠키나가 레오,,@PD_0616 & @tk04060505,https://dongne.co/events/df2610/circles/173848,제35회 디. 페스타(토),Day1
공무원이 좋다,"공무원이좋다,게오오니,허니콤보메이커",C-26,C,26,,2sp,괴담에 떨어져도 출근을 해야 하는구나,,,,류재관X최 요원,,,만화,,https://dongne.co/events/df2610/circles/171700,제35회 디. 페스타(토),Day1
구황작물 농장,까마귀 입에 독버섯,E-14a,E,14,a,1sp,윈브레,가치아쿠타,,,,,,,kkawa_21,https://dongne.co/events/df2610/circles/172607,제35회 디. 페스타(토),Day1
그녀석은 나의,단지,"C-13, C-14",C,13,,4sp,트라이건,,,,니콜라스 D. 울프우드X밧슈 더 스탬피드,"로맨틱,섹슈얼",,,@Danji_tri,https://dongne.co/events/df2610/circles/172309,제35회 디. 페스타(토),Day1
독버섯과 광대,"아니, 버퍼링",R-34a,R,34,a,1sp,"의원, 다시 살다","데못죽,데뷔못하면죽는병걸림(데못죽)",,진천희,,,,"일러스트,만화",@AHNI_no,https://dongne.co/events/df2610/circles/172132,제35회 디. 페스타(토),Day1
돌고래가 좋아,라일,Q-10,Q,10,,2sp,괴담에 떨어져도 출근을 해야 하는구나,데뷔 못 하면 죽는 병 걸림,,괴담출근,,,,,@Lyle_02028,https://dongne.co/events/df2610/circles/173232,제35회 디. 페스타(토),Day1
루이츠카 쉼터,적장,M-02,M,02,,2sp,프로젝트 세카이 컬러풀 스테이지! feat.하츠네 미쿠,,,"카미시로 루이,텐마 츠카사",카미시로 루이X텐마 츠카사,"로맨틱,섹슈얼",,,,https://dongne.co/events/df2610/circles/171587,제35회 디. 페스타(토),Day1
말랑말랑 데이,마냐냐,E-32,E,32,,2sp,너희들은 변호됐다,"가히리,원피스,이착헌,어바등",,"강민재,차주한,나미삼 등",강민재X차주한,로맨틱,,일러스트,@0NFU_,https://dongne.co/events/df2610/circles/172191,제35회 디. 페스타(토),Day1
센쓰있는 부스,엘드,V-26a,V,26,a,1sp,트랜스포머,,,"센티넬,스타스크림",센티넬 프라임X스타스크림,로맨틱,,소설,eldtree,https://dongne.co/events/df2610/circles/172387,제35회 디. 페스타(토),Day1
스튜디오 묘니,김미현,D-04,D,04,,2sp,스튜디오 묘니 (포밍이와 친구들),,,,,,,,@studio_myoni,https://dongne.co/events/df2610/circles/173260,제35회 디. 페스타(토),Day1
이이요의 망령,타리,L-02b,L,02,b,1sp,아이돌리쉬 세븐,,,Re:vale,츠쿠모 료X모모,해당없음,,,@inakunattari,https://dongne.co/events/df2610/circles/172413,제35회 디. 페스타(토),Day1
작업실의 호담,호담,Q-20b,Q,20,b,1sp,괴담출근 등,,괴담출근 쁘띠존 : 룩키마트에 어서오세요!,,,,,,,https://dongne.co/events/df2610/circles/171795,제35회 디. 페스타(토),Day1
청산가리 딸기,"설탕, 결",P-29a,P,29,a,1sp,"프라가리아 메모리즈,괴담에 떨어져도 출근을 해야 하는구나",아이돌리쉬 세븐,,"김솔음,김솔음 백사헌,백사헌",메롤드X할릿,해당없음,솔음사헌,,@nrtmk_310 @_wave2you,https://dongne.co/events/df2610/circles/172058,제35회 디. 페스타(토),Day1
청포도가 제철,"고해림, 네오",P-10b,P,10,b,1sp,괴담에 떨어져도 출근을 해야 하는구나,,,"류재관,김솔음",류재관X김솔음,로맨틱,,만화,,https://dongne.co/events/df2610/circles/172155,제35회 디. 페스타(토),Day1
사천당가 비급 서고,사춘,T-10,T,10,,2sp,화산귀환,,당보청명 쁘띠존 : 깊디깊은 어둠 속에서 매화의 향은 더 깊어지는 법,,,로맨틱,,,@Sachun_nobi,https://dongne.co/events/df2610/circles/172482,제35회 디. 페스타(토),Day1
우연이군 마침 내가 아빠가 되고 싶었다.,비냥,"K-12, K-13",K,12,,4sp,붕괴: 스타레일,,,"Dr. 레이시오,어벤츄린,레이시오 어벤츄린",Dr. 레이시오X어벤츄린,"로맨틱,섹슈얼",,,@nn8cre66 @turine_CHU @sseung_hs @literally1me,https://dongne.co/events/df2610/circles/173271,제35회 디. 페스타(토),Day1
엘리시움 이격 진짜나옴,순봉식,"L-08, L-09",L,08,,4sp,명일방주,,,,엘리시움X쏜즈,,,,@ANSUSANG,https://dongne.co/events/df2610/circles/171736,제35회 디. 페스타(토),Day1
글러브도 러브다,구앙,B-08,B,08,,2sp,사카모토데이즈,,,"세바 나츠키,아사쿠라 신",세바나츠키X아사쿠라신,"로맨틱,섹슈얼",우즈리온 ,"만화,일러스트",@1inenumber1,https://dongne.co/events/df2610/circles/172340,제35회 디. 페스타(토),Day1
김치찌개 마카롱,,J-20,J,20,,2sp,닌자보이 란타로,페이트 스트레인지 페이크,,"케마 토메사부로,젠포우지 이사쿠",케마 토메사부로X젠포우지 이사쿠,로맨틱,리처아야,,,https://dongne.co/events/df2610/circles/171786,제35회 디. 페스타(토),Day1
데한민국 외계인,나기,S-14,S,14,,2sp,"괴담출근 이착헌 전독시,너희들은 변호됐다",,,,,,,,,https://dongne.co/events/df2610/circles/171899,제35회 디. 페스타(토),Day1
도마뱀의 보물함,해룡,B-30,B,30,,2sp,,,,,,,,"만화,공예,일러스트",@tlzn01,https://dongne.co/events/df2610/circles/171423,제35회 디. 페스타(토),Day1
레샄줍는 여인들,び,J-05a,J,05,a,1sp,"vs ambivalenz 비바렌,비바렌",,,"나루미 잇세이,키노시타 미오,후지다테 사쿠야,키스미 레이",나루미 잇세이X키노시타 미오,,키스미 레이×후지다테 사쿠야,,Bi_m0310,https://dongne.co/events/df2610/circles/173172,제35회 디. 페스타(토),Day1
멧돼지와 맞서다,삼순,Q-04,Q,04,,2sp,괴담에 떨어져도 출근을 해야 하는구나,,,"류재관,최 요원",류재관X최요원,"로맨틱,섹슈얼",,"만화,소설",@bbaiddei,https://dongne.co/events/df2610/circles/172825,제35회 디. 페스타(토),Day1
밀양박씨 박당보,우물,T-11,T,11,,2sp,화산귀환,,당보청명 쁘띠존 : 깊디깊은 어둠 속에서 매화의 향은 더 깊어지는 법,당보 청명,당보X청명,"로맨틱,섹슈얼",,소설,woomool_1010,https://dongne.co/events/df2610/circles/173406,제35회 디. 페스타(토),Day1
밥심으로 운영중,tjsdn653,V-02,V,02,,2sp,,,,,,,,,,https://dongne.co/events/df2610/circles/173416,제35회 디. 페스타(토),Day1
사이쿄대 문예부,사라사,"U-07, U-28",U,07,,4sp,아이실드21,,,히루마 요이치,콘고아곤X히루마요이치,"로맨틱,섹슈얼","무사히루, 모브히루",만화,@salasa075,https://dongne.co/events/df2610/circles/171421,제35회 디. 페스타(토),Day1
스불재의 도화선,이런,M-18b,M,18,b,1sp,콜 오브 듀티,,Call of Duty :: 10월 디페 쁘띠존,"고스트,호랑이,쾨니히,닉토 등",,,,일러스트,@il_jj91,https://dongne.co/events/df2610/circles/172430,제35회 디. 페스타(토),Day1
신슈소바 연구회,깨알,F-18,F,18,,2sp,"명탐정 코난,하이큐!!,가비지타임",,,,,,,,,https://dongne.co/events/df2610/circles/171924,제35회 디. 페스타(토),Day1
우파우파 유치원,빈제,E-09a,E,09,a,1sp,,,,,,,,,,https://dongne.co/events/df2610/circles/172426,제35회 디. 페스타(토),Day1
기려하성 쁘띠존 : 영원한 사랑,,V-18,V,18,,2sp,이세계 착각 헌터,,기려하성 쁘띠존,김기려 정하성,김기려X정하성,로맨틱,,기타,grhs_event_,https://dongne.co/events/df2610/circles/180108,제35회 디. 페스타(토),Day1
가이카카 쁘띠존 : 영원의 라이벌 코드 그린 주최부스,,D-17,D,17,,2sp,,,가이카카 쁘띠존 : 영원의 라이벌 코드 그린,,,,,,,https://dongne.co/events/df2610/circles/180111,제35회 디. 페스타(토),Day1
당보청명 쁘띠존 : 깊디깊은 어둠 속에서 매화의 향은 더 깊어지는 법 주최부스,,S-28,S,28,,2sp,,,당보청명 쁘띠존 : 깊디깊은 어둠 속에서 매화의 향은 더 깊어지는 법,,,,,,,https://dongne.co/events/df2610/circles/180107,제35회 디. 페스타(토),Day1
