부스명,대표자,위치,위치(열),위치(번호),반부스,부스,대표 작품(원작),그 외 다루는 작품,쁘띠존,캐릭터,커플링,커플링 성향,그 외 커플링,매체,트위터,링크,행사명,개최일
.,"36, 1414",,,,,2sp,"사카모토 데이즈,사카데이",,,"나구모 요이치,아사쿠라 신",나구모 요이치X아사쿠라 신,,,"만화,일러스트,기타",@001oTak,https://dongne.co/events/df2601/circles/156879,제32회 디. 페스타,Day1
.,.,,,,,1sp,주술회전,,,"고죠 사토루,게토 스구루",고죠 사토루X게토 스구루,"로맨틱,섹슈얼",,소설,,https://dongne.co/events/df2601/circles/157646,제32회 디. 페스타,Day1
.,그렇게됏다..,,,,,2sp,,,,,,,,,,https://dongne.co/events/df2601/circles/156947,제32회 디. 페스타,Day1
.,달님,,,,,1sp,.,,,,,,,,.,https://dongne.co/events/df2601/circles/158071,제32회 디. 페스타,Day1
.,.,,,,,1sp,,,,,오오사키X시즈마,,,,.,https://dongne.co/events/df2601/circles/157513,제32회 디. 페스타,Day1
..,QUA,,,,,1sp,괴담에 떨어져도 출근을 해야 하는구나,,,,,,,,@quaaaa_books,https://dongne.co/events/df2601/circles/158843,제32회 디. 페스타,Day1
‘명흔’,비조,,,,,1sp,명일방주,,2026 로도스 아일랜드 정기발표회,,스카디X스펙터,,,,bijobj4,https://dongne.co/events/df2601/circles/156672,제32회 디. 페스타,Day1
(주)무림미식회,단팥빵,,,,,1sp,무림제일폐: 월한강천록,,,유소월,홍륜X소월,"로맨틱,섹슈얼",소월른,"만화,일러스트",@Annbbang,https://dongne.co/events/df2601/circles/158015,제32회 디. 페스타,Day1
ㅇ,하나나나나,,,,,2sp,,,,,,,,,,https://dongne.co/events/df2601/circles/156199,제32회 디. 페스타,Day1
냐,루,,,,,2sp,우마무스메,데못죽,,,,,,,,https://dongne.co/events/df2601/circles/156243,제32회 디. 페스타,Day1
왼,.,,,,,1sp,명탐정 코난,,,신이치,,,,,,https://dongne.co/events/df2601/circles/156055,제32회 디. 페스타,Day1
점,.,,,,,1sp,,,,,,,,,,https://dongne.co/events/df2601/circles/157319,제32회 디. 페스타,Day1
점,쩌미,,,,,1sp,체인소맨,,,덴레제,,,,,,https://dongne.co/events/df2601/circles/158405,제32회 디. 페스타,Day1
핫,yaming,,,,,2sp,,,,,,,,"기타,공예,조형",,https://dongne.co/events/df2601/circles/157655,제32회 디. 페스타,Day1
농~,nong,,,,,1sp,닌타마 란타로,,,,,,,,,https://dongne.co/events/df2601/circles/156914,제32회 디. 페스타,Day1
꿈 속의 토끼,쌀토끼,,,,,1sp,원피스,화산귀환,,크로커다일,,"로맨틱,섹슈얼",도플크로,소설,@dreamtokki,https://dongne.co/events/df2601/circles/156313,제32회 디. 페스타,Day1
한 고게 넘어 사랑!,양갱,,,,,2sp,주술회전,은혼,,"고죠사토루,게토스구루",고죠 사토루X게토 스구루,로맨틱,,만화,@za_yess,https://dongne.co/events/df2601/circles/157210,제32회 디. 페스타,Day1
길 잃은 자가 찾아드는 빛,"카르티온, 상상력을발휘해라",,,,,1sp,무기미도,"마왕의 고백,명탐정 코난",,헤카테,맥퀸X리사,로맨틱,,"만화,일러스트","@kaleution, @isnogivenewchap",https://dongne.co/events/df2601/circles/157810,제32회 디. 페스타,Day1
흙 속의 인디고,인디고,,,,,1sp,,,,,,,,공예,@digogo5220,https://dongne.co/events/df2601/circles/156494,제32회 디. 페스타,Day1
아 누가 키드신 안 해주나,덕팔,,,,,1sp,명탐정 코난,,Another stage,쿠도 신이치,괴도키드X쿠도 신이치,로맨틱,,"소설,기타",@_deepblueblue_,https://dongne.co/events/df2601/circles/157318,제32회 디. 페스타,Day1
쥐 코에 뽀뽀해도 되요?,새양쥐,,,,,2sp,도검난무,,시간정부명예공무원 복지위원회,올캐,,,,기타,,https://dongne.co/events/df2601/circles/158820,제32회 디. 페스타,Day1
이 세계는 그 아이가 구해줬으니 열심히 살아야지,핌폼,,,,,2sp,누카니발,페르소나3,,"큐야,에이트,페르소나3 주인공,아이기스",큐야X에이트,"로맨틱,섹슈얼,해당없음",,"만화,기타",@pimpompampomm,https://dongne.co/events/df2601/circles/158757,제32회 디. 페스타,Day1
눈 떠보니 낯선 부스였다.,챠이,,,,,2sp,"괴담출근,데못죽",,,,,,,,CHA_E_moum,https://dongne.co/events/df2601/circles/158172,제32회 디. 페스타,Day1
금 찾다가 괴담됨 갓뎀!,낫,,,,,1sp,골든 카무이,"갓겜하다 갓됨 갓뎀!,괴담출근",,"츠루미,파비오,냐폴레옹",,,,"만화,일러스트,소설",@natkamuy,https://dongne.co/events/df2601/circles/158196,제32회 디. 페스타,Day1
니 스승의 한계를 보려하는가,달안개,,,,,1sp,대역전재판,,Don't forget DL6 ~DL6호 사건을 잊지마라~ ,"종자,바로크 반직스",종자X바로크 반직스,로맨틱,아소류,소설,@Dalfog_,https://dongne.co/events/df2601/circles/158428,제32회 디. 페스타,Day1
앗 문명이 파괴됐어~ 오래 쓰긴 했지~,슼,,,,,2sp,소년기의 끝,"명일방주,페이트/그랜드 오더",2026 로도스 아일랜드 정기발표회,,캄파넬라X조반니,"로맨틱,섹슈얼",레싱에벤,"만화,일러스트",Li5rim,https://dongne.co/events/df2601/circles/157123,제32회 디. 페스타,Day1
이 부스가 열린다면 무사히 마감을 끝낸 것이겠죠,Rok,,,,,2sp,게게게의 키타로,,,키타로,,로맨틱,,,rok00713,https://dongne.co/events/df2601/circles/157961,제32회 디. 페스타,Day1
딱 들어맞는 퇔,이영,,,,,1sp,프로젝트 세카이(feat.하츠네미쿠),,,"아오야기 토우야,시노노메 아키토",아오야기 토우야X시노노메 아키토,"로맨틱,섹슈얼",,소설,@kamihigh1112,https://dongne.co/events/df2601/circles/157417,제32회 디. 페스타,Day1
앗 바리아퇴사 입사보다어렵다,아키,,,,,1sp,가정교사히트맨리본,X,가히리요? 2026년에요?,바리아,,,,"만화,일러스트,기타",aki_akiyaya,https://dongne.co/events/df2601/circles/158894,제32회 디. 페스타,Day1
"앗, 뱀이다아 뱀이다아 몸에좋고 맛도좋은 뱜이다아 뱜이다아~ 요놈의 다비를 사로잡아 우리 홐쑤 서방을 삼아주자♡ ",근,,,,,2sp,나의 히어로 아카데미아,,,"다비,호크스,바쿠고,데쿠",,"로맨틱,섹슈얼",캇데쿠,"소설,일러스트,만화",DH_flamewing24,https://dongne.co/events/df2601/circles/156900,제32회 디. 페스타,Day1
희:삐아체레 사천당가에디션,삐아체레,,,,,2sp,,,,,,,,,,https://dongne.co/events/df2601/circles/156946,제32회 디. 페스타,Day1
어? 명탐정이 왜 멀어지지?  내 행글라이더가 멈추지 않는 탓일까ㅜ.ㅜ,바다,,,,,2sp,명탐정 코난 / 매직 카이토,,Another stage,괴도키드 고희도 남도일 코난,쿠로바 카이토(고희도)X쿠도 신이치(남도일),"로맨틱,섹슈얼",괴도키드×쿠도 신이치,"만화,일러스트,소설,기타,공예",@B4DA_1412 ,https://dongne.co/events/df2601/circles/157554,제32회 디. 페스타,Day1
또... 실패했습니다...,마로롱,,,,,2sp,파라라이,,,,,,,,,https://dongne.co/events/df2601/circles/157290,제32회 디. 페스타,Day1
어...코반 모자라,시경,,,,,1sp,도검난무,,시간정부명예공무원 복지위원회,,,,,만화,X,https://dongne.co/events/df2601/circles/157157,제32회 디. 페스타,Day1
취.향.에 맞는 스팁레오 다 있다,사라,,,,,1sp,혈계전선,,"끝나지 않는 축제, 라이브라","스티븐 A 스타페이즈,레오나르도 워치",스티븐 A 스타페이즈X레오나르도 워치,"섹슈얼,로맨틱",,소설,@on_se_renity,https://dongne.co/events/df2601/circles/156454,제32회 디. 페스타,Day1
☆*:.｡.,화,,,,,1sp,화산귀환,괴담출근,,청명,,,,,byugging_,https://dongne.co/events/df2601/circles/157142,제32회 디. 페스타,Day1
감튀,cxuxe,,,,,1sp,혈계전선,,"끝나지 않는 축제, 라이브라",,,,,,,https://dongne.co/events/df2601/circles/156966,제32회 디. 페스타,Day1
고게,.,,,,,1sp,주술회전,,,고죠 사토루 x 게토 스구루,,로맨틱,,만화,,https://dongne.co/events/df2601/circles/158074,제32회 디. 페스타,Day1
고고,포포,,,,,2sp,"사카모토 데이즈,데못죽,주술회전",,,,,,,"일러스트,만화",,https://dongne.co/events/df2601/circles/157458,제32회 디. 페스타,Day1
깨갱,깨갱,,,,,1sp,"가라오케 가자!,은혼","패밀리레스토랑 가자,여학교의 별",,"사카타 긴토키,히지카타 토시로,나리타 쿄지,오카 사토미",사카타 긴토키X히지카타 토시로,로맨틱,나리타 쿄지 X 오카 사토미,"일러스트,만화",Algamja__0927,https://dongne.co/events/df2601/circles/158197,제32회 디. 페스타,Day1
꼬옥,꼬옥,,,,,2sp,슬램덩크,,,정대만,,로맨틱,,"만화,일러스트,공예",@kkoog_TT,https://dongne.co/events/df2601/circles/156210,제32회 디. 페스타,Day1
멍왈,JC,,,,,1sp,도쿄리벤저스,괴담에 떨어져도 출근을 해야 하는구나,,하나가키 타케미치,,,,일러스트,,https://dongne.co/events/df2601/circles/156497,제32회 디. 페스타,Day1
미정,쿠쿠,,,,,2sp,프로젝트 세카이,,,,,,,,,https://dongne.co/events/df2601/circles/156515,제32회 디. 페스타,Day1
솜솜,"젱이, 제트",,,,,1sp,나루토 헌헌 은혼 괴출,헌헌,,,,,,,@zzzztt00,https://dongne.co/events/df2601/circles/157532,제32회 디. 페스타,Day1
수박,수박,,,,,2sp,괴수8호,,,,,,,,,https://dongne.co/events/df2601/circles/156742,제32회 디. 페스타,Day1
이얍,LOC,,,,,2sp,,,,,,,,,,https://dongne.co/events/df2601/circles/156143,제32회 디. 페스타,Day1
임시,빠엔,,,,,1sp,역전재판,,Don't forget DL6 ~DL6호 사건을 잊지마라~ ,"유가미 진,키즈키 코코네",유가미 진X키즈키 코코네,해당없음,,만화,,https://dongne.co/events/df2601/circles/157770,제32회 디. 페스타,Day1
크림,챠비별,,,,,2sp,,,,,,,,,,https://dongne.co/events/df2601/circles/157166,제32회 디. 페스타,Day1
파래,닷땃,,,,,2sp,장르소설,1차 BL,,,,로맨틱,,"일러스트,소설",,https://dongne.co/events/df2601/circles/157000,제32회 디. 페스타,Day1
회귀,회귀,,,,,2sp,괴담출근,가비지타임,,,,,,,,https://dongne.co/events/df2601/circles/157851,제32회 디. 페스타,Day1
말랑 솜 마을 입양 보호소: 폭신폭신 새솜 쉼터,SATTAN,,,,,2sp,"콜 오브 듀티,콜옵",,과부만들지마,"크루거,닉토,쾨니히,고스트 등등",,,,일러스트,_SATTAN_,https://dongne.co/events/df2601/circles/156635,제32회 디. 페스타,Day1
"나롯 한 스푼, 나롯 종착쩜",스푼,,,,,2sp,괴수8호,,,"나루미 겐,호시나 소우시로",나루미 겐X호시나 소우시로,로맨틱,,"소설,기타",@spoonie0,https://dongne.co/events/df2601/circles/158712,제32회 디. 페스타,Day1
가질 수 없다면 부숴버리겠어,할롯,,,,,2sp,콜 오브 듀티,아비소스,,"쾨니히,고스트,아비소스(1차)",,해당없음,,"만화,일러스트,사진",@Touuax,https://dongne.co/events/df2601/circles/156422,제32회 디. 페스타,Day1
세븐 투 파이브_토마토 장수,"♥♡, 행",,,,,2sp,주술회전,,,"게토 스구루,고죠 사토루",게토 스구루X고죠 사토루,로맨틱,,"만화,일러스트,기타","@Charcoal_725, @lxng725",https://dongne.co/events/df2601/circles/157846,제32회 디. 페스타,Day1
나야 나 오오에에 나오는 미나타마라고,파파 ,,,,,2sp,울C ADELTA,"하시히메,오오에",,"코즈카 아키라,카고메 쇼타로",코즈카 아키라X카고메 쇼타로,로맨틱,,"기타,만화,소설",@Fappaaf5,https://dongne.co/events/df2601/circles/158783,제32회 디. 페스타,Day1
아직 안 배웠나봐!,김뿝,,,,,2sp,닌타마,,,"도이,리키치,6닌",야마다 리키치X도이 한스케,로맨틱,,"만화,일러스트,기타",@gimppub_kk,https://dongne.co/events/df2601/circles/158968,제32회 디. 페스타,Day1
검은 새벽,김래곤,,,,,2sp,,,,,,,,일러스트,kimlaegon911,https://dongne.co/events/df2601/circles/156764,제32회 디. 페스타,Day1
매싸 좋아 협회,바루,,,,,1sp,가정교사 히트맨 리본,카리스마 하우스,가히리요? 2026년에요?,"사와다 츠나요시,고쿠데라 하야토,스패너,이외 기타등등",고쿠테라 하야토X사와다 츠나요시,로맨틱,이오사루,"만화,일러스트",@baru_paint,https://dongne.co/events/df2601/circles/158572,제32회 디. 페스타,Day1
낮과 저녁 사이 여행,링구장,,,,,1sp,18TRIP,,,"아제카와 키나리,도메키 쿠구리",아제카와 키나리X도메키 쿠구리,해당없음,,"만화,소설,기타",senohikuikuchou,https://dongne.co/events/df2601/circles/156289,제32회 디. 페스타,Day1
봄이 오면 꽃이 피고,Team OGM,,,,,4sp,봄이 오면 꽃이 피고,,,,,,,"게임,기타",team_ogm,https://dongne.co/events/df2601/circles/156366,제32회 디. 페스타,Day1
봄이 오면 꽃이 피고,Team OGM,,,,,4sp,봄이 오면 꽃이 피고,,,,,,,"게임,기타",team_ogm,https://dongne.co/events/df2601/circles/158908,제32회 디. 페스타,Day1
테라 꼴이 이게 뭐니! 복합문화공간이에요.,띠링,,,,,2sp,명일방주,,2026 로도스 아일랜드 정기발표회,"라테라노,쉐이,어비셜",,,,일러스트,@dividedbicycle,https://dongne.co/events/df2601/circles/157145,제32회 디. 페스타,Day1
가챠 비틱 기원 위원회,니루,,,,,1sp,원신,"마법사와 검은고양이 위즈,젠레스 존 제로",,,,,,,kkulbbang030,https://dongne.co/events/df2601/circles/156314,제32회 디. 페스타,Day1
우리 바다 가께...,고래빵,,,,,1sp,플레이브,,,,,,,,@DOLPHIN_BREAD,https://dongne.co/events/df2601/circles/156596,제32회 디. 페스타,Day1
쟤네 쟆레 잡네...,리ㅍ,,,,,2sp,혈계전선,,"끝나지 않는 축제, 라이브라","재프 렌프로,레오나르도 워치",재프 렌프로X레오나르도 워치,"로맨틱,섹슈얼,해당없음",,기타,@lee_p_bbb,https://dongne.co/events/df2601/circles/157223,제32회 디. 페스타,Day1
네버 엔딩 스토리,쵸이,,,,,2sp,쿠로코의 농구,,,쿠로코,,,,소설,,https://dongne.co/events/df2601/circles/156401,제32회 디. 페스타,Day1
볕이 드는 언덕길,쿠렌,,,,,2sp,가치아쿠타,"윈브레,괴담출근,은혼,고전소녀,사이쿠스,러키스타,헌터x헌터",,,,,,,,https://dongne.co/events/df2601/circles/157390,제32회 디. 페스타,Day1
저희 골든 에이지 정상 영업 합니다,dpn,,,,,1sp,명일방주,,2026 로도스 아일랜드 정기발표회,"쏜즈,엘리시움,아이린,루멘",,,,"조형,기타",,https://dongne.co/events/df2601/circles/158933,제32회 디. 페스타,Day1
하고 싶은 얘기가 너무 많은데 정리가 안돼,렝,,,,,1sp,역전재판,역전검사,Don't forget DL6 ~DL6호 사건을 잊지마라~ ,"반 고조,유가미 진,시가라키 타테유키",유가미 진X반 고조,"로맨틱,해당없음",,게임,@hl_gtsb,https://dongne.co/events/df2601/circles/156511,제32회 디. 페스타,Day1
랩도 하고 마법도 씁니다,kng01071,,,,,2sp,파라라이,마호야쿠,,"연하준,스가사노 알렌,오웬,카인",,"로맨틱,섹슈얼",오웬x카인,"만화,일러스트",@semopara,https://dongne.co/events/df2601/circles/156677,제32회 디. 페스타,Day1
일단 내면 뭐라도 되겠지,갈치구이 ,,,,,1sp,Fate/Grand Order,,,"로마니 아키만,솔로몬,후지마루 리츠카,마슈 키리에라이트,멀린",멀린X로마니 아키만,로맨틱,,만화,galchigui_777,https://dongne.co/events/df2601/circles/158342,제32회 디. 페스타,Day1
깊은 밤을 날아서 인술학원 갈 수도 있어~,스리루,,,,,1sp,닌자보이 란타로,,,아야베 키하치로,타이라노타키야샤마루X아야베키하치로,로맨틱,"사쿠미아, 쇼히코",소설,@seulilu193680,https://dongne.co/events/df2601/circles/158491,제32회 디. 페스타,Day1
일단 잡은 게고부스,,,,,,1sp,주술회전,,,,게토 스구루X고죠 사토루,,,,,https://dongne.co/events/df2601/circles/157472,제32회 디. 페스타,Day1
나의 동인 아카데미아,rkfao,,,,,1sp,나의 히어로 아카데미아,,,바쿠고 카츠키 미도리야 이즈쿠,바쿠고 카츠키X미도리야 이즈쿠,"로맨틱,섹슈얼",,,@1234554321aaa_,https://dongne.co/events/df2601/circles/157193,제32회 디. 페스타,Day1
우리 부스 정상영업합니다,서현,,,,,2sp,보컬로이드,괴담출근,,,,,,소설,Lai_Lucky_,https://dongne.co/events/df2601/circles/158711,제32회 디. 페스타,Day1
공방 프리즘,리즈,,,,,1sp,"괴담에 떨어져도 출근을 해야 하는구나,블랙배저","플레이브,어메이징 디지털 서커스,보석의나라",,,,,,공예,,https://dongne.co/events/df2601/circles/157622,제32회 디. 페스타,Day1
꿀통 도적단,곰문,,,,,1sp,버튜버(서애덕),,,서애덕,,,,일러스트,"@beardoor_, @Mulam_15, @yellienna, @likkyee_i_",https://dongne.co/events/df2601/circles/157225,제32회 디. 페스타,Day1
마감 통조림,마루,,,,,2sp,명일방주,,,,,,,"소설,일러스트",,https://dongne.co/events/df2601/circles/156820,제32회 디. 페스타,Day1
몽솜 잡화점,몽솜,,,,,1sp,,,,,,,,공예,mongle_softly,https://dongne.co/events/df2601/circles/157315,제32회 디. 페스타,Day1
신랑 혼주석,단지,,,,,4sp,트라이건,,,,니콜라스 D.  울프우드X밧슈 더 스탬피드,"로맨틱,섹슈얼",,,@Danji_tri,https://dongne.co/events/df2601/circles/158005,제32회 디. 페스타,Day1
지친 특덕들,mtona,,,,,2sp,,,,,,,,,,https://dongne.co/events/df2601/circles/156108,제32회 디. 페스타,Day1
우린 아직도 합이 잘 맞는 것 같군,예라,,,,,1sp,붕괴: 스타레일,,,"경원,단항",경원X단항,로맨틱,,소설,,https://dongne.co/events/df2601/circles/158262,제32회 디. 페스타,Day1
무슨 장르로 낼지 단 한명도 정하지 않은 이상한 부스 ,강원도감자 레밍 생크림쌍화차,,,,,2sp,파판14 발더게3 이착헌 역전재판,,,,,,,,,https://dongne.co/events/df2601/circles/156150,제32회 디. 페스타,Day1
네가 원하는 염소는 이 생명함 속에 있어,엄숙한청,,,,,1sp,명일방주,,2026 로도스 아일랜드 정기발표회,레싱 마이어,,,,만화,@D8G3S_X0D,https://dongne.co/events/df2601/circles/156253,제32회 디. 페스타,Day1
이런 씨피가 있었나...?,낙지,,,,,1sp,가정교사 히트맨 리본,18TRIP,가히리요? 2026년에요?,"고쿠요,히바리",죠시마 켄X카키모토 치쿠사,로맨틱,,"만화,소설,일러스트,기타",nakkjiii,https://dongne.co/events/df2601/circles/158649,제32회 디. 페스타,Day1
현생 때문에 동인활동 자체를 못한 사람....,리펠,,,,,1sp,혈계,,"끝나지 않는 축제, 라이브라",미정,,,,"공예,기타",@fnfn_44,https://dongne.co/events/df2601/circles/156234,제32회 디. 페스타,Day1
나는 갈테야 데한민국으로 갈테야,병정이,,,,,2sp,괴담에 떨어져도 출근을 해야 하는 구나,"데뷔 못 하면 죽는 병 걸림,가비지타임,주술회전,러브 앤 딥 스페이스,하이큐",,"J3,브라운,박문대,청려,차유진,김래빈,하우주,쿠로오",,,,일러스트,@DUDUDU123_3,https://dongne.co/events/df2601/circles/157837,제32회 디. 페스타,Day1
성배 탐색부!,체령,,,,,2sp,Fate/Grand Order,,,,,,,일러스트,@cherroppi,https://dongne.co/events/df2601/circles/158841,제32회 디. 페스타,Day1
능력 포장마차,커피,,,,,2sp,모브사이코 100,"죠죠,나의 히어로 아카데미아",,,에쿠보X레이겐 아라타카,로맨틱,"화승, 캇데쿠",,cohi_0216,https://dongne.co/events/df2601/circles/157268,제32회 디. 페스타,Day1
미친 솜털들아,해현,,,,,2sp,원피스,수공예,,트라팔가 로우,,로맨틱,"수공예,쿠잔가프","소설,공예",@Law_S2__,https://dongne.co/events/df2601/circles/156067,제32회 디. 페스타,Day1
오오 부스냇네,다희,,,,,2sp,은혼,골든카무이,,"타카스기,긴토키",타카스기 신스케X사카타 긴토키,로맨틱,,,Udi_ee,https://dongne.co/events/df2601/circles/157559,제32회 디. 페스타,Day1
현재 밸런스팀 다 짤라주세요,에바님,,,,,2sp,오오에,엘소드,,,,,,,,https://dongne.co/events/df2601/circles/156117,제32회 디. 페스타,Day1
청엑 린유키가 보고 싶어서 내는 부스,u,,,,,1sp,청의 엑소시스트,,,,오쿠무라 린X오쿠무라 유키오,,,소설,utwined,https://dongne.co/events/df2601/circles/156935,제32회 디. 페스타,Day1
쇼를 지배하는 남자가 세상을 지배한다,곰,,,,,2sp,프로젝트 세카이,도검난무,"나의 스타에게, 너의 연출가로부터 #3","텐마 츠카사,카미시로 루이",텐마 츠카사X카미시로 루이,"섹슈얼,로맨틱",,만화,@hatsan_44,https://dongne.co/events/df2601/circles/158007,제32회 디. 페스타,Day1
국내 이즈무츠 정상영업 합니다,세럼,,,,,2sp,도검난무,,시간정부명예공무원 복지위원회,"이즈미노카미 카네사다,무츠노카미 요시유키",이즈미노카미 카네사다X무츠노카미 요시유키,"로맨틱,섹슈얼",,"만화,소설,일러스트",,https://dongne.co/events/df2601/circles/157782,제32회 디. 페스타,Day1
문어 두마리로 오버레이 네트워크를 구축,athylin,,,,,2sp,트위스테,"마노사바,니지산지,유희왕,레인월드",,에이스 트라폴라,,,,소설,ahtylin_03,https://dongne.co/events/df2601/circles/156855,제32회 디. 페스타,Day1
눈이 원투렇게 뜨였습니다?!,크앙 ,,,,,1sp,프로젝트 세카이,,"나의 스타에게, 너의 연출가로부터 #3","텐마 츠카사,카미시로 루이",텐마 츠카사X카미시로 루이,로맨틱,,만화,@uh_ahk,https://dongne.co/events/df2601/circles/158803,제32회 디. 페스타,Day1
군인 찌라시티커,아스테리,,,,,2sp,콜 오브 듀티,,과부만들지마,,,,,기타,@starforCOD,https://dongne.co/events/df2601/circles/158884,제32회 디. 페스타,Day1
내가 잡덕이라니,"오트밀 , 리페ryepe",,,,,2sp,괴담출근,"전독시,내스급,이착헌,하이큐,괴수8호,은혼,사카데이",,"히나타,켄마,나루미,호시나,긴토키,히지카타,나구모 등",,,,일러스트,"@Oatmeal_ii,@ryepe49",https://dongne.co/events/df2601/circles/158547,제32회 디. 페스타,Day1
이건 긴급부스다,사돈팔촌,,,,,2sp,포켓몬,,,,,,,,@mellowmellow666,https://dongne.co/events/df2601/circles/158250,제32회 디. 페스타,Day1
아마 윌라르브에 가서 초차원 축구를 하겠지,10,,,,,2sp,이나즈마 일레븐,쿠베라,,,,,,만화,@H8ZIBGna0UGRjcZ,https://dongne.co/events/df2601/circles/157525,제32회 디. 페스타,Day1
미니 서번트☆윈터 페스티벌,각목,,,,,2sp,페이트/그랜드 오더,,,"잔 다르크,잔느 얼터",잔 다르크X잔느 얼터,"로맨틱,섹슈얼",잔느 얼터x잔 다르크(리버시블),"만화,일러스트,소설",@grand_yuriA,https://dongne.co/events/df2601/circles/157015,제32회 디. 페스타,Day1
"왜요, 제가 미누키를 사랑하는 사람으로 보이시나요? 맞습니다",지우,,,,,1sp,역전재판,,Don't forget DL6 ~DL6호 사건을 잊지마라~ ,"나루호도 미누키,오도로키 호스케,가류 쿄야",,,,일러스트,@jiwoo_AA,https://dongne.co/events/df2601/circles/158847,제32회 디. 페스타,Day1
"이모, 가히리 잘하지?",HONG,,,,,1sp,가정교사히트맨리본,,가히리요? 2026년에요?,"가정교사 히트맨 리본 봉고레,바리아,밀피오레 등 캐릭터",로쿠도 무쿠로X사와다 츠나요시,로맨틱,"잔스쿠, 야마고쿠, 기타","만화,일러스트,기타",Hongcha1225,https://dongne.co/events/df2601/circles/158923,제32회 디. 페스타,Day1
분노! 우울··· 배신감!!,패트와매트,,,,,1sp,괴담출근,"괴담출근,은혼,데못죽,디지캐럿",,,,,,,@gigigoeg,https://dongne.co/events/df2601/circles/156202,제32회 디. 페스타,Day1
잠깐! 협조좀 부탁드립니다,별비,,,,,2sp,"또봇,메탈카드봇",,,"또봇,메탈카드봇",CX오혜라,해당없음,,기타,Byeol_b__,https://dongne.co/events/df2601/circles/157859,제32회 디. 페스타,Day1
세삼+유사,세삼,,,,,1sp,유희왕,,,무토 유희,야미유희X무토유희,로맨틱,모브레이,,@se_3sam,https://dongne.co/events/df2601/circles/157877,제32회 디. 페스타,Day1
뀰마토,min5ko,,,,,2sp,괴담출근,"마차살,윈브레,헌헌,원피스,데못죽",,,,,,,,https://dongne.co/events/df2601/circles/158049,제32회 디. 페스타,Day1
도라지,도라지,,,,,1sp,포켓몬 피크민,,,,,,,,,https://dongne.co/events/df2601/circles/158493,제32회 디. 페스타,Day1
도파민,gyum,,,,,1sp,,,,,,,,,,https://dongne.co/events/df2601/circles/156376,제32회 디. 페스타,Day1
또롱별,이데아,,,,,2sp,,,,,,,,일러스트,@ideatami,https://dongne.co/events/df2601/circles/156045,제32회 디. 페스타,Day1
