부스명,대표자,위치,위치(열),위치(번호),반부스,부스,대표 작품(원작),그 외 다루는 작품,쁘띠존,캐릭터,커플링,커플링 성향,그 외 커플링,매체,트위터,링크,행사명,개최일
헬로,카야,,,,,1sp,명문고ex급 조연의 리플레이,,,황호×의신,,,,,_kaya_2725,https://dongne.co/events/df2409/circles/131442,제27회 디. 페스타(토),Day1
회귀,회귀,,,,,2sp,가비지타임,슬램덩크 데못죽,,,,,,,,https://dongne.co/events/df2409/circles/132307,제27회 디. 페스타(토),Day1
히링,히링,,,,,2sp,"창작,문구,공예",,,,,,,공예,,https://dongne.co/events/df2409/circles/131537,제27회 디. 페스타(토),Day1
주로 ,내일로,,,,,1sp,,,,,,,,,,https://dongne.co/events/df2409/circles/131689,제27회 디. 페스타(토),Day1
할일 : 많음,악쓰리,,,,,2sp,가비지타임,데못죽,,기상호,최종수X기상호,"로맨틱,섹슈얼",청려문대,"만화,일러스트,기타",,https://dongne.co/events/df2409/circles/130505,제27회 디. 페스타(토),Day1
요즘 그 집 둘째가 연애한다던데,에바님,,,,,2sp,엘소드,앙상블스타즈,,,,,,,,https://dongne.co/events/df2409/circles/130530,제27회 디. 페스타(토),Day1
쇼미 더 혐성,maybe,,,,,1sp,마블,,,"닥터 스트레인지,토니 스타크",닥터 스트레인지X토니 스타크,"로맨틱,섹슈얼",,소설,_cvvv_oo,https://dongne.co/events/df2409/circles/130828,제27회 디. 페스타(토),Day1
백마 탄 개두부,"백소, 마하",,,,,2sp,프로젝트 세카이,,,하나사토 미노리,카나데X호나미,로맨틱,,"소설,기타","baekso__, khknosekai",https://dongne.co/events/df2409/circles/132114,제27회 디. 페스타(토),Day1
용기 다 터져서 왔다고요,심연의심연,,,,,1sp,용기폭발 뱅브레이번,오리지널,,스미스 이사미,,"로맨틱,섹슈얼",,"만화,기타",gonggye_hs,https://dongne.co/events/df2409/circles/131335,제27회 디. 페스타(토),Day1
른의 의미,벨로루시,,,,,1sp,슬램덩크,,,서태웅 윤대협 정우성,,"로맨틱,섹슈얼",우성태웅,소설,maplespirit30,https://dongne.co/events/df2409/circles/131726,제27회 디. 페스타(토),Day1
봄과 바다,"뿅삐뇨, 아소",,,,,2sp,슬램덩크,.,,"양호열,강백호",양호열X강백호,로맨틱,"호백호,",일러스트,"ppno_SD66, A___SO___",https://dongne.co/events/df2409/circles/132416,제27회 디. 페스타(토),Day1
센루 백반,우택,,,,,2sp,슬램덩크,,,"윤대협,서태웅",윤대협X서태웅,"로맨틱,섹슈얼",,"소설,만화",wootaek00,https://dongne.co/events/df2409/circles/132679,제27회 디. 페스타(토),Day1
녀석 취향 참,딱꾹,,,,,2sp,IDOLiSH7,주술회전,,"유키,모모,스쿠나,이타도리 유지",유키X모모,,스쿠이타,"만화,소설",ai7_ttakku,https://dongne.co/events/df2409/circles/131735,제27회 디. 페스타(토),Day1
식후 농구 한 판.,스팸버거,,,,,2sp,던전밥,가비지타임,,,,,,,,https://dongne.co/events/df2409/circles/130897,제27회 디. 페스타(토),Day1
백합 틈새 시장,일개미,,,,,2sp,,,,,,,,"만화,일러스트",peridot_4500,https://dongne.co/events/df2409/circles/130946,제27회 디. 페스타(토),Day1
우리 애들 언제 만나요?,니루,,,,,1sp,원신,,,방랑자,카에데하라 카즈하X방랑자,"섹슈얼,로맨틱",,,kkulbbang030,https://dongne.co/events/df2409/circles/130765,제27회 디. 페스타(토),Day1
일단 빨간 애가 왼쪽이고 파란 애가 오른쪽인 부스,NSAIDs,,,,,2sp,가비지타임,,,,전영중X성준수,로맨틱,조형석×이현성,,TiaV_Ativ_,https://dongne.co/events/df2409/circles/132466,제27회 디. 페스타(토),Day1
인형 구경 하세요,솜구리,,,,,2sp,이세계 착각헌터,,『착헌민국 헌터협회 본부』- 이세계 착각 헌터 통합 쁘띠존,레밍,,,,,cotton_gul,https://dongne.co/events/df2409/circles/131595,제27회 디. 페스타(토),Day1
죽지 않고 돌아옴,아시,,,,,2sp,이착헌,,『착헌민국 헌터협회 본부』- 이세계 착각 헌터 통합 쁘띠존,,,,,소설,CJ_asi,https://dongne.co/events/df2409/circles/130962,제27회 디. 페스타(토),Day1
그럼 제가 긴지씨 맘에 펑 펑 펑 대삼원...!,밀재,,,,,2sp,은과 금,후쿠모토 시리즈 등,,"모리타 테츠오,히라이 긴지",,,,"만화,일러스트",Cuu_Mill,https://dongne.co/events/df2409/circles/131598,제27회 디. 페스타(토),Day1
사람 살려 해저에 사람 살아요,"pugu, 고독한 지혁지현러",,,,,2sp,어두운 바다의 등불이 되어,,,"박무현,신해량,서지혁,백애영,김재희,이지현",지혁X지현,로맨틱,,"소설,일러스트","cururuping, sseoguide196",https://dongne.co/events/df2409/circles/132369,제27회 디. 페스타(토),Day1
이거 수정 가능한가요,소이음,,,,,2sp,,,,,,,,,ssoieum,https://dongne.co/events/df2409/circles/131484,제27회 디. 페스타(토),Day1
우린 그걸 사랑이라고 불러,고래와호랑이,,,,,1sp,화산귀환,,,윤종,,,청명윤종,소설,,https://dongne.co/events/df2409/circles/130847,제27회 디. 페스타(토),Day1
울밧 보고.서,"슬래시, $$, 단지, 사피",,,,,4sp,트라이건,,,"울프우드,밧슈",울프우드X밧슈,"로맨틱,섹슈얼",,만화,,https://dongne.co/events/df2409/circles/130995,제27회 디. 페스타(토),Day1
논긩 부스(가치 폭발),편백나무숲,,,,,2sp,오리지널,,,,,,,만화,pbnms_,https://dongne.co/events/df2409/circles/131088,제27회 디. 페스타(토),Day1
국산 오타쿠,피나토,,,,,1sp,전지적 독자 시점,"데뷔못하면 죽는 병 걸림,화산귀환,내가 키운 S급들",,,유중혁X김독자,로맨틱,,,pinytus,https://dongne.co/events/df2409/circles/131775,제27회 디. 페스타(토),Day1
꿈의 레시피,랴,,,,,2sp,,,,,,,,일러스트,Lia___S2,https://dongne.co/events/df2409/circles/131908,제27회 디. 페스타(토),Day1
두부 모험기,"jute, 두부",,,,,2sp,프로세카,,,"텐마 츠카사,카미시로 루이,25시 나이트코드에서",텐마 츠카사X카미시로 루이,,,,8jute8,https://dongne.co/events/df2409/circles/132440,제27회 디. 페스타(토),Day1
마블 코믹스,WE,,,,,2sp,마블 코믹스,,,스파이더맨,,,,일러스트,WE_5104,https://dongne.co/events/df2409/circles/132789,제27회 디. 페스타(토),Day1
버니 디저트,팡스,,,,,1sp,,,,,,,,,painiaras,https://dongne.co/events/df2409/circles/130535,제27회 디. 페스타(토),Day1
블루 시프트,쓈,,,,,1sp,유희왕 고러시!!,유희왕 브레인즈,,유디아스,즈위죠X유디아스,로맨틱,료켄유사♀,소설,dareunsum06,https://dongne.co/events/df2409/circles/132568,제27회 디. 페스타(토),Day1
서클 어쩌구,인,,,,,2sp,"플레이브,가비지타임",,,,,,,일러스트,,https://dongne.co/events/df2409/circles/131999,제27회 디. 페스타(토),Day1
오존 주의보,란가,,,,,2sp,유희왕 5D'S,"은혼,페르소나 5,게나조",,올 캐러(아마도 논컾),,,,"일러스트,만화",coroin_dgx,https://dongne.co/events/df2409/circles/130898,제27회 디. 페스타(토),Day1
왕이 문제다,무잼,,,,,1sp,페이트 시리즈,,【時空合同著錄】 페이트 통합 쁘띠존: Destination of Last Order,,,,4차 라이더조(ncp),"만화,소설",Mrjam___,https://dongne.co/events/df2409/circles/131206,제27회 디. 페스타(토),Day1
장르 다이소,동자,,,,,2sp,블루록,18trip,,,,,,"일러스트,소설,공예",,https://dongne.co/events/df2409/circles/130974,제27회 디. 페스타(토),Day1
장르 부리또,심마,,,,,1sp,어두운바다의등불이되어,가비지타임,,슈란애영/종수상호,슈란X애영,로맨틱,종수상호,"만화,소설",shimma_0531,https://dongne.co/events/df2409/circles/130949,제27회 디. 페스타(토),Day1
햇님 잡화점,나기,,,,,2sp,플레이브.데못죽,,,,,,,,,https://dongne.co/events/df2409/circles/131489,제27회 디. 페스타(토),Day1
출장 포와로 : 탈로점,양갱,,,,,2sp,"샹치와 텐링즈의 전설,명탐정코난",,,,,"로맨틱,섹슈얼",샹치케이티,"소설,기타",,https://dongne.co/events/df2409/circles/131057,제27회 디. 페스타(토),Day1
공동 리버스 구역,김뭬리,,,,,2sp,화산귀환,,,"청명,백천",청명X백천,"로맨틱,섹슈얼",백천×청명,"소설,만화",kimmay1i,https://dongne.co/events/df2409/circles/132220,제27회 디. 페스타(토),Day1
다들 왹져를 봐줘,"버터,료에",,,,,2sp,이세계 착각헌터,,『착헌민국 헌터협회 본부』- 이세계 착각 헌터 통합 쁘띠존,김기려,정하성X김기려,해당없음,창호기려,"만화,기타",Uopwn_novel,https://dongne.co/events/df2409/circles/132449,제27회 디. 페스타(토),Day1
성배 전쟁을 다시 하고 싶니? 제발 아니라고 해줘.,sd,,,,,1sp,페이트/그랜드 오더,페이트 사무라이 렘넌트,【時空合同著錄】 페이트 통합 쁘띠존: Destination of Last Order,"아르토리아 캐스터,구다코,미야모토 이오리,영월 세이버",,,,"일러스트,만화,기타",,https://dongne.co/events/df2409/circles/132883,제27회 디. 페스타(토),Day1
죽을 때까지 턴제 배틀만을,금광,,,,,2sp,페이트,"스타레일,포켓몬스터,페르소나",,알트리아 펜드래곤,,,,"만화,일러스트",artoriadaisuki_,https://dongne.co/events/df2409/circles/132510,제27회 디. 페스타(토),Day1
앞뒤 가리지 않는다,희수,,,,,1sp,슬램덩크,,,,정대만X권준호,로맨틱,권준호×정대만,일러스트,00HUISU00,https://dongne.co/events/df2409/circles/131540,제27회 디. 페스타(토),Day1
최종 호감도 점수는,뿡,,,,,2sp,반월당,,,"백란,유단",,,,"일러스트,만화,기타",zo00o0m,https://dongne.co/events/df2409/circles/132543,제27회 디. 페스타(토),Day1
카페 시나몬 출장점,쪽,,,,,2sp,앙상블 스타즈!! Music,,,"아마기 린네,시이나 니키",아마기 린네X시이나 니키,"로맨틱,섹슈얼",,만화,Sukiyakininare,https://dongne.co/events/df2409/circles/132784,제27회 디. 페스타(토),Day1
푸른 신들의 세상을 새빨갛게,가지,,,,,2sp,페이트/그랜드오더,,【時空合同著錄】 페이트 통합 쁘띠존: Destination of Last Order,아르주나 카르나,아르주나X카르나,로맨틱,"아르주나(얼터)x카르나, 아마노사카가미x타카스기","만화,기타",rukGO_,https://dongne.co/events/df2409/circles/132016,제27회 디. 페스타(토),Day1
어느 위대한 항해사의 생일파티 그 이후,,,,,,2sp,,,,,,,,,,https://dongne.co/events/df2409/circles/130996,제27회 디. 페스타(토),Day1
장르 살리려 회귀하다가 싸이코됨,수면양말,,,,,2sp,"모브사이코 100,화산귀환,데뷔 못 하면 죽는 병 걸림",단간론파,,,,,,일러스트,abyo100,https://dongne.co/events/df2409/circles/131216,제27회 디. 페스타(토),Day1
나의 여름에게,rose,,,,,2sp,플레이브,,,,,,,,,https://dongne.co/events/df2409/circles/131186,제27회 디. 페스타(토),Day1
우선 잡아봐라,소소,,,,,2sp,,,,,,,,,jjang_soso,https://dongne.co/events/df2409/circles/132155,제27회 디. 페스타(토),Day1
천국 런어웨이,가응,,,,,2sp,주술회전,,,"고죠 사토루,게토 스구루",고죠 사토루X게토 스구루,"로맨틱,섹슈얼",,"만화,일러스트",tonggong_00,https://dongne.co/events/df2409/circles/131770,제27회 디. 페스타(토),Day1
친우 못살리면 죽는 병 걸림,"꽝, 익명",,,,,1sp,화산귀환,데뷔 못하면 죽는 병 걸림,,청명,당보X청명,해당없음,유진래빈,일러스트,magyoanim,https://dongne.co/events/df2409/circles/132074,제27회 디. 페스타(토),Day1
청엑 린유키가 보고 싶어서 내는 부스,u,,,,,1sp,청의 엑소시스트,,,,,,,소설,,https://dongne.co/events/df2409/circles/131408,제27회 디. 페스타(토),Day1
남의 여자친구 메이커,잼,,,,,1sp,슬램덩크,"어바등,젤다",,,,,,,,https://dongne.co/events/df2409/circles/131740,제27회 디. 페스타(토),Day1
저는 매니저가 될게요,래브,,,,,1sp,아이돌리쉬세븐,x,,유키 / 모모 / 이즈미 이오리 / 나나세 리쿠,,,,일러스트,Lev_Co_lin,https://dongne.co/events/df2409/circles/132887,제27회 디. 페스타(토),Day1
저도 아이돌이 될래요,맹고,,,,,1sp,아이돌리쉬세븐,,,"아이나나,리바레,주르",,로맨틱,,일러스트,maenggo_i7,https://dongne.co/events/df2409/circles/131191,제27회 디. 페스타(토),Day1
섬서 방물장수 그것이 나다,김새치,,,,,1sp,화산귀환,광마회귀,,,,,,,deadpool0408,https://dongne.co/events/df2409/circles/132140,제27회 디. 페스타(토),Day1
저쪽 상선께서 보내신 자하설영입니다,독랑,,,,,2sp,진혼기,플레이브,,"자하,설영",,"로맨틱,섹슈얼",옞놔,"만화,일러스트",E____Su_J,https://dongne.co/events/df2409/circles/131715,제27회 디. 페스타(토),Day1
저도 무언가를 해봅니다,클레어,,,,,1sp,슬램덩크,,,서태웅,,,,소설,Kaede___RE,https://dongne.co/events/df2409/circles/132380,제27회 디. 페스타(토),Day1
니가 승대재유해줬잖아 디페이런거 안나왔어,VT,,,,,1sp,가비지타임,,,임승대 진재유,임승대X진재유,"로맨틱,섹슈얼","승대재유, 재유승대, 승재승","일러스트,만화",otimku,https://dongne.co/events/df2409/circles/131328,제27회 디. 페스타(토),Day1
"그래, 내가 수공예러다!",리파람,,,,,1sp,명문고 EX급 조연의 리플레이,1차 창작,,"조의신,황지호,백호",,,,공예,whdmltls_111,https://dongne.co/events/df2409/circles/132567,제27회 디. 페스타(토),Day1
사죄:부스명 어떻게 지어요 메타:님이 지은 건 쓰기 싫어요,메타,,,,,2sp,명탐정 코난,,,,후루야 레이X카자미 유우야,"로맨틱,섹슈얼",진아카,"만화,일러스트",prayer_meta,https://dongne.co/events/df2409/circles/130864,제27회 디. 페스타(토),Day1
잔서:생존대피요령 / 볼택션어머니회,룩커,,,,,2sp,니지산지,,,,,,,,,https://dongne.co/events/df2409/circles/131461,제27회 디. 페스타(토),Day1
더헉!,엔,,,,,2sp,Free!,,Free! 쁘띠존,키리시마 이쿠야,,,,,en_ikuya_free,https://dongne.co/events/df2409/circles/131524,제27회 디. 페스타(토),Day1
전용. 아시나요? (모브토이 편),티쳐,,,,,1sp,전용.,"슬램덩크,버튜버(니지산지)",,토이펠,,,,"만화,일러스트,기타",Teach4262,https://dongne.co/events/df2409/circles/132707,제27회 디. 페스타(토),Day1
전용. 아시나요? (알바로스 편),펭페,,,,,1sp,전용.,"제알,페그오",,로스,알바X로스,로맨틱,,"만화,일러스트,기타",ppe48305,https://dongne.co/events/df2409/circles/132712,제27회 디. 페스타(토),Day1
가자。,gw,,,,,1sp,,,,,,,,,,https://dongne.co/events/df2409/circles/132269,제27회 디. 페스타(토),Day1
김종이,김종이,,,,,1sp,,,,,,,,,kim__paper,https://dongne.co/events/df2409/circles/132181,제27회 디. 페스타(토),Day1
까막북,독 ,,,,,2sp,터무니없는 이야기,,,,,,,,,https://dongne.co/events/df2409/circles/131486,제27회 디. 페스타(토),Day1
깍앤꼭,꼬옥,,,,,2sp,슬램덩크,내스급 섀헌,,정대만,,로맨틱,호열백호,"만화,일러스트",kkoog_TT,https://dongne.co/events/df2409/circles/130653,제27회 디. 페스타(토),Day1
꽃타래,꽃타래,,,,,2sp,,,,,,,,공예,kotale_,https://dongne.co/events/df2409/circles/131197,제27회 디. 페스타(토),Day1
냐벤더,챠비별,,,,,2sp,,,,,,,,공예,,https://dongne.co/events/df2409/circles/131635,제27회 디. 페스타(토),Day1
냥다토,째무,,,,,2sp,슬램덩크,모브사이코100,,양호열,양호열X강백호,"로맨틱,섹슈얼",리츠레이,,JJrato_illust,https://dongne.co/events/df2409/circles/130427,제27회 디. 페스타(토),Day1
디아이,..,,,,,2sp,,,,,배세진X박문대,"섹슈얼,로맨틱","청우문대, 큰세문대, 아현문대, 유진문대, 래빈문대",공예,,https://dongne.co/events/df2409/circles/132720,제27회 디. 페스타(토),Day1
디페페,HJ,,,,,1sp,,,,,,,,,,https://dongne.co/events/df2409/circles/132085,제27회 디. 페스타(토),Day1
멀구램,감옥,,,,,2sp,밀그램,,,,,,,"만화,소설",,https://dongne.co/events/df2409/circles/131555,제27회 디. 페스타(토),Day1
무이무,mui,,,,,2sp,가비지타임,"데뷔 못 하면 죽는 병 걸림,슬램덩크",,,,,,,muii_S2,https://dongne.co/events/df2409/circles/132432,제27회 디. 페스타(토),Day1
무자야,SHO,,,,,2sp,화산귀환,세븐틴,,"조걸,윤종",,,,"일러스트,공예,기타",,https://dongne.co/events/df2409/circles/130681,제27회 디. 페스타(토),Day1
빤히…,이육,,,,,1sp,데못죽,괴수8호,,,,,,,Love_26k,https://dongne.co/events/df2409/circles/132527,제27회 디. 페스타(토),Day1
삼매경,룰루,,,,,2sp,화산귀환,,,,,,,"만화,일러스트,기타",,https://dongne.co/events/df2409/circles/131047,제27회 디. 페스타(토),Day1
스노사,스노사,,,,,1sp,수공예,,,,,,,공예,Sukkugirl,https://dongne.co/events/df2409/circles/131013,제27회 디. 페스타(토),Day1
스노사,스노사,,,,,1sp,,,,,설영X자하,로맨틱,,공예,Sukkugirl,https://dongne.co/events/df2409/circles/131992,제27회 디. 페스타(토),Day1
스불재,빡빡이,,,,,2sp,화산귀환,,,"당보,청명",당보X청명,로맨틱,,"일러스트,만화",bakbak__2,https://dongne.co/events/df2409/circles/131758,제27회 디. 페스타(토),Day1
안경점,가나쵸 질리언,,,,,2sp,슬램덩크,"하이큐,아이나나",,"츠키시마,권준호,야마토",정대만X권준호,로맨틱,,,_ghanacho,https://dongne.co/events/df2409/circles/131414,제27회 디. 페스타(토),Day1
앙스타,cakedoughnut,,,,,2sp,앙상블 스타즈,,,"모리사와 치아키,타카미네 미도리",,로맨틱,신카이 카나타x모리사와 치아키,"만화,소설,일러스트",,https://dongne.co/events/df2409/circles/131936,제27회 디. 페스타(토),Day1
연결선,메론빵,,,,,1sp,가비지타임,,,성준수,,,,"소설,일러스트,사진,기타",,https://dongne.co/events/df2409/circles/132385,제27회 디. 페스타(토),Day1
웅나나,인쨩,,,,,1sp,젠레스존제로,,,,,,,만화,,https://dongne.co/events/df2409/circles/131673,제27회 디. 페스타(토),Day1
으아앙,아르,,,,,1sp,,,,,,,,,,https://dongne.co/events/df2409/circles/131608,제27회 디. 페스타(토),Day1
잡상인,도프,,,,,1sp,하이큐,"은혼,프로세카,롤,단간론파,쓰르라미",,,,,"츠카네네, 미즈에나",일러스트,doppell_00,https://dongne.co/events/df2409/circles/132791,제27회 디. 페스타(토),Day1
초가네,호시 감댜,,,,,2sp,진혼기,,,,,,,,"hosing_, PrilliaS2",https://dongne.co/events/df2409/circles/131177,제27회 디. 페스타(토),Day1
풋사과,댑싸리,,,,,1sp,프롬 아르고나비스,,슬기로운 로디생활! 프롬 아르고나비스 쁘띠존,,,,,만화,unripe_pic,https://dongne.co/events/df2409/circles/130461,제27회 디. 페스타(토),Day1
흐느적,룬시아,,,,,2sp,전독시,가비지타임 내스급 데못죽,,,중혁X독자,,,,,https://dongne.co/events/df2409/circles/130564,제27회 디. 페스타(토),Day1
