링크,부스명,대표자,위치,위치(열),위치(번호),반부스,부스,대표 작품(원작),그 외 다루는 작품,쁘띠존,캐릭터,커플링,커플링 성향,그 외 커플링,매체,트위터,행사명,개최일,팔로워수,미확보수
https://dongne.co/events/df2607/circles/175396,엘소드 쁘띠존 :: 엘리오스 100년 살기 주최부스,,I-12,I,12,,2sp,,,엘소드 쁘띠존 :: 엘리오스 100년 살기,,,,,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/167895,1004,망녕,U-23,U,23,,2sp,,,,,,,,,Boo_my_00,제34회 디. 페스타(토),Day1,9031,0
https://dongne.co/events/df2607/circles/166619,1042thDEAL,"42, 디일 ",K-01,K,01,,2sp,소년 점프작품,"은혼,원피스,보컬로이드,슬램덩크,포켓몬",,,,,,"일러스트,만화",,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/166774,1가구 1예림 기원,"여빌, 수광",T-23,T,23,,2sp,"내스급,내가 키운 S급들",,,"성현제,한유진,피스",성현제X한유진,로맨틱,,"일러스트,만화,공예",myS_villain,제34회 디. 페스타(토),Day1,0,1
https://dongne.co/events/df2607/circles/168909,1차창작만화 10권만있는부스,1000D,H-04a,H,04,a,1sp,,,,,,,,만화,1000D_Comics,제34회 디. 페스타(토),Day1,1,0
https://dongne.co/events/df2607/circles/168530,1인시위(2인일수도있음),엘드,X-03a,X,03,a,1sp,트랜스포머,,,"사운드웨이브,스타스크림",,,,소설,eldtree,제34회 디. 페스타(토),Day1,246,0
https://dongne.co/events/df2607/circles/167106,1225년 연하공 전문점,"자렌, 레몽",T-26,T,26,,2sp,내가 키운 S급들,너희들은 변호됐다,,"한유현,한유진,강민재,차주한",한유현X한유진,"로맨틱,섹슈얼","민재주한, 강차","만화,소설,일러스트","JAL_fn, s_lemong",제34회 디. 페스타(토),Day1,19880,0
https://dongne.co/events/df2607/circles/167051,13월의 정원,하말,J-23,J,23,,2sp,,,,,,,,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/167563,외계인 낚시 1회 400억,기개치,U-17b,U,17,b,1sp,이착헌,,,"김기려,강창호,선우연",,,,,gisim1ma,제34회 디. 페스타(토),Day1,1261,0
https://dongne.co/events/df2607/circles/166687,16,얼큰한해물칼국수,L-13,L,13,,2sp,스티그마타,"주술회전,화산귀환,전지적 독자시점",,스티그마타,파르벨로네 데칸 키리모프-아사르X시온,"로맨틱,섹슈얼",,만화,10000dala,제34회 디. 페스타(토),Day1,7405,0
https://dongne.co/events/df2607/circles/167511,16세고등학생 기만의진언 끌어치기,김리타,S-23b,S,23,b,1sp,"페르소나 시리즈,진여신전생,메타포 리판타지오,니어: 오토마타,니어 레플리칸트",,,,,,,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/169142,파이널리버스판타지1999,긔곰,Y-23,Y,23,,2sp,"파판14,리버스: 1999",창작,,,,,,게임,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/166892,토마호크 스테이크 1호점 : AT센터점,명란바게트,"N-04, N-05",N,04,,4sp,괴담에 떨어져도 출근을 해야 하는구나,,최솔 쁘띠존 : 달달하고 달콤한 세레나데,"최요원,김솔음",최요원X김솔음,"로맨틱,섹슈얼,해당없음,로맨틱,섹슈얼,해당없음",,"만화,일러스트",Myeong_ba_0506,제34회 디. 페스타(토),Day1,19000,0
https://dongne.co/events/df2607/circles/167056,공포의1짱CafeParade,행복한 거지,B-20b,B,20,b,1sp,아이돌마스터 sideM,,아이돌마스터 사이드엠 쁘띠존,카미야 시노노메 아스란 마키오 사키,,"로맨틱,해당없음",,만화,mozar2224,제34회 디. 페스타(토),Day1,101,0
https://dongne.co/events/df2607/circles/166586,2,왼,J-22,J,22,,2sp,명탐정 코난,,,,,,,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/169214,하멜2 엘리아노드 정제기,새흰,I-09,I,09,,2sp,엘소드,엘스타,엘소드 쁘띠존 :: 엘리오스 100년 살기,엘소드 장르 전체 캐릭터,,,,기타,msaehin,제34회 디. 페스타(토),Day1,124,0
https://dongne.co/events/df2607/circles/167798,[지식인] 아카이랑 아무로 다치는 편 전부 알려주세요 내공200,wani,J-08b,J,08,b,1sp,명탐정 코난,,2026 아카아무 쁘띠존: 10VE 10OP,,,,,,77_us_77,제34회 디. 페스타(토),Day1,1723,0
https://dongne.co/events/df2607/circles/167077,[201호실],깅,D-02b,D,02,b,1sp,닌자보이 란타로,,,"셋츠노 키리마루,도이 한스케",키리마루X도이,"로맨틱,섹슈얼",,,lsf_21xxxx,제34회 디. 페스타(토),Day1,127,0
https://dongne.co/events/df2607/circles/168183,2026 힙합동아리 하계 사생대회&백일장,닥스훈트,B-14a,B,14,a,1sp,히프노시스마이크,,히프노시스 마이크 쁘띠존,츠츠지모리 로쇼,,로맨틱,,만화,dachshunddLT,제34회 디. 페스타(토),Day1,293,0
https://dongne.co/events/df2607/circles/175397,2026 아카아무 쁘띠존: 10VE 10OP 주최부스,,J-12,J,12,,2sp,,,2026 아카아무 쁘띠존: 10VE 10OP,,,,,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/167088,21세기 동인은 물물교환만 받습니다.,염,N-07,N,07,,2sp,괴담출근,,,최요원,,,,"소설,공예",,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/166985,공항24시,24,L-08b,L,08,b,1sp,주술회전,,,"고죠 사토루,게토.스구루",고죠 사토루X게토 스구루,"로맨틱,로맨틱",,,2424wk,제34회 디. 페스타(토),Day1,5,0
https://dongne.co/events/df2607/circles/166919,24시국밥,**,D-10b,D,10,b,1sp,니지산지,하이큐,,,,,,만화,onjjyang,제34회 디. 페스타(토),Day1,702,0
https://dongne.co/events/df2607/circles/167165,요코하마역 29번 플랫폼,"5호점, 텐시",J-21a,J,21,a,1sp,명탐정 코난,,,"하기와라 켄지,마츠다 진페이,하기와라 치하야",하기와라 켄지X마츠다 진페이,로맨틱,"쥬고치하, 치하시노, 레이히로","만화,일러스트","riverflowsin_, SR305E",제34회 디. 페스타(토),Day1,1086,0
https://dongne.co/events/df2607/circles/166655,2d 이하 아이돌에게 통장을 잃음,유타페,T-02,T,02,,2sp,데뷔 못 하면 죽는 병 걸림,앙상블 스타즈,,"류청우,배세진",류청우X배세진,"로맨틱,섹슈얼",,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/168197,2m from the sky,츠여,W-22,W,22,,2sp,"슬램덩크,MCU",,,"송태섭,피터 파커",,,,,ch_evnfo,제34회 디. 페스타(토),Day1,13,0
https://dongne.co/events/df2607/circles/167433,:3,ㅁ,T-01a,T,01,a,1sp,전지적독자시점,,,,,,,소설,blacktea1315,제34회 디. 페스타(토),Day1,7,0
https://dongne.co/events/df2607/circles/168952,3학년 좋아,"엑스트라A, 승",E-02a,E,02,a,1sp,닌자보이 란타로,,,,,해당없음,,"만화,공예","extrarkrn, gustmd_50",제34회 디. 페스타(토),Day1,416,0
https://dongne.co/events/df2607/circles/169052,315프로덕션 천장 보수 협회,모토,B-24a,B,24,a,1sp,아이돌마스터 SideM,,아이돌마스터 사이드엠 쁘띠존,"신겐 세이지,엔죠지 미치루",신겐 세이지X엔죠지 미치루,,,만화,mtos9_,제34회 디. 페스타(토),Day1,37,0
https://dongne.co/events/df2607/circles/168006,(아카이)³ 더하기 (아무로)³ = ♡ x ∞,"님썰, 빈다",J-13,J,13,,2sp,명탐정코난,,2026 아카아무 쁘띠존: 10VE 10OP,"아카이 슈이치,아무로 토오루",아카이 슈이치X아무로 토오루,,,"만화,소설,일러스트","FuruseolAM, noanswwwer",제34회 디. 페스타(토),Day1,2858,0
https://dongne.co/events/df2607/circles/169179,35세 이상 아저씨만 취급 ,하얀의사,C-16a,C,16,a,1sp,히프노시스마이크,,히프노시스 마이크 쁘띠존,,,"섹슈얼,섹슈얼","레이쟈쿠히토, 레이히토, 쟈쿠히토, 레이쟈쿠",기타,whitecoat808,제34회 디. 페스타(토),Day1,74,0
https://dongne.co/events/df2607/circles/167121,율 효 솜 팽 4인부스,우우,"N-16, N-17",N,16,,4sp,괴담출근,데못죽,,최요원,최요원X김솔음,로맨틱,,"만화,일러스트,소설",uu0310522,제34회 디. 페스타(토),Day1,1465,0
https://dongne.co/events/df2607/circles/168767,인간의세포는4년으로체인지,하나,B-07,B,07,,2sp,파라라이,,,,,,,,stranger_2864,제34회 디. 페스타(토),Day1,19,0
https://dongne.co/events/df2607/circles/166645,40,닷,E-20b,E,20,b,1sp,,,,,,,,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/166964,404,재하,E-23,E,23,,2sp,닌자보이란타로(닌타마),,,,,,,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/167018,너 라인 4개라고? 난 인격이 5개다,퍼플,I-03,I,03,,2sp,"엘소드,제5인격,킹프리",,,,,,,,purple_1line,제34회 디. 페스타(토),Day1,183,0
https://dongne.co/events/df2607/circles/169032,이후는515화를 확인하시오,착공충,U-19b,U,19,b,1sp,이세계 착각 헌터,,기려창호 쁘띠존 : 함께 가요 2026 기창 엑스포,"김기려,강창호",김기려X강창호,"로맨틱,해당없음",,만화,chackgongchung,제34회 디. 페스타(토),Day1,576,0
https://dongne.co/events/df2607/circles/167191,도미노마을 54번지,ㄷㄹ,F-01,F,01,,2sp,아이돌리쉬세븐,유희왕,,"요츠바 타마키,오사카 소고,죠노우치,어둠의 유우기",오사카 소고X요츠바 타마키,"로맨틱,로맨틱,섹슈얼",어둠의 유우기 x 죠노우치,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/168574,572년째 고게중,에멍멍,L-09b,L,09,b,1sp,주술회전,,,고죠 게토,고죠사토루X게토스구루,로맨틱,,만화,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/169230,666호실,Nidaria,F-09,F,09,,2sp,"해즈빈 호텔,헬루바 보스",,✦ 웰컴 투 헬 ✦ - 헬라버스 쁘띠존,,,,,공예,nidy1028,제34회 디. 페스타(토),Day1,1581,0
https://dongne.co/events/df2607/circles/168721,이번 7월에 유학가기로 해가지고… 응원해주시면 ㄱㅅ하겟습니다 유명한 나라라 다들 잘 아실 것 같은데 이세계괴담나라예요,체체,Q-17,Q,17,,2sp,"괴담에 떨어져도 출근을 해야하는구나,괴출","이세계 착각 헌터,이세계 착각헌터,이착헌",,"<괴담에 떨어져도 출근을 해야 하는구나> 작 중 캐릭터,<이세계 착각 헌터> 작 중 캐릭터",강창호X레밍,"로맨틱,섹슈얼",,"만화,일러스트",K_che_sol_,제34회 디. 페스타(토),Day1,4764,0
https://dongne.co/events/df2607/circles/167774,제형타코 7월호,tacc,T-25b,T,25,b,1sp,내가 키운 s급들,,,"한유현,한유진",한유현X한유진,"로맨틱,섹슈얼",,만화,hrdtaco,제34회 디. 페스타(토),Day1,978,0
https://dongne.co/events/df2607/circles/166744,7월너무더워잇,판다군,P-13,P,13,,2sp,괴담출근,데못죽,,김솔음,,,,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/168139,725,박,M-16a,M,16,a,1sp,주술회전,,게토고죠 쁘띠존 「맛있어져라~♥︎ 스구사토큥♡」,"게토 스구루,고죠 사토루",게토 스구루X고죠 사토루,로맨틱,,기타,satoruubabo,제34회 디. 페스타(토),Day1,7861,0
https://dongne.co/events/df2607/circles/168800,어떤7월25일,릿지,M-16b,M,16,b,1sp,주술회전,,게토고죠 쁘띠존 「맛있어져라~♥︎ 스구사토큥♡」,"게토 스구루,고죠 사토루",게토 스구루X고죠 사토루,"해당없음,로맨틱",,"만화,사진",lzzzzzzzzsy,제34회 디. 페스타(토),Day1,4069,0
https://dongne.co/events/df2607/circles/168520,725=게고날,청무,M-17,M,17,,2sp,주술회전,,게토고죠 쁘띠존 「맛있어져라~♥︎ 스구사토큥♡」,"게토,고죠",,로맨틱,,일러스트,99round,제34회 디. 페스타(토),Day1,18400,0
https://dongne.co/events/df2607/circles/167871,725인데 게고를 해야지,D,M-04b,M,04,b,1sp,주술회전,,게토고죠 쁘띠존 「맛있어져라~♥︎ 스구사토큥♡」,"게토 스구루,고죠 사토루",게토 스구루X고죠 사토루,로맨틱,,만화,D_2cha,제34회 디. 페스타(토),Day1,956,0
https://dongne.co/events/df2607/circles/167361,7디페 토2sp,벨로,Y-16,Y,16,,2sp,화산귀환,,,,,,,,kurobina_win,제34회 디. 페스타(토),Day1,17500,0
https://dongne.co/events/df2607/circles/168060,나태지옥753살악마들의마지막끌어치기,점비,F-14,F,14,,2sp,,,✦ 웰컴 투 헬 ✦ - 헬라버스 쁘띠존,알래스터,,,,기타,jeomb1,제34회 디. 페스타(토),Day1,1697,0
https://dongne.co/events/df2607/circles/167202,8번 코어 블배로 30 뒷골목 잡화점,파람,W-10,W,10,,2sp,블랙배저,,블랙배저 NCP 쁘띠존: Mother tree's lullaby,힐데베르트 탈레브,,,,소설,panso_param,제34회 디. 페스타(토),Day1,113,0
https://dongne.co/events/df2607/circles/167524,9월 30일,오만,Z-04b,Z,04,b,1sp,뉴단간론파V3,,,사이하라 슈이치,오마 코키치X사이하라 슈이치,로맨틱,,만화,50K_V3,제34회 디. 페스타(토),Day1,7543,0
https://dongne.co/events/df2607/circles/169140,창문을 넘어 재관국에 간 98세 노인,도링,Q-24,Q,24,,2sp,괴담출근,내가 키운 S급들,,"류재관,최요원",류재관X최요원,"섹슈얼,로맨틱,섹슈얼,로맨틱",,"소설,만화,기타",ehfld79,제34회 디. 페스타(토),Day1,326,0
https://dongne.co/events/df2607/circles/167322,Alchemy Lab.,JunE,X-02,X,02,,2sp,볼트론:전설의 수호자,괴담출근,,"키스,시로,알루라,랜스,피지,헝크",키스X시로,"로맨틱,섹슈얼",알루랜스,"일러스트,소설,기타",fennecjune,제34회 디. 페스타(토),Day1,1085,0
https://dongne.co/events/df2607/circles/167298,AM01:00,한시,A-23a,A,23,a,1sp,프로젝트 세카이 컬러풀 스테이지 feat.하츠네미쿠,,루이츠카 쁘띠존【 달을 향해 별을 쏘아라 】,"카미시로 루이,텐마 츠카사",카미시로 루이X텐마 츠카사,로맨틱,,만화,hns_iiiii,제34회 디. 페스타(토),Day1,2762,0
https://dongne.co/events/df2607/circles/167756, (amado sasil...),임시,M-24,M,24,,2sp,주술회전,,게토고죠 쁘띠존 「맛있어져라~♥︎ 스구사토큥♡」,,,"로맨틱,섹슈얼",,만화,aoi_nami_koishi,제34회 디. 페스타(토),Day1,12100,0
https://dongne.co/events/df2607/circles/166626,Apple pie Opera,씨소,L-18a,L,18,a,1sp,나의 히어로 아카데미아,,,캇데쿠,바쿠고 카츠키X미도리야 이즈쿠,로맨틱,,일러스트,ssiisaw,제34회 디. 페스타(토),Day1,6,0
https://dongne.co/events/df2607/circles/166997,Arch crown,시나스,J-20a,J,20,a,1sp,명탐정 코난,매직 카이토,,,쿠도 신이치X쿠로바 카이토,로맨틱,,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/169196,Badasstemple!!! 마천랑 녀석은 벌을 받아야 해,"04, 예비, 담치",C-13,C,13,,2sp,히프노시스 마이크,,히프노시스 마이크 쁘띠존,"진구지 쟈쿠라이,아마구니 히토야,누루데 사사라,츠츠지모리 로쇼",진구지 쟈쿠라이X아마구니 히토야,"로맨틱,해당없음","진구지쟈쿠라이x아마구니히토야 , 누루데사사라x츠츠지모리로쇼","만화,일러스트,기타","mutt075, reorkkaxxa, damchee_",제34회 디. 페스타(토),Day1,8594,0
https://dongne.co/events/df2607/circles/168044,Black and white ,씨밀레,M-09b,M,09,b,1sp,주술회전,,게토고죠 쁘띠존 「맛있어져라~♥︎ 스구사토큥♡」,,,"로맨틱,섹슈얼",,,Simile725,제34회 디. 페스타(토),Day1,241,0
https://dongne.co/events/df2607/circles/166900,Blanc de Blanc,메타,J-05,J,05,,2sp,명탐정 코난,,,"후루야 레이,카자미 유우야",후루야 레이X카자미 유우야,"로맨틱,섹슈얼,로맨틱",,"만화,일러스트",prayer_meta,제34회 디. 페스타(토),Day1,2073,0
https://dongne.co/events/df2607/circles/166615,BLUE MANIAC,NoN,S-06,S,06,,2sp,러브앤딥스페이스,괴담에 떨어져도 출근을 해야 하는구나,,"하우주,심성훈,호유원",,"섹슈얼,로맨틱",,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/168334,오리지늄 C세포,HYUN,E-19,E,19,,2sp,명일방주,"할로우나이트,사이퍼즈",,올캐릭터,,,,일러스트,KJ3R4G,제34회 디. 페스타(토),Day1,4090,0
https://dongne.co/events/df2607/circles/169153,CMMN 한국 지부,윤수,F-11,F,11,,2sp,해즈빈 호텔,,✦ 웰컴 투 헬 ✦ - 헬라버스 쁘띠존,"알래스터,찰리 모닝스타",알래스터X찰리 모닝스타,"로맨틱,섹슈얼,로맨틱",,만화,y0unsu,제34회 디. 페스타(토),Day1,2405,0
https://dongne.co/events/df2607/circles/168491,포탈탈출 code.H,화쵸,W-18,W,18,,2sp,블랙배저,,블랙배저 NCP 쁘띠존: Mother tree's lullaby,,,,,공예,bb_ri_isling,제34회 디. 페스타(토),Day1,210,0
https://dongne.co/events/df2607/circles/167958,코모리룸(Comori room),Comori room,H-23a,H,23,a,1sp,,,,,,,,일러스트,comori_room,제34회 디. 페스타(토),Day1,56,0
https://dongne.co/events/df2607/circles/167039,Crotti,kitami,K-19,K,19,,2sp,원피스,"아이실드21,킹덤",,,,,,만화,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/166847,d,d,V-15,V,15,,2sp,,,,,,,,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/167878,Dear Ribbon,긴,A-11,A,11,,2sp,프로세카,,,니고,미즈키X에나,로맨틱,,"일러스트,소설",gin937,제34회 디. 페스타(토),Day1,22400,0
https://dongne.co/events/df2607/circles/168838,DEER SEASON!,꾸비,F-15a,F,15,a,1sp,해즈빈호텔,헬루바보스,✦ 웰컴 투 헬 ✦ - 헬라버스 쁘띠존,,,,,"공예,기타",kkubi_HZ,제34회 디. 페스타(토),Day1,240,0
https://dongne.co/events/df2607/circles/168741,쿠사렌DIY해주는아저씨입니다,쿠독,B-21a,B,21,a,1sp,아이돌마스터 SideM,,아이돌마스터 사이드엠 쁘띠존,,,,카오테루,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/168193,DONUT UNIVERSE,"TN, 트라뭇",D-20b,D,20,b,1sp,트라이건,,,,울프우드X밧슈,,,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/167004,대격돌! DU편의점 vs 현무마트,9999,P-07,P,07,,2sp,괴담에 떨어져도 출근을 해야 하는구나,괴담출근,,<괴담에 떨어져도 출근을 해야 하는구나> 작 중 캐릭터,,,,,_9_999,제34회 디. 페스타(토),Day1,4833,0
https://dongne.co/events/df2607/circles/168502,ECO-404,성찬,H-19,H,19,,2sp,,,,,,,,"일러스트,기타",,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/167894,Entry,둡댑,Z-01,Z,01,,2sp,"포켓몬스터,헌터 X 헌터",,,,,,,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/168693,가족애도 사랑(Eros)이다,마사,X-22a,X,22,a,1sp,A3!,,,"미카게 히소카,우츠키 치카게,후루이치 사쿄,이즈미다 아자미",미카게 히소카X우츠키 치카게,해당없음,후루이치 사쿄x이즈미다 아자미,만화,mashumasaa,제34회 디. 페스타(토),Day1,47,0
https://dongne.co/events/df2607/circles/167688,EVERBLUE,이온,W-05a,W,05,a,1sp,메달리스트,"크게휘두르며,가비지타임,오사카환상선,고스트바둑왕(히카루의바둑),히카루의바둑,고스트바둑왕",,,,"로맨틱,로맨틱,해당없음",NCP,"만화,일러스트",ionblue,제34회 디. 페스타(토),Day1,814,0
https://dongne.co/events/df2607/circles/168971,나야 나 Fate/strange Fake에 나오는 이시가미 빙하라고,"도캉, HOON",V-21,V,21,,2sp,닥터스톤,,,"이시가미 센쿠,아사기리 겐,낙빙하,심청추,아마미야 렌,아케치 고로",이시가미 센쿠X아사기리 겐,"로맨틱,섹슈얼","빙추, 주아케","만화,일러스트",Do_kang_,제34회 디. 페스타(토),Day1,755,0
https://dongne.co/events/df2607/circles/166594,박카스G,bibi,L-21b,L,21,b,1sp,어두운 바다의 등불이 되어 (어바등),앙상블 스타즈,,,,해당없음,,"만화,일러스트",,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/169144,게크크(GAYCREATORCREW),"우엉, 쨈누",V-26,V,26,,2sp,"블루록,전자오락수호대","죠죠의 기묘한 모험,페르소나 4",,,이사기 요이치X미하엘 카이저,"로맨틱,로맨틱",치트x패치,"일러스트,공예,만화",unformedgotvg,제34회 디. 페스타(토),Day1,328,0
https://dongne.co/events/df2607/circles/166732,GYURI,김규리,K-15a,K,15,a,1sp,하이큐!,,,,,,,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/167229,H력의 로미오와 줄리엣,두목,C-18,C,18,,2sp,히프노시스 마이크,"마법사의 약속(마호야쿠),다이에이",히프노시스 마이크 쁘띠존,"아리스가와 다이스,유메노 겐타로",아리스가와 다이스X유메노 겐타로,"로맨틱,섹슈얼",,"일러스트,소설,만화","No_1_KASHIRA, tomodachi7741",제34회 디. 페스타(토),Day1,1010,0
https://dongne.co/events/df2607/circles/169235,HAZBNB,운피턴,F-17b,F,17,b,1sp,해즈빈 호텔,,✦ 웰컴 투 헬 ✦ - 헬라버스 쁘띠존,,,,,"일러스트,기타",oonpiturn_,제34회 디. 페스타(토),Day1,17800,0
https://dongne.co/events/df2607/circles/166944,How deer you,유자폰즈,F-17a,F,17,a,1sp,해즈빈 호텔,,✦ 웰컴 투 헬 ✦ - 헬라버스 쁘띠존,알래스터,,,,,YuuYuzuponzu,제34회 디. 페스타(토),Day1,3,0
https://dongne.co/events/df2607/circles/168724,ignition,힌,E-14a,E,14,a,1sp,붕괴: 스타레일,,,"파이논,아낙사",파이논X아낙사,"로맨틱,로맨틱",,소설,heenhnn,제34회 디. 페스타(토),Day1,592,0
https://dongne.co/events/df2607/circles/167050,Imagination Store,츠히,V-09b,V,09,b,1sp,묵독,,,페이두,뤄원저우X페이두,섹슈얼,,소설,tzuhi,제34회 디. 페스타(토),Day1,317,0
https://dongne.co/events/df2607/circles/167455,‼️주in공른이라 주인공른하는 부스‼️,"은설, 소사",N-03,N,03,,2sp,괴담출근,,최솔 쁘띠존 : 달달하고 달콤한 세레나데,"최요원,김솔음",최요원X김솔음,"로맨틱,로맨틱",,"일러스트,만화","Eunsul_1109, SOSA3451",제34회 디. 페스타(토),Day1,1555,0
https://dongne.co/events/df2607/circles/168893,잡덕is마이job,루,P-02,P,02,,2sp,괴담출근,"스타레일,프로세카",,,아키토X토우야,로맨틱,,일러스트,jungru1125,제34회 디. 페스타(토),Day1,966,0
https://dongne.co/events/df2607/circles/166590,KANIKANI,mana,C-14a,C,14,a,1sp,히프노시스마이크,,히프노시스 마이크 쁘띠존,"야마다 이치로,아오히츠기 사마토키",야마다 이치로X아오히츠기 사마토키,"섹슈얼,로맨틱",,만화,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/168101,KOGEKOGE,탄빵,C-14b,C,14,b,1sp,히프노시스마이크,,히프노시스 마이크 쁘띠존,"야마다 이치로,아오히츠기 사마토키",야마다 이치로X아오히츠기 사마토키,"로맨틱,섹슈얼",,"소설,만화",str4wb3rryfi31d,제34회 디. 페스타(토),Day1,261,0
https://dongne.co/events/df2607/circles/168882,life hack: 변호사를 해킹하라,하스,C-15b,C,15,b,1sp,히프노시스마이크,블루록,히프노시스 마이크 쁘띠존,,야마다 사부로X아마구니 히토야,,,소설,HASDRBB,제34회 디. 페스타(토),Day1,13,0
https://dongne.co/events/df2607/circles/166642,Liquid Hydrogen,ENKI,V-05b,V,05,b,1sp,충사,"주술회전,하이큐",,"깅코,고죠 사토루,게토 스구루",,,,"만화,일러스트",,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/166660,Little Love,CHO,F-04,F,04,,2sp,해즈빈호텔,,✦ 웰컴 투 헬 ✦ - 헬라버스 쁘띠존,"루시퍼,릴리스",루시퍼X릴리스,로맨틱,,"만화,일러스트,기타",cho_BHD,제34회 디. 페스타(토),Day1,11300,0
https://dongne.co/events/df2607/circles/167700,Loop,차차,U-06b,U,06,b,1sp,,,,,,,,소설,asterisk1ng,제34회 디. 페스타(토),Day1,1,0
https://dongne.co/events/df2607/circles/167789,Loot at the 기창,펠쟌,T-12,T,12,,2sp,이세계 착각 헌터,,기려창호 쁘띠존 : 함께 가요 2026 기창 엑스포,"김기려,강창호",,로맨틱,,"기타,만화",postpell_mobile,제34회 디. 페스타(토),Day1,149,0
https://dongne.co/events/df2607/circles/167041,Lovely Mix,Lovely Mix,O-11b,O,11,b,1sp,괴담출근,"화산귀환,내스급,전독시",,,,,,,LovelyMix_,제34회 디. 페스타(토),Day1,2699,0
https://dongne.co/events/df2607/circles/167382,Lunabysskr,루나비스아뜰리에,G-09,G,09,,2sp,,,,,,,,,Lunabyss_kr,제34회 디. 페스타(토),Day1,1119,0
https://dongne.co/events/df2607/circles/166836,Midnight Blue,세르웬,A-16,A,16,,2sp,프로젝트 세카이,,,,,,,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/166568,Midnight SIESTA,소금계란,C-05,C,05,,2sp,히프노시스 마이크,,히프노시스 마이크 쁘띠존,"이자나미 히후미,칸논자카 돗포",이자나미 히후미X칸논자카 돗포,"로맨틱,섹슈얼",,만화,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/166808,mini:D,무앜,P-11,P,11,,2sp,괴담출근,데못죽,,김솔음,,,,일러스트,muac2482,제34회 디. 페스타(토),Day1,52,0
https://dongne.co/events/df2607/circles/166737,Miroh,다안,P-23a,P,23,a,1sp,괴담출근,도쿄리벤저스,,괴담출근,,,,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/166649,Mixed Nuts,이례,P-14,P,14,,2sp,괴담출근,,,,,,,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/167537,My☆Planet,행성지기,G-04,G,04,,2sp,"핸드메이드 봉제인형,솜인형 드레스",,,,,,,,My_Planet_Doll,제34회 디. 페스타(토),Day1,6453,0
https://dongne.co/events/df2607/circles/175394,블랙배저 NCP 쁘띠존: Mother tree's lullaby 주최부스,,W-13,W,13,,2sp,,,블랙배저 NCP 쁘띠존: Mother tree's lullaby,,,,,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/167525,neimma,chop,E-15a,E,15,a,1sp,붕괴 스타레일,,,파이논 아낙사,파이논X아낙사,로맨틱,,,pprk1122,제34회 디. 페스타(토),Day1,34900,0
https://dongne.co/events/df2607/circles/166776,                                                                                                                                                                                                      NF,안건,L-04,L,04,,2sp,주술회전,,,고죠 사토루 게토 스구루,고죠 사토루X게토 스구루,"로맨틱,섹슈얼",,"일러스트,만화",goodteethguys,제34회 디. 페스타(토),Day1,11900,0
https://dongne.co/events/df2607/circles/167947,NoContextHuman,BOT,W-03a,W,03,a,1sp,100미터.,지. -지구의 운동에 대하여,,,,,,만화,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/168222,OneStar,Kuuze,P-23b,P,23,b,1sp,괴담에 떨어져도 출근을 해야하는구나,,,,,,,,kuuze_101,제34회 디. 페스타(토),Day1,514,0
