부스명,대표자,위치,위치(열),위치(번호),반부스,부스,대표 작품(원작),그 외 다루는 작품,쁘띠존,캐릭터,커플링,커플링 성향,그 외 커플링,매체,트위터,링크,행사명,개최일
왜 형제들로 그런그림을 그리시나요,"염,세포한다",,,,,2sp,트라이건,미정,다정한 독 인간 태풍,"밧슈,나이브스,울프우드",,로맨틱,울밧,만화,Citronplanet,https://dongne.co/events/df2404/circles/120821,제25회 디. 페스타,Day1
와! 빵준 종상 타이어보다 싸다!,모라,,,,,2sp,가비지타임,,,"전영중,성준수,최종수,박병찬,기상호",전영중X성준수,"섹슈얼,로맨틱,해당없음",최종수x기상호,"만화,일러스트,기타",Mora_bboyo,https://dongne.co/events/df2404/circles/120694,제25회 디. 페스타,Day1
네?! 섹시요?! 여기서요?! ,서누,,,,,1sp,카리스마,,후미텐 쁘띠존: 월드섹시엠버서더 지갑 탈취 대작전 (안돼? 왜?),,이토 후미야X텐도 아마히코,,,만화,snsstk3,https://dongne.co/events/df2404/circles/118182,제25회 디. 페스타,Day1
밧..밧밧..바바밧..밧.,찍먹,,,,,2sp,트라이건,,다정한 독 인간 태풍,,나이브스X밧슈,,"울프우드x밧슈,밧른",만화,,https://dongne.co/events/df2404/circles/118831,제25회 디. 페스타,Day1
총.놀,람쥐,,,,,1sp,트라이건,,다정한 독 인간 태풍,밧슈 나이브스,나이브스X밧슈,"섹슈얼,로맨틱",,소설,fkawnltjsej1,https://dongne.co/events/df2404/circles/118169,제25회 디. 페스타,Day1
곰굴,DMWM,,,,,1sp,1차 창작,"닌타마(2차 논컾),나루토(드림)",,,,,,소설,DMWM_novel,https://dongne.co/events/df2404/circles/119183,제25회 디. 페스타,Day1
낙깅,낙낙,,,,,2sp,가비지타임,,,,전영중X성준수,,,,,https://dongne.co/events/df2404/circles/118989,제25회 디. 페스타,Day1
맘마,맘마,,,,,4sp,"1차 문구류,픽셀아트",슬램덩크,,,,,,기타,wiggle_eworm,https://dongne.co/events/df2404/circles/120009,제25회 디. 페스타,Day1
부슥,삥찌,,,,,1sp,어두운 바다의 등불이 되어,데못죽,"해량무현 쁘띠존 : 세상에서 제일 긴 웨딩 로드 3,000m",,신해량X박무현,,,,bbing_zzi,https://dongne.co/events/df2404/circles/119627,제25회 디. 페스타,Day1
오예,이노츠,,,,,2sp,가비지타임,,,지상고,,,,일러스트,enough_iro,https://dongne.co/events/df2404/circles/118281,제25회 디. 페스타,Day1
축사,나귀,,,,,2sp,화산귀환,,,,당보X청명,"로맨틱,섹슈얼",,"만화,소설",donkey0916,https://dongne.co/events/df2404/circles/118762,제25회 디. 페스타,Day1
퍄퍄,둥둥가둥가,,,,,2sp,플레이브,,,,,,,,,https://dongne.co/events/df2404/circles/118555,제25회 디. 페스타,Day1
무한~가비지타임,히히낭낙,,,,,2sp,가비지타임,,,,,,,만화,ma_man_ma_,https://dongne.co/events/df2404/circles/119080,제25회 디. 페스타,Day1
미리 ,내일,,,,,1sp,,,,,,,,,,https://dongne.co/events/df2404/circles/119646,제25회 디. 페스타,Day1
나이 님 저  ○○충 해도 됩니까?,무믓,,,,,2sp,트라이건,,다정한 독 인간 태풍,밧슈,밀리온즈 나이브스X밧슈 더 스탬피드,"섹슈얼,로맨틱",,"만화,사진","Eva_7474, k1vGGP, TMRIGUN",https://dongne.co/events/df2404/circles/119347,제25회 디. 페스타,Day1
뾰잉 옆 봄잉,서봄,,,,,2sp,1차,"하이큐!! (HQ!!),파이널판타지 14",,"1차 (미정),아카아시 케이지 등 하이큐 등장인물",,,,"일러스트,기타",AKAASHI_BLUE,https://dongne.co/events/df2404/circles/119228,제25회 디. 페스타,Day1
중원 다 터져서 왔다구요,명명,,,,,1sp,화산귀환,,,"청명,당보 등",당보X청명,해당없음,,"일러스트,만화",myeong_mm,https://dongne.co/events/df2404/circles/119405,제25회 디. 페스타,Day1
검은 새벽,김래곤,,,,,2sp,,,,,,,,,kimlaegon911,https://dongne.co/events/df2404/circles/119095,제25회 디. 페스타,Day1
나눔 파티,ㄹㅇ,,,,,1sp,데뷔 못 하면 죽는 병 걸림,,,,,해당없음,,일러스트,,https://dongne.co/events/df2404/circles/118517,제25회 디. 페스타,Day1
내가 해냄,바니,,,,,2sp,원피스,,,올캐러,,,,공예,ye_190X666,https://dongne.co/events/df2404/circles/118538,제25회 디. 페스타,Day1
영영 위빙,영영 위빙,,,,,2sp,핸드메이드 위빙 매트,,,,,,,공예,y0ung0_weaving,https://dongne.co/events/df2404/circles/120533,제25회 디. 페스타,Day1
제발 성공,멍!,,,,,2sp,아이돌리쉬세븐,천관사복,,세오도아 리들,,,,"일러스트,만화",wkq__ejr,https://dongne.co/events/df2404/circles/119592,제25회 디. 페스타,Day1
펭귄 뽀요,주6일근로자,,,,,2sp,,,,,,,,일러스트,penguin_ppoyo,https://dongne.co/events/df2404/circles/119138,제25회 디. 페스타,Day1
춥고 꽝꽝 언 냉장고,옆집토마토,,,,,1sp,,,,,,,,만화,N_D_DO,https://dongne.co/events/df2404/circles/118356,제25회 디. 페스타,Day1
그냥 종상 부스,일회용,,,,,2sp,가비지타임,,기상호 오른쪽 쁘띠존,"최종수,기상호",최종수X기상호,"로맨틱,섹슈얼",,소설,,https://dongne.co/events/df2404/circles/118914,제25회 디. 페스타,Day1
당신 정말 애인 맞아?,모노,,,,,2sp,모브사이코100,,모브레이 쁘띠존 : 모브레이 폭발까지 99%,레이겐 아라타카,,로맨틱,,"만화,일러스트",,https://dongne.co/events/df2404/circles/118496,제25회 디. 페스타,Day1
뭐가 됐든 끝은 백호열 ,화분속 대두 눈사람이 쌀떡을 만들다,,,,,2sp,슬램덩크,,,"강백호,양호열",강백호X양호열,"섹슈얼,로맨틱",,"만화,일러스트,소설,기타",tteoneug,https://dongne.co/events/df2404/circles/119850,제25회 디. 페스타,Day1
일단 뭔가 냅니다,Living,,,,,1sp,원피스,페르소나,,"루피,조로",루피X조로,로맨틱,아라가키 신지로x페르소나3포터블 여주,"만화,일러스트",Nsiring,https://dongne.co/events/df2404/circles/118612,제25회 디. 페스타,Day1
대태 무슨 일이야 호백과 함께 합니다,"농팔이, 모시떡",,,,,2sp,슬램덩크,,,정대만 송태섭,정대만X송태섭,"로맨틱,섹슈얼",호열백호 ,만화,"nong_8E, Mosisi_cake",https://dongne.co/events/df2404/circles/119180,제25회 디. 페스타,Day1
내가 키운 슬램덩크,쑤,,,,,1sp,슬램덩크,내가 키운 s급들,,서태웅 강백호,태웅X백호,,현제유진,,panda_3913,https://dongne.co/events/df2404/circles/118951,제25회 디. 페스타,Day1
일단 뭐가 나옵니다,엘핑,,,,,1sp,유희왕 브레인즈,SD건담 시리즈,,유사쿠&Ai,후지키 유사쿠XAi,로맨틱,없음,만화,EP_649,https://dongne.co/events/df2404/circles/121283,제25회 디. 페스타,Day1
형이 키운 아기천사,250,,,,,1sp,내가 키운 S급들,,,한유현 한유진,한유현X한유진,로맨틱,,기타,JD_tls250,https://dongne.co/events/df2404/circles/119611,제25회 디. 페스타,Day1
이젠 내겐 종상밖에 보이지 않아-!!,낸내,,,,,1sp,가비지타임,,,"최종수,기상호",최종수X기상호,로맨틱,,일러스트,,https://dongne.co/events/df2404/circles/119516,제25회 디. 페스타,Day1
일단 사고 후회하면 뭐라도 남는다,"아뵤, 망냥, 티굴",,,,,2sp,가비지타임,"플레이브,데못죽,슬램덩크",,"성준수,진재유,고상언,최종수,조재석,전영중",고상언X최종수,로맨틱,박병찬×최종수,"소설,기타","aaaaaigobyoya, mang2nyang2, beastsociety7",https://dongne.co/events/df2404/circles/119121,제25회 디. 페스타,Day1
오늘 밤은 트라이건 아침까지 맥시멈!,"슬래시, 노도리",,,,,2sp,트라이건,,다정한 독 인간 태풍,"울프우드,밧슈",울프우드X밧슈,"로맨틱,섹슈얼",나이밧슈,만화,wolfXvashWV,https://dongne.co/events/df2404/circles/118799,제25회 디. 페스타,Day1
나의 가슴 아카데미아,"오미, 막탄, 하지",,,,,4sp,나의 히어로 아카데미아,슬램덩크,,"미도리야 이즈쿠,바쿠고 카츠키,토도로키 쇼토 등",,섹슈얼,,"만화,공예,일러스트",omimuyo,https://dongne.co/events/df2404/circles/119605,제25회 디. 페스타,Day1
우리 부스 농구합니다 / 진티엔리밍,K,,,,,2sp,슬램덩크,,,,전영중X성준수,,,공예,ccoommuull,https://dongne.co/events/df2404/circles/118994,제25회 디. 페스타,Day1
국산 오타쿠,피나토,,,,,1sp,전지적 독자 시점,"데뷔 못하면 죽는 병 걸림,화산귀환",,김독자,,,,,pinytus,https://dongne.co/events/df2404/circles/119749,제25회 디. 페스타,Day1
여우 바구니,래빗,,,,,1sp,,,,,,,,,,https://dongne.co/events/df2404/circles/119771,제25회 디. 페스타,Day1
몽솜 잡화점 &소소한 인형공방,몽솜,,,,,2sp,창작인형,니지산지,,,,,,,mongle_softly,https://dongne.co/events/df2404/circles/119763,제25회 디. 페스타,Day1
우리 모두가 친구,사씨,,,,,4sp,가비지타임,,,,임승대X진재유,"로맨틱,섹슈얼",,,_204x175,https://dongne.co/events/df2404/circles/120553,제25회 디. 페스타,Day1
일일 메이드 카페,hamjisan x touyu,,,,,2sp,프로젝트 세카이,"원신,붕괴 스타레일",,,,,,일러스트,"tokyojisan, Touyu_1210",https://dongne.co/events/df2404/circles/118136,제25회 디. 페스타,Day1
중원 변두리 객잔,라희,,,,,2sp,잔차품,중국 소설 장르,,"루비싱,린징헝",,로맨틱,,"일러스트,소설,만화",lanxi_SPL,https://dongne.co/events/df2404/circles/119758,제25회 디. 페스타,Day1
개와 늑대와 시바꺼,매일,,,,,1sp,가비지타임,,기상호 오른쪽 쁘띠존,기상호,성준수X기상호,,,소설,meilmeil_0,https://dongne.co/events/df2404/circles/120109,제25회 디. 페스타,Day1
달군 마라탕 찌르기,"남자헌터, 자연발생",,,,,2sp,가비지타임,화산귀환,,"성준수,전영중,청명,백천",성준수X전영중,"로맨틱,섹슈얼",청명x백천,,dansihunter,https://dongne.co/events/df2404/circles/119906,제25회 디. 페스타,Day1
공을 티기고 티기고 또 티김,소소,,,,,2sp,,,,,,,,,,https://dongne.co/events/df2404/circles/120289,제25회 디. 페스타,Day1
우리 애들이 사랑을 하겠다잖아요,동글이,,,,,2sp,가비지타임,,Habitual romance on April 31st,"전영중,성준수",전영중X성준수,로맨틱,,일러스트,oO13__oO,https://dongne.co/events/df2404/circles/120257,제25회 디. 페스타,Day1
내가 마감을 한다면…,초코비,,,,,1sp,가비지타임,,Habitual romance on April 31st,"전영중,성준수",,해당없음,,,dlqtldkrrnl,https://dongne.co/events/df2404/circles/119915,제25회 디. 페스타,Day1
아아 이것이 디페스타라는 것이다,제나,,,,,1sp,어두운 바다의 등불이 되어,,"해량무현 쁘띠존 : 세상에서 제일 긴 웨딩 로드 3,000m",,,,,,baao_o9,https://dongne.co/events/df2404/circles/119549,제25회 디. 페스타,Day1
일단 뭐라도 내보이겠습니다,청년피자,,,,,2sp,에리오스 라이징 히어로즈,,,,,,,,,https://dongne.co/events/df2404/circles/118816,제25회 디. 페스타,Day1
봄봄 스튜디오,아사,,,,,2sp,가비지타임,"플레이브,슬램덩크",,,,,,만화,ceremony_asa,https://dongne.co/events/df2404/circles/121148,제25회 디. 페스타,Day1
승재 한판이면,패키,,,,,4sp,가비지타임,,,"임승대,진재유",임승대X진재유,"섹슈얼,로맨틱",,소설,pekiflowmeter_2,https://dongne.co/events/df2404/circles/118486,제25회 디. 페스타,Day1
앨런 가보자고,로토리,,,,,2sp,앨런 웨이크,컨트롤x모브사이코,,앨런 웨이크,,,,"기타,만화",the_rotorri,https://dongne.co/events/df2404/circles/119226,제25회 디. 페스타,Day1
우선 가보자고,포나,,,,,2sp,데뷔못하면죽는병걸림,"쿠킹덤,카리스마 하우스",,,,,,,po_na__02,https://dongne.co/events/df2404/circles/119667,제25회 디. 페스타,Day1
나만 빵준하고 싶은 거 아니잖아...!,유성,,,,,2sp,가비지타임,,Habitual romance on April 31st,,,로맨틱,,"소설,공예,기타",B4SK3TBAL1_,https://dongne.co/events/df2404/circles/120557,제25회 디. 페스타,Day1
남의 여자친구 메이커,ㅅㅍ,,,,,1sp,닌텐도 장르,,,,,로맨틱,,소설,,https://dongne.co/events/df2404/circles/119711,제25회 디. 페스타,Day1
저희 대리님의 애인은 몇명일까요?,뱀팡,,,,,2sp,도쿄리벤져스,도쿄리벤져스,2024 타케른 쁘띠존,,무수한공X하나가키 타케미치,,타케른,,nupaeng_DRB,https://dongne.co/events/df2404/circles/119482,제25회 디. 페스타,Day1
야마 회전회오리,야마,,,,,1sp,니지산지 버튜버,플레이브/개인버튜버,,복스아쿠마/미스타리아스/쇼토,,,,일러스트,ayama_v,https://dongne.co/events/df2404/circles/120767,제25회 디. 페스타,Day1
닥터 노리유키의 기묘한 란레이드,혜소,,,,,2sp,엘소드,"죠죠의 기묘한 모험,세포신곡,닥터 후",,,,,,일러스트,__pchrc,https://dongne.co/events/df2404/circles/119410,제25회 디. 페스타,Day1
한번 찍먹해보세요,햇탬,,,,,2sp,포켓몬스터,"문스독,페이드 그랜드 오더,보컬로이드,포켓미쿠,엘소드,이터널 리턴,프로젝트 세카이,명탐정 코난,주술회전",,,,로맨틱,"구다른,다자츄","게임,일러스트,만화",hattam315,https://dongne.co/events/df2404/circles/121201,제25회 디. 페스타,Day1
저게 인공위성일까 별이었으면 좋겠다,익명,,,,,2sp,진혼기,,설영자하 쁘띠존: 악월(惡月)부터 고월(辜月)까지,"설영,자하",설영X자하,,,,,https://dongne.co/events/df2404/circles/120277,제25회 디. 페스타,Day1
"누나, 여동생 돗치가스키?♥︎","A/S, 까까, 근, 피자",,,,,4sp,트라이건,,다정한 독 인간 태풍,,울프우드X밧슈,"섹슈얼,로맨틱",나이밧슈,만화,"A_S15771577, kkax2___, trigun_gun, Kummerspeck_J",https://dongne.co/events/df2404/circles/118742,제25회 디. 페스타,Day1
"탱호, 좋아하세요?",요하,,,,,1sp,슬램덩크,,,서태웅,서태웅X양호열,로맨틱,,만화,10ho_0310,https://dongne.co/events/df2404/circles/120266,제25회 디. 페스타,Day1
냥권!냥권!,"인간관계망함, 4005",,,,,2sp,가비지타임,,Habitual romance on April 31st,최종수,전영중X성준수,"로맨틱,섹슈얼","종뱅, 최종수박병찬",,,https://dongne.co/events/df2404/circles/118702,제25회 디. 페스타,Day1
아아... 이것이 농구라는 것이다.,,,,,,2sp,,,,,,로맨틱,,만화,,https://dongne.co/events/df2404/circles/120612,제25회 디. 페스타,Day1
"공놀(농구),그리고 공놀(공사놀이)","농밤,푸어띵",,,,,1sp,슬램덩크,역대급영지설계사,,"산왕,북산",하비엘X로이드,,,만화,"nongbam_oO, poorthing__",https://dongne.co/events/df2404/circles/119449,제25회 디. 페스타,Day1
만듦&캔두잇,박진희,,,,,4sp,,,,,,,,,,https://dongne.co/events/df2404/circles/119077,제25회 디. 페스타,Day1
감자밭,감자,,,,,1sp,데못죽,가비지타임 등등,,테스타,,해당없음,,"일러스트,만화",80o0o0o08,https://dongne.co/events/df2404/circles/118189,제25회 디. 페스타,Day1
곰아지,10,,,,,1sp,데못죽,,,문큰,박문대X이세진,해당없음,,일러스트,,https://dongne.co/events/df2404/circles/120014,제25회 디. 페스타,Day1
깍앤꼭,꼬옥,,,,,2sp,슬램덩크,내스급 전독시,,정대만,,로맨틱,,"만화,일러스트",kkoog_TT,https://dongne.co/events/df2404/circles/118393,제25회 디. 페스타,Day1
내내부,단지,,,,,2sp,데뷔못하면죽는병걸림,가비지타임,,,,,,만화,,https://dongne.co/events/df2404/circles/118892,제25회 디. 페스타,Day1
냐벤더,챠비별,,,,,2sp,,,,,,,,,,https://dongne.co/events/df2404/circles/119600,제25회 디. 페스타,Day1
단팥빵,단,,,,,2sp,가비지타임,슬램덩크,,"김다은,정대만,이현성",서태웅X정대만,로맨틱,"송태섭X정대만, 조형석X이현성",기타,ZZIN____,https://dongne.co/events/df2404/circles/120413,제25회 디. 페스타,Day1
돌세개,꽁치,,,,,2sp,FF14,,,"메테오,그라하",메테오X그라하 티아,,,"만화,일러스트,기타",,https://dongne.co/events/df2404/circles/118260,제25회 디. 페스타,Day1
또롱별,이데아,,,,,2sp,내가 키운 S급들,,,한유현 한유진,,,,일러스트,ideatami01,https://dongne.co/events/df2404/circles/118167,제25회 디. 페스타,Day1
뚜벅초,장의사,,,,,1sp,진혼기,,설영자하 쁘띠존: 악월(惡月)부터 고월(辜月)까지,"설영,자하",,섹슈얼,,만화,,https://dongne.co/events/df2404/circles/120841,제25회 디. 페스타,Day1
밥빙기,빙이봉이,,,,,2sp,,,,,,,,,,https://dongne.co/events/df2404/circles/119329,제25회 디. 페스타,Day1
보냉고,카스테라,,,,,2sp,진혼기,,설영자하 쁘띠존: 악월(惡月)부터 고월(辜月)까지,"설영,자하",설영X자하,로맨틱,,"일러스트,기타",c_a_stella,https://dongne.co/events/df2404/circles/121021,제25회 디. 페스타,Day1
빵심당,요타,,,,,2sp,가비지타임,데못죽,,,,,,,pizzalove57,https://dongne.co/events/df2404/circles/118374,제25회 디. 페스타,Day1
뽀요빵,운운,,,,,2sp,화산귀환,,,올캐릭터,,,,"만화,일러스트,기타",,https://dongne.co/events/df2404/circles/118882,제25회 디. 페스타,Day1
뾰잉샵,슈기슈기,,,,,2sp,,,,,,,,일러스트,,https://dongne.co/events/df2404/circles/118484,제25회 디. 페스타,Day1
안가네,"가나쵸, 뮤실리",,,,,2sp,"아이나나,세포신곡","슬램덩크,가비지 타임,전독시",,,,,,,"_ghanacho, Mue_silly",https://dongne.co/events/df2404/circles/119317,제25회 디. 페스타,Day1
연장전,"소바, 먼지, 파산, 재강사",,,,,2sp,"MIU404,가비지타임",,,,,로맨틱,,,extension404,https://dongne.co/events/df2404/circles/119679,제25회 디. 페스타,Day1
이글루,글루,,,,,4sp,주술회전,슬램덩크,,,,,,,,https://dongne.co/events/df2404/circles/119071,제25회 디. 페스타,Day1
자갈밭,늉,,,,,2sp,,로드오브히어로즈,,,,,,만화,,https://dongne.co/events/df2404/circles/118478,제25회 디. 페스타,Day1
진혼기,dktnl,,,,,1sp,진혼기,,설영자하 쁘띠존: 악월(惡月)부터 고월(辜月)까지,설영자하,,,,"기타,조형,소설,만화",,https://dongne.co/events/df2404/circles/119049,제25회 디. 페스타,Day1
진혼시,이리,,,,,1sp,진혼기,,설영자하 쁘띠존: 악월(惡月)부터 고월(辜月)까지,설영,설영X자하,로맨틱,,"소설,사진,만화",lucidus_laelaps,https://dongne.co/events/df2404/circles/119935,제25회 디. 페스타,Day1
카래집,1,,,,,1sp,프로젝트 세카이,"데못죽,뱅드림",,,요이사키 카나데X아사히나 마후유,,"래빈유진, 토모사키",만화,,https://dongne.co/events/df2404/circles/120552,제25회 디. 페스타,Day1
할멈네,할무니,,,,,2sp,아이나나,가비지타임,,,,,,,,https://dongne.co/events/df2404/circles/119316,제25회 디. 페스타,Day1
해달샵,시크루,,,,,4sp,원신,화산귀환,,,,,,공예,,https://dongne.co/events/df2404/circles/118498,제25회 디. 페스타,Day1
냉장고 ,하임 ,,,,,4sp,하이큐,"이런 영웅은 싫어,쿠키런 등",,히나타 쇼요,,로맨틱,"카게히나, 오이히나 ","만화,일러스트",iced_chocohaim,https://dongne.co/events/df2404/circles/119020,제25회 디. 페스타,Day1
버추얼 + 양키,뭐,,,,,1sp,"도쿄리벤저스,플레이브",아이나나,,,,,,,2D_what,https://dongne.co/events/df2404/circles/119877,제25회 디. 페스타,Day1
벚꽃과 귤,미캉,,,,,1sp,원피스,,원피스 쁘띠존 3회,코비,코비X미캉,로맨틱,,만화,alzkd0510,https://dongne.co/events/df2404/circles/119720,제25회 디. 페스타,Day1
사랑의 매,라봉,,,,,1sp,가정교사 히트맨 리본,,가히리요? 2024년에요?,스쿠알로,잔저스X스쿠알로,"로맨틱,섹슈얼",,,mra_bong,https://dongne.co/events/df2404/circles/118662,제25회 디. 페스타,Day1
한오백 명,"엠알, 소남송",,,,,4sp,화산귀환,,,"백천,청명",백천X청명,"로맨틱,섹슈얼","조걸x윤종, 솜인형 옷장","만화,공예",mrmrmremaru,https://dongne.co/events/df2404/circles/119699,제25회 디. 페스타,Day1
연애를 왜 해? 설영자하가 더 달콤한데,"서월, 천랑, 새연 ",,,,,2sp,진혼기,,설영자하 쁘띠존: 악월(惡月)부터 고월(辜月)까지,"설영,자하",설영X자하,로맨틱,,"소설,만화,일러스트",moon_KANV,https://dongne.co/events/df2404/circles/119490,제25회 디. 페스타,Day1
빵준비 다 됐다 멍청아,세정,,,,,2sp,가비지타임,,Habitual romance on April 31st,"전영중,성준수",,로맨틱,,만화,431WASH,https://dongne.co/events/df2404/circles/118336,제25회 디. 페스타,Day1
집사야 내 발바닥이 봄이란다,자장가*소로,,,,,2sp,엘소드,,,,,,,,,https://dongne.co/events/df2404/circles/120102,제25회 디. 페스타,Day1
불타는 빵(준)집,멸망굴비,,,,,2sp,가비지타임,,Habitual romance on April 31st,"전영중,성준수",전영중X성준수,"로맨틱,섹슈얼",,소설,GulbiMyeol,https://dongne.co/events/df2404/circles/118201,제25회 디. 페스타,Day1
"사랑의 전(도)사, 희신강징",공칠공팔,,,,,2sp,마도조사,,,희신강징,남희신X강징,"로맨틱,섹슈얼",,"만화,소설,일러스트",knack_mdzs,https://dongne.co/events/df2404/circles/120339,제25회 디. 페스타,Day1
구름이 엄마,설견,,,,,2sp,네가 죽어,"언더테일,델타룬,파이널 판타지14,할로우 나이트,산나비",,,,,,"일러스트,만화",mmdd45c,https://dongne.co/events/df2404/circles/119249,제25회 디. 페스타,Day1
그렇게 됐다,하현,,,,,2sp,가비지타임,,기상호 오른쪽 쁘띠존,기상호,성준수X기상호,"로맨틱,섹슈얼",,소설,hotclare0987,https://dongne.co/events/df2404/circles/119425,제25회 디. 페스타,Day1
까마귀 둥지,로제,,,,,2sp,,,,,,,,,,https://dongne.co/events/df2404/circles/118353,제25회 디. 페스타,Day1
너구리 공방,소맹꽁,,,,,4sp,프로젝트 세카이,,,,,,,"만화,일러스트",avcadoandpotato,https://dongne.co/events/df2404/circles/118391,제25회 디. 페스타,Day1
둘만의 낙원,매일불타는사람,,,,,1sp,트라이건,"맥시멈,스탬피드",다정한 독 인간 태풍,"밀리온즈 나이브스,밧슈 더 스탬피드",밀리온즈 나이브스X밧슈 더 스탬피드,"로맨틱,섹슈얼",,소설,S22023AA,https://dongne.co/events/df2404/circles/118474,제25회 디. 페스타,Day1
마감의 약속,비둘기,,,,,2sp,마법사의 약속,"프세카,히프마이",,,,,,일러스트,H_ato0806,https://dongne.co/events/df2404/circles/120817,제25회 디. 페스타,Day1
