부스명,대표자,위치,위치(열),위치(번호),반부스,부스,대표 작품(원작),그 외 다루는 작품,쁘띠존,캐릭터,커플링,커플링 성향,그 외 커플링,매체,트위터,링크,행사명,개최일
힝,LOC,,,,,2sp,괴담출근,,,,,,,,,https://dongne.co/events/df2507/circles/145966,제30회 디. 페스타(토),Day1
두 줌,공박,,,,,1sp,,,,,,,,,gongbak_wr,https://dongne.co/events/df2507/circles/147101,제30회 디. 페스타(토),Day1
착 한 아 이,DaDa,,,,,1sp,괴담에 떨어져도 출근을 해야 하는구나,,,김솔음,,,,,DaDa9191,https://dongne.co/events/df2507/circles/146809,제30회 디. 페스타(토),Day1
한 번 더 나에게 질풍 같은 덕질을,햅쌀,,,,,1sp,근육맨 2세,,,클로에,케빈마스크X클로에,,,만화,HAPSSAL03,https://dongne.co/events/df2507/circles/147128,제30회 디. 페스타(토),Day1
밥 한번 먹고 가,고롤,,,,,2sp,던전밥,"이끼코스터,블루아카이브,우마무스에",,"걷는 버섯,던전밥 캐릭터",,,,"공예,조형,기타,일러스트",rorotheroro00,https://dongne.co/events/df2507/circles/148219,제30회 디. 페스타(토),Day1
내 기분 마치 신라,"화련, 무무",,,,,2sp,"화산귀환,진혼기,몰락세가의 시한부 영약",,"우리 백청이지 않은가, 소형제?",청명,백천X청명,로맨틱,"자하설영, 화륜련",소설,"4PR1C0T_R, mu_maehwa",https://dongne.co/events/df2507/circles/146690,제30회 디. 페스타(토),Day1
한 고게 넘어 사랑!,양갱,,,,,2sp,주술회전,,,"고죠사토루,게토스구루",고죠사토루X게토스구루,로맨틱,,만화,za_yess,https://dongne.co/events/df2507/circles/147024,제30회 디. 페스타(토),Day1
때 묻은 실격에,세시,,,,,1sp,문호 스트레이독스,,츄다자 쁘띠존 : 두사람의 인간증명 QED,"나카하라 츄야,다자이 오사무",나카하라 츄야X다자이 오사무,"로맨틱,섹슈얼",,,Bungo_3i,https://dongne.co/events/df2507/circles/148336,제30회 디. 페스타(토),Day1
흙 속의 인디고,인디고,,,,,1sp,,,,,,,,공예,digogo5220,https://dongne.co/events/df2507/circles/146329,제30회 디. 페스타(토),Day1
너 내가 싫다고 하면 울 거잖아~?,서목,,,,,2sp,블랙배저,,,"힐데베르트 탈레브,리카르도 소르디,이예현",리카르도 소르디X힐데베르트 탈레브,,"예현힐데, 윤힐데","일러스트,소설",SeoMok__,https://dongne.co/events/df2507/circles/147683,제30회 디. 페스타(토),Day1
나 아는 우마무스메 강다니엘 닮은 긴토키가 다시보게 되는게 다시 그때처럼 안닮게 나구모보면 느껴지는걸수도 있는거임? 김솔음도?,"삼화, 앵구리, kinoko, 게라포",,,,,2sp,"괴담에 떨어져도 출근을 해야 하는구나,사카모토 데이즈,은혼,우마무스메","가비지타임,데뷔 못 하면 죽는 병 걸림,헌터X헌터,하이큐",,"김솔음,브라운,이자헌,제삼이,최요원,류재관,박문대,코즈메 켄마,시리우스 심볼리,심볼리 루돌프,아그네스 타키온,긴토키,카구라,신파치,히지카타,소고,키르아,곤,최종수,성준수,사카모토,시시바,나구모,코즈메 켄마,사쿠사 키요오미",브라운X김솔음,"섹슈얼,로맨틱","최솔, 잫솔","만화,일러스트,기타","alcmoon1127, spicyguri, Umanokono, gelagelapoo",https://dongne.co/events/df2507/circles/148193,제30회 디. 페스타(토),Day1
복 내려온다,오복,,,,,2sp,천관사복,,,사련,화성X사련,로맨틱,,일러스트,bok_comingdown,https://dongne.co/events/df2507/circles/147747,제30회 디. 페스타(토),Day1
나 나오야가 너무 좋아 @: 나나오야? 그건 또 누군데,악어533,,,,,1sp,주술회전,"윈브레,체인소맨",,나오야 토우지,,,,,,https://dongne.co/events/df2507/circles/147883,제30회 디. 페스타(토),Day1
씁... 이건 여기서 안 되고 큰 치과로 가셔야 해요,"해핀, 와라",,,,,2sp,어두운 바다의 등불이 되어,,,"김재희,박무현",김재희X박무현,"로맨틱,섹슈얼",,"소설,공예","Haefx1n22, WR0306A",https://dongne.co/events/df2507/circles/147487,제30회 디. 페스타(토),Day1
겜.돌.소 ~겜지나게돌아버린소녀들~,민프,,,,,2sp,"플레이브,진혼기",원신,,"플레이브,설영,자하",,,,,boriboo1160,https://dongne.co/events/df2507/circles/147243,제30회 디. 페스타(토),Day1
고게,느루,,,,,2sp,주술회전,,,"고죠 사토루,게토 스구루",고죠 사토루X게토 스구루,"로맨틱,섹슈얼",,"만화,소설",neo___lu,https://dongne.co/events/df2507/circles/147486,제30회 디. 페스타(토),Day1
기븐,모두모요,,,,,1sp,기븐,,,,,,,,,https://dongne.co/events/df2507/circles/147223,제30회 디. 페스타(토),Day1
냠냠,ㅇㅇ,,,,,1sp,프로젝트 세카이,,,"텐마 츠카사,카미시로 루이",카미시로 루이X텐마 츠카사,로맨틱,,일러스트,loveblond_46,https://dongne.co/events/df2507/circles/147304,제30회 디. 페스타(토),Day1
당근,ㅇㅅㅇ,,,,,2sp,,,,,,,,,,https://dongne.co/events/df2507/circles/146043,제30회 디. 페스타(토),Day1
레판,ohmarron,,,,,2sp,go,,,,,,,,,https://dongne.co/events/df2507/circles/146502,제30회 디. 페스타(토),Day1
릴리,하다월,,,,,4sp,,,,,,,,,,https://dongne.co/events/df2507/circles/146263,제30회 디. 페스타(토),Day1
미정,기솜,,,,,2sp,괴담에 떨어져도 출근을 해야 하는구나,프로세카,,김솔음,,,,"만화,일러스트",eridin3038,https://dongne.co/events/df2507/circles/147535,제30회 디. 페스타(토),Day1
밀플,밀플,,,,,2sp,보컬로이드,홀로라이브,,,,,,,Milkflash_,https://dongne.co/events/df2507/circles/145813,제30회 디. 페스타(토),Day1
버킷,불불,,,,,1sp,,,,,,,,,,https://dongne.co/events/df2507/circles/148364,제30회 디. 페스타(토),Day1
부슥,삥찌,,,,,1sp,데못죽(데뷔 못 하면 죽는병 걸림),"괴담출근,어바등,파판14",,,,,,,bbing_zzi,https://dongne.co/events/df2507/circles/146990,제30회 디. 페스타(토),Day1
시현,시현,,,,,1sp,,,,,,,,일러스트,hs_025_,https://dongne.co/events/df2507/circles/148400,제30회 디. 페스타(토),Day1
유령,유령,,,,,2sp,,,,창작 캐릭터,,,,"만화,일러스트",gost__56,https://dongne.co/events/df2507/circles/148306,제30회 디. 페스타(토),Day1
이리,이리,,,,,1sp,괴담에 떨어져도 출근을 해야 하는구나,,,올캐러,장일소X호가명,"로맨틱,섹슈얼",,일러스트,iri0012draw,https://dongne.co/events/df2507/circles/147753,제30회 디. 페스타(토),Day1
임시,woql,,,,,1sp,젤다의전설,,,,,,,,lk_gndf,https://dongne.co/events/df2507/circles/147078,제30회 디. 페스타(토),Day1
체뱜,김체리,,,,,2sp,"괴담출근(괴담에 떨어져도 출근을 해야 하는구나),리제로(Re: 제로부터 시작하는 이세계 생활)",,,,,,,"만화,일러스트,기타",KMCHRR_L,https://dongne.co/events/df2507/circles/146826,제30회 디. 페스타(토),Day1
투쟁,이나연,,,,,1sp,,,,,,,,,,https://dongne.co/events/df2507/circles/146463,제30회 디. 페스타(토),Day1
하하,하하,,,,,2sp,사카데이,,,,,,,,,https://dongne.co/events/df2507/circles/146554,제30회 디. 페스타(토),Day1
도전~~!!!,럭,,,,,2sp,프로세카,전독시,,,토우야X아키토,로맨틱,중혁독자 루이네네,일러스트,fuj00t4ku,https://dongne.co/events/df2507/circles/146342,제30회 디. 페스타(토),Day1
빵켘~선크림필수~,빵켘,,,,,2sp,,,,,,,,"일러스트,사진,공예,기타",,https://dongne.co/events/df2507/circles/146211,제30회 디. 페스타(토),Day1
우린 할 수 있을겁니다,홍,,,,,4sp,진혼기,"킹 오브 프리즘,윈드브레이커,또봇,데못죽",,"자하,설영",자하X설영,"로맨틱,해당없음",,"만화,일러스트,소설,기타",U44515895,https://dongne.co/events/df2507/circles/146630,제30회 디. 페스타(토),Day1
남잠 밥 찵여,"공일, 맙",,,,,2sp,마도조사,,,"남망기,위무선",남망기X위무선,"로맨틱,섹슈얼",망기무선,"만화,소설,일러스트","gongill0101, wjwx1031",https://dongne.co/events/df2507/circles/147679,제30회 디. 페스타(토),Day1
형아 나 예뻐?,엔쥬,,,,,2sp,천관사복,,,"화성,사련",화성X사련,로맨틱,,"일러스트,기타",enjyu_ming9,https://dongne.co/events/df2507/circles/146048,제30회 디. 페스타(토),Day1
세븐 투 파이브,"♥♡, 춉오, 행",,,,,2sp,주술회전,,게토고죠 쁘띠존 ROOM No. 725,"게토 스구루,고죠 사토루",게토 스구루X고죠 사토루,로맨틱,,,"Charcoal_725, empty_growl, lxng725",https://dongne.co/events/df2507/circles/147646,제30회 디. 페스타(토),Day1
출소 후 유일한 낙,didi ,,,,,2sp,,,,,,,,,,https://dongne.co/events/df2507/circles/147102,제30회 디. 페스타(토),Day1
가질 수 없다면 부숴버리겠어,할롯,,,,,1sp,Call of duty:Modern warfare 2,AYSSOS,,"쾨니히,고스트",,,,"일러스트,기타",Touuax,https://dongne.co/events/df2507/circles/146610,제30회 디. 페스타(토),Day1
더울 땐 츠카레오,루우,,,,,2sp,앙상블스타즈,,,"스오우 츠카사,츠키나가 레오",,"로맨틱,섹슈얼",,,,https://dongne.co/events/df2507/circles/145858,제30회 디. 페스타(토),Day1
출근 참 가지가지 하네,"출근싫어, 가지",,,,,2sp,괴담에 떨어져도 출근을 해야 하는구나,없음,,은하제,,,,"일러스트,만화","chulgeunsiru, gajigaji__ing",https://dongne.co/events/df2507/circles/147353,제30회 디. 페스타(토),Day1
꿈과 희망,힘과 꾸망,,,,,2sp,,,,,,,,공예,kkam_kiwi,https://dongne.co/events/df2507/circles/146023,제30회 디. 페스타(토),Day1
되면 한다,"햄, 한다",,,,,2sp,"괴담출근,명급리","진혼기,데못죽,데드맨스위치",,,,,,,,https://dongne.co/events/df2507/circles/146246,제30회 디. 페스타(토),Day1
잡덕 부스,JB,,,,,1sp,데못죽,,,,,,,,cheon_o_1005,https://dongne.co/events/df2507/circles/147240,제30회 디. 페스타(토),Day1
함께 있을 수 있다면 어디든 좋아,"태성,24",,,,,1sp,주술회전,,,"고죠 사토루,게토 스구루",고죠 사토루X게토 스구루,로맨틱,,"만화,소설",taeseon63877,https://dongne.co/events/df2507/circles/147007,제30회 디. 페스타(토),Day1
분명 내가 더 어렸는데,5님,,,,,1sp,좀비고,,,,,,,,osas1318,https://dongne.co/events/df2507/circles/148434,제30회 디. 페스타(토),Day1
동인 실직 직전,스칼,,,,,2sp,프로젝트 세카이 컬러풀 스테이지 feat.하츠네 미쿠,"주술회전,괴수8호",,,,,,소설,,https://dongne.co/events/df2507/circles/146031,제30회 디. 페스타(토),Day1
피로 쓰인 혈서,모시삼베,,,,,1sp,,,,"안즈,사쿠마 레이",레이X안즈,로맨틱,,,_MEETPIANO,https://dongne.co/events/df2507/circles/147833,제30회 디. 페스타(토),Day1
자나 깨나 잊지 못 하고,오매불,,,,,2sp,진혼기,반월당의 기묘한 이야기,,,,,,,,https://dongne.co/events/df2507/circles/147391,제30회 디. 페스타(토),Day1
가챠 비틱 기원 위원회,니루,,,,,1sp,원신,,,,,,,,tabom0w0,https://dongne.co/events/df2507/circles/146155,제30회 디. 페스타(토),Day1
순애 외길 인생 순두부찌개 전문점,서문바다,,,,,2sp,데뷔 못하면 죽는 병 걸,오오에,,"박문대,이세진",,로맨틱,오오신,소설,,https://dongne.co/events/df2507/circles/147564,제30회 디. 페스타(토),Day1
감자 많이 먹어라,요미,,,,,2sp,괴수8호,,견원지간(=?) : 나루호시 쁘띠존,"나루미 겐,호시나 소우시로",나루미 겐X호시나 소우시로,로맨틱,,만화,yosanokillme,https://dongne.co/events/df2507/circles/148249,제30회 디. 페스타(토),Day1
볕이 드는 언덕길,쿠렌,,,,,2sp,괴담출근,"은혼,화산귀환,고전만화",,,,,,,do__kuku,https://dongne.co/events/df2507/circles/147182,제30회 디. 페스타(토),Day1
인도 부흥 위원회,전황,,,,,1sp,페이트/그랜드 오더,,,"카르나,아르주나",카르나X아르주나,,,,jhwxxxnb,https://dongne.co/events/df2507/circles/148511,제30회 디. 페스타(토),Day1
인생 맹친 총잡이,zf,,,,,2sp,트라이건,,,"밧슈,울프우드 외 모두",,,,만화,trigunzf,https://dongne.co/events/df2507/circles/147268,제30회 디. 페스타(토),Day1
화산 아래 매화강,매(梅) 가람,,,,,2sp,화산귀환,,,,,,,,H6Yx2INL8IP8bx3,https://dongne.co/events/df2507/circles/147857,제30회 디. 페스타(토),Day1
착한 아이 츄러스 하나 더 준다,JZ,,,,,1sp,괴담에 떨어져도 출근을 해야 하는구나,데뷔 못 하면 죽는 병 걸림,,,,,,,,https://dongne.co/events/df2507/circles/146291,제30회 디. 페스타(토),Day1
우리 장르 지금도 정상 영업중,아마도이무기,,,,,1sp,엘소드,서애덕(버튜버) 로오히,,"노아,라비,리티아,아인,애덕",모르페우스X셀레스티아,로맨틱,,만화,maybelmoogi,https://dongne.co/events/df2507/circles/147668,제30회 디. 페스타(토),Day1
일을 하고 얻는건 오염뿐,세이카,,,,,2sp,괴담에 떨어져도 출근을 해야 하는구나,,,,백사헌X김솔음,해당없음,,일러스트,Saika_BlackHE,https://dongne.co/events/df2507/circles/147972,제30회 디. 페스타(토),Day1
나는 오늘 레진과 결혼한다.,파람,,,,,1sp,명급리,수공예,,,,,,,whdmltls_111,https://dongne.co/events/df2507/circles/148514,제30회 디. 페스타(토),Day1
괴수 출현 전까지 판매합니다,다해빗,,,,,2sp,괴수 8호,,,호시나 소우시로,,,,"만화,일러스트",da_haebit,https://dongne.co/events/df2507/circles/148011,제30회 디. 페스타(토),Day1
데한 괴담 무림협회,천수광,,,,,2sp,"괴담에 떨어져도 출근을 해야 하는구나,데뷔 못 하면 죽는 병 걸림",화산귀환,,"청명,김솔음,브라운,박문대,김래빈,차유진 등등",,,,"일러스트,공예",pingx2pongx2,https://dongne.co/events/df2507/circles/146125,제30회 디. 페스타(토),Day1
지금 무해? 움... 펠트 하고 과일 파는 중,무해무해,,,,,2sp,무해한 과일 친구들,지구고양이,,팡(파인애플씨),,,,일러스트,muhae_muhae,https://dongne.co/events/df2507/circles/147523,제30회 디. 페스타(토),Day1
아니 이건?순애의 맛이구나!,낑깡까미,,,,,1sp,데뷔 못 하면 죽는 병 걸림,,,"박문대,류건우,선아현",박문대X선아현,"로맨틱,섹슈얼","건앟,배큰,랩윶",만화,kingkami1,https://dongne.co/events/df2507/circles/146848,제30회 디. 페스타(토),Day1
감자 쇼핑몰,연화,,,,,1sp,괴담출근,데뷔못하면죽는병걸림,,"브라운,김솔음",브라운X김솔음,,,,,https://dongne.co/events/df2507/circles/147501,제30회 디. 페스타(토),Day1
공방 프리즘,리즈,,,,,1sp,"괴담에 떨어져도 출근을 해야 하는구나,블랙배저","파이널판타지14,플레이브",,,,,,공예,,https://dongne.co/events/df2507/circles/147444,제30회 디. 페스타(토),Day1
국산 오타쿠,피나토,,,,,2sp,,,,,,,,,,https://dongne.co/events/df2507/circles/147088,제30회 디. 페스타(토),Day1
밧울 총결산,shj,,,,,1sp,트라이건,,추억이 밧울밧울,,,"로맨틱,섹슈얼",,만화,S02696731,https://dongne.co/events/df2507/circles/147968,제30회 디. 페스타(토),Day1
자빙 팔아요,스찬,,,,,2sp,쿠로코의 농구,,,,무라사키바라 아츠시X히무로 타츠야,"로맨틱,섹슈얼",,"만화,일러스트",tmcks_912,https://dongne.co/events/df2507/circles/146969,제30회 디. 페스타(토),Day1
장르 비빔밥,점점,,,,,2sp,"대역전재판,소드 아트 온라인",,,,,,,,ilrumeoru,https://dongne.co/events/df2507/circles/146280,제30회 디. 페스타(토),Day1
장르 유목민,totomin,,,,,1sp,화산귀환,이착헌,,"백천,강창호",백천X청명,섹슈얼,"청명백천, 기려창호","소설,기타,일러스트",,https://dongne.co/events/df2507/circles/146493,제30회 디. 페스타(토),Day1
하나 스티치,nazo,,,,,2sp,,,,,,,,"공예,기타",,https://dongne.co/events/df2507/circles/146265,제30회 디. 페스타(토),Day1
관측 가능한 우주,ZHR100,,,,,2sp,봇치더락,,,,고토 히토리X키타 이쿠요,로맨틱,,만화,,https://dongne.co/events/df2507/circles/145961,제30회 디. 페스타(토),Day1
화산 망나니 귀환,"814, 종이",,,,,2sp,화산귀환,망아살,,청명 백천,청명X백천,로맨틱,"호윤우성, 호윤왼, ncp","만화,일러스트,소설",33chocoo,https://dongne.co/events/df2507/circles/147766,제30회 디. 페스타(토),Day1
부부 싸움은 칼로 물 베기,에리식톤,,,,,2sp,화산귀환,이세계 착각 헌터,,"장일소,청명,강창호,김기려",장일소X청명,로맨틱,창호기려,"소설,일러스트,만화",fn3dipa8fjc1foa,https://dongne.co/events/df2507/circles/146444,제30회 디. 페스타(토),Day1
쏜즈 왼쪽에 있는 건 갈매기예요?,순봉식,,,,,2sp,명일방주,,,,엘리시움X쏜즈,,,,,https://dongne.co/events/df2507/circles/146552,제30회 디. 페스타(토),Day1
장르 무제한 제공 참말 사건,네마라탕도둑,,,,,2sp,,"화산귀환,트라이건,모브사이코,괴수8호,포켓몬",,,,,,"만화,소설,게임",ursaeki,https://dongne.co/events/df2507/circles/146817,제30회 디. 페스타(토),Day1
심해 육각수 시음회,끝살,,,,,2sp,어두운 바다의 등불이 되어,,,,김재희X박무현,로맨틱,,소설,,https://dongne.co/events/df2507/circles/148116,제30회 디. 페스타(토),Day1
쏙쏙 빼먹는 소세지,쏙쏘,,,,,2sp,,"명탐정 코난,아이나나,하이큐,괴담출근",,,,,,,,https://dongne.co/events/df2507/circles/147982,제30회 디. 페스타(토),Day1
"불만 있으면 랩으로 해 ...쿠, 쿠키도요?",김기훈,,,,,2sp,쿠키런 킹덤,"히프노시스마이크,트위스테",,쉐도우밀크 쿠키,쉐도우밀크 쿠키X퓨어바닐라 쿠키,로맨틱,랩배틀,"만화,일러스트",signal_030,https://dongne.co/events/df2507/circles/146851,제30회 디. 페스타(토),Day1
나쁜 교주가 끌리는 이유,"이치, 론, 원",,,,,4sp,주술회전,,게토고죠 쁘띠존 ROOM No. 725,"게토 스구루,고죠 사토루",게토 스구루X고죠 사토루,"로맨틱,섹슈얼",,"만화,일러스트,소설","ichi_gosa, MmMLoNMnM, onlyone_g_g",https://dongne.co/events/df2507/circles/146566,제30회 디. 페스타(토),Day1
정품 가부장 남편공 부흥 협회,한이,,,,,2sp,어두운 바다의 등불이 되어,,,"박무현,김재희",박무현X김재희,"섹슈얼,로맨틱",,"소설,만화",rndbsktb,https://dongne.co/events/df2507/circles/147625,제30회 디. 페스타(토),Day1
너와 여름을 보내는 다섯가지 방법,"먉, 영원",,,,,2sp,주술회전,,게토고죠 쁘띠존 ROOM No. 725,"게토 스구루,고죠 사토루",,"로맨틱,섹슈얼",,,1_and_on1y_725,https://dongne.co/events/df2507/circles/146593,제30회 디. 페스타(토),Day1
내게 축구는 게임이다,구구,,,,,2sp,블루록,-,이사른 쁘띠존,"카이저,이사기,린,사에",카이저,해당없음,,"만화,기타",JANG_DEA890,https://dongne.co/events/df2507/circles/147743,제30회 디. 페스타(토),Day1
장르 남기면 행사에서 비벼준다,"만옥, 나타드코코",,,,,2sp,.,,,,,,,소설,,https://dongne.co/events/df2507/circles/146205,제30회 디. 페스타(토),Day1
우는 손님이 처음인가요,흰,,,,,2sp,블루 록,괴담출근,이사른 쁘띠존,"나기 세이시로,이사기 요이치,J3,김솔음",나기 세이시로X이사기 요이치,로맨틱,"나기이사, 제이솔음","만화,일러스트",Huin_love,https://dongne.co/events/df2507/circles/146239,제30회 디. 페스타(토),Day1
모두 모여라! 마이너 원정대!,감자구마,,,,,2sp,관을 가진 신의 손,"베놈,기타 등등",,,,로맨틱,베놈에디,"만화,일러스트,소설,게임",spiccu_o,https://dongne.co/events/df2507/circles/147786,제30회 디. 페스타(토),Day1
란네 인형가게,juliasuyong,,,,,1sp,,,세포신곡 쁘띠존 2회 因子 : 梅雨 ,,,,,,,https://dongne.co/events/df2507/circles/146551,제30회 디. 페스타(토),Day1
뭔가 나오갰지,갱이,,,,,1sp,,,,,,,,만화,,https://dongne.co/events/df2507/circles/145864,제30회 디. 페스타(토),Day1
봄봄 스튜디오,아사,,,,,1sp,괴담출근,,,,,,,,BOMBOM_asa,https://dongne.co/events/df2507/circles/146505,제30회 디. 페스타(토),Day1
일단 트리거온,비,,,,,2sp,월드 트리거,,,,,,,소설,bbgowentgone,https://dongne.co/events/df2507/circles/147252,제30회 디. 페스타(토),Day1
도쿄 시부야구 동성 파트너십 제도,"왕밤빵, 27",,,,,2sp,프로젝트 세카이,,,,카미시로 루이X텐마 츠카사,,네네에무,,b1gbambbang,https://dongne.co/events/df2507/circles/146739,제30회 디. 페스타(토),Day1
남의 여자친구 메이커,차차,,,,,1sp,,,,,,,,소설,,https://dongne.co/events/df2507/circles/147060,제30회 디. 페스타(토),Day1
나만 마린보이 좋아함?,사비와,,,,,1sp,데뷔 못 하면 죽는 병 걸림,,,"박문대,이세진,선아현",,,,,Sabiwa_chicken,https://dongne.co/events/df2507/circles/146997,제30회 디. 페스타(토),Day1
부스 차리려고 바다에서 왔어요,개,,,,,2sp,앙상블스타즈,"페르소나,페그오,에이트리",,"오우카와 코하쿠,주인공",,해당없음,,기타,,https://dongne.co/events/df2507/circles/147727,제30회 디. 페스타(토),Day1
이게 된다니까?,부율,,,,,1sp,탈(TAL),사카모토데이즈,,고타야,,"로맨틱,섹슈얼",,"소설,조형",eunyul0221,https://dongne.co/events/df2507/circles/147811,제30회 디. 페스타(토),Day1
월드 프레지던트,세계대통령,,,,,2sp,케이팝 데몬헌터스,,,루미,,로맨틱,"이부시마, 해량무현",소설,,https://dongne.co/events/df2507/circles/147346,제30회 디. 페스타(토),Day1
여우? 고양이?,크림빵,,,,,1sp,괴수 8호,,견원지간(=?) : 나루호시 쁘띠존,"호시나,나루미",나루미X호시나,"해당없음,로맨틱",,"공예,기타",crim_bbang_,https://dongne.co/events/df2507/circles/148353,제30회 디. 페스타(토),Day1
