부스명,대표자,위치,부스,대표 작품(원작),그 외 다루는 작품,쁘띠존,캐릭터,커플링,커플링 성향,그 외 커플링,매체,트위터,링크,행사명,개최일
문큰룸메기원정권찌르기,데밀,Y1,2sp,데못죽,,,"박문대, 이세진",박문대X이세진,"로맨틱,섹슈얼",,소설,@keunse_xgf,https://dongne.co/event/df2407/circles/402984,제26회 디. 페스타,Day1
문큰카페 갔다왔습니다. 카페에서 문큰 생각했습니다.,챠무,Y24a,1sp,데뷔 못 하면 죽는 병 걸림,,,박문대 이세진,박문대X이세진,로맨틱,,일러스트,@chyamu_D,https://dongne.co/event/df2407/circles/398668,제26회 디. 페스타,Day1
물귀신 배양실,"갱얼쥐, 낙냑냑낙, 비랭, 상추, 수풀, 행성",X5,4sp,"의원 다시 살다, 의다살","아이나나, 이세계착각헌터",,"진천희, 유호, 제갈린, 여하륜, 진천우, 사마현",유호X천희,"섹슈얼,로맨틱","린희, 텐리쿠","만화,소설,일러스트,기타",Nagwoon_o7,https://dongne.co/event/df2407/circles/398367,제26회 디. 페스타,Day1
뭐야 ○○이네 발언시 스쿼트 비무신청,달팟,K23,2sp,화산귀환,,,,,로맨틱,화산귀환 드림,"만화,소설",@u_pasaotaku,https://dongne.co/event/df2407/circles/390257,제26회 디. 페스타,Day1
믕소,이소,H8,2sp,,,,,,,,"일러스트,공예",,https://dongne.co/event/df2407/circles/397498,제26회 디. 페스타,Day1
미니밤호박,밤빵호박,H17,2sp,반월당의 기묘한 이야기,진혼기,반월당 쁘띠존 : 나쁜 꿈은 끝났어,,,,,,ho_dan0203,https://dongne.co/event/df2407/circles/390407,제26회 디. 페스타,Day1
미소녀누나男국밥집,화안남,F24,2sp,주술회전,,게토고죠 쁘띠존 《END UP》,"게토 스구루, 고죠 사토루",게토 스구루X고죠 사토루,"로맨틱,섹슈얼",,"일러스트,기타,만화",,https://dongne.co/event/df2407/circles/391279,제26회 디. 페스타,Day1
미어깻동굴,시오,D3,2sp,명탐정 코난,,,"아카이슈이치,후루야레이",,"로맨틱,섹슈얼",,,comet_xio,https://dongne.co/event/df2407/circles/405083,제26회 디. 페스타,Day1
미지근한 동인,아모,R2a,1sp,앙상블 스타즈,"마법사의 약속, 18TRIP",,,,"로맨틱,섹슈얼",샤이무르,,,https://dongne.co/event/df2407/circles/402811,제26회 디. 페스타,Day1
미친 그림러 모드 on,구마린,Q12,2sp,파이널 판타지 14,"무기미도,세븐틴",,,에스티니앙X이젤,로맨틱,,,@Coumarinnn,https://dongne.co/event/df2407/circles/387579,제26회 디. 페스타,Day1
박무현쌤이 말아주는 짬뽕(부제:씹고 뜯고 맛보고 즐기고),망구,T15,2sp,어두운 바다의 등불이 되어,,,"박무현, 신해량, 서지혁, 백애영, 김재희",서지혁X신해량,"로맨틱,섹슈얼",무현지혁,소설,@mang9ooo_,https://dongne.co/event/df2407/circles/397600,제26회 디. 페스타,Day1
반/성교,9둘9기,F2,2sp,주술회전,,게토고죠 쁘띠존 《END UP》,게토스구루 고죠사토루,,"로맨틱,섹슈얼",,"일러스트,만화",gudulgugi,https://dongne.co/event/df2407/circles/396721,제26회 디. 페스타,Day1
반디,반디,E4a,1sp,,,,,,"섹슈얼,해당없음",,만화,,https://dongne.co/event/df2407/circles/399084,제26회 디. 페스타,Day1
반려서점,손개피,H13,2sp,,,,,,,,만화,@gaepi,https://dongne.co/event/df2407/circles/399314,제26회 디. 페스타,Day1
반월당의 화랑으로 사는 법,"흠냐, 밍덩, 8튜버",U19,2sp,진혼기,"반월당, 적왕사, 잔차품",,,X,,,,@1000hogangrim @JJJJ_d_  @a3h_8,https://dongne.co/event/df2407/circles/404092,제26회 디. 페스타,Day1
반월당찻집1228호점,졸라맨,H14,4sp,반월당의 기묘한 이야기,진혼기 외,반월당 쁘띠존 : 나쁜 꿈은 끝났어,"백란, 유단",X,,,"만화,일러스트",@8t3D7,https://dongne.co/event/df2407/circles/390209,제26회 디. 페스타,Day1
반한'게 고'녀석이니,"미캉, gg, 月",F23,2sp,주술회전,,게토고죠 쁘띠존 《END UP》,"게토 스구루, 고죠 사토루",게토 스구루X고죠 사토루,"로맨틱,섹슈얼",,"만화,기타","@Yuha_MK, @gtgjisgreat, @podo765",https://dongne.co/event/df2407/circles/391753,제26회 디. 페스타,Day1
배고파요 부스 주세요,마약,R13,2sp,슬램덩크,가비지 타임,,,,,,,addict_jd,https://dongne.co/event/df2407/circles/400636,제26회 디. 페스타,Day1
백 선생도 못한 장르통일,"수성, 게불, 아마",C14,2sp,대역전재판,"트라이건, 문과라도 안 죄송한 이세계로 감, 아머드코어6, 슬로우 데미지, 역전검사2",,"토와, 미카가미 하카리",씨피도X통일못함,"해당없음,로맨틱,섹슈얼","전설조, 히카미드, 621월터, 술라월터, 마노소타, 시가츠카, 반사미카, 미츠메이","소설,일러스트,만화","@A174K, @Ged_the_aad, @isnt_pro",https://dongne.co/event/df2407/circles/405443,제26회 디. 페스타,Day1
백0원 선생님이 메뉴를 줄이라 하셨는데.,가무,G23,2sp,화산귀환,하이큐. 원피스.,,청명.,,,,"만화,일러스트",AJDGF_,https://dongne.co/event/df2407/circles/404718,제26회 디. 페스타,Day1
백다방,초묵,H16,2sp,반월당의 기묘한 이야기,진혼기,반월당 쁘띠존 : 나쁜 꿈은 끝났어,"백란, 유단",,로맨틱,자하설영,"만화,일러스트,기타,공예",@Pashauyte,https://dongne.co/event/df2407/circles/388729,제26회 디. 페스타,Day1
백린의각 양재점,"로운, 도톨, 미음",W6,4sp,"의원, 다시 살다",,,"진천희, 제갈린, 유호",제갈린X진천희,"로맨틱,섹슈얼",논컾,"일러스트,만화,소설",@mangnani01,https://dongne.co/event/df2407/circles/391566,제26회 디. 페스타,Day1
백의화랑을 우로 밀어 잠금해제,"양서리, 한서",U16,2sp,진혼기,진혼기,,"자하, 설영",자하X설영,"로맨틱,섹슈얼",,소설,@_be612,https://dongne.co/event/df2407/circles/390961,제26회 디. 페스타,Day1
벨로벨로,벨로,N1,2sp,윈드브레이커,윈브레,,,,,,,@kurobina_trv,https://dongne.co/event/df2407/circles/384851,제26회 디. 페스타,Day1
별먼지상점,말랭,G18,2sp,,,,,,,,일러스트,@malengii,https://dongne.co/event/df2407/circles/401567,제26회 디. 페스타,Day1
보릿고게,파오,B14,2sp,주술회전,,고죠게토 쁘띠존 : ✧ 夢中相尋 몽중상심 ✦,"고죠 사토루, 게토 스구루",,로맨틱,,만화,@ikol_0,https://dongne.co/event/df2407/circles/389295,제26회 디. 페스타,Day1
보송이밀렵회2,"삼라만상 , 조물주",J5,2sp,울트라맨 시리즈 ,"도겐져스, LHLV",,,,,,,"mansang_x , baraddurismine",https://dongne.co/event/df2407/circles/393121,제26회 디. 페스타,Day1
보제관 양재점,재규,M23,2sp,천관사복,,,,,,,일러스트,@Jagu_4r,https://dongne.co/event/df2407/circles/390422,제26회 디. 페스타,Day1
복수가 몽댜,몽댜,X6,2sp,데뷔 못 하면 죽는 병 걸림,,,"류청우, 배세진, 선아현, 박문대, 이세진, 차유진, 김래빈",선아현X박문대,,,일러스트,@mongdya_a,https://dongne.co/event/df2407/circles/386762,제26회 디. 페스타,Day1
복슬복슬전문점,다쿠단거,V17a,1sp,전지적 독자 시점,,,"유중혁, 김독자",유중혁X김독자,,,,@darksweetdanger,https://dongne.co/event/df2407/circles/399370,제26회 디. 페스타,Day1
뵤의 마법주머니,띠띠,M16,4sp,화산귀환,,화산귀환 쁘띠존: 天下俠義,당보 청명,당보X청명,로맨틱,,"만화,일러스트,소설",@s2ei1010,https://dongne.co/event/df2407/circles/394114,제26회 디. 페스타,Day1
부대찌개 두루치기,"안나,챠이,낙낙,이교",Y12,4sp,데뷔 못 하면 죽는 병 걸림,"윈브레,나루토,가비지타임,화산귀환",,,신재현X박문대,,,"만화,일러스트,소설",@anna_ice_cream,https://dongne.co/event/df2407/circles/398185,제26회 디. 페스타,Day1
부스 안 열면 죽는 병 걸림,"하세, 연화, 쫭",Y18,2sp,데못죽,,,청려,청려X문대,,,"일러스트,기타,만화,소설","@haka_VTIC, @lotus_flower432, @JJANG__bb",https://dongne.co/event/df2407/circles/402660,제26회 디. 페스타,Day1
부스가 두 개나 있으면 복잡하잖아,충치,B15a,1sp,주술회전,,고죠게토 쁘띠존 : ✧ 夢中相尋 몽중상심 ✦,"고죠 사토루, 게토 스구루",고죠 사토루X게토 스구루,로맨틱,,만화,@Chung_chie,https://dongne.co/event/df2407/circles/390904,제26회 디. 페스타,Day1
부스러가되,앗곰,V6b,1sp,명급리 ,"데못죽,마마살",,"조의신,박문대,신청려,이한",천성헌X조의신,로맨틱,"의신른,문대른",일러스트,@i_iurtm,https://dongne.co/event/df2407/circles/400587,제26회 디. 페스타,Day1
부스명 모하지,강생강,Q20b,1sp,혈계전선,,,,스티븐X재프,"섹슈얼,로맨틱,해당없음",,소설,gingerywpd,https://dongne.co/event/df2407/circles/388168,제26회 디. 페스타,Day1
부스명뭐하지,세이,Y5,2sp,데못죽,,,박문대,,,,일러스트,sei,https://dongne.co/event/df2407/circles/403756,제26회 디. 페스타,Day1
부스명뭐하지,ㅎㅅ,Y4b,1sp,데못죽,,,박문대,,,,,,https://dongne.co/event/df2407/circles/384747,제26회 디. 페스타,Day1
부스주인고질병 : 입덕부정,Arian,S19,2sp,하이큐,,,,X,,쿠로켄,소설,,https://dongne.co/event/df2407/circles/395500,제26회 디. 페스타,Day1
부스처음이에요,천염식비,V11,2sp,"엘소드, 전지적 독자시점",,,,,,,"게임,소설",@Asthma_jabduck,https://dongne.co/event/df2407/circles/386868,제26회 디. 페스타,Day1
부슥,삥찌,Y20a,1sp,데못죽,어바등,,,,,,,@bbing_zzi,https://dongne.co/event/df2407/circles/396468,제26회 디. 페스타,Day1
부적으로 농구하며 노래하지 않으면 죽는병 걸림,"콩, ",X12,2sp,데뷔 못하면 죽는 병,"가비지타임, 진혼기",,"이세진, 큰세진, 박문대",큰세X문대,,,"소설,만화",@p7i_q,https://dongne.co/event/df2407/circles/401892,제26회 디. 페스타,Day1
북산칠공주,비나,S15,2sp,슬램덩크,주술회전,,,,,,일러스트,@sebin_13,https://dongne.co/event/df2407/circles/395652,제26회 디. 페스타,Day1
비엘 남기면 나중에 지옥 가서 남긴 거 다 비벼준다 ,세범,U17,2sp,진혼기,아이돌리쉬 세븐,,김자하,김자하X김설영,로맨틱,유키모모,기타,@sebeom_,https://dongne.co/event/df2407/circles/400159,제26회 디. 페스타,Day1
"빠졌어, 너에게",매니저,R1b,1sp,가비지타임,"슬램덩크, 그 외",,,,,,"소설,만화,일러스트,사진,공예,조형",@heesoo21004,https://dongne.co/event/df2407/circles/389771,제26회 디. 페스타,Day1
뿅클로젯,호잍,S16a,1sp,슬램덩크,,,이명헌 정우성 송태섭,,"로맨틱,해당없음","명헌태섭,명헌우성,우성명헌,우성태섭","일러스트,공예,기타",@ho_it_o_o,https://dongne.co/event/df2407/circles/403389,제26회 디. 페스타,Day1
쁘띠뽀짝,뽀짝쿵야,P15,2sp,플레이브,화산귀환 데못죽 슬램덩크 전독시,,,,,,,@BBoJJaKKyu,https://dongne.co/event/df2407/circles/393887,제26회 디. 페스타,Day1
사갈같은놈,사갈,M7,4sp,화산귀환,,화산귀환 쁘띠존: 天下俠義,청명,당보X청명,"해당없음,로맨틱",일소청명,"만화,소설,일러스트",@sagal_hwa,https://dongne.co/event/df2407/circles/389795,제26회 디. 페스타,Day1
사랑의 트랩카드,갈릭,N20,2sp,앙상블스타즈,,,,사쿠마 레이X오오가미 코가,"로맨틱,섹슈얼",,만화,,https://dongne.co/event/df2407/circles/395132,제26회 디. 페스타,Day1
사별맛집 「순애객잔」aT센터 1-1호점,실차,L8,2sp,화산귀환,,화산귀환 쁘띠존: 天下俠義,"청명, 백천, 당보",당보X청명,로맨틱,백천청명,,@notcaryestea,https://dongne.co/event/df2407/circles/399269,제26회 디. 페스타,Day1
사별맛집 「순애객잔」aT센터 1-2호점 ,원중,L9,2sp,화산귀환,,화산귀환 쁘띠존: 天下俠義,,백천X청명,,,"만화,일러스트,소설,공예",@2_p_r_c,https://dongne.co/event/df2407/circles/401201,제26회 디. 페스타,Day1
사제지정 외엔 다 허상이란다,코코아,W22,2sp,"의원, 다시 살다",,,"진천희, 제갈린, 유호",X,,,소설,@RlLHel,https://dongne.co/event/df2407/circles/385560,제26회 디. 페스타,Day1
사파는 못 말려,감자채주,K13,2sp,화산귀환,솜인형옷장,화산귀환 쁘띠존: 天下俠義,,,해당없음,,"공예,소설,만화",@gamjachaeju,https://dongne.co/event/df2407/circles/399637,제26회 디. 페스타,Day1
사파일짱x정파일짱,술꽃,K16,2sp,화산귀환,,화산귀환 쁘띠존: 天下俠義,,장일소X청명,,,"만화,일러스트",@soolkkok,https://dongne.co/event/df2407/circles/390835,제26회 디. 페스타,Day1
사퍼하실래요?,이즈,P19,2sp,사이퍼즈,,,"잭, 클리브",잭X클리브,"로맨틱,섹슈얼",,"만화,소설,사진",@mitsjxc,https://dongne.co/event/df2407/circles/405659,제26회 디. 페스타,Day1
산과 신,산이풍 / 율기,Y4a,1sp,데뷔못하면죽는병걸림,,,박문대 외,,,,"기타,소설",,https://dongne.co/event/df2407/circles/397285,제26회 디. 페스타,Day1
산신의 숲,산신,K19,2sp,화산귀환,원피스,,"청명, 임소병, 트라팔가 로우, 사보",,,,"만화,일러스트",177_1010,https://dongne.co/event/df2407/circles/397722,제26회 디. 페스타,Day1
산적 또는 흑도,갈,J11,4sp,화산귀환,광마회귀,화산귀환 쁘띠존: 天下俠義,"청명, 임소병, 이자하",청명X임소병,섹슈얼,,"소설,만화,공예,일러스트",@1so_cute,https://dongne.co/event/df2407/circles/393662,제26회 디. 페스타,Day1
살구버스,살구,N12,2sp,프세카,,,,,,,일러스트,cjdcjd717,https://dongne.co/event/df2407/circles/399248,제26회 디. 페스타,Day1
삼왕자를 믿기,오매불랑,H18,2sp,반월당의 기묘한 이야기,진혼기,반월당 쁘띠존 : 나쁜 꿈은 끝났어,"백란, 유단",,로맨틱,,만화,@qodjwhbdic,https://dongne.co/event/df2407/circles/405304,제26회 디. 페스타,Day1
삼인삼색,시야,L5a,1sp,화산귀환,,,,,,,일러스트,,https://dongne.co/event/df2407/circles/404749,제26회 디. 페스타,Day1
상선을 좌로 밀어 잠금해제,"온애, 람테",U15,2sp,진혼기,,,"자하, 설영",김자하X김설영,"로맨틱,섹슈얼",,"만화,일러스트,소설","@onat_js, @ramte_zs",https://dongne.co/event/df2407/circles/391597,제26회 디. 페스타,Day1
상천정 구석 무허가 책방,MMW,M21,2sp,천관사복,,,,,,,만화,@mang_mu_w,https://dongne.co/event/df2407/circles/390914,제26회 디. 페스타,Day1
상호네 아기상어,에베,E6,2sp,,,,,,,,,,https://dongne.co/event/df2407/circles/403105,제26회 디. 페스타,Day1
생크림고게떡,mg,B7,2sp,주술회전,,고죠게토 쁘띠존 : ✧ 夢中相尋 몽중상심 ✦,"고죠 사토루, 게토 스구루",,"로맨틱,섹슈얼",,소설,@ggmin_gge,https://dongne.co/event/df2407/circles/400683,제26회 디. 페스타,Day1
서라벌 마라탕집,뻬랑,J1,2sp,마도조사,진혼기,,"자하, 설영",망기X무선,,,"소설,일러스트",@FRang_mdzs,https://dongne.co/event/df2407/circles/395898,제26회 디. 페스타,Day1
서라벌아이돌,지안랑,V10,2sp,진혼기,,,"김자하, 김설영, 자하, 설영",자하X설영,"로맨틱,섹슈얼",,"소설,만화",dear_my_lune_,https://dongne.co/event/df2407/circles/395590,제26회 디. 페스타,Day1
서라벌파출소,"먀먕랑, 쇠고랑",U10,2sp,진혼기,어두운 바다의 등불이 되어,,,자하X설영,"로맨틱,섹슈얼",해량무현,"일러스트,만화",mya_myang___,https://dongne.co/event/df2407/circles/398660,제26회 디. 페스타,Day1
서라벌파출소,"쇠고랑, 야마랑, 염병랑",U11,2sp,진혼기,어두운 바다의 등불이 되어,,,자하X설영,"로맨틱,섹슈얼",해량무현,"만화,일러스트",@s_ko_rang,https://dongne.co/event/df2407/circles/386386,제26회 디. 페스타,Day1
선배! 무한 쭈꾸미 사주세요,일원,D17b,1sp,나루토,걸즈밴드크라이,,,오비토X카카시,"섹슈얼,로맨틱",,,,https://dongne.co/event/df2407/circles/400237,제26회 디. 페스타,Day1
선생님 첫사랑 얘기해주세요,듀,C18,2sp,주술회전,,고죠게토 쁘띠존 : ✧ 夢中相尋 몽중상심 ✦,"고죠 사토루, 게토 스구루",고죠 사토루X게토 스구루,로맨틱,,,@MP572d,https://dongne.co/event/df2407/circles/400825,제26회 디. 페스타,Day1
설레이는이마음은뭘까,루랑,V12b,1sp,"전독시(전지적독자시점), 데못죽(데뷔못하면죽는병걸림)",,,,중혁X독자,,,,@Rang_luvtika,https://dongne.co/event/df2407/circles/398999,제26회 디. 페스타,Day1
성공한다면 무언가를 보여드리겠습니다,904,X8b,1sp,데뷔못하면죽는병걸림,"슬램덩크, 가비지타임",,,정우성X이명헌,"섹슈얼,로맨틱",,일러스트,@9woo4myung,https://dongne.co/event/df2407/circles/391391,제26회 디. 페스타,Day1
세상에 같은 핑크는 없다,"크헹,GIN",N10,2sp,프로젝트 세카이,,,,,,,일러스트,"@k_heng1223,@gin937",https://dongne.co/event/df2407/circles/397253,제26회 디. 페스타,Day1
세카이의 치킨집,깡,N15,2sp,프로젝트 세카이,열화요수,,"카미시로 루이, 텐마 츠카사, 쉬엔지, 성령연",카미시로 루이X텐마 츠카사,"로맨틱,섹슈얼",쉬엔지X성령연,"소설,기타",@0kkaaang,https://dongne.co/event/df2407/circles/389003,제26회 디. 페스타,Day1
셋이모여서도원결의,272장,V19,2sp,"명급리, 슬램덩크","문송안함, 광마회귀",,,,,,"소설,만화,공예",,https://dongne.co/event/df2407/circles/396052,제26회 디. 페스타,Day1
소금빵가게,시오,R20b,1sp,가비지타임,주술회전,,,,,,,sioseasa1t,https://dongne.co/event/df2407/circles/393148,제26회 디. 페스타,Day1
소년현상,少年現象,O2b,1sp,앙상블 스타즈!!,,,"아야세 마요이, 카제하야 타츠미, 사카사키 나츠메, 아오바 츠무기, 하루카와 소라",사카사키 나츠메X아오바 츠무기,,아야세 마요이✕카제하야 타츠미,"만화,기타",@5_145c,https://dongne.co/event/df2407/circles/396004,제26회 디. 페스타,Day1
소누,소누,H12b,1sp,,,,,,,,"일러스트,만화",,https://dongne.co/event/df2407/circles/404581,제26회 디. 페스타,Day1
소문(안)난 동네 맛집,모리,W10,2sp,전지적 독자 시점,,,,,,,,mori_gy,https://dongne.co/event/df2407/circles/395048,제26회 디. 페스타,Day1
소소하게 아무거나,소소,S22,2sp,아이나나,,,,,,,,jjang_soso,https://dongne.co/event/df2407/circles/395632,제26회 디. 페스타,Day1
소소한 메이릴리,"메이, 소소",G1,4sp,,,,,,,,,@Ma_Li_garden,https://dongne.co/event/df2407/circles/398680,제26회 디. 페스타,Day1
소소한 이야기,소소한 이야기,H23,2sp,,,,,,,,공예,studio_story_,https://dongne.co/event/df2407/circles/394319,제26회 디. 페스타,Day1
"소저, 또 핸드폰 하는 거예요?",분,W23a,1sp,"의원, 다시 살다",명문고 EX급 조연의 리플레이,,,,,,,@buunbun_mu,https://dongne.co/event/df2407/circles/404536,제26회 디. 페스타,Day1
송가네 매운탕,쑥갓,S16b,1sp,슬램덩크,,,송태섭,,섹슈얼,우성태섭,소설,@ssukgod_31,https://dongne.co/event/df2407/circles/392333,제26회 디. 페스타,Day1
쇼하고 있네,ㅇㅇ,N7a,1sp,프로젝트 세카이,,,"텐마 츠카사, 오오토리 에무, 쿠사나기 네네, 카미시로 루이",카미시로 루이X텐마 츠카사,로맨틱,,,@loveblond_46,https://dongne.co/event/df2407/circles/397655,제26회 디. 페스타,Day1
수달의작업실X꽁뜨공방,"김수달, 꽁치",G2,2sp,수공예,"플레이브, 가비지타임",,,,,,"공예,일러스트",@sudal_s @kkong_ttu_,https://dongne.co/event/df2407/circles/392157,제26회 디. 페스타,Day1
"쉿, 문대 훔쳐가는중!","마이츄,노넴",X15,2sp,데뷔 못 하면 죽는 병 걸림,,,"이세진(큰세진), 박문대, 선아현",이세진(큰세진)X박문대,"로맨틱,해당없음",아현문대,"소설,공예,사진,기타",@Mychu_030,https://dongne.co/event/df2407/circles/398423,제26회 디. 페스타,Day1
슈가솔트데이즈,슈가솔트데이즈,G15,2sp,,,,,,,,,@sugarsaltdayz,https://dongne.co/event/df2407/circles/393874,제26회 디. 페스타,Day1
스구 X 사토 SS,Zinn,F12,2sp,주술회전,,게토고죠 쁘띠존 《END UP》,,게토 스구루X고죠 사토루,"섹슈얼,로맨틱",,,,https://dongne.co/event/df2407/circles/404526,제26회 디. 페스타,Day1
스탬피드 리벤저스의 기묘한 회전,hk,C12,2sp,"주술회전, 트라이건, 도쿄리벤저스, 죠죠의기묘한모험",,,,,,,,,https://dongne.co/event/df2407/circles/400132,제26회 디. 페스타,Day1
슬슬결혼하죠,랑,U23b,1sp,진혼기,설영자하/서검서준,,설영자하 서검서준,,,,,.,https://dongne.co/event/df2407/circles/401835,제26회 디. 페스타,Day1
습격을막아라,러블리꾸꾸,E5,2sp,,,,,,,,,,https://dongne.co/event/df2407/circles/393680,제26회 디. 페스타,Day1
시그마 에이전시,시그마,J12,4sp,화산귀환,,화산귀환 쁘띠존: 天下俠義,"남궁도위, 임소병",남궁도위X임소병,해당없음,,소설,TargetSigma,https://dongne.co/event/df2407/circles/396815,제26회 디. 페스타,Day1
시마이부붐은온다,신신,Q18a,1sp,MIU404,,,"시마 카즈미, 이부키 아이",시마 카즈미X이부키 아이,로맨틱,,만화,@L_1aw1iet,https://dongne.co/event/df2407/circles/395317,제26회 디. 페스타,Day1
시쿠시쿠,농부,N16,2sp,프로젝트 세카이,,,,카미시로 루이X텐마 츠카사,로맨틱,,만화,@nbnb0306,https://dongne.co/event/df2407/circles/393192,제26회 디. 페스타,Day1
신기하게도 네 인물의 장르는 같다,"와니,천생연분,먼키친,통귤탕후루",I23,2sp,"역전재판,대역전재판","명탐정 코난,이세계 착각 헌터",,,X,,"아카아무,하기마츠",일러스트,"@77_us_77,@tgaa_danshi,@ meow__web,@Dld__dgs",https://dongne.co/event/df2407/circles/400311,제26회 디. 페스타,Day1
신라명물 자설,"타탸, 반류랑",U12,2sp,진혼기,,,,자하X설영,,,소설,@tatta1888,https://dongne.co/event/df2407/circles/400966,제26회 디. 페스타,Day1
신라부터 세카이까지,"막강, 흰섬 ",W9,2sp,"전자적 독자 시점, 전독시","프로세카, 장송의 프리렌, 천관사복, 마도조사, 인사반파 ",,,,"로맨틱,섹슈얼","힘멜프리 / 화성사련, 풍신모정 / 망기무선 / 빙하청추","일러스트,만화"," @3149jd, @WHITE__SOM",https://dongne.co/event/df2407/circles/391412,제26회 디. 페스타,Day1
신비한별의☆중원무림,"Murr, BDE, 유땅",L14,2sp,화산귀환,신비한 별의 쌍둥이공주,화산귀환 쁘띠존: 天下俠義,"청명, 초삼, 당보, 청문, 청진, 백아, 레인, 쉐이드, 이자하",쉐이드X레인,로맨틱,,"일러스트,만화",@DF2207sun,https://dongne.co/event/df2407/circles/389700,제26회 디. 페스타,Day1
신재현 네가 콩콩콩이 나와요냐? 후배님이 말랑촉촉강쥐인가요?,광합성하는 민트,Y6,2sp,데뷔 못 하면 죽는 병 걸림,,,"신재현, 박문대, 류건우, 오윤신,이세진, 선아현, 차유진, 김래빈, 류청우, 배세진",신재현X박문대,로맨틱,"청려문대, 청려건우, 큰세문대, 유진래빈, 아현문대","소설,일러스트",@Mint031124,https://dongne.co/event/df2407/circles/388123,제26회 디. 페스타,Day1
심해는 진짜 아름다운거구나,킴셰,T9,2sp,어바등,,,신해량,,로맨틱,,공예,@kimsye_RZ,https://dongne.co/event/df2407/circles/400641,제26회 디. 페스타,Day1
쌍둥이 선생님이 이거 다 팔고 오래요,림,R3,2sp,마법사의 약속,,,,,,,,@5T4RBURST,https://dongne.co/event/df2407/circles/404484,제26회 디. 페스타,Day1
쏘암언터쳐블깡총,산땍,N3,2sp,하이큐,"블루록,가정교사 히트맨 리본",,,,,,,@sanddek,https://dongne.co/event/df2407/circles/399055,제26회 디. 페스타,Day1
쏙쏙빼먹는 소세지,쏙쏘,D4,2sp,명탐정 코난,화산귀환,,,,로맨틱,,"일러스트,만화",@ThrThtttt,https://dongne.co/event/df2407/circles/391676,제26회 디. 페스타,Day1
아 심심한데 농구공이나 튀겨먹어야겠다,그렇게됏다..,R19,2sp,가비지타임,,,,,,,,nong_gu_go,https://dongne.co/event/df2407/circles/402552,제26회 디. 페스타,Day1
아니근데 캡콤이,p2d,E24a,1sp,역전재판,,, 역전재판,,,,"만화,일러스트",@p2222d,https://dongne.co/event/df2407/circles/400485,제26회 디. 페스타,Day1
아따따 아따따,화기자,M12,2sp,화산귀환,,화산귀환 쁘띠존: 天下俠義,,당보X청명,로맨틱,,"만화,일러스트",@hs_gija,https://dongne.co/event/df2407/circles/395404,제26회 디. 페스타,Day1
아마도밥을많이먹겠죠?,긤,D24b,1sp,원피스,,,,,,,"만화,게임,기타",gi_um_,https://dongne.co/event/df2407/circles/401161,제26회 디. 페스타,Day1
아무튼고게함,Momo,B15b,1sp,주술회전,,고죠게토 쁘띠존 : ✧ 夢中相尋 몽중상심 ✦,"고죠 사토루, 게토 스구루",고죠 사토루X게토 스구루,"로맨틱,섹슈얼",,소설,musical_MNA,https://dongne.co/event/df2407/circles/402765,제26회 디. 페스타,Day1
아므아무,하미,G11b,1sp,bl,,,,,,,"일러스트,만화",@id_z,https://dongne.co/event/df2407/circles/390513,제26회 디. 페스타,Day1
아발론 변두리 맥주감자집 6호점+a,리나,R10,2sp,"로드 오브 히어로즈(로오히), 블루 자이언트",,,,요한X프람,"로맨틱,섹슈얼",,"만화,일러스트",@_linalord_,https://dongne.co/event/df2407/circles/384712,제26회 디. 페스타,Day1
아자뵤,카야,V12a,1sp,전독시 데못죽,,,,유중혁X김독자,,,,@_kaya_2725,https://dongne.co/event/df2407/circles/398673,제26회 디. 페스타,Day1
아직 살아 있단다.,"묵, 태수",M5,2sp,열화요수,"잔차품, 살파랑",,"쉬엔지, 성령연",쉬엔지X성령연,,"루비싱x린징헝, 장경x고윤","만화,일러스트","@notzamuk, @xoxo000_0",https://dongne.co/event/df2407/circles/392639,제26회 디. 페스타,Day1
안가네,"가나쵸, 뮤실리",E12,2sp,"슬램덩크, 아이나나",,,"권준호, 야마토",,,,,,https://dongne.co/event/df2407/circles/403027,제26회 디. 페스타,Day1
안녕하세요,질러,E4b,1sp,,,,,,,,,,https://dongne.co/event/df2407/circles/394394,제26회 디. 페스타,Day1
알몸부스,다비,X1,4sp,하이큐,명탐정코난. 슬램덩크. ,,"아카이, 아무로",아카이X아무로,섹슈얼,,"일러스트,만화",https://twitter.com/Daby_DB,https://dongne.co/event/df2407/circles/392407,제26회 디. 페스타,Day1
암사마귀,심재형,O13a,1sp,프로젝트 세카이,없음,,"토우야,아키토",,로맨틱,없음,,@seha12345678,https://dongne.co/event/df2407/circles/402255,제26회 디. 페스타,Day1
앞머리에도 주력이 있나요,씅애,F14,2sp,"주술회전, 게토고죠",,게토고죠 쁘띠존 《END UP》,"게토 스구루, 고죠 사토루",,"섹슈얼,로맨틱",,"만화,일러스트,공예",@aoi_nami_koishi,https://dongne.co/event/df2407/circles/394702,제26회 디. 페스타,Day1
"앟문, 연애할 거면 내 눈 앞에서","비노, 혀니",X19,2sp,데뷔 못 하면 죽는 병 걸림,,,선아현,선아현X박문대,"섹슈얼,로맨틱",아현건우,"공예,소설",@Vino_dmj,https://dongne.co/event/df2407/circles/399778,제26회 디. 페스타,Day1
애플블로썸,소내,Z19b,1sp,데못죽,초심돌,,,,,,일러스트,,https://dongne.co/event/df2407/circles/391195,제26회 디. 페스타,Day1
