부스명,대표자,위치,위치(열),위치(번호),반부스,부스,대표 작품(원작),그 외 다루는 작품,쁘띠존,캐릭터,커플링,커플링 성향,그 외 커플링,매체,트위터,링크,행사명,개최일
냠,냠,,,,,1sp,슬램덩크 데못죽,,,,,,,,Cell_pq,https://dongne.co/events/df2401/circles/113822,제24회 디. 페스타,Day1
뿅,뿅,,,,,2sp,,,,,,,,"만화,기타",qazwsx1493,https://dongne.co/events/df2401/circles/111404,제24회 디. 페스타,Day1
청,cheongryuha,,,,,2sp,,,,,,,,,,https://dongne.co/events/df2401/circles/112521,제24회 디. 페스타,Day1
㈜ 텅 빈,레이지빈,,,,,2sp,데뷔 못하면 죽는 병 걸림,,,,청려X박문대,"로맨틱,섹슈얼",,"만화,일러스트",amibean,https://dongne.co/events/df2401/circles/114050,제24회 디. 페스타,Day1
야 이 부스 무지달다 루하나 아냐?,"디브, 지금",,,,,1sp,슬램덩크,X,태웅백호 쁘띠존 : 호호신년,서태웅 강백호,서태웅X강백호,해당없음,,기타,"rukahanaryomi, lovewayandu",https://dongne.co/events/df2401/circles/114347,제24회 디. 페스타,Day1
운 좋게 토라 햝기,토라,,,,,2sp,프로세카,,,"아오야기 토우야,시노노메 아키토",,"로맨틱,섹슈얼",,"만화,소설",_tiger_ovo,https://dongne.co/events/df2401/circles/114204,제24회 디. 페스타,Day1
세 명만 모이면 메이저다,도적,,,,,4sp,진혼기,"반월당의 기묘한 이야기,태양의 시,전지적 독자 시점,엘소드",,,,로맨틱,,,C12151127H,https://dongne.co/events/df2401/circles/113972,제24회 디. 페스타,Day1
이 맛을 모르는 당신들이 불쌍해요,Un,,,,,2sp,주술회전,,,"옷코츠 유타,오리모토 리카",옷코츠 유타X오리모토 리카,로맨틱,,"만화,일러스트",ASU_c0,https://dongne.co/events/df2401/circles/113640,제24회 디. 페스타,Day1
어 그래 준수야. 예 청명이 형,"환효, 점복",,,,,2sp,"가비지타임,화산귀환",,,"전영중,성준수,청명",전영중X성준수,"로맨틱,섹슈얼",,"일러스트,소설,기타",yoaketime,https://dongne.co/events/df2401/circles/112035,제24회 디. 페스타,Day1
뭘 파든 헤어지지 않겠다는 피의 맹세,-,,,,,4sp,,"명문고 EX급 조연의 리플레이,내가 키운 S급들,서브남주가 파업하면 생기는 일,가비지타임",,다수,박병찬X기상호,섹슈얼,,"소설,일러스트",,https://dongne.co/events/df2401/circles/112121,제24회 디. 페스타,Day1
다 팔아야 집 가기,김시럽/먀,,,,,2sp,가비지타임,,,박병찬 기상호,박병찬X기상호,로맨틱,준쟁(성준수x진재유),소설,"js2bs2, mya789456",https://dongne.co/events/df2401/circles/114724,제24회 디. 페스타,Day1
아 대퇴가 기가막혀,실차,,,,,4sp,화산귀환,,,"청명,당보",당보X청명,로맨틱,"백천청명, 드림 ",,notcaryestea,https://dongne.co/events/df2401/circles/113840,제24회 디. 페스타,Day1
그 늑대가 사랑하는 법,간장이페달,,,,,2sp,겁쟁이페달,슬램덩크,,,아라키타 야스토모X후쿠토미 주이치,"로맨틱,섹슈얼","하야유우, 우성명헌","일러스트,만화",YWPD_shoyu,https://dongne.co/events/df2401/circles/114260,제24회 디. 페스타,Day1
이 베이가 스핀피니쉬 되기 전에 돌아오겠소,에이드,,,,,2sp,베이블레이드,"키미가시네,네가죽어,FF14",,,,"로맨틱,섹슈얼",프리크리. 바루슈. 시스락.소우신,"만화,일러스트",baybladeade1222,https://dongne.co/events/df2401/circles/112987,제24회 디. 페스타,Day1
"좀 떨어져주세요, 스티븐 씨!",젤리,,,,,2sp,혈계전선,,혈계전선 쁘띠존 : 라이브라 한국지부 홍보팀,"레오나르도 워치,스티븐 스타페이즈",스티븐X레오,로맨틱,레오른,"소설,공예,일러스트",Jellyfish_BBB,https://dongne.co/events/df2401/circles/113325,제24회 디. 페스타,Day1
네? 준수가 지금 오른쪽에 있다고요? 이런 씨몬! 당장 출동하겠습니다!!,빈,,,,,2sp,가비지타임,,,성준수,전영중X성준수,"로맨틱,섹슈얼","박병찬 x 성준수, 성준수른","소설,일러스트,만화",bin_s2_you,https://dongne.co/events/df2401/circles/113255,제24회 디. 페스타,Day1
어? 병찬이랑 상호가 뽀뽀하는게 자연스러운 행위인 것 같아.,"랭이, 팥붕, qmq",,,,,2sp,가비지타임,,,"박병찬,기상호",,로맨틱,,"만화,소설","lyeng_2, baggae443724, beub649736",https://dongne.co/events/df2401/circles/114680,제24회 디. 페스타,Day1
잘(생긴 애) 옆(에) 잘(생긴 애),기린,,,,,2sp,누카니발,플레이브,,,,,,,girin_qqq,https://dongne.co/events/df2401/circles/112941,제24회 디. 페스타,Day1
릴리,하다월,,,,,4sp,,,,,,,,,war_Som,https://dongne.co/events/df2401/circles/112019,제24회 디. 페스타,Day1
무제,류영,,,,,1sp,데뷔 못 하면 죽는 병 걸림,,,,,"로맨틱,섹슈얼",,,,https://dongne.co/events/df2401/circles/111773,제24회 디. 페스타,Day1
반디,반디,,,,,1sp,내가 키운 s급들,,,성현제,성현제X한유진,"섹슈얼,로맨틱",,만화,,https://dongne.co/events/df2401/circles/112341,제24회 디. 페스타,Day1
뱀집,t,,,,,1sp,NU카니발,,,,,로맨틱,,소설,,https://dongne.co/events/df2401/circles/111672,제24회 디. 페스타,Day1
임시,줄기,,,,,2sp,,,혈계전선 쁘띠존 : 라이브라 한국지부 홍보팀,,,,,"만화,일러스트",julgi___,https://dongne.co/events/df2401/circles/115244,제24회 디. 페스타,Day1
잡탕,티라,,,,,2sp,,,,,,,,,TIRA_o2,https://dongne.co/events/df2401/circles/113408,제24회 디. 페스타,Day1
지세,지세,,,,,2sp,,,,,,,,"일러스트,기타",yoonzise,https://dongne.co/events/df2401/circles/114529,제24회 디. 페스타,Day1
찐빵,찐빵,,,,,2sp,가비지타임,,,,,,,,,https://dongne.co/events/df2401/circles/113147,제24회 디. 페스타,Day1
청춘,"오트, 쿠왕",,,,,1sp,주술회전,프세카,,"주술회전,프세카",게토X고죠,로맨틱,,일러스트,"jujutsuoat, gang_coo",https://dongne.co/events/df2401/circles/114325,제24회 디. 페스타,Day1
풀밭,풀,,,,,1sp,쿠로코의 농구,,,"타카오,미도리마",타카오X미도리마,로맨틱,,소설,,https://dongne.co/events/df2401/circles/112815,제24회 디. 페스타,Day1
코에 츄,"코쟁, 츄현",,,,,2sp,"프로세카,가비지타임",,,"마후유,카나데,최종수,기상호 등",최종수X기상호,해당없음,,일러스트,"KOZaang, O116peach",https://dongne.co/events/df2401/circles/115198,제24회 디. 페스타,Day1
이거 다 못 내면 나한테 뒈지는거야!!!!!!!!,견,,,,,1sp,화산귀환,,,"청명,당보,당소소,이송백,백천",,,,소설,_yi_hyeon__,https://dongne.co/events/df2401/circles/113479,제24회 디. 페스타,Day1
요즘 그 집 둘째가 연애한다던데,에바님,,,,,2sp,,,,,,,,,,https://dongne.co/events/df2401/circles/111482,제24회 디. 페스타,Day1
농구 안 하면 죽는 병 걸림,피자 ,,,,,2sp,가비지타임,데뷔 못하면 죽는 병 걸림,,"가비지타임 내 지상 고등학교 캐릭터,데뷔 못하면 죽는 병 걸림 내 그룹  테스타 캐릭터",기상호X정희찬,"로맨틱,해당없음","준수재유,형석현성,큰세문대,유진래빈","만화,사진",spoonoksusu,https://dongne.co/events/df2401/circles/114471,제24회 디. 페스타,Day1
부스 못 열면 죽는 병 걸림,원,,,,,1sp,데뷔 못하면 죽는 병 걸림,,,테스타,,,,일러스트,o17e_,https://dongne.co/events/df2401/circles/113962,제24회 디. 페스타,Day1
코트 위 동성연애 규탄,솔,,,,,2sp,가비지타임,블루록,종수상호 쁘띠존 1회 : 종착역은 상대방입니다,"최종수,기상호",최종수X기상호,로맨틱,,일러스트,,https://dongne.co/events/df2401/circles/115079,제24회 디. 페스타,Day1
이게 제 최애타컾 지크토니입니다,찟,,,,,2sp,창작커플(1차),페그오(2차) 등,,토니,지크프리트X파에톤,"로맨틱,섹슈얼",아마타카 등,소설,zziiz_,https://dongne.co/events/df2401/circles/112158,제24회 디. 페스타,Day1
모두 다 보인다구!,나히다,,,,,4sp,원신,"주술회전,가비지타임",,,,,,,,https://dongne.co/events/df2401/circles/111663,제24회 디. 페스타,Day1
"나야 나, 화산귀환에 나오는 김자하라고",조상악개,,,,,1sp,"화산귀환,진혼기",은혼,,"청명,백천,백아,자하,설영",,,,"만화,일러스트,기타",josangnim_sorry,https://dongne.co/events/df2401/circles/113967,제24회 디. 페스타,Day1
컴온 요!,이공,,,,,2sp,화산귀환,가비지타임,,올캐릭터,,,,"만화,일러스트,기타",kkyigong,https://dongne.co/events/df2401/circles/112242,제24회 디. 페스타,Day1
미우 타임,"소바, 파산, 먼지",,,,,2sp,miu404,,,"이부키 아이,시마 카즈미",이부키 아이X시마 카즈미,로맨틱,,"만화,일러스트",extension404,https://dongne.co/events/df2401/circles/113278,제24회 디. 페스타,Day1
영영 위빙,영영 위빙,,,,,1sp,,,,,,,,,Y0ung0_weaving,https://dongne.co/events/df2401/circles/114509,제24회 디. 페스타,Day1
분명 만날 땐 하나였는데 장르가 너무 많아졌어요,비오,,,,,2sp,데뷔 못하면 죽는 병 걸림,"가비지타임,슬램덩크,어두운 바다의 등불이 되어,백작가의 망나니가 되었다,서브남주가 파업하면 생기는 일",,,,로맨틱,,일러스트,bio12031113,https://dongne.co/events/df2401/circles/115094,제24회 디. 페스타,Day1
펭긴 없는 부스,.,,,,,1sp,가비지타임,,종수상호 쁘띠존 1회 : 종착역은 상대방입니다,"최종수,기상호",최종수X기상호,"로맨틱,섹슈얼",,만화,,https://dongne.co/events/df2401/circles/112986,제24회 디. 페스타,Day1
나올 거면 나와 루하나,"누보, 파펭",,,,,2sp,슬램덩크,,태웅백호 쁘띠존 : 호호신년,태웅백호,서태웅X강백호,"로맨틱,섹슈얼",,소설,"Underlash_0101, 15th_of_march",https://dongne.co/events/df2401/circles/114376,제24회 디. 페스타,Day1
새해 탱백 많이 받으세요,"NYOM, 장투",,,,,2sp,슬램덩크,,태웅백호 쁘띠존 : 호호신년,,서태웅X강백호,"로맨틱,섹슈얼",,"만화,소설","wvvo00, jangtu1110",https://dongne.co/events/df2401/circles/114113,제24회 디. 페스타,Day1
쟤네 쟆레 잡네...,"리ㅍ, 초록악어",,,,,2sp,혈계전선,,혈계전선 쁘띠존 : 라이브라 한국지부 홍보팀,"재프 렌프로,레오나르도 워치",재프 렌프로X레오나르도 워치,"로맨틱,섹슈얼",,"소설,공예","lee_p_bbb, sososo14789",https://dongne.co/events/df2401/circles/113268,제24회 디. 페스타,Day1
종상 온도 측정기,주사위,,,,,1sp,가비지타임,,종수상호 쁘띠존 1회 : 종착역은 상대방입니다,,,,,,Pks2hi,https://dongne.co/events/df2401/circles/113915,제24회 디. 페스타,Day1
빛의 고리 도나쓰 맛집,"백곰, 종이",,,,,2sp,울트라맨 오브,,,"쿠레나이 가이,쟈그라스 쟈그라",,,,소설,"polarbear0918, nichiasa_paper",https://dongne.co/events/df2401/circles/112395,제24회 디. 페스타,Day1
저는 여기 판매가 아니라 홍보를 하기 위해 나왔습니다,흰둥이의은밀한콧수염,,,,,1sp,버튜버(모로스),,,"카이론 베르티안,유키토라 신야,아델 다우트",,,,일러스트,eunmilhan_,https://dongne.co/events/df2401/circles/113758,제24회 디. 페스타,Day1
좋아 내가 수비가 되어주마,"캐러멜펀치, 강아라",,,,,2sp,슬램덩크,,,"송태섭,정대만",태섭X대만,섹슈얼,,"만화,소설",junggongjoo14,https://dongne.co/events/df2401/circles/111336,제24회 디. 페스타,Day1
우리 드림 열일해요,꼽표,,,,,2sp,원신,,,라이오슬리,,섹슈얼,상뱅 청려문대 ,일러스트,sleep_againer,https://dongne.co/events/df2401/circles/113042,제24회 디. 페스타,Day1
쿠키 사랑 마녀집회,콩빵,,,,,1sp,쿠키런 킹덤,,,"마들렌맛 쿠키,에스프레소맛 쿠키",,로맨틱,,,Congbbang,https://dongne.co/events/df2401/circles/113074,제24회 디. 페스타,Day1
우리 게임 정상영업 합니다,네리링,,,,,1sp,붕괴 스타레일,,,,경원X나찰,"로맨틱,섹슈얼",,소설,nerine_cine,https://dongne.co/events/df2401/circles/112092,제24회 디. 페스타,Day1
누가 계속 부스잡으래!!,샴개,,,,,2sp,가비지타임,,,성준수,전영중X성준수,로맨틱,"뱅준,준른",소설,,https://dongne.co/events/df2401/circles/111596,제24회 디. 페스타,Day1
탱댐 먹고 회의합시다.,TD,,,,,2sp,"슬램덩크,더 퍼스트 슬램덩크",,,"서태웅,정대만,루카와 카에데,미츠이 히사시",서태웅X정대만,"로맨틱,섹슈얼",루미츠,"소설,일러스트,만화",KEEP_CALM_N_,https://dongne.co/events/df2401/circles/112228,제24회 디. 페스타,Day1
무료 배포존,뿅,,,,,1sp,가비지타임,슬램덩크,,,,,,,ppinyong_lee04,https://dongne.co/events/df2401/circles/112827,제24회 디. 페스타,Day1
이름 뭐하지,멜,,,,,2sp,혈계전선,,혈계전선 쁘띠존 : 라이브라 한국지부 홍보팀,,,,,"일러스트,기타",__flamel_,https://dongne.co/events/df2401/circles/113246,제24회 디. 페스타,Day1
햇님 잡화점,나기,,,,,2sp,데못죽,플레이브,,,,,,,,https://dongne.co/events/df2401/circles/112900,제24회 디. 페스타,Day1
쓰리 포인트 고 슛!,픽,,,,,2sp,베이블레이드,슬램덩크,,"시스코 칼라일,키야마 란타로 / 양호열,강백호 등등",양호열X강백호,"로맨틱,섹슈얼",시스락(시스쿠미),"소설,일러스트",,https://dongne.co/events/df2401/circles/112944,제24회 디. 페스타,Day1
마감 실패할 것 같은 부스,시스티나,,,,,2sp,가비지타임,,,"성준수,기상호,최종수,박병찬,정희찬",성준수X기상호,"섹슈얼,로맨틱","종수상호, 병찬상호, 종수상호병찬, 희찬상호, 종상, 뱅상, 희상, 종상뱅",소설,sistina_w,https://dongne.co/events/df2401/circles/111843,제24회 디. 페스타,Day1
농구 못하면 죽는 병 걸린 종남파 ,째깍,,,,,2sp,슬램덩크,"화산귀환,데뷔 못하면 죽는 병걸림",,최동오,,"로맨틱,섹슈얼","우성명헌,명헌우성,명헌태섭,우성태섭,현철명헌,동오명헌,우성동오,태섭대만","만화,일러스트,소설,공예",jjaekkag0104,https://dongne.co/events/df2401/circles/114411,제24회 디. 페스타,Day1
신은 마감을 대신 해주지 않아...,"소사, 은설",,,,,2sp,가비지타임,데못죽 망아살 블루록,,기상호,,로맨틱,상호른,일러스트,"SOSA3451, Eunsul_1109",https://dongne.co/events/df2401/circles/112723,제24회 디. 페스타,Day1
달군 마라탕 찌르기,남자헌터,,,,,2sp,가비지타임,화산귀환,,가비지타임 준빵/ 화산귀환 청명백천,,섹슈얼,청명X백천,만화,dansihunter,https://dongne.co/events/df2401/circles/113626,제24회 디. 페스타,Day1
이것 때문에 부스냈다,개냥이,,,,,2sp,전지적 독자 시점,데뷔 못하면 죽는 병 걸림,,"유중혁,김독자",유중혁X김독자,,청려문대,"소설,일러스트",lmyinuneko,https://dongne.co/events/df2401/circles/114910,제24회 디. 페스타,Day1
준상 온리전 홍보부스,준상 온리전,,,,,2sp,가비지타임,,,"성준수,기상호",성준수X기상호,해당없음,,기타,junsang_only,https://dongne.co/events/df2401/circles/113490,제24회 디. 페스타,Day1
지상 최대의 린이사쇼,"로티, 집사, 구독깅",,,,,2sp,블루록,,부스의 원석들: 펑크는 LOCK OFF,"이토시 린,이사기 요이치",,,,"만화,일러스트","blueloty, B1ue_butler, blue1ocktv",https://dongne.co/events/df2401/circles/114066,제24회 디. 페스타,Day1
우리 멍청이 정상영업 합니다,"J, 농곰",,,,,1sp,슬램덩크,,태웅백호 쁘띠존 : 호호신년,,,로맨틱,,소설,"plsherlock, nongnolS2",https://dongne.co/events/df2401/circles/112472,제24회 디. 페스타,Day1
나의 기묘한 아카데미아,엉덩덩이박사,,,,,2sp,죠죠의 기묘한 모험,나의 히어로 아카데미아,,,,,,,hamon__o,https://dongne.co/events/df2401/circles/113307,제24회 디. 페스타,Day1
뭐가 나올지 모르겠어요,으어어,,,,,2sp,슬램덩크,,,강백호,양호열X강백호,로맨틱,,"만화,일러스트,소설",,https://dongne.co/events/df2401/circles/111359,제24회 디. 페스타,Day1
저희 사무소 정상영업합니다,김리타,,,,,1sp,역전재판,,변호사가 역전을 숨김,,,,,,kiml0919,https://dongne.co/events/df2401/circles/112982,제24회 디. 페스타,Day1
디페 리벤저스,도떤계정,,,,,2sp,도쿄리벤저스,,,도리벤의 수많은 남자들,도리벤의 수많은 남자들X타케미치X타케미치X타케미치,로맨틱,타케른,"만화,일러스트,기타,공예",,https://dongne.co/events/df2401/circles/113536,제24회 디. 페스타,Day1
슬덩 가보자고,DaDa,,,,,1sp,슬램덩크,,태웅백호 쁘띠존 : 호호신년,"서태웅,강백호",태웅X백호,해당없음,태섭대만,일러스트,DaDa9191,https://dongne.co/events/df2401/circles/112908,제24회 디. 페스타,Day1
인생 저당잡힘,오프유,,,,,2sp,주술회전,,,"고죠,유지,사시스,올캐러",고죠 사토루X이타도리 유지,"섹슈얼,로맨틱",,"만화,일러스트",off_u__off,https://dongne.co/events/df2401/circles/112463,제24회 디. 페스타,Day1
형을 사랑하는 두 가지 방법,녜,,,,,2sp,가비지타임,,,박병찬 기상호 이초원 공태성 김다은,김다은X공태성,"로맨틱,섹슈얼","이초원×박병찬×기상호 리버시블, 기상호×박병찬","만화,일러스트,소설",nxnxnnnxnx,https://dongne.co/events/df2401/circles/113512,제24회 디. 페스타,Day1
고담 베이커리 카페,민초빙수,,,,,2sp,배트맨,샌드맨,,"브루스 웨인,모르페우스",슈퍼맨X배트맨,"로맨틱,섹슈얼",,"일러스트,소설,만화",,https://dongne.co/events/df2401/circles/111485,제24회 디. 페스타,Day1
이거 게이볼그 아냐 아쳐,베헤리트,,,,,1sp,fate 시리즈,,,에미야,쿠훌린X에미야,섹슈얼,,만화,,https://dongne.co/events/df2401/circles/112155,제24회 디. 페스타,Day1
사마 공주님과 그의 시비들,다식,,,,,2sp,화산귀환,,,청명,청명,로맨틱,,"소설,공예",dasik_ghkrnl,https://dongne.co/events/df2401/circles/112453,제24회 디. 페스타,Day1
역시 메이드는 내게 용기를 준다,"세모, 릿코",,,,,2sp,블루록,,부스의 원석들: 펑크는 LOCK OFF,"이사기 요이치,바치라 메구루,나기 세이시로,미카게 레오",이사기 요이치X바치라 메구루,로맨틱,나기레오,"만화,소설","jjsuwg, igedamoya",https://dongne.co/events/df2401/circles/111848,제24회 디. 페스타,Day1
내가 사랑하는 모든 캐릭터들에게,차차,,,,,2sp,,,,,,,,"일러스트,공예,기타",chacha_beggar,https://dongne.co/events/df2401/circles/113143,제24회 디. 페스타,Day1
나랑 무비나나 보자고,sama,,,,,2sp,아이돌리쉬 세븐,어바등,,나나세 리쿠,이즈미 이오리X나나세 리쿠,,,,HIKARII__ARE,https://dongne.co/events/df2401/circles/114262,제24회 디. 페스타,Day1
화음 저잣거리 노점상,테리,,,,,2sp,화산귀환,,,,,,,소설,Tobby_new,https://dongne.co/events/df2401/circles/114018,제24회 디. 페스타,Day1
슛이 좋아지는 음이온 서클,소동,,,,,2sp,가비지타임,,,전영중,전영중X성준수,,,일러스트,ppang0_z,https://dongne.co/events/df2401/circles/114240,제24회 디. 페스타,Day1
저기 환호하는 사람들 속에 너의 시선을 느껴,가지무침,,,,,2sp,슬램덩크,,,서태웅,서태웅X정대만,"섹슈얼,로맨틱",,소설,gajimuchim11,https://dongne.co/events/df2401/circles/114856,제24회 디. 페스타,Day1
내가 이때까지 하고있을까?,쵸코하임,,,,,1sp,슬램덩크,,,,,,,,,https://dongne.co/events/df2401/circles/114339,제24회 디. 페스타,Day1
여긴 백호열의 무대입니다.,녕,,,,,2sp,슬램덩크,,백호열 쁘띠존 <순간포착 : 왜 백호랑 호열이가 사랑하는 것 같냐>,"강백호,양호열",강백호X양호열,"로맨틱,섹슈얼",,"소설,만화",nooy_nongnol,https://dongne.co/events/df2401/circles/112002,제24회 디. 페스타,Day1
같은 아이돌끼리 돕고 삽시다,비온후,,,,,2sp,,,,,,,,,,https://dongne.co/events/df2401/circles/113749,제24회 디. 페스타,Day1
맛난 김치마카롱 드셔보세요~,뺨뺨,,,,,2sp,가비지타임,슬램덩크,,"기상호,송태섭(미야기 료타)",,로맨틱,"대만태섭(미츠료), 코코타케, 상호른","일러스트,소설",neol_bam_write,https://dongne.co/events/df2401/circles/112745,제24회 디. 페스타,Day1
함께 백호열하세요 그렇지 않으면 다 같이 굶습니다,"바다사과, 따따",,,,,2sp,슬램덩크,,백호열 쁘띠존 <순간포착 : 왜 백호랑 호열이가 사랑하는 것 같냐>,"강백호,양호열",강백호X양호열,"로맨틱,섹슈얼",,"소설,기타,일러스트",Bada_sagwa,https://dongne.co/events/df2401/circles/114239,제24회 디. 페스타,Day1
제발 배송도착하길..,자유인,,,,,1sp,,,,,,,,,,https://dongne.co/events/df2401/circles/112882,제24회 디. 페스타,Day1
겨울-별 책방,"알만다이트, 겨울새우",,,,,2sp,오리지널,,,,,,,소설,alman_dawn,https://dongne.co/events/df2401/circles/111928,제24회 디. 페스타,Day1
"호열, 백호, 그리고 서태웅의 아내",요하,,,,,1sp,슬램덩크,,,,서태웅X양호열,로맨틱,양호열X강백호,만화,10ho_0310,https://dongne.co/events/df2401/circles/114115,제24회 디. 페스타,Day1
"이봐, 자네! 그거 알아? 이 부스 하나엔 자그마치 대역재 모든 분량의 스포일러가 있다는 놀라운 사실을!",LO3,,,,,2sp,역전재판 시리즈,,변호사가 역전을 숨김,,,로맨틱,,,,https://dongne.co/events/df2401/circles/115007,제24회 디. 페스타,Day1
"행성, 살인축구 그리고 푸른 장미의 새싹","시로, 김곽기",,,,,2sp,블루 록,,부스의 원석들: 펑크는 LOCK OFF,,이토시 린X이사기 요이치,로맨틱,"쿠로이사,카이이사","만화,일러스트","bll_sio, trash_bibim",https://dongne.co/events/df2401/circles/114916,제24회 디. 페스타,Day1
"덥크, 가든오더 그리고 마법사의 약속","진정/초상, 류비엠",,,,,2sp,마법사의 약속,"TRPG(가든 오더,더블 크로스)",,"오즈,피가로 가르시아",오즈X피가로 가르시아,"로맨틱,섹슈얼",,소설,P0r7r417,https://dongne.co/events/df2401/circles/114996,제24회 디. 페스타,Day1
타코! 타코! 타코!,"헤라, 포포토샐러드",,,,,2sp,파이널 판타지14,파판 드림,,"그라하 티아,빛의 전사",,로맨틱,,"일러스트,만화",HUSHL0V3,https://dongne.co/events/df2401/circles/113894,제24회 디. 페스타,Day1
격돌! 복수를 부르는 공놀이 여자놀이 남자놀이,꺄,,,,,4sp,가비지타임,"우마무스메,니디 걸 오버도즈,회색도시,단간론파,히프노시스 마이크,문호 스트레이 독스,프로젝트 세카이",,,최종수X기상호,로맨틱,"준상, 뱅상","일러스트,소설",,https://dongne.co/events/df2401/circles/115019,제24회 디. 페스타,Day1
자와! 카이지! 후쿠모토 아시는구나!,영주,,,,,2sp,fkmt,카이지,,카이지,,,,"만화,공예,기타",oqwertyui0,https://dongne.co/events/df2401/circles/115039,제24회 디. 페스타,Day1
주술..회전? 둘이..회전? 고유...설마?,"요월 , 수현",,,,,2sp,주술회전,,고죠유지 쁘띠존 : 겨울을 녹이는 봄,고죠사토루 이타도리 유지,고죠 사토루X이타도리 유지,로맨틱,,"기타,일러스트,만화",yowol_game,https://dongne.co/events/df2401/circles/113159,제24회 디. 페스타,Day1
배놀(밴드놀)합시다,평붓,,,,,2sp,아르고나비스,블루록,,,키쿄 리오X마토바 와타루,"로맨틱,섹슈얼",,만화,flat_brusj_argn,https://dongne.co/events/df2401/circles/114229,제24회 디. 페스타,Day1
ㅅㅅㅅ,이삼,,,,,2sp,오리지널,,,,,,,"일러스트,공예,조형,만화",6_e_sam,https://dongne.co/events/df2401/circles/112668,제24회 디. 페스타,Day1
감자칩,"유용, 사서",,,,,2sp,적왕사,어바등,,"베른,박무현",,,,일러스트,,https://dongne.co/events/df2401/circles/113198,제24회 디. 페스타,Day1
까막북,DOWON,,,,,2sp,터무니없는 이야기,,,,,,,,,https://dongne.co/events/df2401/circles/112898,제24회 디. 페스타,Day1
꿈다락,꿈다락,,,,,2sp,오리지널,오리지널,,,,,,일러스트,,https://dongne.co/events/df2401/circles/113500,제24회 디. 페스타,Day1
나영사,아사네,,,,,2sp,파이널판타지14,,,,에메트셀크X아젬,"로맨틱,섹슈얼","에메히카,브리에스,테미에리",만화,pinktokifire,https://dongne.co/events/df2401/circles/111428,제24회 디. 페스타,Day1
